pid,gl2_absence_blocks,gl2_absence_blocks_car,gl2_absence_max_len,gl2_ast40,gl2_avail,gl2_avail_car,gl2_away_minus_home_gmsc40,gl2_best_seed_car,gl2_blk40,gl2_blow_d_mpg,gl2_blow_mpg,gl2_box_completeness,gl2_champion,gl2_champion_car,gl2_close_d_gmsc40,gl2_close_d_mpg,gl2_close_d_ts,gl2_close_gmsc40,gl2_close_minus_blow_gmsc40,gl2_close_minus_blow_mpg,gl2_close_mpg,gl2_d100_ast40,gl2_d100_blk40,gl2_d100_efg,gl2_d100_fg,gl2_d100_fg3,gl2_d100_ft,gl2_d100_ftr,gl2_d100_gmsc40,gl2_d100_mpg,gl2_d100_pts40,gl2_d100_reb40,gl2_d100_stl40,gl2_d100_tov40,gl2_d100_ts,gl2_d50_ast40,gl2_d50_blk40,gl2_d50_efg,gl2_d50_fg,gl2_d50_fg3,gl2_d50_ft,gl2_d50_ftr,gl2_d50_gmsc40,gl2_d50_mpg,gl2_d50_pts40,gl2_d50_reb40,gl2_d50_stl40,gl2_d50_tov40,gl2_d50_ts,gl2_dnp_rows,gl2_efg,gl2_exp_wins,gl2_fg,gl2_fg3,gl2_final4,gl2_final4_car,gl2_final_is_predraft_season,gl2_final_season_end,gl2_ft,gl2_ftr,gl2_g_all,gl2_g_t100,gl2_g_t50,gl2_gmsc40,gl2_gmsc_cv,gl2_gmsc_mean,gl2_gmsc_pg,gl2_gmsc_sd,gl2_gmsc_skew,gl2_gp,gl2_gp_car,gl2_last10_d_gmsc40,gl2_last10_d_mpg,gl2_last10_d_pts40,gl2_late_d_ast40,gl2_late_d_gmsc40,gl2_late_d_mpg,gl2_late_d_pts40,gl2_late_d_reb40,gl2_late_d_ts,gl2_min_share,gl2_missed,gl2_mpg,gl2_n_blowout,gl2_n_close,gl2_n_neutral,gl2_n_seasons,gl2_ncaa_d_ast40,gl2_ncaa_d_gmsc40,gl2_ncaa_d_mpg,gl2_ncaa_d_pts40,gl2_ncaa_d_reb40,gl2_ncaa_d_stl40,gl2_ncaa_d_tov40,gl2_ncaa_d_ts,gl2_ncaa_g,gl2_ncaa_g_car,gl2_ncaa_w_car,gl2_neutral_d_gmsc40,gl2_pase,gl2_pase_neg,gl2_pase_pos,gl2_ppg,gl2_pts40,gl2_reb40,gl2_season_gaps,gl2_seasons_no_archive,gl2_seed,gl2_share_gmsc_above_1sd,gl2_share_gmsc_below_1sd,gl2_start_share,gl2_stl40,gl2_t100_apg,gl2_t100_bpg,gl2_t100_efg,gl2_t100_fg,gl2_t100_fg3,gl2_t100_ft,gl2_t100_ftr,gl2_t100_gmsc,gl2_t100_mpg,gl2_t100_ppg,gl2_t100_rpg,gl2_t100_spg,gl2_t100_topg,gl2_t100_ts,gl2_t50_apg,gl2_t50_bpg,gl2_t50_efg,gl2_t50_fg,gl2_t50_fg3,gl2_t50_ft,gl2_t50_ftr,gl2_t50_gmsc,gl2_t50_mpg,gl2_t50_ppg,gl2_t50_rpg,gl2_t50_spg,gl2_t50_topg,gl2_t50_ts,gl2_team_g,gl2_team_g_car,gl2_team_g_sched,gl2_team_ncaa_w,gl2_tier_src_torvik,gl2_tov40,gl2_ts
P16bd14d8e6,0,0,0,5.7046,1.0,1.0,-1.3104,8,0.7131,-3.147,31.5,1.0,0,0,-2.3447,2.686,-0.02494,10.9524,-6.619,5.833,37.333,-0.4991,0.0175,-0.03181,-0.02699,-0.03746,-0.02013,0.0198,-1.9546,1.853,-1.5197,0.1108,-0.1031,-0.1654,-0.02845,0.0271,-0.1033,-0.06618,-0.06072,-0.04642,-0.06444,0.06023,-3.8337,1.797,-2.2692,1.0524,-0.4367,0.558,-0.06177,0,0.47957,0.55,0.41505,0.31915,0,0,1,2008,0.69347,0.42796,34,24,9,13.2971,0.5219,11.5176,11.518,6.0109,-0.1597,34,34,-3.903,2.653,-2.7793,1.3552,-4.1951,4.243,-4.3783,0.292,-0.06101,0.1713,0,34.647,8,9,8,1,1.6778,-6.3901,4.094,-5.0986,4.0898,-1.3806,-0.0113,-0.13638,2,2,1,-4.1913,0.45,0.0,0.45,17.176,19.8302,7.6061,0,0,8,0.1765,0.1471,1.0,1.2903,4.75,0.667,0.44776,0.38806,0.28169,0.67333,0.44776,10.35,36.5,16.708,7.042,1.083,4.125,0.5,5.222,0.556,0.41339,0.35433,0.27273,0.62903,0.48819,8.622,36.444,16.0,7.889,0.778,4.778,0.46668,34,34,34,1,1.0,4.6859,0.52845
P16bfe45561,0,0,0,6.2823,1.0,0.9655,1.2755,15,0.7157,-8.604,22.833,1.0,0,0,-7.276,4.42,-0.13391,8.1594,-15.6655,13.024,35.857,0.0034,0.1414,-0.00579,-0.00535,0.0098,0.03209,0.06287,0.8075,3.562,0.835,-0.4206,-0.3828,-0.7376,0.00562,,,,,,,,,,,,,,,0,0.5303,0.1324,0.51515,0.32353,0,0,1,2023,0.65541,0.40771,32,8,2,15.4354,0.4181,12.1312,12.131,5.0718,-0.0722,32,84,-0.3182,5.263,-0.3094,0.0408,0.9613,6.367,0.8754,-0.4751,-0.02176,0.1554,0,31.438,6,7,7,3,0.1007,-1.2781,6.874,-2.4489,-0.2303,-0.2775,-2.6154,-0.08851,3,3,2,-2.2902,1.8676,0.0,1.8676,15.062,19.165,7.992,1,1,15,0.1562,0.1875,1.0,0.9543,5.5,0.75,0.52451,0.5098,0.33333,0.6875,0.47059,14.213,35.0,17.5,6.625,0.5,2.625,0.56855,,,,,,,,,,,,,,,32,87,32,2,1.0,3.7376,0.56293
P16c24a4b1f,1,1,3,3.3974,0.9143,0.8641,-5.5155,3,1.1325,-3.74,27.167,1.0,0,0,-4.4306,0.394,-0.08131,7.0032,-10.8373,4.133,31.3,0.1277,-0.1533,-0.04654,-0.02877,-0.04714,0.01853,0.00517,-1.6076,0.517,-1.637,-0.4215,0.0341,0.0021,-0.03929,1.1952,-0.4658,-0.01921,-0.0065,-0.02563,0.01502,-0.05252,-0.3301,0.858,-1.0582,-0.1685,0.1672,-0.0291,-0.02203,0,0.52241,1.05,0.41034,0.37791,0,0,1,2018,0.71831,0.24483,32,26,17,11.4338,0.6889,8.8344,8.834,6.0861,0.564,32,89,-4.2287,0.794,-2.2039,0.1579,-4.9031,-0.101,-3.1094,-1.5977,-0.08263,0.1545,3,30.906,6,10,8,3,0.5686,-1.7246,-0.264,-3.3222,1.5719,0.2341,0.078,-0.09051,3,6,4,0.9711,0.95,0.0,0.95,11.062,14.3175,6.8352,0,0,7,0.2188,0.1562,0.9688,1.092,2.769,0.769,0.47588,0.38158,0.33077,0.73684,0.25,7.719,31.423,9.962,5.038,0.885,1.654,0.5117,3.647,0.529,0.50321,0.40385,0.35227,0.73333,0.19231,8.818,31.765,10.529,5.294,1.0,1.647,0.52896,35,103,35,2,1.0,2.1031,0.55099
P16dc90cb0b,0,0,0,1.5385,0.25,0.8323,,,0.5128,,,1.0,0,0,3.7436,0.25,0.22584,10.6667,,,10.0,0.2393,-0.5128,0.21667,0.3,,0.0,0.01667,-0.2564,-0.75,-0.9915,-0.0342,-0.1368,0.4786,0.17397,0.9615,-0.5128,-0.08333,0.0,,0.0,0.91667,-1.2981,0.917,-4.5192,0.1603,0.2244,-0.5769,0.05673,0,0.58333,,0.5,0.33333,0,0,0,2024,1.0,0.58333,8,5,3,6.9231,1.0669,1.6875,1.688,1.8003,-0.5543,8,129,,,,,,,,,,0.048,24,9.75,1,3,1,5,,,,,,,,,0,0,0,,,,,2.625,10.7692,3.5897,0,0,,0.125,0.125,0.5,1.0256,0.4,0.0,0.8,0.8,,1.0,0.6,1.5,9.0,2.2,0.8,0.2,0.8,0.87025,0.667,0.0,0.5,0.5,,1.0,1.5,1.5,10.667,1.667,1.0,0.333,0.667,0.75301,32,155,32,0,1.0,3.0769,0.69629
P16e9d60aa9,0,0,0,5.1721,1.0,0.9928,1.0231,3,0.7508,,,0.9688,0,0,-0.6305,2.815,-0.03273,12.237,,,33.75,-0.0271,-0.0986,-0.00627,0.00026,-0.04737,-0.04759,0.0282,-0.3096,1.535,-0.2638,0.1245,0.2203,0.2206,-0.0091,-0.3528,-0.2689,0.03509,0.04064,-0.04541,-0.05988,0.12038,1.3252,2.265,-0.0342,0.3515,0.7921,0.1386,0.03408,0,0.48763,,0.45936,0.2807,0,0,1,2020,0.82178,0.35689,31,17,10,12.8676,0.5103,9.9516,9.952,5.078,0.3441,31,137,1.2658,-2.435,2.2892,-0.2343,1.6311,-3.0,1.9884,2.0219,0.02565,0.1534,0,30.935,2,12,3,4,,,,,,,,,0,9,6,-5.2279,,,,11.581,14.9739,5.6726,0,0,,0.129,0.0968,1.0,2.4609,4.176,0.529,0.48137,0.45963,0.23333,0.77419,0.38509,10.194,32.471,11.941,4.706,2.176,3.294,0.53909,4.0,0.4,0.52273,0.5,0.23529,0.7619,0.47727,11.78,33.2,12.4,5.0,2.7,3.3,0.58227,31,138,32,0,1.0,3.8373,0.54819
P16f77dc0c6,0,0,0,6.1116,1.0,1.0,-6.2379,5,1.1674,-4.786,28.5,1.0,0,0,-2.5699,5.914,-0.0666,15.8163,-6.5095,10.7,39.2,-0.6949,-0.0736,-0.04488,-0.04079,-0.04847,-0.02905,-0.0513,-2.1102,1.623,-1.0181,0.5184,0.0977,0.3736,-0.0486,-1.3645,0.1556,-0.02141,-0.02674,-0.02283,-0.03607,-0.0753,-2.4563,3.429,-1.3674,0.7527,-0.094,0.3112,-0.03363,0,0.54938,1.0652,0.50926,0.35616,0,0,1,2015,0.83607,0.56481,35,22,14,18.3863,0.3955,15.3,15.3,6.0507,0.1898,35,67,-0.4486,2.014,0.314,-2.5838,-3.1918,2.533,-1.4764,1.0601,-0.01788,0.1658,0,33.286,14,5,7,2,-3.0249,-11.1074,2.604,-5.6598,0.4572,0.1215,1.9571,-0.18458,3,3,2,-3.0738,0.9348,0.0,0.9348,14.543,17.4764,5.9399,0,0,5,0.2,0.1714,1.0,2.5064,4.727,0.955,0.5045,0.46847,0.30769,0.80702,0.51351,14.205,34.909,14.364,5.636,2.273,2.364,0.58054,4.357,1.214,0.52797,0.48252,0.33333,0.8,0.48951,14.621,36.714,14.786,6.143,2.214,2.429,0.59551,35,67,35,2,1.0,2.3348,0.62914
P170284fab5,0,0,0,2.0117,0.871,0.9375,-4.1435,,3.3216,-7.267,24.4,0.9688,0,0,-1.7303,3.333,-0.05345,16.4825,-1.2224,10.6,35.0,-0.397,-0.2391,-0.00419,-0.00741,0.02721,-0.01921,-0.00828,-0.6275,0.392,-0.0914,-0.8627,0.2095,0.0618,-0.00663,-0.7465,-0.2073,0.03691,0.02618,0.10128,0.0111,-0.01611,1.2324,-0.051,1.8256,-1.4168,0.487,-0.125,0.03309,1,0.54025,,0.51703,0.30612,0,0,1,2020,0.74648,0.21981,27,17,13,18.2129,0.5064,14.4185,14.419,7.3011,-0.1382,27,90,-2.1195,-1.667,-0.407,1.5007,-2.4507,-6.214,-1.132,-1.2555,-0.09601,0.1569,4,31.667,5,9,0,3,,,,,,,,,0,0,0,,,,,14.889,18.807,13.193,0,0,,0.1852,0.1852,1.0,2.4327,1.294,2.471,0.53606,0.50962,0.33333,0.72727,0.21154,14.094,32.059,15.0,9.882,2.118,2.412,0.56078,1.0,2.462,0.57716,0.54321,0.40741,0.75758,0.2037,15.369,31.615,16.308,9.308,2.308,2.231,0.6005,31,96,32,0,1.0,2.9474,0.56741
P1715fe72c5,0,0,0,3.3234,1.0,0.9419,,,0.2374,-2.208,25.875,0.3871,0,0,,,,,,,,-0.6241,0.008,-0.04756,-0.03243,-0.02747,-0.04635,0.07325,-4.0564,4.517,-1.042,-2.6018,-0.6721,0.3255,-0.03968,-0.6241,0.008,-0.04756,-0.03243,-0.02747,-0.04635,0.07325,-4.0564,4.517,-1.042,-2.6018,-0.6721,0.3255,-0.03968,0,0.55414,,0.41401,0.39286,0,0,1,2026,0.83582,0.42675,12,5,5,19.4184,0.5519,13.6333,13.633,7.5243,0.6623,12,81,,,,,,,,,,0.1404,0,28.083,8,0,2,3,,,,,,,,,0,0,0,,,,,19.167,27.2997,6.5282,1,0,,0.0833,0.1667,1.0,1.8991,2.2,0.2,0.50658,0.38158,0.36538,0.78947,0.5,12.52,32.6,21.4,3.2,1.0,2.2,0.57701,2.2,0.2,0.50658,0.38158,0.36538,0.78947,0.5,12.52,32.6,21.4,3.2,1.0,2.2,0.57701,12,86,31,0,1.0,2.3739,0.61669
P1723d857f7,0,0,0,1.4,1.0,0.65,,3,6.0,-0.667,16.0,0.3871,0,0,,,,,,,,0.9881,0.5672,-0.09444,-0.08889,0.0,0.33333,-0.07778,-2.8182,0.083,-3.4627,-3.0388,-0.006,-0.403,-0.05755,,,,,,,,,,,,,,,0,0.56667,,0.53333,0.25,0,0,1,2026,0.66667,0.3,12,4,1,18.46,0.6001,7.6917,7.692,4.6155,1.4422,12,52,,,,,,,,,,0.0833,0,16.667,6,1,3,3,,,,,,,,,0,1,0,-1.6774,,,,6.667,16.0,10.8,1,1,,0.0833,0.0833,0.0,1.2,1.0,2.75,0.47222,0.44444,0.25,1.0,0.22222,6.55,16.75,5.25,3.25,0.5,0.25,0.53138,,,,,,,,,,,,,,,12,80,31,0,1.0,1.0,0.58893
P1738f63a26,0,0,0,7.165,1.0,1.0,-0.5086,3,0.1693,-6.76,30.556,1.0,0,0,-0.1152,1.541,-0.01395,14.6324,-1.6876,8.302,38.857,-0.0558,0.0449,-0.00426,-0.00498,0.00269,0.02289,0.00498,0.4516,1.601,0.6552,-0.4926,-0.0672,-0.17,0.00165,-0.2514,0.0502,-0.04885,-0.04506,-0.0196,0.04597,0.01298,-0.8051,3.184,-0.2662,-0.6292,-0.0418,-0.1821,-0.02931,0,0.50735,2.2609,0.46008,0.3169,0,0,1,2009,0.78603,0.48109,38,24,18,14.7475,0.436,13.7579,13.758,5.998,0.3799,38,73,-1.089,3.684,-1.5317,1.2424,-0.3482,4.312,-0.4373,-0.6521,-0.02877,0.1806,0,37.316,9,7,10,2,-0.3569,-3.479,1.829,-2.1256,-0.5892,-1.6603,1.2506,0.07347,3,3,2,0.1651,-0.2609,-0.2609,0.0,17.447,18.7024,2.9337,0,0,3,0.0789,0.2105,1.0,1.5233,6.917,0.208,0.5031,0.45511,0.31959,0.80892,0.48607,14.787,38.917,18.833,2.375,1.417,3.375,0.57641,7.0,0.222,0.4585,0.41502,0.2973,0.832,0.49407,14.117,40.5,18.667,2.333,1.5,3.5,0.54545,38,73,38,2,1.0,3.6389,0.57476
P173da90181,0,0,0,2.103,0.9333,0.9672,-12.5923,,0.8155,-6.286,27.0,0.9375,0,0,,,,,,,,0.2255,0.3488,-0.04049,-0.04666,0.01203,0.02576,0.004,-1.1174,1.071,-1.7583,0.6203,0.0189,-0.1259,-0.03139,-0.0777,0.4504,-0.00274,-0.02192,0.12367,0.09428,-0.15686,-2.6751,-1.686,-2.7294,-0.3281,-0.5411,0.0809,-0.02267,2,0.45413,,0.38303,0.32461,0,0,1,2020,0.81481,0.30963,28,14,5,14.4979,0.8126,12.0643,12.064,9.8036,-0.0576,28,59,-2.8605,2.014,-2.6799,-0.5597,-4.7852,4.952,-5.6925,1.04,-0.11321,0.165,2,33.286,4,2,4,2,,,,,,,,,0,0,0,3.3203,,,,18.071,21.7167,9.4421,0,0,,0.1786,0.2143,1.0,2.0601,2.0,1.0,0.41364,0.33636,0.33663,0.84058,0.31364,11.493,34.357,17.143,8.643,1.786,2.214,0.47931,1.6,1.0,0.45139,0.36111,0.44828,0.90909,0.15278,9.34,31.6,15.0,7.2,1.2,2.2,0.48803,30,61,32,0,1.0,2.7039,0.5107
P17786d3599,0,0,0,0.9514,1.0,1.0,-8.5008,7,3.3297,-2.772,29.125,0.8788,0,0,-4.0518,1.103,-0.06949,13.7212,-5.6093,3.875,33.0,-0.0076,-0.4259,-0.0419,-0.04454,0.0,-0.03129,-0.00586,-1.7367,0.515,-1.7431,-0.3356,0.3708,-0.4461,-0.04037,-0.0452,-0.4818,-0.06691,-0.07527,0.16667,-0.03158,0.03005,-3.0804,2.437,-3.1929,0.4536,0.084,-0.2213,-0.05679,0,0.56089,0.9,0.5572,0.5,0,0,1,2005,0.65,0.88561,29,17,9,17.773,0.501,14.1724,14.172,7.101,0.1744,29,29,0.4169,-0.297,0.741,0.073,-0.5914,-1.625,0.6313,-0.7849,0.03985,0.1581,0,31.897,8,5,0,1,-0.4016,-0.6004,2.796,-2.0757,-2.417,0.0847,-0.2513,0.09031,2,2,1,,0.1,0.0,0.1,15.862,19.8919,9.773,0,2,7,0.1379,0.1379,1.0,1.0811,0.765,2.353,0.51899,0.51266,0.5,0.61871,0.87975,12.994,32.412,14.706,7.647,1.176,1.706,0.57036,0.778,2.444,0.49398,0.48193,0.66667,0.61842,0.91566,12.611,34.333,14.333,8.778,1.0,2.0,0.55393,29,29,33,1,0.0,2.5514,0.61073
P17a4a5cfae,1,2,7,2.5731,0.825,0.886,-7.4943,1,3.2359,-6.791,24.3,1.0,1,1,-2.5952,4.159,0.00291,12.4965,-6.2196,10.95,35.25,0.0433,0.0849,0.00818,0.00818,,-0.06429,-0.02666,-0.7017,2.034,-0.5674,-0.3625,-0.1053,-0.0864,-0.00696,0.4604,-0.2024,-0.00244,-0.00244,,-0.08815,-0.04212,-1.3279,2.262,-0.9524,-0.8688,-0.0223,-0.0427,-0.02084,0,0.53419,3.15,0.53419,,1,1,1,2013,0.65179,0.47863,33,24,17,15.0916,0.4891,11.7303,11.73,5.7371,0.3644,33,101,-0.5883,-0.891,-0.0098,-0.6313,-1.331,1.771,0.0865,-2.062,0.02211,0.1526,7,31.091,10,8,11,3,-0.2807,-0.7064,-3.167,-0.5146,-2.152,0.1871,0.3275,0.16807,6,12,10,-2.5916,2.85,0.0,2.85,9.788,12.5926,12.0858,0,0,1,0.1515,0.0606,0.9697,1.7154,2.167,2.75,0.54237,0.54237,,0.5875,0.45198,11.917,33.125,9.958,9.708,1.333,1.833,0.56315,2.529,2.529,0.53175,0.53175,,0.56364,0.43651,11.476,33.353,9.706,9.353,1.412,1.882,0.54927,40,114,40,6,1.0,2.3002,0.57011
P17aee771c1,0,0,0,8.2381,1.0,0.8904,-2.1291,1,0.2253,-2.914,32.6,1.0,0,1,-0.7181,1.64,-0.03898,8.5466,-0.6804,4.554,37.154,-0.9462,-0.0145,-0.00866,-0.00805,0.00947,0.00669,0.01168,-0.9233,0.986,0.3459,-0.2906,0.1513,0.3937,-0.00649,-0.512,0.0681,-0.09689,-0.06942,-0.07989,0.10559,-0.03443,-2.2818,1.668,-0.6394,-0.6815,-0.1098,0.4599,-0.08461,0,0.50866,0.8718,0.44589,0.43284,0,1,0,2013,0.6087,0.19913,35,26,11,9.2647,0.546,8.2257,8.226,4.4915,-0.2701,35,130,-1.5765,1.686,1.7517,-2.241,-1.2088,1.385,3.402,-1.5488,0.13306,0.175,0,35.514,5,13,8,4,,,,,,,,,1,7,6,-3.2856,-0.8718,-0.8718,0.0,7.514,8.4634,2.7353,1,0,6,0.0571,0.1143,1.0,1.5768,6.654,0.192,0.5,0.43784,0.44231,0.61538,0.21081,7.612,36.5,8.038,2.231,1.577,2.885,0.51692,7.182,0.273,0.41176,0.37647,0.35294,0.71429,0.16471,6.491,37.182,7.273,1.909,1.364,3.0,0.43879,35,146,35,0,1.0,2.7675,0.5234
P17f11f33c2,0,0,0,0.7547,0.0909,0.0909,,8,0.7547,,,1.0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,0.38333,0.75,0.33333,0.3,0,0,1,2018,0.77778,0.3,3,3,1,14.1887,0.6005,6.2667,6.267,3.7634,0.4343,3,3,,,,,,,,,,0.0883,30,17.667,0,1,2,1,,,,,,,,,1,1,0,,-0.75,-0.75,0.0,10.0,22.6415,15.0943,0,1,8,0.3333,0.0,0.3333,2.2642,0.333,0.333,0.38333,0.33333,0.3,0.77778,0.3,6.267,17.667,10.0,6.667,1.0,1.0,0.4417,,,,,,,,,,,,,,,33,33,33,0,1.0,2.2642,0.4417
P1804943702,0,0,0,2.2926,1.0,0.9737,-5.9655,1,0.1369,-4.058,25.917,1.0,0,0,-2.4518,3.026,-0.03393,11.2727,-8.007,7.083,33.0,-0.3761,0.0106,-0.00828,-0.01014,0.01577,0.0188,-0.00625,-1.0857,1.333,-0.6191,-0.4916,0.1528,0.2416,-0.00504,-0.2791,-0.1369,0.05743,0.02891,0.10235,0.04895,0.06387,4.1144,3.137,4.623,-1.2636,0.5842,-0.4081,0.06302,0,0.57531,1.8868,0.46667,0.42308,1,1,1,2017,0.7554,0.34321,39,26,9,13.7246,0.7943,10.2846,10.285,8.1694,0.066,39,74,4.7071,2.926,5.0212,-0.5127,5.1945,2.757,5.6767,-0.813,0.11663,0.1494,0,29.974,12,12,12,2,-1.1037,7.4751,6.224,8.6668,0.4153,0.3882,0.8167,0.19755,5,9,7,2.7466,2.1132,0.0,2.1132,14.641,19.5381,4.6193,0,0,3,0.1538,0.1795,1.0,1.0265,1.5,0.115,0.56703,0.45652,0.43885,0.77419,0.33696,9.892,31.308,14.808,3.231,0.923,1.769,0.60741,1.667,0.0,0.63274,0.49558,0.52542,0.80435,0.40708,14.767,33.111,20.0,2.778,1.333,1.333,0.67547,39,76,39,4,1.0,2.0188,0.61245
P18c14dbf8f,0,0,0,2.4823,1.0,0.7481,1.001,1,0.5342,-3.061,32.3,1.0,0,0,-1.7902,2.275,-0.02772,13.971,-4.5925,5.336,37.636,-0.3072,0.0188,-0.02122,-0.01768,-0.01511,-0.00665,0.04245,-1.1621,0.806,-1.0774,-0.0051,0.0376,0.1255,-0.01345,-0.3771,-0.0557,-0.01814,-0.01128,-0.03421,0.01017,0.01679,-1.7468,0.987,-1.3304,-0.1457,-0.1114,0.3271,-0.01174,0,0.49043,3.1842,0.42957,0.33654,0,0,1,2023,0.79899,0.34609,36,30,23,15.7612,0.4452,13.9333,13.933,6.203,-0.4795,36,98,-0.9996,1.139,-1.4577,-0.9832,-2.7041,-0.591,-3.2244,-0.7061,0.00481,0.1756,0,35.361,10,11,9,4,-2.0117,-0.054,-0.912,0.4974,-3.1248,-1.1296,-0.9519,0.11056,2,3,2,0.5262,-2.1842,-2.1842,0.0,20.083,22.718,9.3323,0,0,1,0.0833,0.1389,1.0,1.0683,1.967,0.5,0.46921,0.41189,0.32143,0.79235,0.38854,13.2,36.167,19.567,8.433,1.0,2.5,0.53217,1.913,0.435,0.4723,0.41828,0.30233,0.80916,0.36288,12.735,36.348,19.435,8.348,0.87,2.696,0.53387,36,131,36,1,1.0,2.6394,0.54561
P18facb688d,0,0,0,3.2027,1.0,0.9929,0.5231,3,0.4089,-4.396,27.333,1.0,0,0,-1.5922,3.413,-0.05804,11.2358,-7.0325,7.81,35.143,-0.0531,0.0636,-0.02299,-0.02763,-0.01924,0.0569,-0.02162,-1.0379,1.401,-1.2023,-0.0407,-0.0644,-0.0099,-0.01207,-0.1852,0.1525,-0.0607,-0.07315,-0.01752,0.07506,-0.01012,-2.0771,1.8,-2.5185,-0.5982,-0.0097,-0.2497,-0.03919,0,0.5567,1.4603,0.50515,0.38961,0,0,1,2019,0.79032,0.42612,37,23,17,12.8279,0.5696,10.1757,10.176,5.7961,0.1193,37,140,-1.3131,2.07,-1.7155,0.6388,0.6802,2.894,-1.2898,-1.0517,0.03361,0.1565,0,31.73,6,7,11,4,0.8715,4.9103,1.745,2.6473,1.1181,0.3806,-1.5464,-0.00173,3,9,6,0.6054,0.5397,0.0,0.5397,11.405,14.3782,8.1772,0,0,4,0.1892,0.1351,0.973,0.8518,2.609,0.391,0.53371,0.47753,0.37037,0.84722,0.40449,9.765,33.13,10.913,6.739,0.652,1.826,0.59853,2.529,0.471,0.496,0.432,0.37209,0.86538,0.416,9.012,33.529,9.941,6.353,0.706,1.647,0.57141,37,141,37,2,1.0,2.2147,0.6106
P1945d13d34,0,0,0,0.9378,1.0,0.9406,-2.9716,11,0.1803,-6.606,27.0,1.0,0,0,1.0863,3.644,0.06974,14.9799,-6.9296,10.25,37.25,0.0132,0.0574,-0.0344,-0.02289,-0.04146,-0.08669,-0.01506,-2.7376,1.815,-2.887,-0.7489,0.064,-0.1479,-0.04307,0.0975,0.102,-0.05067,-0.03876,-0.0286,-0.06897,-0.02119,-4.2277,1.811,-4.8363,-1.1248,-0.0845,-0.1031,-0.05527,0,0.57788,,0.45372,0.42146,0,0,0,2024,0.66897,0.32731,33,19,12,13.8936,0.6792,11.6727,11.673,7.9275,-0.1267,33,95,0.6008,1.994,0.2815,0.2877,0.0146,3.631,-0.8624,-2.6932,0.03825,0.168,0,33.606,9,4,4,3,,,,,,,,,0,3,2,-6.1929,,,,18.455,21.9657,5.266,2,1,,0.1515,0.1818,1.0,0.6492,0.842,0.211,0.54348,0.43083,0.38,0.58228,0.31225,9.879,35.421,16.895,4.0,0.632,1.211,0.55776,0.917,0.25,0.52721,0.41497,0.39286,0.6,0.30612,8.558,35.417,15.167,3.667,0.5,1.25,0.54556,33,101,33,0,1.0,1.5149,0.60083
P198bb02a0c,0,0,0,5.0407,1.0,1.0,4.1957,,0.3659,-3.0,29.8,0.9375,0,0,2.5229,-0.133,0.11199,18.6327,7.0353,2.867,32.667,-0.8608,0.0574,0.00976,0.00281,0.03028,0.00562,-0.01091,-0.496,1.564,0.5401,-0.5646,-0.0181,0.1065,0.00811,-0.4413,-0.0871,0.04534,0.03252,0.0872,0.10322,-0.01265,2.4826,3.075,2.6307,-0.9233,0.0813,-0.2381,0.05662,0,0.52857,,0.48052,0.32456,0,0,1,2020,0.75132,0.49091,30,22,8,16.1098,0.6415,13.21,13.21,8.4746,0.6087,30,94,3.2688,2.6,3.5586,-1.3841,2.8595,4.191,3.8073,0.575,0.00357,0.1627,0,32.8,5,6,1,3,,,,,,,,,0,0,0,,,,,18.3,22.3171,4.2683,0,0,,0.1,0.2,0.5333,1.8699,3.591,0.364,0.53833,0.48333,0.35484,0.75694,0.48,13.414,34.364,19.636,3.182,1.591,3.409,0.59445,4.125,0.25,0.57391,0.51304,0.41176,0.85455,0.47826,16.675,35.875,22.375,3.0,1.75,3.25,0.64296,30,94,32,0,1.0,3.8618,0.58634
P19913201dd,0,0,0,5.4243,1.0,1.0,-6.9269,,0.8652,-4.043,30.3,1.0,0,0,-2.7044,0.907,-0.05481,11.8014,-5.2943,4.95,35.25,-0.2502,0.0635,-0.03778,-0.028,-0.0252,0.03529,0.02851,-1.6236,1.128,-1.054,-0.5155,-0.2028,0.2565,-0.02272,0.2575,0.0439,-0.10828,-0.11112,0.00734,-0.13313,-0.0342,-5.3695,0.857,-4.8158,0.0303,0.4595,0.9741,-0.11789,0,0.51737,,0.45658,0.34266,0,0,1,2010,0.76471,0.37965,35,17,5,14.5058,0.5037,12.4543,12.454,6.2731,-0.0716,35,109,-1.7211,2.357,-2.0756,0.9544,-3.8066,4.19,-5.058,-0.9472,-0.11325,0.1717,0,34.343,10,8,4,3,,,,,,,,,0,0,0,1.0617,,,,15.257,17.7704,5.4243,0,0,,0.1143,0.2,0.9714,1.1314,4.588,0.824,0.47959,0.42857,0.31746,0.8,0.40816,11.424,35.471,14.824,4.353,0.824,2.588,0.54498,5.0,0.8,0.40909,0.34545,0.35,0.63158,0.34545,8.04,35.2,11.4,4.8,1.4,3.2,0.44981,35,109,35,0,1.0,2.6622,0.5677
