pid,gl2_absence_blocks,gl2_absence_blocks_car,gl2_absence_max_len,gl2_ast40,gl2_avail,gl2_avail_car,gl2_away_minus_home_gmsc40,gl2_best_seed_car,gl2_blk40,gl2_blow_d_mpg,gl2_blow_mpg,gl2_box_completeness,gl2_champion,gl2_champion_car,gl2_close_d_gmsc40,gl2_close_d_mpg,gl2_close_d_ts,gl2_close_gmsc40,gl2_close_minus_blow_gmsc40,gl2_close_minus_blow_mpg,gl2_close_mpg,gl2_d100_ast40,gl2_d100_blk40,gl2_d100_efg,gl2_d100_fg,gl2_d100_fg3,gl2_d100_ft,gl2_d100_ftr,gl2_d100_gmsc40,gl2_d100_mpg,gl2_d100_pts40,gl2_d100_reb40,gl2_d100_stl40,gl2_d100_tov40,gl2_d100_ts,gl2_d50_ast40,gl2_d50_blk40,gl2_d50_efg,gl2_d50_fg,gl2_d50_fg3,gl2_d50_ft,gl2_d50_ftr,gl2_d50_gmsc40,gl2_d50_mpg,gl2_d50_pts40,gl2_d50_reb40,gl2_d50_stl40,gl2_d50_tov40,gl2_d50_ts,gl2_dnp_rows,gl2_efg,gl2_exp_wins,gl2_fg,gl2_fg3,gl2_final4,gl2_final4_car,gl2_final_is_predraft_season,gl2_final_season_end,gl2_ft,gl2_ftr,gl2_g_all,gl2_g_t100,gl2_g_t50,gl2_gmsc40,gl2_gmsc_cv,gl2_gmsc_mean,gl2_gmsc_pg,gl2_gmsc_sd,gl2_gmsc_skew,gl2_gp,gl2_gp_car,gl2_last10_d_gmsc40,gl2_last10_d_mpg,gl2_last10_d_pts40,gl2_late_d_ast40,gl2_late_d_gmsc40,gl2_late_d_mpg,gl2_late_d_pts40,gl2_late_d_reb40,gl2_late_d_ts,gl2_min_share,gl2_missed,gl2_mpg,gl2_n_blowout,gl2_n_close,gl2_n_neutral,gl2_n_seasons,gl2_ncaa_d_ast40,gl2_ncaa_d_gmsc40,gl2_ncaa_d_mpg,gl2_ncaa_d_pts40,gl2_ncaa_d_reb40,gl2_ncaa_d_stl40,gl2_ncaa_d_tov40,gl2_ncaa_d_ts,gl2_ncaa_g,gl2_ncaa_g_car,gl2_ncaa_w_car,gl2_neutral_d_gmsc40,gl2_pase,gl2_pase_neg,gl2_pase_pos,gl2_ppg,gl2_pts40,gl2_reb40,gl2_season_gaps,gl2_seasons_no_archive,gl2_seed,gl2_share_gmsc_above_1sd,gl2_share_gmsc_below_1sd,gl2_start_share,gl2_stl40,gl2_t100_apg,gl2_t100_bpg,gl2_t100_efg,gl2_t100_fg,gl2_t100_fg3,gl2_t100_ft,gl2_t100_ftr,gl2_t100_gmsc,gl2_t100_mpg,gl2_t100_ppg,gl2_t100_rpg,gl2_t100_spg,gl2_t100_topg,gl2_t100_ts,gl2_t50_apg,gl2_t50_bpg,gl2_t50_efg,gl2_t50_fg,gl2_t50_fg3,gl2_t50_ft,gl2_t50_ftr,gl2_t50_gmsc,gl2_t50_mpg,gl2_t50_ppg,gl2_t50_rpg,gl2_t50_spg,gl2_t50_topg,gl2_t50_ts,gl2_team_g,gl2_team_g_car,gl2_team_g_sched,gl2_team_ncaa_w,gl2_tier_src_torvik,gl2_tov40,gl2_ts
P032d23c9d9,0,0,0,3.1767,0.9062,0.932,0.0021,3,0.6264,-2.494,28.333,1.0,0,0,-0.0928,-1.078,0.03885,17.3613,-3.5798,1.417,29.75,-1.0216,-0.1954,-0.02303,-0.02796,-0.01954,0.01404,-0.03434,-2.1697,0.106,-0.8665,-2.4701,-0.1157,-0.8775,-0.02077,-0.5885,-0.6264,-0.09155,-0.08987,-0.10404,0.04499,-0.1518,-4.5836,3.172,-4.1211,-2.2429,-0.0995,-1.5976,-0.09165,0,0.54155,,0.50416,0.32143,0,0,1,2017,0.66929,0.3518,29,15,5,17.4541,0.443,13.4517,13.452,5.9591,-0.2092,29,96,-0.7541,1.172,1.2025,-1.2487,-1.1746,1.789,1.8728,-3.3101,0.05768,0.1528,3,30.828,9,8,2,3,,,,,,,,,0,4,3,,,,,16.414,21.2975,12.1253,0,0,,0.1724,0.1379,1.0,0.8054,1.667,0.333,0.51852,0.47619,0.30189,0.68333,0.31746,11.82,30.933,15.8,7.467,0.533,1.467,0.55014,2.2,0.0,0.45,0.41429,0.21739,0.71429,0.2,10.94,34.0,14.6,8.4,0.6,1.0,0.47925,32,103,32,0,1.0,2.774,0.57091
P03328260f7,0,0,0,4.6735,0.9722,0.9706,-3.5309,5,0.1031,-5.543,27.714,1.0,0,0,1.5408,3.171,0.07538,12.4549,-0.2049,8.714,36.429,-0.0733,0.0283,-0.00998,-0.01204,-0.00924,0.01316,-0.03714,-0.4519,0.558,-0.3658,0.2291,-0.1771,-0.0757,-0.01199,-0.0206,0.047,0.00187,0.01805,-0.07174,0.05104,-0.01529,1.0784,2.276,0.0823,0.4071,0.2338,-0.352,0.00598,0,0.49813,1.1923,0.4291,0.32174,0,0,0,2024,0.73684,0.28358,35,27,15,10.9141,0.6906,9.0743,9.074,6.2668,0.4226,35,99,3.6876,1.643,3.4562,-0.2988,4.0633,3.867,3.6523,0.6267,0.13789,0.1645,1,33.257,7,7,6,3,,,,,,,,,1,1,0,4.0434,-1.1923,-1.1923,0.0,9.229,11.0997,4.0206,0,1,5,0.1714,0.2,1.0,2.543,3.889,0.111,0.48815,0.41706,0.3125,0.75,0.24645,8.844,33.815,9.074,3.593,2.0,1.185,0.52377,4.133,0.133,0.5,0.44715,0.25,0.78788,0.26829,10.653,35.533,9.933,3.933,2.467,1.0,0.54174,36,102,36,0,1.0,1.4777,0.53576
P03938af6ae,0,1,0,6.8952,1.0,0.9515,-10.3309,5,0.0392,-1.696,28.333,1.0,0,0,-2.983,1.804,-0.04834,7.8848,-1.0093,3.5,31.833,-0.1119,0.0147,-0.05551,-0.03535,-0.03666,0.01878,0.02344,-1.285,0.929,-1.3703,-0.2023,0.0965,-0.2668,-0.04663,-0.3903,0.0579,-0.02326,-0.01895,-0.00103,-0.0325,-0.02709,-1.159,-0.601,-0.2749,-0.3919,-0.3305,-0.3459,-0.02641,0,0.52326,1.1129,0.39826,0.38565,0,0,1,2019,0.64789,0.2064,34,24,14,10.8678,0.8496,8.1588,8.159,6.9316,0.3484,34,98,-2.0439,0.071,-2.8827,-2.296,-3.3406,1.286,-4.2378,0.9182,-0.06135,0.1491,0,30.029,6,12,7,3,,,,,,,,,1,1,0,4.4444,-1.1129,-1.1129,0.0,11.941,15.906,2.6249,0,0,5,0.1471,0.2059,0.9706,2.2723,5.25,0.042,0.46774,0.3629,0.34899,0.66667,0.22984,7.417,30.958,11.25,1.875,1.833,2.917,0.49436,4.786,0.071,0.5,0.37931,0.38462,0.61538,0.17931,7.143,29.429,11.5,1.643,1.429,2.714,0.51457,34,103,34,0,1.0,4.0353,0.54099
P03a04d0174,0,0,0,2.0535,0.9677,0.99,-5.5803,9,1.0267,-1.167,30.0,0.9688,0,0,-0.8512,1.583,-0.00019,9.4504,-2.123,2.75,32.75,-0.3777,0.0662,0.00152,-0.01145,0.04113,-0.08574,-0.04165,-0.5967,1.127,-0.1467,0.5774,-0.2667,0.0401,-0.01113,-1.071,-0.1846,0.02223,0.00055,0.09518,-0.14921,-0.0258,-2.3577,0.5,0.0428,0.6004,-0.674,0.6237,0.00052,1,0.51461,,0.44156,0.3913,0,0,0,2020,0.62921,0.28896,30,17,9,10.3016,0.5966,8.0267,8.027,4.7887,-0.2767,30,99,-0.1864,-1.667,0.7207,0.8948,0.2678,-2.443,0.9666,-0.8413,-0.01939,0.1545,1,31.167,5,8,5,3,,,,,,,,,0,2,1,0.5386,,,,12.433,15.9572,6.4171,0,0,,0.1333,0.1,1.0,1.7968,1.353,0.882,0.51613,0.43011,0.43243,0.54348,0.24731,7.835,32.294,12.765,5.647,1.235,2.588,0.52609,0.778,0.667,0.53684,0.44211,0.48649,0.48,0.26316,6.289,31.667,12.667,5.556,0.889,3.0,0.53774,31,100,32,0,1.0,3.1658,0.53722
P03ad9770c3,0,0,0,1.7279,1.0,1.0,-0.7286,10,0.3456,-3.204,26.667,0.9688,0,0,-1.9869,2.462,-0.01565,9.3608,-1.9392,5.667,32.333,-0.3838,0.0308,0.02864,0.0223,0.03798,-0.03131,-0.0324,0.249,1.129,0.6504,0.0589,-0.0019,0.0858,0.01477,-0.6269,0.2049,0.00862,0.00672,0.01515,-0.04906,-0.07213,-1.256,1.272,0.7791,0.3622,-0.2485,1.0294,-0.01014,0,0.50179,,0.45161,0.31818,0,0,0,2020,0.82906,0.41935,31,24,14,11.3477,0.6577,8.4742,8.474,5.5735,0.6138,31,129,2.9309,2.429,3.0338,-0.3818,4.5232,2.877,5.3181,-0.5308,0.09407,0.1494,0,29.871,6,3,3,4,,,,,,,,,0,1,0,-2.6991,,,,12.161,16.2851,8.8121,0,0,,0.1613,0.0968,1.0,0.432,1.042,0.292,0.53043,0.47391,0.35616,0.79775,0.38696,8.987,31.0,13.125,6.875,0.333,2.042,0.58515,0.857,0.429,0.51042,0.45833,0.33333,0.78,0.34722,7.857,31.143,13.286,7.143,0.143,2.786,0.56024,31,129,32,0,1.0,2.5486,0.57038
P03f35a2855,0,0,0,5.5046,1.0,1.0,,11,0.1835,-4.133,32.2,0.3871,0,0,,,,,,,,-1.8498,-0.1835,-0.09559,-0.08685,-0.01799,-0.09936,0.02387,-4.4035,3.067,-0.6836,1.2169,-0.3022,0.7852,-0.09568,,,,,,,,,,,,,,,0,0.59559,,0.49265,0.42424,0,0,1,2026,0.79167,0.35294,12,5,2,16.1193,0.4043,14.6417,14.642,5.9195,-0.0275,12,47,,,,,,,,,,0.1817,0,36.333,5,2,2,2,,,,,,,,,0,2,1,,,,,16.667,18.3486,2.844,0,0,,0.0833,0.1667,1.0,1.9266,3.6,0.0,0.5,0.4058,0.40625,0.69231,0.37681,11.54,39.4,17.4,4.0,1.6,2.4,0.54078,,,,,,,,,,,,,,,12,47,31,0,1.0,1.6514,0.63646
P04282e0cbf,0,0,0,1.561,1.0,1.0,-2.4794,5,1.2488,-1.815,31.25,0.9688,0,0,-4.3556,0.135,-0.13154,7.1566,-7.9634,1.95,33.2,-0.0937,0.0271,0.01341,0.01141,-0.00635,-0.11603,-0.04554,-0.4564,-0.065,-0.3395,-0.1389,-0.0261,-0.0944,-0.00326,-0.0795,-0.1377,-0.02636,-0.02485,-0.01681,0.02564,-0.05636,1.0434,2.935,0.893,0.5966,-0.6251,-0.9671,-0.02491,0,0.54909,,0.49455,0.42857,0,0,1,2020,0.64103,0.28364,31,19,6,11.5122,0.5715,9.5161,9.516,5.4389,1.0674,31,65,-1.8975,-0.365,-1.1372,-0.1925,-2.7137,-0.241,-1.2498,-2.6809,-0.04892,0.1653,0,33.065,8,5,4,2,,,,,,,,,0,1,0,-0.743,,,,11.355,13.7366,7.922,0,0,,0.0968,0.1613,1.0,1.3659,1.211,1.053,0.5625,0.50595,0.42222,0.525,0.2381,9.121,33.0,11.053,6.421,1.105,1.789,0.56573,1.333,1.0,0.52273,0.4697,0.41176,0.66667,0.22727,11.3,36.0,13.167,7.667,0.667,1.167,0.54408,31,65,32,0,1.0,2.2634,0.56899
P04526b8576,0,0,0,2.8164,1.0,1.0,-0.9712,6,0.4567,-2.903,31.0,0.9688,0,0,-3.0429,1.541,-0.02244,11.0846,-4.3808,4.444,35.444,-0.0303,-0.0587,-0.00205,-0.0153,0.01011,-0.04792,-0.02451,-1.2718,1.053,-0.9815,-0.5698,0.0816,0.1398,-0.00931,-0.438,0.0478,-0.06565,-0.05211,-0.06681,-0.05495,-0.05978,-3.4969,0.784,-3.2797,0.099,0.2397,-0.021,-0.07175,0,0.58447,,0.47684,0.45143,0,0,1,2020,0.76923,0.24796,31,23,16,14.1275,0.5448,11.9742,11.974,6.5236,-0.0496,31,67,0.2887,0.697,2.2802,-0.8374,-1.062,1.7,1.6736,-1.9427,-0.0137,0.1689,0,33.903,7,9,4,2,,,,,,,,,0,2,1,3.0551,,,,16.097,18.9914,5.5947,0,0,,0.2258,0.1613,1.0,0.9134,2.435,0.348,0.58242,0.46154,0.46154,0.72131,0.22344,11.235,34.957,15.739,4.391,0.87,1.652,0.60366,2.062,0.438,0.51882,0.42473,0.38462,0.71429,0.18817,9.219,34.688,13.625,4.938,1.0,1.5,0.54121,31,67,32,0,1.0,1.7507,0.61296
P04a83dcaaf,0,0,0,7.0316,0.9667,0.9435,-3.5602,13,0.4632,-4.314,28.444,1.0,0,0,0.5123,1.491,-0.02667,14.146,-3.354,5.806,34.25,-0.6824,-0.4632,-0.10601,-0.09524,-0.0952,-0.27062,0.10015,-10.3004,-1.259,-7.3023,-0.4718,-1.872,0.548,-0.13436,,,,,,,,,,,,,,,0,0.4949,0.2683,0.42857,0.36792,0,0,1,2025,0.69919,0.41837,29,4,2,13.6337,0.5506,11.1655,11.166,6.1481,0.0002,29,117,0.6504,3.141,0.0595,-0.5507,3.6602,4.961,1.2164,2.2136,0.01954,0.1638,1,32.759,9,8,6,4,,,,,,,,,1,3,1,-3.7633,-0.2683,-0.2683,0.0,13.0,15.8737,6.8211,0,0,13,0.1379,0.1034,1.0,2.1895,5.0,0.0,0.38889,0.33333,0.27273,0.42857,0.51852,2.625,31.5,6.75,5.0,0.25,3.25,0.40712,,,,,,,,,,,,,,,30,124,30,0,1.0,3.5789,0.54148
P051c4d4903,0,0,0,4.2984,1.0,1.0,-2.2885,2,0.2528,-2.391,23.125,0.9688,0,0,-2.2208,1.341,-0.13815,4.7021,-6.0438,3.732,26.857,0.1095,0.0103,-0.01142,-0.01142,0.0,0.10606,-0.02037,-0.7387,0.919,-0.3838,-0.0711,-0.2872,0.2701,-0.00257,-0.1225,0.0402,0.00227,0.00227,0.0,0.16515,-0.02022,-0.6518,0.484,0.0058,-0.1673,-0.2036,0.4298,0.01512,0,0.41975,,0.41975,0.0,0,0,1,2020,0.48485,0.2037,31,23,21,6.9229,1.0042,4.4161,4.416,4.4348,0.0326,31,103,-0.0082,0.284,-1.1748,1.9041,-0.0121,0.419,-1.7435,-0.8677,0.02268,0.1246,0,25.516,8,7,3,3,,,,,,,,,0,7,5,-6.4784,,,,4.903,7.6865,6.3211,0,0,,0.2581,0.1935,0.871,1.6688,2.913,0.174,0.40833,0.40833,0.0,0.59091,0.18333,4.087,26.435,4.826,4.13,0.913,1.783,0.42798,2.714,0.19,0.42202,0.42202,0.0,0.65,0.18349,4.076,26.0,5.0,4.0,0.952,1.857,0.44567,31,103,32,0,1.0,2.4273,0.43055
P05848850fc,0,1,0,5.0394,1.0,0.7941,-6.3036,4,0.7349,-5.618,28.0,1.0,0,0,-0.6458,-2.062,-0.00173,11.1268,-0.9209,3.556,31.556,-0.3979,-0.1612,-0.01243,-0.0071,-0.01486,-0.06716,-0.05017,-2.6721,-0.27,-1.733,-0.4157,0.0247,0.3871,-0.02777,-0.6788,0.0198,-0.01965,-0.01228,-0.00626,-0.08119,-0.00229,-2.6321,0.454,-0.8009,-0.8326,-0.1142,0.0766,-0.03157,0,0.43086,,0.39078,0.29197,0,0,0,2010,0.7156,0.43687,34,23,14,11.7725,0.7718,9.8941,9.894,7.6364,0.2077,34,81,-6.1796,0.282,-5.2862,-1.7522,-7.7234,-0.253,-5.4954,-1.1229,-0.08445,0.168,0,33.618,3,9,3,3,,,,,,,,,0,1,0,-9.9661,,,,17.235,20.5074,5.1094,0,0,,0.2059,0.1765,1.0,1.5398,3.87,0.478,0.41843,0.38369,0.27711,0.64844,0.38671,7.587,33.348,15.652,3.913,1.304,4.174,0.46473,3.714,0.643,0.41121,0.3785,0.28571,0.63441,0.43458,7.786,34.071,16.786,3.643,1.214,4.0,0.46093,34,102,34,0,1.0,4.6194,0.4925
P058ee51b71,0,0,0,3.741,1.0,0.9672,-1.7327,8,0.5396,-6.083,28.667,1.0,0,0,-1.5863,2.321,-5e-05,15.5145,-5.8576,8.405,37.071,-0.0587,-0.1786,-0.02169,-0.02445,0.04104,0.03161,-0.01326,-2.4798,2.183,-1.9091,0.0922,-0.2419,0.6589,-0.01424,0.8242,-0.2135,-0.02945,-0.02522,0.03725,0.00385,0.02822,-1.8616,2.05,-1.4044,-0.8657,-0.1595,0.5255,-0.0207,0,0.49776,0.5833,0.44072,0.33775,0,0,1,2006,0.75,0.42953,32,15,10,17.1007,0.355,14.8563,14.856,5.2744,-1.0215,32,59,0.0264,1.45,-1.5185,1.1655,-1.464,1.867,-2.4687,-0.559,0.02205,0.1724,0,34.75,6,14,0,2,,,,,,,,,1,1,0,,-0.5833,-0.5833,0.0,18.406,21.1871,5.5396,0,1,8,0.125,0.1562,0.6562,2.9856,3.4,0.333,0.47608,0.41627,0.37879,0.78161,0.41627,13.5,36.933,17.8,5.2,2.533,2.933,0.53987,4.2,0.3,0.46831,0.41549,0.375,0.75385,0.45775,14.02,36.8,18.2,4.3,2.6,2.8,0.53341,32,61,32,0,0.0,2.518,0.55411
P05f9ca4653,0,0,0,3.2586,0.9286,0.9153,0.5678,7,0.9917,,,0.9655,0,0,-4.5519,-0.244,-0.09645,13.134,,,32.333,0.4112,-0.0131,-0.00574,0.00292,-0.01015,-0.00685,0.00047,0.1673,0.123,-0.2202,0.2657,0.0713,-0.034,-0.0059,0.6412,-0.1004,0.01459,0.02959,-0.00256,0.0121,0.06128,3.1608,0.059,3.1629,0.2382,0.1372,-0.0008,0.02057,0,0.63289,1.0149,0.53156,0.42361,0,0,1,2021,0.81013,0.26246,26,20,11,17.686,0.4703,14.4038,14.404,6.7741,-0.0663,26,54,0.8188,-1.277,0.8377,1.2685,-2.5735,-2.782,-0.8524,0.4343,-0.06256,0.1694,2,32.577,2,6,6,2,13.5015,38.7791,-17.958,35.319,4.5031,2.7914,1.0015,0.03895,2,2,2,3.7643,0.9851,0.0,0.9851,17.115,21.0153,5.6671,0,0,7,0.1923,0.2308,1.0,2.314,3.0,0.8,0.62716,0.53448,0.41346,0.80328,0.26293,14.595,32.7,17.0,4.85,1.95,2.25,0.65678,3.182,0.727,0.64748,0.56115,0.42105,0.82222,0.32374,17.009,32.636,19.727,4.818,2.0,2.273,0.68325,28,59,29,2,1.0,2.7863,0.66268
P06e60a886f,0,1,0,1.8573,1.0,0.9091,-3.592,8,4.3035,-1.34,23.889,1.0,0,0,-1.0599,-2.229,-0.06996,11.2754,-2.2688,-0.889,23.0,-0.0562,-0.251,0.00543,0.00755,-0.2,0.02256,-0.11467,-2.0388,0.152,-1.9199,-0.5041,0.0257,0.2697,-0.00888,-1.2512,-1.2732,0.01116,0.01328,-0.2,0.01804,-0.03446,-3.6686,1.171,-1.8218,-1.4609,0.0328,0.2967,0.00755,0,0.45551,0.5417,0.45339,0.2,0,0,0,2009,0.74667,0.3178,35,21,10,12.3352,0.8101,7.78,7.78,6.3029,0.0594,35,60,-3.1447,-0.029,-1.9589,-0.3673,-5.0103,-1.214,-2.9118,-2.9133,-0.0116,0.1252,0,25.229,9,6,3,2,-1.9855,-3.2841,3.47,1.8801,-3.2496,-0.0246,3.2412,0.10366,2,2,1,-4.8745,0.4583,0.0,0.4583,7.743,12.2763,11.4609,0,0,8,0.2286,0.1714,1.0,0.7248,1.143,2.571,0.46094,0.46094,0.0,0.76923,0.20312,6.533,25.381,6.571,6.952,0.476,1.81,0.49484,0.4,2.0,0.46667,0.46667,0.0,0.76471,0.28333,5.72,26.4,6.9,6.6,0.5,1.9,0.51126,35,66,35,1,1.0,2.5821,0.50372
P07046a9145,0,0,0,1.3767,1.0,0.9291,-1.3588,,0.2677,-4.467,30.4,1.0,0,0,-0.0245,0.705,0.07575,12.0482,-7.715,5.171,35.571,-0.0174,-0.2677,-0.0475,0.00534,-0.07248,0.125,0.06676,-1.4125,-0.533,-2.7515,0.639,0.2914,-0.1823,-0.02721,,,,,,,,,,,,,,,0,0.67794,,0.49466,0.47248,0,0,1,2021,0.875,0.08541,30,6,1,12.0727,0.5922,10.5233,10.523,6.2322,-0.0815,30,118,-0.9504,1.133,-0.484,-0.4274,-0.7021,1.789,-0.1936,0.6558,-0.03982,0.1722,0,34.867,5,7,5,4,,,,,,,,,0,0,0,0.791,,,,13.4,15.3728,3.6329,1,1,,0.2,0.1333,1.0,1.262,1.167,0.0,0.63043,0.5,0.4,1.0,0.15217,9.15,34.333,10.833,3.667,1.333,0.5,0.66218,,,,,,,,,,,,,,,30,127,30,0,1.0,0.7648,0.68939
P07109e12fd,0,1,0,4.0132,0.8824,0.781,-3.1572,,0.1323,-1.9,28.333,1.0,0,0,-2.4476,2.481,-0.04496,8.8908,-7.7052,4.381,32.714,-0.8016,0.0623,-0.07137,-0.0554,-0.06731,-0.09306,0.02888,-5.1584,1.382,-3.5834,-0.1933,-0.219,0.9443,-0.07158,0.1105,-0.1323,-0.03105,-0.02544,-0.02206,0.04583,-0.04715,-6.1014,2.1,-3.5031,-1.2458,-0.2933,2.4633,-0.03007,0,0.53105,,0.4183,0.375,0,0,1,2025,0.7875,0.26144,30,13,3,11.3385,0.7679,8.57,8.57,6.5811,0.3932,30,107,-0.1146,-3.433,-0.992,1.5397,3.0713,-8.317,1.6323,0.056,0.05687,0.1493,4,30.233,9,7,6,4,,,,,,,,,0,0,0,-2.8359,,,,12.933,17.1114,3.3076,0,0,,0.1333,0.1667,1.0,0.7056,2.538,0.154,0.45968,0.3629,0.30769,0.69444,0.29032,4.885,31.615,10.692,2.462,0.385,2.385,0.497,3.333,0.0,0.5,0.39286,0.35294,0.83333,0.21429,4.233,32.333,11.0,1.667,0.333,3.667,0.53851,34,137,34,0,1.0,2.0728,0.56858
P072482f331,0,0,0,0.7285,0.9268,0.9044,-3.2693,,0.6938,-1.797,28.545,1.0513,0,0,2.0711,3.458,0.1443,18.5325,1.8192,5.255,33.8,-0.2523,0.0681,0.07241,0.07188,0.01876,-0.09302,0.00452,-0.2424,4.658,-0.6889,0.0767,-0.4258,-0.1496,0.0437,-0.2124,0.0804,0.05952,0.05499,-0.00222,-0.00388,-0.10544,-3.3517,0.658,-1.3156,-3.7174,-0.6439,0.4188,0.0425,0,0.69048,,0.63946,0.36585,0,0,0,2024,0.83721,0.43878,38,12,5,16.4614,0.5211,12.4868,12.487,6.5065,1.129,38,123,1.9119,-0.342,1.6349,-0.6749,0.9821,-0.699,0.2093,0.8636,0.02069,0.1512,3,30.342,11,5,9,4,,,,,,,,,0,0,0,0.166,,,,13.526,17.8317,10.6852,0,0,,0.1053,0.1053,0.9737,0.902,0.417,0.667,0.76289,0.71134,0.38462,0.74419,0.4433,14.192,35.0,15.0,9.417,0.417,1.083,0.7764,0.4,0.6,0.75,0.69444,0.36364,0.83333,0.33333,10.16,31.0,12.8,5.4,0.2,1.4,0.77519,41,136,39,0,0.9737,1.3877,0.73269
P07268bf0e1,0,0,0,3.6088,1.0,1.0,-0.864,1,0.2024,-3.501,26.909,1.0,0,0,-5.6385,7.09,-0.16959,9.9467,-6.8709,10.591,37.5,0.1345,0.0115,-0.03088,-0.0147,-0.02118,-0.00267,-0.00529,-1.5852,2.111,-0.9668,0.1397,-0.2796,0.405,-0.02811,0.4379,-0.1245,-0.02666,-0.00415,-0.02742,0.01186,0.00315,-1.733,3.856,-1.245,-0.5143,-0.2596,0.2358,-0.02094,0,0.58995,3.1071,0.47884,0.4058,1,1,1,2025,0.91406,0.33862,39,23,15,15.5852,0.5203,11.8487,11.849,6.1653,0.4017,39,39,2.4326,3.29,1.4272,0.1902,5.0807,1.663,2.5667,0.5219,0.11683,0.1521,0,30.41,22,4,11,1,0.3591,2.6374,0.218,0.7114,-0.0375,0.2521,-0.2513,0.09682,5,5,4,0.4474,0.8929,0.0,0.8929,14.436,18.9882,5.2614,0,0,1,0.1282,0.1026,1.0,1.3491,3.043,0.174,0.55907,0.46414,0.38462,0.91139,0.33333,11.383,32.522,14.652,4.391,0.87,1.783,0.62003,3.467,0.067,0.56329,0.47468,0.37838,0.92593,0.34177,11.867,34.267,15.2,4.067,0.933,1.733,0.6272,39,39,39,4,1.0,1.7875,0.64814
P0736b54145,0,1,0,6.4421,0.9062,0.8397,-3.6175,2,0.1263,-5.425,27.333,1.0,0,0,-0.789,1.956,0.01987,10.9794,-2.6791,7.381,34.714,-1.158,0.0441,-0.02425,-0.02153,-0.00702,0.00148,-0.00098,-1.2286,0.765,-0.0656,0.0848,-0.1354,-0.1846,-0.02055,-0.5066,0.0457,-0.05877,-0.05206,-0.04762,0.08776,-0.00253,-1.6781,0.456,-1.5538,-0.0539,-0.0919,-0.354,-0.03581,0,0.4863,0.9677,0.41438,0.33333,0,0,1,2011,0.78261,0.39384,29,21,14,11.7684,0.7488,9.6379,9.638,7.2169,-0.3546,29,110,-1.2939,0.541,-0.372,-1.0629,-1.6886,0.883,0.6527,0.3529,-0.03343,0.163,3,32.759,3,7,5,4,,,,,,,,,1,4,1,2.1153,-0.9677,-0.9677,0.0,12.897,15.7474,3.4947,0,0,6,0.1724,0.1724,0.931,1.7263,4.429,0.143,0.46205,0.39286,0.32632,0.78409,0.39286,8.833,33.524,13.143,3.0,1.333,2.81,0.52527,4.929,0.143,0.42754,0.36232,0.28571,0.87037,0.3913,8.379,33.214,11.786,2.857,1.357,2.643,0.51001,32,131,32,0,1.0,3.5368,0.54583
P076dcdb147,0,0,0,4.5845,0.9677,0.9851,-3.959,4,0.1146,-4.65,30.25,0.9688,0,0,-4.1237,2.933,0.00131,12.3348,-10.409,7.583,37.833,-0.1449,0.0147,-0.0123,-0.0061,-0.01894,0.00852,-0.00135,-0.9153,0.792,-0.6108,0.0804,-0.1224,0.1421,-0.00892,-0.5433,-0.0321,-0.05428,-0.03434,-0.09618,-0.01351,-0.02918,-3.642,2.408,-2.8038,-0.1249,-0.0151,0.3451,-0.05222,0,0.51671,,0.46787,0.30894,0,0,1,2020,0.83041,0.43959,30,26,13,16.4585,0.4072,14.36,14.36,5.8475,0.2546,30,66,-1.6061,1.0,-0.6161,-1.2522,-2.069,2.167,-0.8605,0.4061,0.01187,0.1738,1,34.9,8,6,3,2,,,,,,,,,0,2,1,-1.6585,,,,18.133,20.7832,4.6609,0,0,,0.1333,0.2333,1.0,2.4069,3.962,0.115,0.50441,0.46176,0.29,0.83893,0.43824,13.869,35.692,18.0,4.231,2.038,2.615,0.57698,3.769,0.077,0.46243,0.43353,0.21277,0.8169,0.4104,11.954,37.308,16.769,4.231,2.231,2.923,0.53369,31,67,32,0,1.0,2.7889,0.5859
P0790a32ce5,0,0,0,2.5366,1.0,0.9832,-8.3494,,0.4553,-4.917,29.25,1.0,0,0,1.3693,1.5,0.02609,17.5514,-6.517,6.417,35.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.55923,,0.48084,0.40909,0,0,1,2021,0.80233,0.29965,18,2,0,16.1821,0.6801,13.8222,13.822,9.4002,0.2137,18,117,2.3989,1.633,2.6788,1.9071,3.7042,2.766,3.9928,0.7149,0.07897,0.1708,0,34.167,4,6,1,4,,,,,,,,,0,0,0,,,,,21.667,25.3659,4.3577,1,1,,0.1667,0.1111,0.9444,2.1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,119,18,0,1.0,3.7724,0.6003
