pid,bb_nd_board_rank_final,bb_nd_board_rank_30d,bb_nd_board_rank_60d,bb_nd_board_change_60d,bb_nd_board_first_seen_days,bb_nd_mock_rank_final,bb_nd_crowd_mock_rank_final,bb_nd_fit_gap,bb_nd_unranked_board,bb_dx_board_rank_final,bb_dx_board_rank_30d,bb_dx_mock_pick_final,bb_dx_fit_gap,bb_dx_mock_volatility,bb_dx_board_momentum_30d,bb_dx_first_mock_lead_days,bb_dx_age_listed,bb_stepien_consensus_rank,bb_stepien_dispersion,bb_stepien_tier,bb_stepien_preseason_to_final_delta,bb_fit_gap_mean,bb_n_board_sources
P1ea9c7c88d,43,50,69,16.0,348.1,,41,,0,51,52,34,-17,4.531,1,526.7,,,,,,-17.0,2
P38e6db5ca1,30,32,52,33.0,348.1,,36,,0,33,43,38,5,0.957,10,33.8,,,,,,5.0,2
P27a35575e9,69,62,101,20.0,36.1,,,,0,62,82,53,-9,,20,,,,,,,-9.0,2
P57703dc960,25,30,101,79.0,46.4,30,34,5,0,53,56,35,-18,6.922,3,218.0,,,,,,-6.5,2
P5351e63d76,57,56,98,35.0,348.1,,49,,0,41,46,45,4,6.211,5,90.9,,,,,,4.0,2
Pf781dda14b,22,18,15,-10.0,348.1,16,22,-6,0,30,25,31,1,7.656,-5,604.8,,,,,,-2.5,2
P964dd1e5f4,55,68,101,44.0,46.4,,52,,0,44,45,37,-7,2.15,1,114.1,,,,,,-7.0,2
Pc4f84bc197,38,49,101,67.0,46.4,,33,,0,20,28,22,2,5.945,8,114.1,,,,,,2.0,2
P551a484de7,26,34,56,33.0,348.1,,28,,0,35,33,33,-2,8.683,-2,312.8,,,,,,-2.0,2
P16938f3fa9,23,36,25,-12.0,348.1,,27,,0,29,27,41,12,3.194,-2,206.3,,,,,,12.0,2
P86ef73625c,37,27,21,-3.0,348.1,22,30,-15,0,74,61,50,-24,7.812,-13,526.7,,,,,,-19.5,2
P1804943702,44,58,101,72.0,348.1,,51,,0,47,48,49,2,1.258,1,33.8,,,,,,2.0,2
P74d19df6a2,65,82,66,-14.0,348.1,,55,,0,37,39,39,2,10.554,2,604.8,,,,,,2.0,2
P2ad4235514,28,48,17,11.0,348.1,,29,,0,19,23,36,17,5.361,4,604.8,,,,,,17.0,2
Pd59c0506ca,45,52,101,54.0,36.1,,57,,0,59,68,56,-3,,9,,,,,,,-3.0,2
Pc32fe4a167,52,53,68,9.0,348.1,,46,,0,38,55,40,2,6.16,17,604.8,,,,,,2.0,2
P22340c4458,72,54,101,31.0,36.1,,,,0,45,60,44,-1,7.19,15,55.9,,,,,,-1.0,2
Pd808e1b5f8,32,42,55,2.0,348.1,,26,,0,15,15,25,10,2.035,0,65.2,,,,,,10.0,2
P10187f6389,40,29,101,60.0,46.4,,,,0,57,64,58,1,4.051,7,81.8,,,,,,1.0,2
P3e5c820c70,66,86,78,1.0,144.8,,,,0,56,63,51,-5,,7,5.4,,,,,,-5.0,2
Pa76a1ce248,59,63,57,-1.0,335.4,,48,,0,61,72,57,-4,8.513,11,423.4,,,,,,-4.0,2
P2acab9acdb,48,31,26,-1.0,348.1,,42,,0,54,57,47,-7,11.128,3,312.8,,,,,,-7.0,2
P2a1ab2724b,81,90,101,7.0,36.1,,,,0,64,75,,,,11,,,,,,,,2
P9d178fdf5d,50,57,46,-19.0,230.6,,50,,0,31,36,46,15,6.012,5,312.8,,,,,,15.0,2
Pba3a4faeb9,63,61,59,10.0,144.8,,,,0,58,67,60,2,2.251,9,55.9,,,,,,2.0,2
Pa0580e3001,93,101,96,1.0,348.1,,,,0,,,,,,,,,,,,,,1
Pa4877bedac,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P5f230da818,49,44,33,-19.0,348.1,,43,,0,50,51,,,10.324,1,443.7,,,,,,,2
P58604dcdcf,85,81,,4.0,348.1,,,,0,80,78,,,10.507,-2,443.7,,,,,,,2
Pdb78b3595b,35,39,29,-14.0,348.1,25,37,-10,0,39,40,42,3,7.671,1,476.8,,,,,,-3.5,2
P0d567b6867,34,26,22,-16.0,348.1,24,32,-10,0,52,53,,,2.805,1,55.9,,,,,,-10.0,2
Pea59b43adb,62,87,86,3.0,348.1,,,,0,49,50,52,3,8.934,1,604.8,,,,,,3.0,2
P7697c4ecb8,60,84,91,14.0,144.8,,,,0,,,,,,,,,,,,,,1
Pfde95d41d3,95,99,,10.0,348.1,,,,0,69,73,,,8.847,4,604.8,,,,,,,2
P4396f0664b,64,71,63,5.0,144.8,,,,0,60,84,,,1.155,24,218.0,,,,,,,2
Pc5ec91aab0,73,69,54,-27.0,348.1,,,,0,86,,,,1.414,,312.8,,,,,,,2
Pe204bd6fa0,77,,,17.0,13.3,,,,0,63,74,,,,11,,,,,,,,2
P420fe29f13,61,,,51.0,46.4,,,,0,96,97,,,,1,,,,,,,,2
Pcac223d7f8,90,,,8.0,13.3,,,,0,73,,,,,,,,,,,,,2
P7dfb5a7395,,,,,,,,,,85,,,,,,,,,,,,,1
P95ea622240,83,,,8.0,13.3,,,,0,91,,,,,,,,,,,,,2
Pf0bc046ece,96,,,1.0,13.3,,,,0,,,,,,,,,,,,,,1
P705a98169f,78,79,,18.0,46.4,,,,0,68,83,,,0.0,15,218.0,,,,,,,2
Pcdc707f847,,,,,348.1,,,,,,,,,,,,,,,,,,0
Pfaef4e4fa0,47,47,44,-16.0,348.1,,54,,0,76,65,,,4.4,-11,114.1,,,,,,,2
Pf135ac542c,97,97,100,-3.0,348.1,,,,0,,,,,,,,,,,,,,1
Pbe8ddcfedd,68,59,,-13.0,36.1,,,,0,88,,,,,,,,,,,,,2
Pe10b161d55,91,,,10.0,348.1,,,,0,83,,,,,,604.8,,,,,,,2
P518109d62a,71,,,30.0,1.6,,,,0,93,,,,,,,,,,,,,2
P42302cf51e,56,75,62,16.0,144.8,,,,0,46,47,,,4.77,1,114.1,,,,,,,2
Pa34ab286f7,67,76,45,-55.0,348.1,,,,0,84,,,,1.488,,312.8,,,,,,,2
P097ac7e3e1,,,,,,,,,,100,,,,,,,,,,,,,1
P55d017c927,1,1,1,0.0,274.1,1,1,0,0,,,3,,1.069,,604.1,,6,1.517,3.0,-3,0.0,2
P42b9d239c3,2,3,3,0.0,274.1,2,2,0,0,,,,,,,,,5,1.673,3.0,2,0.0,2
Pcaa6f4e965,3,6,6,3.0,274.1,5,3,2,0,,,2,,0.835,,604.1,,1,0.0,1.0,0,2.0,2
Pae17b87a4a,4,4,4,-1.0,274.1,6,4,2,0,,,9,,0.0,,397.8,,2,10.214,2.0,3,2.0,2
Pd4282e2cb6,6,7,7,2.0,179.4,7,7,1,0,,,,,,,,,3,0.548,2.0,12,1.0,2
P35e592001a,9,5,5,-4.0,274.1,4,5,-5,0,,,4,,0.886,,604.1,,11,3.564,4.0,-7,-5.0,2
P6f990ff013,7,8,8,2.0,274.1,9,8,2,0,,,7,,1.414,,604.1,,4,1.949,3.0,6,2.0,2
P4467431c36,11,9,9,-1.0,274.1,8,10,-3,0,,,8,,0.707,,604.1,,16,5.788,5.0,-10,-3.0,2
P946b6a7bec,13,11,11,-2.0,274.1,11,11,-2,0,,,,,1.414,,604.1,,23,3.899,5.0,-11,-2.0,2
Peb77360d78,8,10,10,-1.0,274.1,10,9,2,0,,,30,,5.701,,604.1,,8,3.564,4.0,0,2.0,2
P50c2524b85,10,12,12,2.0,274.1,12,,2,0,,,,,,,,,14,3.05,5.0,,2.0,2
P57ab80ef44,17,13,13,-2.0,274.1,13,12,-4,0,,,5,,0.577,,397.8,,9,2.683,4.0,0,-4.0,2
P6ab3598ab0,12,33,33,19.0,100.2,,,,0,,,51,,1.862,,509.4,,,22.752,,,,1
P17f11f33c2,5,2,2,-1.0,274.1,3,6,-2,0,,,1,,1.669,,604.1,,7,2.915,3.0,-5,-2.0,2
Pcabff956fe,21,21,21,-1.0,274.1,20,18,-1,0,,,15,,1.035,,604.1,,19,5.03,5.0,-2,-1.0,2
P1f3e01b488,14,20,20,0.0,274.1,19,16,5,0,,,,,,,,,10,4.025,4.0,,5.0,2
P58e5b2eaa8,15,22,22,3.0,70.2,,17,,0,,,,,,,,,,2.309,,,,1
P5e4a09f56c,16,17,17,8.0,219.1,15,15,-1,0,,,11,,0.991,,604.1,,24,8.643,5.0,,-1.0,2
P26d2a90c5b,20,101,101,-1.0,157.8,,21,,0,,,,,,,,,20,5.03,5.0,,,2
P82bbff96e6,31,55,55,5.0,274.1,,34,,0,,,,,,,,,28,14.376,6.0,,,2
Pdb9cad4004,53,29,29,1.0,274.1,26,35,-27,0,,,24,,0.577,,397.8,,33,10.04,6.0,,-27.0,2
P4d03279429,27,45,45,3.0,179.4,,19,,0,,,,,,,,,34,12.617,6.0,,,2
P75b2e5cfed,24,30,30,3.0,274.1,25,23,1,0,,,42,,1.0,,397.8,,,16.741,,,1.0,1
Pf271325d7b,29,27,27,-6.0,179.4,22,26,-7,0,,,,,,,,,,12.124,,,-7.0,1
P5da3d9ffcd,28,31,31,5.0,274.1,,33,,0,,,58,,0.577,,397.8,,,13.15,,,,1
Pf507011aa5,26,52,52,-10.0,274.1,,32,,0,,,,,,,,,21,7.987,5.0,,,2
P8926a62cc8,18,18,18,-5.0,274.1,17,14,-1,0,,,6,,0.5,,457.1,,18,2.345,5.0,-5,-1.0,2
Pbe6b6d05a9,30,47,47,8.0,274.1,,36,,0,,,38,,2.828,,604.1,,15,4.583,5.0,9,,2
P61add2364f,36,19,19,-4.0,243.3,18,29,-18,0,,,13,,3.882,,604.1,,,,,,-18.0,1
P688b157768,25,24,24,-3.0,219.1,,25,,0,,,,,,,,,,19.568,,,,1
Pf5ec6d144b,34,36,36,-6.0,70.2,,24,,0,,,59,,0.577,,397.8,,,13.317,,,,1
P15b5ca7021,54,42,42,-10.0,70.2,,43,,0,,,,,,,,,37,5.188,6.0,,,2
P9f769e6678,33,34,34,-7.0,274.1,28,31,-5,0,,,,,,,,,25,15.281,6.0,,-5.0,2
P15b4774186,62,39,39,-2.0,274.1,,,,0,,,33,,1.528,,397.8,,,19.579,,,,1
Pb53e68dfee,37,86,86,2.0,100.2,,38,,0,,,,,,,,,,14.385,,,,1
Pd064221ae2,23,23,23,-2.0,274.1,21,20,-2,0,,,12,,0.577,,397.8,,13,6.058,5.0,-2,-2.0,2
P9106a597f3,19,16,16,-2.0,274.1,16,27,-3,0,,,,,,,,,,16.235,,,-3.0,1
P8eec131338,22,15,15,3.0,179.4,14,22,-8,0,,,,,,,,,,18.554,,,-8.0,1
Pefc5241948,32,57,57,14.0,274.1,,47,,0,,,16,,2.563,,604.1,,,18.083,,,,1
P379ec45447,48,68,68,17.0,274.1,,50,,0,,,20,,,,360.6,,,21.213,,,,1
P3e065b4b4e,38,101,101,3.0,274.1,,49,,0,,,,,,,,,35,15.834,6.0,,,2
Pe581c6d22f,49,72,72,-14.0,274.1,,41,,0,,,17,,7.186,,604.1,,32,8.426,6.0,-16,,2
P8ecb19c544,51,40,40,4.0,274.1,,46,,0,,,14,,3.317,,604.1,,,10.599,,,,1
P27d264f43c,41,96,96,1.0,274.1,,37,,0,,,19,,1.862,,509.4,,,10.724,,,,1
P0ca52587ca,46,35,35,-9.0,274.1,30,,-16,0,,,29,,1.871,,509.4,,,19.799,,,-16.0,1
P6786e0dd88,35,101,101,66.0,8.3,,30,,0,,,52,,4.416,,509.4,,36,15.022,6.0,,,2
P1a46c41bff,42,49,49,-8.0,274.1,,44,,0,,,18,,3.882,,604.1,,,12.23,,,,1
Pa129b1725d,44,59,59,-1.0,274.1,,57,,0,,,,,,,,,,,,,,1
Peef8948765,75,73,73,-2.0,274.1,,,,0,,,37,,2.215,,578.6,,,6.557,,,,1
P1597c7370a,76,85,85,-2.0,100.2,,,,0,,,41,,5.372,,604.1,,,8.485,,,,1
Paa92a86ff3,50,61,61,-3.0,274.1,,42,,0,,,23,,5.264,,604.1,,22,3.847,5.0,1,,2
P5ff9cbca0f,57,76,76,2.0,274.1,,58,,0,,,32,,4.39,,604.1,,,,,,,1
P3e655a07ed,43,70,70,6.0,274.1,,55,,0,,,,,4.933,,604.1,,,18.166,,,,1
Pbb5225b691,52,54,54,-4.0,274.1,,51,,0,,,,,,,,,,8.505,,,,1
Pb5f59c2405,100,101,101,-1.0,274.1,,,,0,,,,,,,,,,,,,,1
P004efe3965,77,101,101,-2.0,8.3,,,,0,,,,,,,,,,,,,,1
P4f854a47d9,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pf3d3c05896,,,,,,,,,,,,,,0.0,,604.1,,,,,,,0
P3f77f707c0,45,58,58,6.0,274.1,,52,,0,,,44,,7.166,,604.1,,,,,,,1
Pa08fe4841f,39,26,26,1.0,274.1,23,39,-16,0,,,10,,2.357,,604.1,,,19.259,,,-16.0,1
Pfc813e5d63,63,92,92,-2.0,274.1,,,,0,,,,,,,,,,,,,,1
Pa5c483aef9,66,81,81,-2.0,274.1,,,,0,,,35,,2.041,,578.6,,,20.288,,,,1
P67e5a8f825,59,62,62,-1.0,274.1,,59,,0,,,,,,,,,,,,,,1
P64a44986ea,83,88,88,-1.0,274.1,,,,0,,,53,,2.204,,604.1,,,,,,,1
P2b78ea748d,78,93,93,-2.0,274.1,,,,0,,,43,,0.577,,397.8,,,4.726,,,,1
P8c5417b762,84,,,-1.0,8.3,,,,0,,,,,0.0,,578.6,,,,,,,1
Pb779a9fa56,80,,,-2.0,274.1,,,,0,,,,,4.243,,604.1,,,,,,,1
P88accb87c9,71,,,-2.0,8.3,,,,0,,,,,,,,,,7.572,,,,1
Pf2fe8710f7,74,,,-2.0,8.3,,,,0,,,,,,,,,29,9.397,6.0,,,2
P61e8cd7d80,,,,0.0,8.3,,,,,,,,,,,,,,,,,,0
P98ab129fa2,73,65,65,-2.0,274.1,,,,0,,,,,,,,,,,,,,1
Pc317d28310,69,,,32.0,274.1,,,,0,,,,,,,,,,,,,,1
P87c0df2ff6,91,,,0.0,8.3,,,,0,,,,,,,,,,,,,,1
Pdda77ad869,79,99,99,-2.0,274.1,,,,0,,,60,,,,360.6,,,,,,,1
Pb10189ae74,96,,,-1.0,8.3,,,,0,,,,,,,,,,,,,,1
P4294404a76,,,,,,,,,,,,40,,3.314,,604.1,,,,,,,0
P9ce3123e64,,,,,,,,,,,,,,1.414,,604.1,,,,,,,0
Pd1f1ba6351,89,,,-1.0,8.3,,,,0,,,,,,,,,,24.749,,,,1
P212def8838,40,28,28,-11.0,274.1,29,40,-11,0,,,,,,,,,,,,,-11.0,1
P480c7bd367,,,,,274.1,,,,,,,,,,,,,,,,,,0
P16c24a4b1f,67,,,-1.0,274.1,,,,0,,,54,,8.576,,604.1,,,31.113,,,,1
P503b298309,68,,,33.0,3.7,,,,0,,,,,,,,,,,,,,1
P0984734cb9,,,,,157.8,,,,,,,,,,,,,,,,,,0
P4ebe015218,55,32,32,-3.0,157.8,,48,,0,,,,,,,,,,14.849,,,,1
P00e7133fc6,1,1,1,,300.1,1,1,0,0,,,,,,,,,1,0.0,1.0,3,0.0,2
Pfe4fcea486,2,2,2,,300.1,2,2,0,0,,,,,,,,,4,3.724,3.0,,0.0,2
Pa9cae64430,3,3,3,,300.1,3,3,0,0,,,,,,,,,3,3.011,2.0,-2,0.0,2
P846172a369,6,6,6,,300.1,4,7,-2,0,,,,,,,,,,5.465,,,-2.0,1
P297d12820e,15,15,15,,300.1,5,11,-10,0,,,,,,,,,15,11.161,4.0,,-10.0,2
Pbc4309c829,11,11,11,,300.1,7,5,-4,0,,,,,,,,,2,1.169,2.0,8,-4.0,2
P43dec358d1,5,5,5,,300.1,6,14,1,0,,,,,,,,,9,3.266,4.0,,1.0,2
Ped6b9a1a7c,13,13,13,,169.0,10,18,-3,0,,,,,,,,,7,2.944,4.0,,-3.0,2
Pbea2d75e26,4,4,4,,300.1,11,6,7,0,,,,,,,,,,22.088,,,7.0,1
P2f61c21e93,9,9,9,,300.1,8,4,-1,0,,,,,,,,,12,5.811,4.0,-9,-1.0,2
Pb14f594f0a,43,43,43,,169.0,37,31,-6,0,,,,,,,,,,8.093,,,-6.0,1
P4a79c6caeb,33,33,33,,300.1,13,25,-20,0,,,,,,,,,16,3.286,4.0,,-20.0,2
P4ebfdd4833,68,68,68,,169.0,16,42,-52,0,,,,,,,,,22,3.817,5.0,,-52.0,2
P714602a9aa,16,16,16,,300.1,23,12,7,0,,,,,,,,,14,5.967,4.0,,7.0,2
P9540818d9f,18,18,18,,300.1,9,17,-9,0,,,,,,,,,23,7.885,5.0,-17,-9.0,2
P7c5888ec9d,25,25,25,,169.0,33,,8,0,,,,,,,,,,12.307,,,8.0,1
P6f1d3c64d2,12,12,12,,300.1,,,,0,,,,,,,,,20,5.345,4.0,-9,,2
P5277c76d51,21,21,21,,300.1,15,22,-6,0,,,,,,,,,11,3.983,4.0,,-6.0,2
P9b3e496395,44,44,44,,300.1,29,48,-15,0,,,,,,,,,,17.646,,,-15.0,1
P4832cf3ea3,53,53,53,,107.7,17,38,-36,0,,,,,,,,,21,5.636,5.0,,-36.0,2
Peecc71d248,35,35,35,,300.1,25,23,-10,0,,,,,,,,,5,3.91,3.0,,-10.0,2
P023bbe5ec1,65,65,65,,107.7,,46,,0,,,,,,,,,13,5.55,4.0,,,2
Pb15c668c3a,63,63,63,,300.1,31,57,-32,0,,,,,,,,,,3.536,,,-32.0,1
Pb16e641fe9,28,28,28,,300.1,20,32,-8,0,,,,,,,,,,19.705,,,-8.0,1
P6a5f6ac2d8,8,8,8,,300.1,12,10,4,0,,,,,,,,,25,4.461,5.0,-23,4.0,2
Pf1b3205a09,29,29,29,,107.7,,50,,0,,,,,,,,,,8.612,,,,1
P8209ad6040,20,20,20,,107.7,19,,-1,0,,,,,,,,,,13.178,,,-1.0,1
Pefa2378416,101,101,101,,,,,,1,,,,,,,,,,11.845,,,,0
Pa4c28f80ad,7,7,7,,300.1,14,9,7,0,,,,,,,,,28,6.218,5.0,,7.0,2
Pba03162225,32,32,32,,252.7,26,21,-6,0,,,,,,,,,17,10.257,4.0,,-6.0,2
Pe661d7acde,34,34,34,,107.7,24,55,-10,0,,,,,,,,,,7.503,,,-10.0,1
Pd17e70140c,14,14,14,,300.1,30,15,16,0,,,,,,,,,,8.222,,,16.0,1
P14a01dedf9,48,48,48,,300.1,32,34,-16,0,,,,,,,,,,9.654,,,-16.0,1
P5cd98708f1,10,10,10,,300.1,21,16,11,0,,,,,,,,,27,10.231,5.0,,11.0,2
P2bdd03741b,101,101,101,,,,,,1,,,,,,,,,,10.149,,,,0
P1ddfe32e8c,100,100,100,,300.1,,,,0,,,,,,,,,,12.23,,,,1
P027da49c30,101,101,101,,,,,,1,,,,,,,,,24,8.43,5.0,,,1
P2f4b26e6e1,22,22,22,,300.1,40,20,18,0,,,,,,,,,,5.776,,,18.0,1
P76650bc6e2,101,101,101,,,41,,-60,1,,,,,,,,,,11.846,,,-60.0,0
P6336d0d324,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P7ff4af5e7c,50,50,50,,300.1,22,35,-28,0,,,,,,,,,,23.39,,,-28.0,1
P2084d7c5fc,45,45,45,,169.0,,36,,0,,,,,,,,,,25.884,,,,1
Pab169ed872,39,39,39,,169.0,,44,,0,,,,,,,,,,,,,,1
P273938bb97,17,17,17,,300.1,18,8,1,0,,,,,,,,,18,7.239,4.0,-13,1.0,2
P90a39c14ab,59,59,59,,107.7,44,,-15,0,,,,,,,,,,19.156,,,-15.0,1
P5c11762ec9,70,70,70,,169.0,,,,0,,,,,,,,,8,5.933,4.0,,,2
Pd50729b5d0,49,49,49,,169.0,,40,,0,,,,,,,,,26,6.419,5.0,,,2
P18facb688d,87,87,87,,300.1,38,,-49,0,,,,,,,,,,,,,-49.0,1
P4797fb50d3,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P277650e4b3,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pf6db5ed983,101,101,101,,300.1,56,,-45,1,,,,,,,,,,17.711,,,-45.0,0
P338a42b9d0,27,27,27,,300.1,42,30,15,0,,,,,,,,,,11.827,,,15.0,1
Pdee21247bb,101,101,101,,,,,,1,,,,,,,,,,12.897,,,,0
P224fa713e4,101,101,101,,,58,,-43,1,,,,,,,,,,,,,-43.0,0
Pb69fbd28c6,69,69,69,,300.1,47,,-22,0,,,,,,,,,,,,,-22.0,1
P2c24c6affb,101,101,101,,,50,,-51,1,,,,,,,,,,,,,-51.0,0
Pd88f1bdac2,52,52,52,,107.7,,,,0,,,,,,,,,,12.832,,,,1
P8a97dbabe6,93,93,93,,235.5,,,,0,,,,,,,,,,,,,,1
P4a4f2b1371,79,79,79,,300.1,,,,0,,,,,,,,,,,,,,1
P9537391b0e,77,77,77,,300.1,,,,0,,,,,,,,,,,,,,1
P519f028bfb,81,81,81,,300.1,,,,0,,,,,,,,,29,20.904,5.0,,,2
P4f7a1b04a6,88,88,88,,300.1,,59,,0,,,,,,,,,,,,,,1
P47c5a2733b,,,,,,48,,,,,,,,,,,,,10.154,,,,0
Pc3b8b90cf8,42,42,42,,107.7,,,,0,,,,,,,,,,,,,,1
Pd00fce6a5a,89,89,89,,169.0,,,,0,,,,,,,,,,,,,,1
P4862cd71b2,80,80,80,,107.7,,,,0,,,,,,,,,,,,,,1
Pcb86ff794b,,,,,,57,,,,,,,,,,,,,,,,,0
P5a277fef0e,,,,,,35,,,,,,,,,,,,,4.509,,,,0
P3022e1c032,,,,,,,,,,,,,,,,,,,17.858,,,,0
P37457bff4f,61,61,61,,169.0,51,41,-10,0,,,,,,,,,,15.905,,,-10.0,1
P6a3fce0af3,47,47,47,,252.7,54,53,7,0,,,,,,,,,,19.804,,,7.0,1
P6b5b70ee01,58,58,58,,107.7,36,,-22,0,,,,,,,,,,,,,-22.0,1
Pc1416b3728,91,91,91,,300.1,,,,0,,,,,,,,,,18.203,,,,1
P8df31bfe17,23,23,23,,300.1,34,24,11,0,,,,,,,,,,21.79,,,11.0,1
Pc53511377b,67,67,67,,300.1,49,,-18,0,,,,,,,,,,,,,-18.0,1
P484d9844af,99,99,99,,300.1,,,,0,,,,,,,,,,,,,,1
Ped12aa913a,,,,,,,,,,,,,,,,,,,10.633,,,,0
Pca926e63d0,,,,,300.1,,,,,,,,,,,,,,11.454,,,,0
Pe19880ee92,,,,,252.7,,,,,,,,,,,,,,21.612,,,,0
Pf0f9e6d8f5,,,,,,,,,,,,,,,,,,,14.353,,,,0
P20a99f84fd,,,,,,,,,,,,,,,,,,,24.57,,,,0
Pf450c7fe3d,55,55,55,,300.1,43,47,-12,0,,,,,,,,,,0.0,,,-12.0,1
P4516ced6d5,31,31,31,,169.0,,,,0,,,,,,,,,,,,,,1
P1a41a85440,71,71,71,,300.1,52,56,-19,0,,,,,,,,,,,,,-19.0,1
Pb14e5c1c97,60,60,60,,107.7,,,,0,,,,,,,,,,,,,,1
P19aaf87bc8,,,,,300.1,,,,,,,,,,,,,,19.712,,,,0
P1464c171bc,,,,,300.1,,,,,,,,,,,,,,,,,,0
Pbafaf944fd,66,66,66,,300.1,,,,0,,,,,,,,,,15.837,,,,1
Pb0f44d6b69,82,82,82,,300.1,55,,-27,0,,,,,,,,,,,,,-27.0,1
P56aec34978,,,,,300.1,,,,,,,,,,,,,,,,,,0
Pb1eb09fa94,24,24,24,,300.1,59,26,35,0,,,,,,,,,,,,,35.0,1
P03938af6ae,,,,,300.1,,,,,,,,,,,,,,,,,,0
Pc7623d005f,,,,,300.1,,,,,,,,,,,,,,,,,,0
P48e78aee32,54,54,54,,300.1,,39,,0,,,,,,,,,,6.364,,,,1
P71e4b2b4d3,,,,,300.1,,,,,,,,,,,,,,,,,,0
P6d3980e9f0,,,,,300.1,,,,,,,,,,,,,,,,,,0
P35f0fb7731,1,1,1,2.0,454.6,1,1,0,0,,,,,,,,,1,,1.0,0,0.0,2
Pba698d642d,10,7,7,2.0,454.6,,,,0,,,,,,,,,11,,2.0,0,,2
P3ff36ffdc1,4,2,3,4.0,454.6,3,3,-1,0,,,,,,,,,2,,1.0,0,-1.0,2
P272ac40c3c,7,14,15,5.0,166.3,4,21,-3,0,,,,,,,,,,,,,-3.0,1
P7699b7f669,9,9,10,2.0,166.3,9,10,0,0,,,,,,,,,9,,2.0,0,0.0,2
P6232d5a44f,2,4,5,4.0,339.5,6,6,4,0,,,,,,,,,12,,2.0,0,4.0,2
Pfe5913c014,5,5,4,2.0,454.6,14,8,9,0,,,,,,,,,6,,2.0,0,9.0,2
P41612ab4e2,3,3,2,0.0,454.6,5,5,2,0,,,,,,,,,,,,,2.0,1
Pa430d00e1f,6,6,6,0.0,454.6,7,4,1,0,,,,,,,,,10,,2.0,0,1.0,2
P90a7395cb0,13,34,33,3.0,454.6,13,22,0,0,,,,,,,,,,,,,0.0,1
Pd70c9ef8df,8,8,9,2.0,339.5,11,15,3,0,,,,,,,,,,,,,3.0,1
P1388f2fd26,11,10,8,1.0,454.6,8,7,-3,0,,,,,,,,,,,,,-3.0,1
P0df73941d8,28,23,23,1.0,454.6,10,30,-18,0,,,,,,,,,,,,,-18.0,1
Pe6c9de6d86,14,11,12,2.0,339.5,26,14,12,0,,,,,,,,,,,,,12.0,1
P388cb0d5da,22,17,18,1.0,454.6,15,9,-7,0,,,,,,,,,3,,1.0,0,-7.0,2
Pe0b660d280,36,31,32,3.0,454.6,39,24,3,0,,,,,,,,,,,,,3.0,1
P842bafbfda,34,38,38,0.0,166.3,25,37,-9,0,,,,,,,,,,,,,-9.0,1
P0cd98a270c,25,19,21,5.0,454.6,23,20,-2,0,,,,,,,,,,,,,-2.0,1
P04526b8576,23,28,28,2.0,339.5,12,23,-11,0,,,,,,,,,,,,,-11.0,1
Pb7d583a85a,15,12,11,0.0,454.6,16,11,1,0,,,,,,,,,,,,,1.0,1
Pa3fa433740,21,20,19,1.0,454.6,20,16,-1,0,,,,,,,,,4,,1.0,0,-1.0,2
Pe237a28a37,30,29,35,7.0,339.5,32,27,2,0,,,,,,,,,,,,,2.0,1
P87be528da0,29,36,36,1.0,454.6,31,34,2,0,,,,,,,,,,,,,2.0,1
P3c885ec031,24,25,24,1.0,454.6,19,13,-5,0,,,,,,,,,8,,2.0,0,-5.0,2
P63236d3a70,33,37,37,-1.0,166.3,42,42,9,0,,,,,,,,,,,,,9.0,1
Pf46613d969,42,46,45,7.0,339.5,37,46,-5,0,,,,,,,,,,,,,-5.0,1
P08bc96e9be,45,43,42,1.0,454.6,43,36,-2,0,,,,,,,,,,,,,-2.0,1
Pa7dbf13041,19,18,25,9.0,454.6,17,17,-2,0,,,,,,,,,,,,,-2.0,1
P69f4c7679c,31,42,41,3.0,454.6,27,40,-4,0,,,,,,,,,,,,,-4.0,1
P5be180758a,39,59,58,3.0,339.5,21,48,-18,0,,,,,,,,,,,,,-18.0,1
P289da7f9c1,12,13,17,5.0,339.5,18,28,6,0,,,,,,,,,,,,,6.0,1
Pad0b972baf,17,16,20,6.0,454.6,24,18,7,0,,,,,,,,,,,,,7.0,1
P48772fff87,27,26,13,-4.0,339.5,34,25,7,0,,,,,,,,,,,,,7.0,1
Pde7308c87b,16,15,14,1.0,454.6,22,12,6,0,,,,,,,,,7,,2.0,0,6.0,2
P1f88525e9f,69,66,65,0.0,166.3,,,,0,,,,,,,,,,,,,,1
P32d7e7e1eb,20,24,26,6.0,454.6,28,26,8,0,,,,,,,,,,,,,8.0,1
P3bfc12237e,101,98,97,0.0,104.4,,,,1,,,,,,,,,,,,,,0
P198bb02a0c,53,62,61,-1.0,166.3,,,,0,,,,,,,,,,,,,,1
Pdc083a80a9,35,30,30,2.0,166.3,36,39,1,0,,,,,,,,,,,,,1.0,1
P04282e0cbf,64,61,60,-1.0,166.3,60,,-4,0,,,,,,,,,,,,,-4.0,1
P716f6175e4,65,63,62,-1.0,454.6,48,38,-17,0,,,,,,,,,,,,,-17.0,1
