pid,bb_nd_board_rank_final,bb_nd_board_rank_30d,bb_nd_board_rank_60d,bb_nd_board_change_60d,bb_nd_board_first_seen_days,bb_nd_mock_rank_final,bb_nd_crowd_mock_rank_final,bb_nd_fit_gap,bb_nd_unranked_board,bb_dx_board_rank_final,bb_dx_board_rank_30d,bb_dx_mock_pick_final,bb_dx_fit_gap,bb_dx_mock_volatility,bb_dx_board_momentum_30d,bb_dx_first_mock_lead_days,bb_dx_age_listed,bb_stepien_consensus_rank,bb_stepien_dispersion,bb_stepien_tier,bb_stepien_preseason_to_final_delta,bb_fit_gap_mean,bb_n_board_sources
Pe82bc0553e,30,30,30,0.0,345.3,34,30,4,0,33,32,,,6.712,-1,510.8,21.0,,,,,4.0,2
P3d55371834,35,35,35,0.0,345.3,41,24,6,0,21,17,19,-2,2.555,-4,332.0,22.0,,,,,2.0,2
P3daa0c9125,82,82,61,-42.0,195.0,,,,0,,,,,,,,,,,,,,1
Pc62b6f4e46,64,64,87,46.0,345.3,57,50,-7,0,60,61,,,,1,,22.0,,,,,-7.0,2
P989e9714fc,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pec2bc35d4f,32,32,23,-18.0,345.3,39,33,7,0,27,20,,,6.456,-7,668.5,20.0,,,,,7.0,2
Pbbec177bac,101,101,101,,,,,,1,,,,,,,,,,,,,,0
Pe6ceea2b5e,53,53,101,96.0,35.8,,,,0,80,89,,,,9,,23.0,,,,,,2
P544c115a68,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P6ff85cb7e1,51,51,101,100.0,35.8,,47,,0,57,57,,,,0,,22.0,,,,,,2
P19913201dd,94,94,,14.0,35.8,,,,0,55,65,,,,10,,22.0,,,,,,2
P4570803785,49,49,67,36.0,345.3,54,45,5,0,40,40,,,2.121,0,136.3,23.0,,,,,5.0,2
P11d27a665c,76,76,,50.0,345.3,49,51,-27,0,64,66,,,0.447,2,668.5,21.0,,,,,-27.0,2
P9c4bb7f4c2,65,65,65,0.0,345.3,53,,-12,0,65,67,,,0.667,2,668.5,20.0,,,,,-12.0,2
P29b17f6d68,,,,,,,,,,95,,,,,,,21.0,,,,,,1
Pc781d37e72,57,57,77,40.0,154.5,,55,,0,43,43,,,,0,,21.0,,,,,,2
P64a7a54879,,,,,,,,,,89,98,,,,9,,22.0,,,,,,1
P8030960284,,,,,345.3,,,,,,,,,,,,,,,,,,0
P809c73ddd0,72,72,,58.0,345.3,51,,-21,0,62,63,,,,1,,22.0,,,,,-21.0,2
P0b3e754c0e,84,84,100,32.0,154.5,,,,0,49,36,,,4.45,-13,523.0,20.0,,,,,,2
Pdcb8ac9b93,42,42,47,10.0,281.6,31,42,-11,0,56,84,,,,28,,22.0,,,,,-11.0,2
Pbd387aad50,78,78,,46.0,35.8,,,,0,96,85,,,,-11,,21.0,,,,,,2
P575f19a655,2,3,3,0.0,348.7,1,1,-1,0,1,1,1,0,3.674,0,661.6,19.0,,,,,-0.5,2
Pb035a35ee9,1,1,1,0.0,348.7,2,2,1,0,2,2,2,0,5.8,0,190.9,20.0,,,,,0.5,2
P5969d3ea2a,3,4,4,0.0,348.7,3,3,0,0,12,7,3,-9,3.543,-5,661.6,19.0,,,,,-4.5,2
Pc8dae45369,14,16,16,0.0,348.7,7,10,-7,0,18,15,8,-10,5.413,-3,112.6,20.0,,,,,-8.5,2
Pb5da2dd439,11,17,17,0.0,348.7,4,12,-7,0,4,3,4,0,0.597,-1,661.6,19.0,,,,,-3.5,2
P4ec69893f6,10,10,10,0.0,348.7,6,5,-4,0,11,8,6,-5,3.326,-3,422.3,21.0,,,,,-4.5,2
P148aecdd52,23,80,101,0.0,53.9,8,13,-15,0,3,6,5,2,4.561,3,75.9,18.0,,,,,-6.5,2
P4a7a8900d7,4,8,8,0.0,348.7,5,4,1,0,6,5,7,1,4.988,-1,661.6,19.0,,,,,1.0,2
P2e890c30d2,8,18,18,0.0,348.7,12,6,4,0,5,4,9,4,4.333,-1,661.6,21.0,,,,,4.0,2
P3ef4d7a55a,9,11,11,0.0,348.7,10,,1,0,27,17,10,-17,4.183,-10,112.6,22.0,,,,,-8.0,2
Pb0e43997bd,18,45,45,0.0,189.6,,16,,0,26,19,11,-15,8.75,-7,479.3,21.0,,,,,-15.0,2
P9e7b32dc92,5,7,7,0.0,348.7,13,8,8,0,14,10,19,5,6.22,-4,210.2,19.0,,,,,6.5,2
P2d49f5a403,13,15,15,0.0,189.6,15,18,2,0,17,14,13,-4,4.32,-3,112.6,21.0,,,,,-1.0,2
P268ca85d2e,12,14,14,0.0,348.7,14,9,2,0,8,13,15,7,3.793,5,422.3,21.0,,,,,4.5,2
P22add316a5,7,13,13,0.0,348.7,9,7,2,0,10,12,14,4,8.733,2,422.3,19.0,,,,,3.0,2
Pbbfb6a2c4a,38,101,101,0.0,10.2,23,32,-15,0,25,38,16,-9,2.887,13,25.8,20.0,,,,,-12.0,2
P47e2698d94,52,92,92,0.0,348.7,20,44,-32,0,28,36,17,-11,2.449,8,661.6,21.0,,,,,-21.5,2
P701bdb09e4,17,23,23,0.0,348.7,17,17,0,0,15,20,12,-3,2.76,5,661.6,21.0,,,,,-1.5,2
Pce627023f0,15,26,26,0.0,189.6,22,19,7,0,9,22,22,13,2.966,13,112.6,18.0,,,,,10.0,2
Pce366ff1b3,6,6,6,0.0,348.7,19,14,13,0,16,9,18,2,3.169,-7,376.6,20.0,,,,,7.5,2
Pa98bcc077b,36,31,31,0.0,348.7,38,30,2,0,21,24,,,2.659,3,437.2,22.0,,,,,2.0,2
P0c700e1af1,27,25,25,0.0,348.7,21,20,-6,0,19,21,21,2,4.39,2,210.2,21.0,,,,,-2.0,2
P31bc34ca23,45,56,56,0.0,116.1,27,39,-18,0,7,18,29,22,10.607,11,75.9,20.0,,,,,2.0,2
P9cc36d2c64,54,52,52,0.0,116.1,54,53,0,0,65,78,,,3.786,13,75.9,22.0,,,,,0.0,2
Pc5e44c9142,21,58,58,0.0,116.1,18,21,-3,0,55,53,20,-35,4.583,-2,25.8,22.0,,,,,-19.0,2
Pe1228b6b2c,19,22,22,0.0,348.7,16,15,-3,0,13,16,23,10,5.469,3,661.6,20.0,,,,,3.5,2
P53502448c1,31,30,30,0.0,348.7,32,28,1,0,46,35,,,0.0,-11,661.6,22.0,,,,,1.0,2
Pd9bc466fd2,32,44,44,0.0,116.1,30,36,-2,0,48,51,,,,3,,22.0,,,,,-2.0,2
P4d8e3ba87c,40,69,69,0.0,348.7,44,43,4,0,62,76,,,,14,,19.0,,,,,4.0,2
P85135a294f,70,101,101,0.0,10.2,34,56,-36,0,23,41,,,,18,,21.0,,,,,-36.0,2
P495da5b1cd,73,83,83,0.0,116.1,49,,-24,0,37,34,,,0.5,-3,210.2,22.0,,,,,-24.0,2
P74ab2a2c37,26,50,50,0.0,116.1,36,29,10,0,30,27,28,-2,2.408,-3,112.6,21.0,,,,,4.0,2
P69e13b90fc,25,32,32,0.0,348.7,28,27,3,0,24,39,24,0,3.712,15,422.3,23.0,,,,,1.5,2
P43d78a0411,28,42,42,0.0,189.6,35,31,7,0,47,43,,,,-4,,21.0,,,,,7.0,2
P2e873db9ac,16,20,20,0.0,189.6,26,23,10,0,43,25,25,-18,4.158,-18,210.2,20.0,,,,,-4.0,2
P629d2ef8de,33,35,35,0.0,116.1,42,34,9,0,59,46,,,,-13,,20.0,,,,,9.0,2
P2c06075e55,24,19,19,0.0,348.7,25,25,1,0,49,31,,,5.126,-18,464.2,21.0,,,,,1.0,2
P749792a28d,35,48,48,0.0,348.7,41,35,6,0,52,66,27,-25,,14,1.0,22.0,,,,,-9.5,2
P3e5e9d6579,30,39,39,0.0,348.7,33,26,3,0,54,52,,,0.0,-2,661.6,20.0,,,,,3.0,2
P96af95e7fd,41,24,24,0.0,348.7,40,40,-1,0,40,47,,,,7,,22.0,,,,,-1.0,2
Pde91f9542b,22,49,49,0.0,116.1,31,22,9,0,22,33,,,,11,25.8,20.0,,,,,9.0,2
P2606a3d161,20,101,101,0.0,10.2,29,33,9,0,31,28,26,-5,1.826,-3,55.0,18.0,,,,,2.0,2
P52af59d765,37,53,53,0.0,348.7,37,37,0,0,29,44,,,2.693,15,539.9,21.0,,,,,0.0,2
P355f728583,61,101,101,0.0,10.2,45,52,-16,0,38,37,,,2.121,-1,25.8,22.0,,,,,-16.0,2
P50ca99530f,101,101,101,,,,,,1,73,67,,,,-6,,22.0,,,,,,1
Pd11fd10026,43,101,101,0.0,10.2,46,45,3,0,56,70,,,,14,,22.0,,,,,3.0,2
P36b818b767,57,62,62,0.0,348.7,43,41,-14,0,45,26,30,-15,3.207,-19,464.2,21.0,,,,,-14.5,2
Pe6bde91a1f,50,57,57,0.0,348.7,47,42,-3,0,39,40,,,,1,,22.0,,,,,-3.0,2
Pc4acbf93e3,29,64,64,0.0,348.7,39,,10,0,32,29,,,8.709,-3,661.6,20.0,,,,,10.0,2
Pbb988d44ca,90,101,101,0.0,348.7,,,,0,84,95,,,,11,,22.0,,,,,,2
P4f47ca7b5d,101,101,101,,348.7,,,,1,71,73,,,,2,,24.0,,,,,,1
P7f14bdd3aa,101,101,101,,,59,54,-42,1,58,55,,,,-3,,23.0,,,,,-42.0,1
Paef9538004,47,101,101,0.0,116.1,53,50,6,0,33,42,,,,9,,22.0,,,,,6.0,2
P3ce7981258,101,101,101,,,,,,1,53,50,,,,-3,,22.0,,,,,,1
Pf755f2c0c0,,77,77,0.0,189.6,,,,,,,,,,,,,,,,,,0
P762dcd7f87,96,,,0.0,10.2,,,,0,,,,,,,,,,,,,,1
P9ee45f9ea5,,,,,,,,,,85,96,,,,11,539.9,21.0,,,,,,1
P0736b54145,89,90,90,0.0,348.7,,,,0,,,,,,,,,,,,,,1
P3d4bf642e0,94,,,0.0,10.2,,,,0,99,,,,,,,23.0,,,,,,2
Pe0ab16a2ed,62,,,0.0,116.1,58,,-4,0,97,,,,,,,22.0,,,,,-4.0,2
P7c4530d600,51,,,0.0,10.2,51,55,0,0,60,58,,,,-2,,22.0,,,,,0.0,2
P13a0e44cab,58,54,54,0.0,348.7,48,49,-10,0,61,81,,,,20,,20.0,,,,,-10.0,2
P477dab5e0e,,,,,,60,,,,,,,,,,,,,,,,,0
P42d7cc83b1,46,71,71,0.0,189.6,,46,,0,36,32,,,,-4,75.9,19.0,,,,,,2
Pc5bce4fd0c,,,,,348.7,,,,,,,,,6.071,,661.6,,,,,,,0
Pbb710ba6e6,93,,,0.0,10.2,,,,0,,,,,,,,,,,,,,1
Pd30706ab20,44,68,68,0.0,348.7,56,48,12,0,74,80,,,,6,,21.0,,,,,12.0,2
P163aa00374,1,1,1,0.0,300.9,1,1,0,0,1,1,1,0,0.289,0,566.4,19.0,,,,,0.0,2
P272afc1b90,7,5,5,-2.0,300.9,,,,0,4,3,3,-1,3.343,-1,566.4,18.0,,,,,-1.0,2
Pa260a40e68,8,6,8,0.0,300.9,2,6,-6,0,5,5,5,0,2.555,0,566.4,18.0,,,,,-3.0,2
P43f8251240,20,22,24,4.0,221.0,7,19,-13,0,18,19,20,2,1.258,1,85.0,20.0,,,,,-5.5,2
Pf849910cdc,4,7,6,2.0,300.9,5,3,1,0,3,4,4,1,6.576,1,566.4,21.0,,,,,1.0,2
Pf9e0178b31,6,11,11,5.0,300.9,6,14,0,0,7,13,13,6,4.919,6,170.3,21.0,,,,,3.0,2
Pb5ebcb5d6c,3,4,4,1.0,300.9,4,2,1,0,8,6,6,-2,2.166,-2,389.0,20.0,,,,,-0.5,2
Pc3d030ae81,9,12,22,13.0,300.9,14,17,5,0,16,16,16,0,2.116,0,224.7,21.0,,,,,2.5,2
P4e4e438f6e,2,2,2,0.0,300.9,8,5,6,0,2,2,2,0,0.422,0,307.8,18.0,,,,,3.0,2
P2320c27578,11,9,12,1.0,300.9,10,10,-1,0,14,15,15,1,3.344,1,566.4,19.0,,,,,0.0,2
P3f927eeca6,14,15,13,-1.0,300.9,12,15,-2,0,25,20,21,-4,3.033,-5,170.3,20.0,,,,,-3.0,2
P4d2e34ba12,5,3,3,-2.0,300.9,13,7,8,0,22,10,10,-12,4.228,-12,389.0,20.0,,,,,-2.0,2
Pca1e2194fa,10,8,15,5.0,300.9,20,12,10,0,9,14,14,5,4.375,5,227.4,20.0,,,,,7.5,2
P400aecdd2c,17,18,18,1.0,300.9,9,13,-8,0,11,11,11,0,2.149,0,389.0,21.0,,,,,-4.0,2
P089ae8ca96,13,13,16,3.0,177.3,16,22,3,0,17,18,19,2,1.258,1,85.0,19.0,,,,,2.5,2
P47044d9385,22,21,20,-2.0,85.5,22,27,0,0,13,26,25,12,0.5,13,85.0,21.0,,,,,6.0,2
Pbc5d4fc393,18,17,19,1.0,300.9,11,11,-7,0,12,12,12,0,2.633,0,566.4,22.0,,,,,-3.5,2
Pcfae2f19b7,21,19,21,0.0,221.0,23,16,2,0,10,9,9,-1,1.949,-1,389.0,20.0,,,,,0.5,2
Pc2a67f2add,23,23,28,5.0,300.9,15,24,-8,0,32,30,30,-2,0.0,-2,73.7,22.0,,,,,-5.0,2
Pefaae49c8b,31,34,74,43.0,300.9,27,38,-4,0,20,24,22,2,1.601,4,389.0,19.0,,,,,-1.0,2
P83b3d780d7,15,14,14,-1.0,300.9,19,8,4,0,6,7,7,1,1.272,1,389.0,20.0,,,,,2.5,2
Pa3f9e715ae,26,28,29,3.0,221.0,25,23,-1,0,29,23,28,-1,0.5,-6,85.0,22.0,,,,,-1.0,2
P6d4d3ba13b,29,25,25,-4.0,300.9,32,,3,0,34,32,,,0.577,-2,227.4,21.0,,,,,3.0,2
P31e884be2b,56,56,101,45.0,30.8,33,49,-23,0,50,35,,,,-15,,21.0,,,,,-23.0,2
P52c65c114a,30,26,30,0.0,300.9,31,26,1,0,30,25,24,-6,1.893,-5,85.0,19.0,,,,,-2.5,2
P4bc4764e2a,91,89,35,10.0,300.9,39,,-52,0,63,67,,,3.643,4,389.0,23.0,,,,,-52.0,2
P8d6fb61ea0,12,10,10,-2.0,300.9,17,18,5,0,26,21,23,-3,1.14,-5,170.3,21.0,,,,,1.0,2
Pd2430f6dfc,16,16,17,1.0,300.9,21,9,5,0,24,8,8,-16,2.005,-16,389.0,20.0,,,,,-5.5,2
P838aeb9cb6,24,24,31,7.0,300.9,18,21,-6,0,28,22,18,-10,3.057,-6,566.4,19.0,,,,,-8.0,2
Pc6c9992e46,28,29,34,6.0,300.9,36,31,8,0,33,31,,,4.077,-2,389.0,22.0,,,,,8.0,2
Pb172e7dcfc,25,27,26,1.0,300.9,26,25,1,0,68,69,26,-42,2.408,1,389.0,22.0,,,,,-20.5,2
Pc0b16a51f2,51,35,45,-6.0,300.9,56,42,5,0,79,42,,,2.074,-37,307.8,20.0,,,,,5.0,2
P86f7665380,72,93,101,29.0,30.8,,,,0,36,57,,,,21,,27.0,,,,,,2
P0267b55e6b,68,63,80,12.0,85.5,,58,,0,27,43,,,,16,,21.0,,,,,,2
Pa548aa166c,36,37,32,-4.0,300.9,24,30,-12,0,37,36,,,0.577,-1,85.0,22.0,,,,,-12.0,2
Pf2c709b50b,97,97,101,4.0,177.3,,,,0,31,29,29,-2,,-2,34.5,23.0,,,,,-2.0,2
Pff7518dc75,57,57,101,44.0,300.9,49,51,-8,0,77,80,,,,3,,21.0,,,,,-8.0,2
P41b1bb4705,32,31,40,8.0,300.9,30,29,-2,0,19,17,17,-2,5.249,-2,566.4,19.0,,,,,-2.0,2
P319cf0c2e0,33,42,73,40.0,300.9,38,37,5,0,62,66,,,2.168,4,389.0,20.0,,,,,5.0,2
P798e5b71ce,37,38,67,30.0,300.9,29,35,-8,0,39,38,,,,-1,566.4,21.0,,,,,-8.0,2
Pd9273beb4e,55,65,100,45.0,300.9,46,45,-9,0,23,28,27,4,0.5,5,85.0,22.0,,,,,-2.5,2
P47e358160b,19,20,23,4.0,300.9,,20,,0,21,33,,,1.732,12,566.4,20.0,,,,,,2
P1ba89514b1,39,51,101,62.0,30.8,40,48,1,0,55,56,,,,1,,23.0,,,,,1.0,2
P4b46fb5c89,50,45,101,51.0,30.8,35,52,-15,0,54,55,,,,1,,23.0,,,,,-15.0,2
Pbfcceae701,101,101,101,,,48,,-53,1,65,68,,,,3,,22.0,,,,,-53.0,1
Pc8a80657b3,45,43,101,56.0,30.8,37,39,-8,0,35,34,,,,-1,,22.0,,,,,-8.0,2
P337fb06bb7,38,39,84,46.0,85.5,42,46,4,0,41,40,,,,-1,,22.0,,,,,4.0,2
P404f9fdfb6,42,101,101,59.0,15.0,,,,0,44,45,,,,1,,21.0,,,,,,2
Paa36360f59,74,74,101,27.0,30.8,51,,-23,0,42,41,,,,-1,,22.0,,,,,-23.0,2
Pbf890a872a,48,33,39,-9.0,300.9,50,32,2,0,52,53,,,,1,,23.0,,,,,2.0,2
Pf3fb310df6,101,101,101,,,,,,1,60,62,,,,2,,22.0,,,,,,1
P0dca4f55c4,43,46,77,34.0,177.3,34,40,-9,0,47,48,,,0.707,1,224.7,20.0,,,,,-9.0,2
P8e2f7481af,70,70,101,31.0,30.8,53,,-17,0,48,50,,,,2,,20.0,,,,,-17.0,2
P2db62bcb6f,62,76,101,39.0,30.8,,,,0,46,47,,,1.483,1,278.7,22.0,,,,,,2
P2cdeb4bf00,71,71,81,10.0,108.2,,,,0,81,82,,,,1,,23.0,,,,,,2
P711641b36d,58,58,66,8.0,177.3,45,50,-13,0,78,81,,,,3,,23.0,,,,,-13.0,2
P5ed74be24f,99,99,,2.0,30.8,,,,0,,,,,,,,,,,,,,1
Pbe0e1f0064,44,40,63,19.0,300.9,,53,,0,74,77,,,,3,,21.0,,,,,,2
P093d3a11ad,27,30,38,11.0,173.3,47,34,20,0,38,37,,,,-1,,22.0,,,,,20.0,2
Pded0fedf79,52,50,91,39.0,85.5,60,54,8,0,80,49,,,,-31,,22.0,,,,,8.0,2
Pee7c22ed91,54,53,,47.0,300.9,,,,0,,,,,,,,,,,,,,1
P64210277c7,95,94,,6.0,30.8,,,,0,,,,,,,,,,,,,,1
P9fd176d178,53,52,78,25.0,108.2,58,41,5,0,61,65,,,,4,,22.0,,,,,5.0,2
P91c52ea937,63,64,,38.0,300.9,,,,0,45,46,,,,1,566.4,22.0,,,,,,2
P84b7d3abc9,100,100,,1.0,300.9,,,,0,100,100,,,,0,,22.0,,,,,,2
Pfbbf8d1dd2,,,,,,,,,,75,78,,,,3,,20.0,,,,,,1
P00193b3ed9,3,7,5,2.0,345.6,10,6,7,0,6,3,,,,-3,,20.0,,,,,7.0,2
Pca1c024cab,7,9,10,3.0,221.9,2,5,-5,0,3,4,,,,1,,21.0,,,,,-5.0,2
Pf7f191defd,4,3,4,0.0,345.6,3,3,-1,0,7,6,22,15,0.957,-1,448.5,20.0,,,,,7.0,2
P84101ffd6c,5,4,8,3.0,345.6,11,8,6,0,10,9,3,-7,0.527,-1,546.1,20.0,,,,,-0.5,2
Pde25a111c0,2,6,7,5.0,345.6,1,4,-1,0,1,7,,,,6,448.5,20.0,,,,,-1.0,2
P854bff0ae3,6,2,2,-4.0,345.6,4,1,-2,0,2,1,1,-1,0.0,-1,501.1,19.0,,,,,-1.5,2
P3ede0fa0b1,1,1,1,0.0,345.6,5,2,4,0,5,2,,,,-3,,20.0,,,,,4.0,2
P6a23d47737,10,15,17,7.0,345.6,,,,0,21,21,,,1.732,0,640.8,20.0,,,,,,2
P6258e82584,9,8,11,2.0,345.6,6,7,-3,0,4,5,,,,1,448.5,20.0,,,,,-3.0,2
P3cb5a9e68b,8,5,13,5.0,345.6,7,9,-1,0,8,8,11,3,5.5,0,448.5,21.0,,,,,1.0,2
P398088f587,16,17,16,0.0,345.6,,,,0,12,12,26,14,2.63,0,448.5,21.0,,,,,14.0,2
P84dee8d837,14,14,24,10.0,345.6,14,13,0,0,17,16,,,1.859,-1,640.8,19.0,,,,,0.0,2
P1100d011d0,15,13,12,-3.0,169.6,17,15,2,0,15,14,,,,-1,,22.0,,,,,2.0,2
P93a13b19c2,12,12,9,-3.0,345.6,18,12,6,0,11,10,2,-9,0.506,-1,640.8,20.0,,,,,-1.5,2
P2ad610b277,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P9702e35c0a,11,10,15,4.0,221.9,12,17,1,0,24,29,,,,5,533.5,20.0,,,,,1.0,2
P9dbf445dc5,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P36f801ddc1,20,22,101,81.0,51.6,21,16,1,0,19,23,,,,4,,20.0,,,,,1.0,2
P824176de50,25,27,58,33.0,71.1,13,20,-12,0,20,18,,,,-2,,19.0,,,,,-12.0,2
Pdbcc4b2801,23,16,44,21.0,71.1,20,25,-3,0,37,37,,,,0,,21.0,,,,,-3.0,2
P17a4a5cfae,22,23,26,4.0,345.6,22,21,0,0,14,17,,,,3,,23.0,,,,,0.0,2
P31b4a243f7,18,19,18,0.0,345.6,23,18,5,0,16,13,,,,-3,437.7,23.0,,,,,5.0,2
P24a562f4ba,60,58,50,-10.0,221.9,,,,0,47,56,,,,9,,22.0,,,,,,2
Pf825457ab4,19,20,25,6.0,345.6,19,23,0,0,31,31,,,,0,,21.0,,,,,0.0,2
Pccb83c9fcb,33,39,101,68.0,345.6,31,,-2,0,27,30,27,0,2.213,3,640.8,22.0,,,,,-1.0,2
P70aaa5fb09,47,40,48,1.0,345.6,,52,,0,67,67,20,-47,1.595,0,607.9,21.0,,,,,-47.0,2
Pb18185e9fe,26,24,19,-7.0,345.6,29,22,3,0,18,11,14,-4,2.016,-7,640.8,20.0,,,,,-0.5,2
Pa33d5803eb,50,37,37,-13.0,345.6,47,39,-3,0,32,28,8,-24,0.0,-4,414.0,18.0,,,,,-13.5,2
P8aa2e06ade,64,68,73,9.0,137.6,58,,-6,0,50,47,13,-37,,-3,397.6,22.0,,,,,-21.5,2
Pcad0645e5a,27,28,29,2.0,345.6,25,26,-2,0,28,24,,,,-4,,21.0,,,,,-2.0,2
P56b91ee390,44,62,101,57.0,345.6,52,47,8,0,51,48,15,-36,1.179,-3,546.1,19.0,,,,,-14.0,2
P467b7b3f59,53,56,60,7.0,137.6,49,53,-4,0,69,69,,,,0,,22.0,,,,,-4.0,2
P5d0988f1e1,31,31,34,3.0,345.6,26,31,-5,0,41,43,,,,2,,22.0,,,,,-5.0,2
P488064c36d,29,35,101,72.0,51.6,35,28,6,0,30,26,,,,-4,,22.0,,,,,6.0,2
Pf209014384,55,44,52,-3.0,345.6,57,48,2,0,33,38,,,7.55,5,640.8,22.0,,,,,2.0,2
Pd6905b8ed2,101,101,101,,,,,,1,,,,,,,,,,,,,,0
P622332ff90,28,42,27,-1.0,221.9,27,33,-1,0,26,36,,,,10,,22.0,,,,,-1.0,2
Pef94ae3f83,37,36,28,-9.0,345.6,33,30,-4,0,25,25,19,-6,0.957,0,448.5,23.0,,,,,-5.0,2
Pf1323eea4d,63,72,101,38.0,345.6,45,,-18,0,60,58,,,,-2,,19.0,,,,,-18.0,2
Pfb1f867cde,36,34,38,2.0,345.6,30,27,-6,0,23,19,,,,-4,,21.0,,,,,-6.0,2
Pd2b56a96a1,43,52,63,20.0,221.9,43,42,0,0,38,39,,,,1,,21.0,,,,,0.0,2
Pea46ee56c1,24,54,57,33.0,345.6,34,32,10,0,42,33,,,,-9,,20.0,,,,,10.0,2
P36eaf9779b,67,73,46,-21.0,137.6,50,44,-17,0,34,35,,,,1,,21.0,,,,,-17.0,2
P70fe638043,34,30,36,2.0,345.6,28,34,-6,0,22,40,,,,18,,22.0,,,,,-6.0,2
Pa9d4084dfb,91,101,101,10.0,7.3,,,,0,88,99,,,,11,,21.0,,,,,,2
P15f2c20d7d,52,59,69,17.0,71.1,46,55,-6,0,76,74,,,,-2,,22.0,,,,,-6.0,2
Pb10604e423,56,71,81,25.0,71.1,39,57,-17,0,53,53,,,,0,,22.0,,,,,-17.0,2
P5f6276e4dd,39,32,72,33.0,71.1,36,40,-3,0,54,54,,,,0,,22.0,,,,,-3.0,2
P45b94f1aab,35,25,32,-3.0,345.6,38,36,3,0,48,34,,,,-14,,22.0,,,,,3.0,2
Pa0a2c9503f,92,80,71,-21.0,190.0,,,,0,56,62,,,,6,,21.0,,,,,,2
P5e50445e82,57,51,85,28.0,71.1,51,51,-6,0,58,52,,,,-6,,22.0,,,,,-6.0,2
P58c3f134a2,21,26,23,2.0,345.6,24,24,3,0,29,20,,,3.215,-9,640.8,21.0,,,,,3.0,2
Pecca0a47dd,41,43,,60.0,345.6,60,50,19,0,61,59,,,,-2,,23.0,,,,,19.0,2
P85abb7e5de,77,88,97,20.0,71.1,,,,0,74,88,,,,14,,22.0,,,,,,2
P83fd4822e5,40,46,41,1.0,190.0,40,43,0,0,72,82,,,,10,,23.0,,,,,0.0,2
Pf22b67943e,59,60,,42.0,51.6,,,,0,66,66,,,,0,,20.0,,,,,,2
P591a253b3e,85,70,,16.0,345.6,,,,0,52,50,28,-24,0.0,-2,414.0,22.0,,,,,-24.0,2
P1497c83aba,61,65,54,-7.0,345.6,,,,0,75,72,7,-68,1.691,-3,640.8,20.0,,,,,-68.0,2
P38145d33eb,83,84,70,-13.0,345.6,,,,0,92,93,,,,1,,23.0,,,,,,2
P8d3cc27d9f,84,75,,17.0,35.6,,,,0,73,71,,,,-2,,22.0,,,,,,2
P2100fc35c8,75,69,94,19.0,71.1,,,,0,63,63,,,,0,,21.0,,,,,,2
P73a117bd09,38,45,74,36.0,345.6,55,49,17,0,68,68,,,,0,,22.0,,,,,17.0,2
Pebbd613418,,,,,,,,,,45,81,,,,36,,22.0,,,,,,1
P4c0b663d25,54,50,61,7.0,190.0,,,,0,85,91,,,,6,,23.0,,,,,,2
P607c704c53,45,29,30,-15.0,345.6,44,38,-1,0,49,45,,,1.414,-4,448.5,21.0,,,,,-1.0,2
P93861fcc04,100,94,93,-7.0,71.1,,,,0,,,,,,,,,,,,,,1
Pf1615243ab,42,38,42,0.0,345.6,48,41,6,0,59,46,17,-42,4.498,-13,640.8,21.0,,,,,-18.0,2
Pdb1689c286,3,3,3,,346.9,1,1,-2,0,2,1,1,-1,1.095,-1,36.8,19.0,,,,,-1.5,2
P23f1ba707f,2,2,2,,346.9,2,2,0,0,3,3,2,-1,0.0,0,36.8,19.0,,,,,-0.5,2
P2171d2817b,1,1,1,,346.9,3,3,2,0,1,2,3,2,1.329,1,36.8,20.0,,,,,2.0,2
P11fb43c4ea,23,23,23,,346.9,8,11,-15,0,9,9,5,-4,0.816,0,36.8,18.0,,,,,-9.5,2
Pc9a1f10582,7,7,7,,346.9,4,6,-3,0,4,5,4,0,1.225,1,36.8,18.0,,,,,-1.5,2
P1044a073cf,4,4,4,,346.9,6,5,2,0,5,6,6,1,0.983,1,36.8,20.0,,,,,1.5,2
P1dca1ecf2b,8,8,8,,346.9,7,4,-1,0,7,4,7,0,0.408,-3,36.8,19.0,,,,,-0.5,2
P12d1ca8d35,49,49,49,,212.3,13,36,-36,0,12,14,12,0,1.602,2,36.8,20.0,,,,,-18.0,2
P0a4bbd8b0a,5,5,5,,346.9,5,8,0,0,10,7,10,0,0.816,-3,36.8,18.0,,,,,0.0,2
P7f1d080745,19,19,19,,346.9,9,27,-10,0,15,25,8,-7,6.047,10,36.8,20.0,,,,,-8.5,2
Pc7e0f691c6,15,15,15,,346.9,14,10,-1,0,8,10,9,1,0.408,2,36.8,22.0,,,,,0.0,2
P3997afa4f2,16,16,16,,346.9,15,14,-1,0,13,8,15,2,2.733,-5,36.8,20.0,,,,,0.5,2
P96c6ba4e0f,10,10,10,,313.1,16,15,6,0,31,27,13,-18,2.066,-4,36.8,19.0,,,,,-6.0,2
P49827cf895,25,25,25,,346.9,21,25,-4,0,17,16,14,-3,2.137,-1,36.8,20.0,,,,,-3.5,2
