pid,draft_year,source_id,publisher,vmb_age_reported_years,vmb_listed_height_in,vmb_listed_weight_lb,vmb_listed_bmi,vmb_college_class_year,vmb_position_pg,vmb_position_sg,vmb_position_sf,vmb_position_pf,vmb_position_c
P0cd98a270c,2020,nbadraft_2020_fallback,nbadraft,,77.0,200.0,23.71629548453902,1.0,0.0,1.0,0.0,0.0,0.0
Pc2d24d5902,2020,nbadraft_2020_fallback,nbadraft,,75.0,190.0,23.74812802336716,1.0,1.0,0.0,0.0,0.0,0.0
P842bafbfda,2020,nbadraft_2020_fallback,nbadraft,,84.0,190.0,18.931862263526114,,0.0,0.0,0.0,0.0,1.0
P3c885ec031,2020,nbadraft_2020_fallback,nbadraft,,76.0,175.0,21.30145021413658,,1.0,1.0,0.0,0.0,0.0
P429838957d,2020,nbadraft_2020_fallback,nbadraft,,76.0,190.0,23.127288803919715,1.0,1.0,1.0,0.0,0.0,0.0
P87be528da0,2020,nbadraft_2020_fallback,nbadraft,,78.0,180.0,20.800875137253236,,0.0,1.0,0.0,0.0,0.0
Pe237a28a37,2020,nbadraft_2020_fallback,nbadraft,,83.0,240.0,24.493641909333466,1.0,0.0,0.0,0.0,1.0,1.0
P076dcdb147,2020,nbadraft_2020_fallback,nbadraft,,73.0,185.0,24.4075571839453,2.0,1.0,0.0,0.0,0.0,0.0
Pe0b660d280,2020,nbadraft_2020_fallback,nbadraft,,81.0,250.0,26.789726399907,1.0,0.0,0.0,0.0,1.0,1.0
P32d7e7e1eb,2020,nbadraft_2020_fallback,nbadraft,,79.0,215.0,24.220471017852795,3.0,0.0,0.0,0.0,1.0,0.0
Pdc083a80a9,2020,nbadraft_2020_fallback,nbadraft,,78.0,215.0,24.8454897472747,3.0,0.0,1.0,0.0,0.0,0.0
P63236d3a70,2020,nbadraft_2020_fallback,nbadraft,,75.0,190.0,23.74812802336716,2.0,1.0,1.0,0.0,0.0,0.0
P48772fff87,2020,nbadraft_2020_fallback,nbadraft,,82.0,240.0,25.09469052846494,2.0,0.0,0.0,0.0,0.0,1.0
P170284fab5,2020,nbadraft_2020_fallback,nbadraft,,81.0,210.0,22.50337017592188,3.0,0.0,0.0,0.0,1.0,0.0
P9d5ce33ec0,2020,nbadraft_2020_fallback,nbadraft,,81.0,250.0,26.789726399907,2.0,0.0,0.0,0.0,1.0,0.0
P866e6f90bf,2020,nbadraft_2020_fallback,nbadraft,,77.0,165.0,19.565943774744692,2.0,1.0,1.0,0.0,0.0,0.0
P08bc96e9be,2020,nbadraft_2020_fallback,nbadraft,,83.0,280.0,28.575915560889044,4.0,0.0,0.0,0.0,0.0,1.0
Pb3e461d4cf,2020,nbadraft_2020_fallback,nbadraft,,77.0,190.0,22.53048071031207,1.0,0.0,1.0,0.0,0.0,0.0
P173da90181,2020,nbadraft_2020_fallback,nbadraft,,78.0,185.0,21.378677224399162,2.0,0.0,0.0,1.0,0.0,0.0
P716f6175e4,2020,nbadraft_2020_fallback,nbadraft,,74.0,185.0,23.752350663485114,2.0,1.0,0.0,0.0,0.0,0.0
P69f4c7679c,2020,nbadraft_2020_fallback,nbadraft,,74.0,175.0,22.46843981681024,3.0,1.0,0.0,0.0,0.0,0.0
Pf46613d969,2020,nbadraft_2020_fallback,nbadraft,,74.0,195.0,25.036261510159985,4.0,1.0,0.0,0.0,0.0,0.0
P80eaeaa85d,2020,nbadraft_2020_fallback,nbadraft,,77.0,210.0,24.902110258765973,2.0,0.0,1.0,1.0,0.0,0.0
Pdc49b6ecb0,2020,nbadraft_2020_fallback,nbadraft,,75.0,190.0,23.74812802336716,4.0,1.0,1.0,0.0,0.0,0.0
P34a08a87d4,2020,nbadraft_2020_fallback,nbadraft,,75.0,190.0,23.74812802336716,2.0,1.0,0.0,0.0,0.0,0.0
P9cddcdc1ad,2020,nbadraft_2020_fallback,nbadraft,,79.0,220.0,24.78373778570984,3.0,0.0,0.0,1.0,0.0,0.0
P1cf3ac09b1,2020,nbadraft_2020_fallback,nbadraft,,73.0,185.0,24.4075571839453,4.0,1.0,0.0,0.0,0.0,0.0
Pc74b3d476e,2020,nbadraft_2020_fallback,nbadraft,,79.0,230.0,25.91027132142392,4.0,0.0,0.0,1.0,1.0,0.0
Pee12c1b431,2020,nbadraft_2020_fallback,nbadraft,,78.0,220.0,25.423291834420624,2.0,0.0,1.0,0.0,0.0,0.0
P2b95cb9990,2020,nbadraft_2020_fallback,nbadraft,,83.0,245.0,25.00392611577791,3.0,0.0,0.0,0.0,0.0,1.0
Pceb9387e05,2020,nbadraft_2020_fallback,nbadraft,,71.0,175.0,24.407295464561177,4.0,1.0,0.0,0.0,0.0,0.0
P4cd6438cc3,2020,nbadraft_2020_fallback,nbadraft,,76.0,200.0,24.344514530441806,2.0,0.0,1.0,0.0,0.0,0.0
P6142a39d2b,2020,nbadraft_2020_fallback,nbadraft,,81.0,230.0,24.64654828791444,4.0,0.0,0.0,0.0,1.0,0.0
P61afdc25a4,2021,nbadraft_2021,nbadraft,,80.0,220.0,24.1680168000961,1.0,1.0,1.0,0.0,0.0,0.0
P64263ced9d,2021,nbadraft_2021,nbadraft,,78.0,180.0,20.800875137253236,1.0,0.0,1.0,0.0,0.0,0.0
Pc3e0235987,2021,nbadraft_2021,nbadraft,,84.0,215.0,21.422896771884815,1.0,0.0,0.0,0.0,1.0,1.0
Pc97a1282a3,2021,nbadraft_2021,nbadraft,,76.0,205.0,24.95312739370285,1.0,1.0,0.0,0.0,0.0,0.0
P7dcdc4ccdd,2021,nbadraft_2021,nbadraft,,79.0,220.0,24.78373778570984,1.0,0.0,0.0,1.0,1.0,0.0
P45a39b68c1,2021,nbadraft_2021,nbadraft,,81.0,225.0,24.1107537599163,1.0,0.0,0.0,1.0,1.0,0.0
Pa090759337,2021,nbadraft_2021,nbadraft,,77.0,190.0,22.53048071031207,2.0,0.0,1.0,0.0,0.0,0.0
P721d8fa8f9,2021,nbadraft_2021,nbadraft,,77.0,185.0,21.9375733231986,1.0,0.0,1.0,1.0,0.0,0.0
Pb2632428b5,2021,nbadraft_2021,nbadraft,,81.0,220.0,23.574959231918164,2.0,0.0,0.0,1.0,1.0,0.0
P392363bcf2,2021,nbadraft_2021,nbadraft,,81.0,220.0,23.574959231918164,1.0,0.0,0.0,1.0,1.0,0.0
P69549f38f2,2021,nbadraft_2021,nbadraft,,83.0,220.0,22.452505083555675,2.0,0.0,0.0,0.0,0.0,1.0
P854a3a23a2,2021,nbadraft_2021,nbadraft,,80.0,205.0,22.52019747281682,,1.0,0.0,0.0,0.0,0.0
P2c8aa67899,2021,nbadraft_2021,nbadraft,,74.0,205.0,26.320172356834856,3.0,1.0,0.0,0.0,0.0,0.0
P9e82692a6d,2021,nbadraft_2021,nbadraft,,81.0,190.0,20.360192063929322,1.0,0.0,1.0,1.0,0.0,0.0
P05f9ca4653,2021,nbadraft_2021,nbadraft,,78.0,190.0,21.956479311545085,4.0,0.0,1.0,0.0,0.0,0.0
P0057628fa2,2021,nbadraft_2021,nbadraft,,79.0,220.0,24.78373778570984,4.0,0.0,1.0,1.0,0.0,0.0
Pa0882490f6,2021,nbadraft_2021,nbadraft,,78.0,205.0,23.689885572982853,1.0,0.0,1.0,0.0,0.0,0.0
P606c98790a,2021,nbadraft_2021,nbadraft,,74.0,195.0,25.036261510159985,2.0,1.0,0.0,0.0,0.0,0.0
Pf0fd005549,2021,nbadraft_2021,nbadraft,,76.0,210.0,25.561740256963894,1.0,0.0,1.0,0.0,0.0,0.0
P87ada0d006,2021,nbadraft_2021,nbadraft,,82.0,205.0,21.43504815973047,1.0,0.0,0.0,0.0,1.0,1.0
Pf6213e9937,2021,nbadraft_2021,nbadraft,,76.0,215.0,26.17035312022494,1.0,0.0,1.0,0.0,0.0,0.0
Pb3cfb2c388,2021,nbadraft_2021,nbadraft,,81.0,240.0,25.718137343910723,,0.0,0.0,0.0,1.0,1.0
P4e35bd6add,2021,nbadraft_2021,nbadraft,,77.0,190.0,22.53048071031207,1.0,0.0,1.0,0.0,0.0,0.0
P90b2305671,2021,nbadraft_2021,nbadraft,,76.0,205.0,24.95312739370285,1.0,0.0,1.0,0.0,0.0,0.0
Pfce02776de,2021,nbadraft_2021,nbadraft,,77.0,190.0,22.53048071031207,2.0,1.0,0.0,0.0,0.0,0.0
P82dc635a40,2021,nbadraft_2021,nbadraft,,75.0,195.0,24.373078760824193,3.0,1.0,1.0,0.0,0.0,0.0
P9badd97dfe,2021,nbadraft_2021,nbadraft,,77.0,180.0,21.34466593608512,3.0,1.0,1.0,0.0,0.0,0.0
Pb1d56c9c96,2021,nbadraft_2021,nbadraft,,82.0,210.0,21.957854212406822,1.0,0.0,0.0,0.0,1.0,0.0
P9fd480084b,2021,nbadraft_2021,nbadraft,,77.0,195.0,23.123388097425547,3.0,1.0,1.0,0.0,0.0,0.0
P4110110f37,2021,nbadraft_2021,nbadraft,,80.0,230.0,25.266563018282287,,0.0,0.0,0.0,1.0,1.0
P0326e23b0d,2021,nbadraft_2021,nbadraft,,83.0,235.0,23.983357702889016,3.0,0.0,0.0,0.0,1.0,1.0
P1e1b55c58c,2021,nbadraft_2021,nbadraft,,73.0,180.0,23.747893476271102,1.0,1.0,0.0,0.0,0.0,0.0
Pac178f1473,2021,nbadraft_2021,nbadraft,,79.0,205.0,23.093937482138713,3.0,0.0,1.0,1.0,0.0,0.0
Pc131e1ee6f,2021,nbadraft_2021,nbadraft,,78.0,190.0,21.956479311545085,3.0,0.0,1.0,0.0,0.0,0.0
Pc624860c4a,2021,nbadraft_2021,nbadraft,,82.0,205.0,21.43504815973047,1.0,0.0,0.0,0.0,1.0,1.0
P21372aaded,2021,nbadraft_2021,nbadraft,,80.0,210.0,23.06947058190991,4.0,0.0,1.0,1.0,0.0,0.0
Pba95727095,2021,nbadraft_2021,nbadraft,,82.0,250.0,26.140302633817647,4.0,0.0,0.0,0.0,1.0,1.0
P152905cef4,2021,nbadraft_2021,nbadraft,,76.0,205.0,24.95312739370285,2.0,1.0,0.0,0.0,0.0,0.0
P30aaba02d5,2021,nbadraft_2021,nbadraft,,83.0,235.0,23.983357702889016,,0.0,0.0,0.0,0.0,1.0
Pbfadf35dca,2021,nbadraft_2021,nbadraft,,79.0,230.0,25.91027132142392,4.0,0.0,0.0,1.0,1.0,0.0
Pe225c37146,2021,nbadraft_2021,nbadraft,,76.0,225.0,27.38757884674703,1.0,1.0,0.0,0.0,0.0,0.0
Pe728a39ea0,2021,nbadraft_2021,nbadraft,,83.0,265.0,27.0450629415557,1.0,0.0,0.0,0.0,1.0,0.0
P3364db28a5,2021,nbadraft_2021,nbadraft,,80.0,205.0,22.52019747281682,3.0,0.0,0.0,0.0,1.0,0.0
P90932c4b0a,2021,nbadraft_2021,nbadraft,,84.0,245.0,24.412138181915257,3.0,0.0,0.0,0.0,0.0,1.0
P71399e9935,2021,nbadraft_2021,nbadraft,,77.0,195.0,23.123388097425547,4.0,1.0,1.0,0.0,0.0,0.0
Pcf11d56327,2021,nbadraft_2021,nbadraft,,80.0,220.0,24.1680168000961,4.0,0.0,0.0,1.0,0.0,0.0
Pbfdaa31fd0,2022,nbadraft_2022,nbadraft,,84.0,195.0,19.430069165197857,1.0,0.0,0.0,0.0,1.0,1.0
Pfa7a6f2536,2022,nbadraft_2022,nbadraft,,82.0,250.0,26.140302633817647,1.0,0.0,0.0,0.0,1.0,1.0
P16b88a2183,2022,nbadraft_2022,nbadraft,,76.0,195.0,23.735901667180762,2.0,1.0,1.0,0.0,0.0,0.0
P86df290cda,2022,nbadraft_2022,nbadraft,,80.0,225.0,24.717289909189194,2.0,0.0,0.0,1.0,1.0,0.0
Pce7c8a9da0,2022,nbadraft_2022,nbadraft,,78.0,205.0,23.689885572982853,2.0,0.0,1.0,1.0,0.0,0.0
P919e355315,2022,nbadraft_2022,nbadraft,,77.0,195.0,23.123388097425547,2.0,0.0,1.0,0.0,0.0,0.0
P7d4b1d6e8f,2022,nbadraft_2022,nbadraft,,77.0,200.0,23.71629548453902,1.0,0.0,1.0,0.0,0.0,0.0
Pab39ee5462,2022,nbadraft_2022,nbadraft,,79.0,195.0,21.96740394642463,,0.0,1.0,1.0,0.0,0.0
P3a5b76349f,2022,nbadraft_2022,nbadraft,,85.0,240.0,23.354560430920177,2.0,0.0,0.0,0.0,0.0,1.0
Pa95793f720,2022,nbadraft_2022,nbadraft,,78.0,220.0,25.423291834420624,1.0,0.0,0.0,1.0,0.0,0.0
Pe3c0fc5a9e,2022,nbadraft_2022,nbadraft,,81.0,230.0,24.64654828791444,1.0,0.0,0.0,0.0,1.0,0.0
P3a3a5bbbef,2022,nbadraft_2022,nbadraft,,83.0,250.0,25.514210322222358,1.0,0.0,0.0,0.0,1.0,1.0
Pae46fa4aa5,2022,nbadraft_2022,nbadraft,,77.0,195.0,23.123388097425547,1.0,0.0,1.0,1.0,0.0,0.0
P14882ceff6,2022,nbadraft_2022,nbadraft,,80.0,215.0,23.618743691003008,2.0,0.0,0.0,1.0,1.0,0.0
P5cba6e4b4b,2022,nbadraft_2022,nbadraft,,76.0,185.0,22.51867594065867,1.0,1.0,1.0,0.0,0.0,0.0
P9d848af991,2022,nbadraft_2022,nbadraft,,78.0,215.0,24.8454897472747,4.0,0.0,1.0,0.0,0.0,0.0
P4b5f95e771,2022,nbadraft_2022,nbadraft,,81.0,185.0,19.824397535931183,,0.0,1.0,1.0,0.0,0.0
Pa89859be17,2022,nbadraft_2022,nbadraft,,78.0,210.0,24.267687660128775,3.0,0.0,1.0,1.0,0.0,0.0
P20596267f7,2022,nbadraft_2022,nbadraft,,76.0,200.0,24.344514530441806,1.0,0.0,1.0,0.0,0.0,0.0
P8c8d5105c2,2022,nbadraft_2022,nbadraft,,73.0,170.0,22.42856606092271,1.0,1.0,0.0,0.0,0.0,0.0
P1191691c20,2022,nbadraft_2022,nbadraft,,83.0,225.0,22.96278929000012,,0.0,0.0,1.0,1.0,0.0
Pe22f69b7a0,2022,nbadraft_2022,nbadraft,,79.0,245.0,27.60007162499505,3.0,0.0,0.0,0.0,1.0,0.0
Pa5128e8532,2022,nbadraft_2022,nbadraft,,85.0,255.0,24.814220457852688,2.0,0.0,0.0,0.0,0.0,1.0
P416088a2b5,2022,nbadraft_2022,nbadraft,,79.0,195.0,21.96740394642463,2.0,1.0,1.0,0.0,0.0,0.0
Paac5dcb74c,2022,nbadraft_2022,nbadraft,,77.0,190.0,22.53048071031207,1.0,0.0,1.0,0.0,0.0,0.0
Pafb050f1ad,2022,nbadraft_2022,nbadraft,,75.0,180.0,22.498226548453097,2.0,1.0,1.0,0.0,0.0,0.0
P4e8883caf8,2022,nbadraft_2022,nbadraft,,78.0,195.0,22.534281398691007,2.0,0.0,1.0,1.0,0.0,0.0
P97df826a61,2022,nbadraft_2022,nbadraft,,80.0,225.0,24.717289909189194,3.0,0.0,0.0,1.0,1.0,0.0
Pa2e8c74c1f,2022,nbadraft_2022,nbadraft,,82.0,235.0,24.571884475788586,2.0,0.0,0.0,0.0,1.0,1.0
P70fa3dc827,2022,nbadraft_2022,nbadraft,,80.0,205.0,22.52019747281682,1.0,0.0,1.0,1.0,0.0,0.0
P3b1e823247,2022,nbadraft_2022,nbadraft,,79.0,210.0,23.65720424999575,3.0,0.0,1.0,0.0,0.0,0.0
Pd6b4848f72,2022,nbadraft_2022,nbadraft,,79.0,200.0,22.53067071428167,1.0,0.0,0.0,1.0,1.0,0.0
P9345155d6a,2022,nbadraft_2022,nbadraft,,84.0,220.0,21.921103673556555,3.0,0.0,0.0,0.0,0.0,1.0
Pe54f989cc8,2022,nbadraft_2022,nbadraft,,77.0,240.0,28.459554581446827,4.0,0.0,0.0,1.0,0.0,0.0
Pd5316f2e65,2022,nbadraft_2022,nbadraft,,78.0,180.0,20.800875137253236,1.0,0.0,1.0,0.0,0.0,0.0
P96bc00aaed,2022,nbadraft_2022,nbadraft,,75.0,185.0,23.12317728591013,3.0,1.0,0.0,0.0,0.0,0.0
Pa067c50f94,2022,nbadraft_2022,nbadraft,,74.0,190.0,24.394306086822546,1.0,1.0,1.0,0.0,0.0,0.0
P50d6953351,2022,nbadraft_2022,nbadraft,,83.0,245.0,25.00392611577791,3.0,0.0,0.0,0.0,0.0,1.0
P123f055136,2022,nbadraft_2022,nbadraft,,76.0,225.0,27.38757884674703,1.0,1.0,1.0,0.0,0.0,0.0
Pc69570e4d2,2022,nbadraft_2022,nbadraft,,80.0,205.0,22.52019747281682,1.0,0.0,1.0,1.0,0.0,0.0
Pdd8eeaed18,2022,nbadraft_2022,nbadraft,,80.0,215.0,23.618743691003008,2.0,0.0,0.0,1.0,1.0,0.0
P76f8234113,2022,nbadraft_2022,nbadraft,,80.0,205.0,22.52019747281682,1.0,0.0,0.0,1.0,1.0,0.0
Pa06f6a14b5,2022,nbadraft_2022,nbadraft,,73.0,170.0,22.42856606092271,4.0,1.0,0.0,0.0,0.0,0.0
Pbccc770021,2022,nbadraft_2022,nbadraft,,79.0,215.0,24.220471017852795,2.0,1.0,1.0,0.0,0.0,0.0
P3ebbedffb1,2022,nbadraft_2022,nbadraft,,79.0,235.0,26.47353808928096,1.0,0.0,0.0,0.0,1.0,1.0
P6521ad0003,2022,nbadraft_2022,nbadraft,,79.0,210.0,23.65720424999575,3.0,0.0,0.0,1.0,0.0,0.0
P76ebdc8d77,2022,nbadraft_2022,nbadraft,,76.0,195.0,23.735901667180762,4.0,1.0,0.0,0.0,0.0,0.0
P22caf129cd,2022,nbadraft_2022,nbadraft,,78.0,180.0,20.800875137253236,2.0,0.0,1.0,1.0,0.0,0.0
P144ed94c77,2023,nbadraft_2023,nbadraft,,86.0,210.0,19.962765241241677,,0.0,0.0,0.0,0.0,1.0
P664a2ede66,2023,nbadraft_2023,nbadraft,,81.0,200.0,21.4317811199256,1.0,0.0,0.0,1.0,0.0,0.0
P51e5ade0ce,2023,nbadraft_2023,nbadraft,,74.0,195.0,25.036261510159985,1.0,1.0,0.0,0.0,0.0,0.0
P1999b4880f,2023,nbadraft_2023,nbadraft,,79.0,215.0,24.220471017852795,1.0,1.0,1.0,0.0,0.0,0.0
P1e59a7a7a1,2023,nbadraft_2023,nbadraft,,79.0,235.0,26.47353808928096,1.0,0.0,0.0,1.0,0.0,0.0
Pa813594724,2023,nbadraft_2023,nbadraft,,79.0,210.0,23.65720424999575,1.0,1.0,1.0,0.0,0.0,0.0
P7bf5b1ca03,2023,nbadraft_2023,nbadraft,,80.0,250.0,27.46365545465466,1.0,0.0,0.0,1.0,1.0,0.0
Pf0ef0714b6,2023,nbadraft_2023,nbadraft,,76.0,195.0,23.735901667180762,1.0,1.0,1.0,0.0,0.0,0.0
Pa4e79c2199,2023,nbadraft_2023,nbadraft,,79.0,200.0,22.53067071428167,,0.0,0.0,1.0,0.0,0.0
Pe60cc64195,2023,nbadraft_2023,nbadraft,,81.0,215.0,23.039164703920022,1.0,0.0,0.0,0.0,1.0,0.0
P9180c4596b,2023,nbadraft_2023,nbadraft,,79.0,220.0,24.78373778570984,1.0,0.0,1.0,0.0,0.0,0.0
P6b4a74f110,2023,nbadraft_2023,nbadraft,,77.0,185.0,21.9375733231986,2.0,0.0,1.0,0.0,0.0,0.0
Pfdcf13c664,2023,nbadraft_2023,nbadraft,,79.0,205.0,23.093937482138713,1.0,0.0,1.0,0.0,0.0,0.0
P523c5eb5e6,2023,nbadraft_2023,nbadraft,,76.0,185.0,22.51867594065867,1.0,0.0,1.0,0.0,0.0,0.0
P0b253c1504,2023,nbadraft_2023,nbadraft,,77.0,185.0,21.9375733231986,2.0,0.0,1.0,0.0,0.0,0.0
P47a1cc70a3,2023,nbadraft_2023,nbadraft,,81.0,215.0,23.039164703920022,3.0,0.0,0.0,1.0,1.0,0.0
P9a144a10c5,2023,nbadraft_2023,nbadraft,,82.0,210.0,21.957854212406822,1.0,0.0,0.0,0.0,1.0,1.0
P0db0d3c576,2023,nbadraft_2023,nbadraft,,77.0,205.0,24.3092028716525,2.0,1.0,1.0,0.0,0.0,0.0
P71f8c1b48d,2023,nbadraft_2023,nbadraft,,79.0,195.0,21.96740394642463,,0.0,1.0,1.0,0.0,0.0
P0035c2f0b3,2023,nbadraft_2023,nbadraft,,80.0,215.0,23.618743691003008,1.0,0.0,1.0,0.0,0.0,0.0
P2a6c79e3dc,2023,nbadraft_2023,nbadraft,,78.0,195.0,22.534281398691007,4.0,0.0,1.0,0.0,0.0,0.0
P655613d84a,2023,nbadraft_2023,nbadraft,,79.0,205.0,23.093937482138713,2.0,0.0,1.0,1.0,0.0,0.0
P5698276a02,2023,nbadraft_2023,nbadraft,,79.0,210.0,23.65720424999575,3.0,0.0,0.0,1.0,0.0,0.0
P89e5a35bc7,2023,nbadraft_2023,nbadraft,,80.0,195.0,21.421651254630635,1.0,0.0,0.0,1.0,1.0,0.0
Pd742da0a27,2023,nbadraft_2023,nbadraft,,79.0,220.0,24.78373778570984,1.0,0.0,1.0,1.0,0.0,0.0
Pbf5a7a4d5b,2023,nbadraft_2023,nbadraft,,79.0,225.0,25.34700455356688,,0.0,1.0,1.0,0.0,0.0
P26ad072598,2023,nbadraft_2023,nbadraft,,74.0,195.0,25.036261510159985,4.0,1.0,1.0,0.0,0.0,0.0
P6187cee451,2023,nbadraft_2023,nbadraft,,78.0,235.0,27.156698095858392,1.0,0.0,0.0,1.0,1.0,0.0
P2db6f2cc8f,2023,nbadraft_2023,nbadraft,,82.0,210.0,21.957854212406822,1.0,0.0,0.0,1.0,1.0,0.0
Pf85863f4bd,2023,nbadraft_2023,nbadraft,,76.0,190.0,23.127288803919715,1.0,1.0,1.0,0.0,0.0,0.0
P9aef7770b8,2023,nbadraft_2023,nbadraft,,76.0,165.0,20.084224487614488,2.0,1.0,1.0,0.0,0.0,0.0
P7200ebcdd8,2023,nbadraft_2023,nbadraft,,81.0,215.0,23.039164703920022,1.0,0.0,0.0,0.0,1.0,0.0
Pc4ba85a58f,2023,nbadraft_2023,nbadraft,,75.0,200.0,24.99802949828122,4.0,1.0,1.0,0.0,0.0,0.0
Pd5f2794063,2023,nbadraft_2023,nbadraft,,76.0,185.0,22.51867594065867,4.0,1.0,1.0,0.0,0.0,0.0
P9b886526e3,2023,nbadraft_2023,nbadraft,,78.0,205.0,23.689885572982853,3.0,0.0,1.0,0.0,0.0,0.0
Pc074e62881,2023,nbadraft_2023,nbadraft,,77.0,215.0,25.49501764587945,4.0,0.0,1.0,1.0,0.0,0.0
Pe356195976,2023,nbadraft_2023,nbadraft,,79.0,205.0,23.093937482138713,1.0,0.0,0.0,1.0,1.0,0.0
Pf9f33f79e7,2023,nbadraft_2023,nbadraft,,84.0,225.0,22.419310575228295,,0.0,0.0,0.0,1.0,1.0
P18c14dbf8f,2023,nbadraft_2023,nbadraft,,79.0,225.0,25.34700455356688,3.0,0.0,0.0,1.0,1.0,0.0
P7589e6b4d5,2023,nbadraft_2023,nbadraft,,74.0,190.0,24.394306086822546,4.0,1.0,1.0,0.0,0.0,0.0
Pe1411c667e,2023,nbadraft_2023,nbadraft,,80.0,260.0,28.562201672840846,3.0,0.0,0.0,0.0,0.0,1.0
P07bb9cb58f,2023,nbadraft_2023,nbadraft,,77.0,240.0,28.459554581446827,4.0,0.0,1.0,1.0,0.0,0.0
P659b205e3c,2023,nbadraft_2023,nbadraft,,82.0,190.0,19.866630001701413,2.0,0.0,1.0,0.0,0.0,0.0
Pa6029bb5a6,2023,nbadraft_2023,nbadraft,,77.0,205.0,24.3092028716525,3.0,0.0,1.0,0.0,0.0,0.0
Pe8ffde2213,2023,nbadraft_2023,nbadraft,,80.0,255.0,28.012928563747753,4.0,0.0,0.0,0.0,1.0,1.0
Pa12a517258,2023,nbadraft_2023,nbadraft,,82.0,235.0,24.571884475788586,3.0,0.0,0.0,0.0,1.0,0.0
P7075ac01b8,2023,nbadraft_2023,nbadraft,,80.0,250.0,27.46365545465466,4.0,0.0,1.0,1.0,0.0,0.0
Paf99c23c4d,2023,nbadraft_2023,nbadraft,,79.0,220.0,24.78373778570984,1.0,0.0,0.0,1.0,1.0,0.0
P23152d31e2,2024,nbadraft_2024,nbadraft,,81.0,200.0,21.4317811199256,,0.0,0.0,1.0,1.0,0.0
P473649a3ff,2024,nbadraft_2024,nbadraft,,75.0,180.0,22.498226548453097,1.0,1.0,1.0,0.0,0.0,0.0
P2a77fa93f7,2024,nbadraft_2024,nbadraft,,79.0,210.0,23.65720424999575,1.0,1.0,1.0,0.0,0.0,0.0
Pa5d4a8fef6,2024,nbadraft_2024,nbadraft,,82.0,195.0,20.389436054377768,1.0,0.0,0.0,1.0,1.0,0.0
Pb0cd5d409b,2024,nbadraft_2024,nbadraft,,87.0,280.0,26.008651380494733,2.0,0.0,0.0,0.0,0.0,1.0
Pa245962e52,2024,nbadraft_2024,nbadraft,,80.0,180.0,19.773831927351356,1.0,0.0,0.0,1.0,0.0,0.0
P58407301c7,2024,nbadraft_2024,nbadraft,,81.0,210.0,22.50337017592188,,0.0,0.0,0.0,1.0,0.0
P7a95b991f4,2024,nbadraft_2024,nbadraft,,78.0,210.0,24.267687660128775,4.0,0.0,1.0,1.0,0.0,0.0
P32ff4229d3,2024,nbadraft_2024,nbadraft,,75.0,195.0,24.373078760824193,3.0,1.0,1.0,0.0,0.0,0.0
P424c3aa3f2,2024,nbadraft_2024,nbadraft,,77.0,195.0,23.123388097425547,1.0,1.0,1.0,0.0,0.0,0.0
P9f04775c7a,2024,nbadraft_2024,nbadraft,,77.0,200.0,23.71629548453902,1.0,0.0,1.0,0.0,0.0,0.0
Pa3f4257d20,2024,nbadraft_2024,nbadraft,,75.0,205.0,25.62298023573825,1.0,1.0,1.0,0.0,0.0,0.0
P13f5a8ca49,2024,nbadraft_2024,nbadraft,,81.0,215.0,23.039164703920022,4.0,0.0,0.0,1.0,0.0,0.0
P429241cb33,2024,nbadraft_2024,nbadraft,,76.0,205.0,24.95312739370285,1.0,1.0,0.0,0.0,0.0,0.0
P523c7506e7,2024,nbadraft_2024,nbadraft,,84.0,230.0,22.917517476900034,1.0,0.0,0.0,0.0,0.0,1.0
Pf4a65045a1,2024,nbadraft_2024,nbadraft,,80.0,210.0,23.06947058190991,1.0,0.0,0.0,1.0,0.0,0.0
P74240d498b,2024,nbadraft_2024,nbadraft,,74.0,165.0,21.184528970135368,1.0,1.0,0.0,0.0,0.0,0.0
Pd018d62aee,2024,nbadraft_2024,nbadraft,,78.0,200.0,23.11208348583693,,1.0,0.0,0.0,0.0,0.0
P1ccfa6c1ee,2024,nbadraft_2024,nbadraft,,89.0,300.0,26.628061342222928,4.0,0.0,0.0,0.0,0.0,1.0
Pf120e8dc11,2024,nbadraft_2024,nbadraft,,79.0,220.0,24.78373778570984,3.0,0.0,1.0,1.0,0.0,0.0
Pada60a9da7,2024,nbadraft_2024,nbadraft,,85.0,230.0,22.381453746298504,2.0,0.0,0.0,0.0,0.0,1.0
Pd1401169e8,2024,nbadraft_2024,nbadraft,,74.0,195.0,25.036261510159985,4.0,1.0,0.0,0.0,0.0,0.0
Pcf591b3097,2024,nbadraft_2024,nbadraft,,78.0,190.0,21.956479311545085,1.0,0.0,1.0,0.0,0.0,0.0
P2bc6f2a3aa,2024,nbadraft_2024,nbadraft,,84.0,230.0,22.917517476900034,2.0,0.0,0.0,0.0,1.0,1.0
P35654567c0,2024,nbadraft_2024,nbadraft,,81.0,190.0,20.360192063929322,1.0,0.0,1.0,1.0,0.0,0.0
Pe79de9d05b,2024,nbadraft_2024,nbadraft,,80.0,210.0,23.06947058190991,,0.0,0.0,1.0,0.0,0.0
Pfd3b474513,2024,nbadraft_2024,nbadraft,,79.0,200.0,22.53067071428167,4.0,0.0,1.0,0.0,0.0,0.0
