season,game_id,date,team,opp,won,is_final4,is_final
2008-09,294000046,2009-03-29,Oklahoma,UNC,0,0,0
2008-09,294000046,2009-03-29,UNC,Oklahoma,1,0,0
2008-09,294000061,2009-03-29,Louisville,Michigan_State,0,0,0
2008-09,294000061,2009-03-29,Michigan_State,Louisville,1,0,0
2008-09,294000031,2009-04-04,Michigan_State,UConn,1,1,0
2008-09,294000031,2009-04-04,UConn,Michigan_State,0,1,0
2008-09,294000062,2009-04-04,UNC,Villanova,1,1,0
2008-09,294000062,2009-04-04,Villanova,UNC,0,1,0
2008-09,294000063,2009-04-06,Michigan_State,UNC,0,1,1
2008-09,294000063,2009-04-06,UNC,Michigan_State,1,1,1
2009-10,300752737,2010-03-16,AR-Pine_Bluff,Winthrop,1,0,0
2009-10,300752737,2010-03-16,Winthrop,AR-Pine_Bluff,0,0,0
2009-10,300770046,2010-03-18,Georgetown,Ohio,0,0,0
2009-10,300770046,2010-03-18,Ohio,Georgetown,1,0,0
2009-10,300770087,2010-03-18,Notre_Dame,Old_Dominion,0,0,0
2009-10,300770087,2010-03-18,Old_Dominion,Notre_Dame,1,0,0
2009-10,300770096,2010-03-18,ETSU,Kentucky,0,0,0
2009-10,300770096,2010-03-18,Kentucky,ETSU,1,0,0
2009-10,300770167,2010-03-18,Montana,New_Mexico,0,0,0
2009-10,300770167,2010-03-18,New_Mexico,Montana,1,0,0
2009-10,300770222,2010-03-18,Robert_Morris,Villanova,0,0,0
2009-10,300770222,2010-03-18,Villanova,Robert_Morris,1,0,0
2009-10,300770238,2010-03-18,Murray_State,Vanderbilt,1,0,0
2009-10,300770238,2010-03-18,Vanderbilt,Murray_State,0,0,0
2009-10,300770239,2010-03-18,Baylor,Sam_Houston,1,0,0
2009-10,300770239,2010-03-18,Sam_Houston,Baylor,0,0,0
2009-10,300770251,2010-03-18,Texas,Wake_Forest,0,0,0
2009-10,300770251,2010-03-18,Wake_Forest,Texas,1,0,0
2009-10,300770252,2010-03-18,BYU,Florida,1,0,0
2009-10,300770252,2010-03-18,Florida,BYU,0,0,0
2009-10,300770257,2010-03-18,Richmond,Saint_Mary's,0,0,0
2009-10,300770257,2010-03-18,Saint_Mary's,Richmond,1,0,0
2009-10,300770269,2010-03-18,Marquette,Washington,0,0,0
2009-10,300770269,2010-03-18,Washington,Marquette,1,0,0
2009-10,300772086,2010-03-18,Butler,UTEP,1,0,0
2009-10,300772086,2010-03-18,UTEP,Butler,0,0,0
2009-10,300772305,2010-03-18,Kansas,Lehigh,1,0,0
2009-10,300772305,2010-03-18,Lehigh,Kansas,0,0,0
2009-10,300772306,2010-03-18,Kansas_State,North_Texas,1,0,0
2009-10,300772306,2010-03-18,North_Texas,Kansas_State,0,0,0
2009-10,300772439,2010-03-18,Northern_Iowa,UNLV,1,0,0
2009-10,300772439,2010-03-18,UNLV,Northern_Iowa,0,0,0
2009-10,300772633,2010-03-18,San_Diego_State,Tennessee,0,0,0
2009-10,300772633,2010-03-18,Tennessee,San_Diego_State,1,0,0
2009-10,300780025,2010-03-19,Cal,Louisville,1,0,0
2009-10,300780025,2010-03-19,Louisville,Cal,0,0,0
2009-10,300780120,2010-03-19,Houston,Maryland,0,0,0
2009-10,300780120,2010-03-19,Maryland,Houston,1,0,0
2009-10,300780127,2010-03-19,Michigan_State,New_Mexico_St,1,0,0
2009-10,300780127,2010-03-19,New_Mexico_St,Michigan_State,0,0,0
2009-10,300780150,2010-03-19,AR-Pine_Bluff,Duke,0,0,0
2009-10,300780150,2010-03-19,Duke,AR-Pine_Bluff,1,0,0
2009-10,300780183,2010-03-19,Syracuse,Vermont,1,0,0
2009-10,300780183,2010-03-19,Vermont,Syracuse,0,0,0
2009-10,300780194,2010-03-19,Ohio_State,UCSB,1,0,0
2009-10,300780194,2010-03-19,UCSB,Ohio_State,0,0,0
2009-10,300780197,2010-03-19,Georgia_Tech,Oklahoma_State,1,0,0
2009-10,300780197,2010-03-19,Oklahoma_State,Georgia_Tech,0,0,0
2009-10,300780218,2010-03-19,Cornell,Temple,1,0,0
2009-10,300780218,2010-03-19,Temple,Cornell,0,0,0
2009-10,300780221,2010-03-19,Oakland,Pitt,0,0,0
2009-10,300780221,2010-03-19,Pitt,Oakland,1,0,0
2009-10,300780228,2010-03-19,Clemson,Missouri,0,0,0
2009-10,300780228,2010-03-19,Missouri,Clemson,1,0,0
2009-10,300780245,2010-03-19,Texas_A&M,Utah_State,1,0,0
2009-10,300780245,2010-03-19,Utah_State,Texas_A&M,0,0,0
2009-10,300780275,2010-03-19,Wisconsin,Wofford,1,0,0
2009-10,300780275,2010-03-19,Wofford,Wisconsin,0,0,0
2009-10,300780277,2010-03-19,Morgan_State,West_Virginia,0,0,0
2009-10,300780277,2010-03-19,West_Virginia,Morgan_State,1,0,0
2009-10,300782250,2010-03-19,Florida_State,Gonzaga,0,0,0
2009-10,300782250,2010-03-19,Gonzaga,Florida_State,1,0,0
2009-10,300782509,2010-03-19,Purdue,Siena,1,0,0
2009-10,300782509,2010-03-19,Siena,Purdue,0,0,0
2009-10,300782752,2010-03-19,Minnesota,Xavier,0,0,0
2009-10,300782752,2010-03-19,Xavier,Minnesota,1,0,0
2009-10,300790096,2010-03-20,Kentucky,Wake_Forest,1,0,0
2009-10,300790096,2010-03-20,Wake_Forest,Kentucky,0,0,0
2009-10,300790167,2010-03-20,New_Mexico,Washington,0,0,0
2009-10,300790167,2010-03-20,Washington,New_Mexico,1,0,0
2009-10,300790222,2010-03-20,Saint_Mary's,Villanova,1,0,0
2009-10,300790222,2010-03-20,Villanova,Saint_Mary's,0,0,0
2009-10,300790239,2010-03-20,Baylor,Old_Dominion,1,0,0
2009-10,300790239,2010-03-20,Old_Dominion,Baylor,0,0,0
2009-10,300792086,2010-03-20,Butler,Murray_State,1,0,0
2009-10,300792086,2010-03-20,Murray_State,Butler,0,0,0
2009-10,300792305,2010-03-20,Kansas,Northern_Iowa,0,0,0
2009-10,300792305,2010-03-20,Northern_Iowa,Kansas,1,0,0
2009-10,300792306,2010-03-20,BYU,Kansas_State,0,0,0
2009-10,300792306,2010-03-20,Kansas_State,BYU,1,0,0
2009-10,300792633,2010-03-20,Ohio,Tennessee,0,0,0
2009-10,300792633,2010-03-20,Tennessee,Ohio,1,0,0
2009-10,300800120,2010-03-21,Maryland,Michigan_State,0,0,0
2009-10,300800120,2010-03-21,Michigan_State,Maryland,1,0,0
2009-10,300800150,2010-03-21,Cal,Duke,0,0,0
2009-10,300800150,2010-03-21,Duke,Cal,1,0,0
2009-10,300800183,2010-03-21,Gonzaga,Syracuse,0,0,0
2009-10,300800183,2010-03-21,Syracuse,Gonzaga,1,0,0
2009-10,300800194,2010-03-21,Georgia_Tech,Ohio_State,0,0,0
2009-10,300800194,2010-03-21,Ohio_State,Georgia_Tech,1,0,0
2009-10,300800221,2010-03-21,Pitt,Xavier,0,0,0
2009-10,300800221,2010-03-21,Xavier,Pitt,1,0,0
2009-10,300800275,2010-03-21,Cornell,Wisconsin,1,0,0
2009-10,300800275,2010-03-21,Wisconsin,Cornell,0,0,0
2009-10,300800277,2010-03-21,Missouri,West_Virginia,0,0,0
2009-10,300800277,2010-03-21,West_Virginia,Missouri,1,0,0
2009-10,300802509,2010-03-21,Purdue,Texas_A&M,1,0,0
2009-10,300802509,2010-03-21,Texas_A&M,Purdue,0,0,0
2009-10,300840096,2010-03-25,Cornell,Kentucky,0,0,0
2009-10,300840096,2010-03-25,Kentucky,Cornell,1,0,0
2009-10,300840183,2010-03-25,Butler,Syracuse,1,0,0
2009-10,300840183,2010-03-25,Syracuse,Butler,0,0,0
2009-10,300840277,2010-03-25,Washington,West_Virginia,0,0,0
2009-10,300840277,2010-03-25,West_Virginia,Washington,1,0,0
2009-10,300842306,2010-03-25,Kansas_State,Xavier,1,0,0
2009-10,300842306,2010-03-25,Xavier,Kansas_State,0,0,0
2009-10,300850127,2010-03-26,Michigan_State,Northern_Iowa,1,0,0
2009-10,300850127,2010-03-26,Northern_Iowa,Michigan_State,0,0,0
2009-10,300850150,2010-03-26,Duke,Purdue,1,0,0
2009-10,300850150,2010-03-26,Purdue,Duke,0,0,0
2009-10,300850194,2010-03-26,Ohio_State,Tennessee,0,0,0
2009-10,300850194,2010-03-26,Tennessee,Ohio_State,1,0,0
2009-10,300850239,2010-03-26,Baylor,Saint_Mary's,1,0,0
2009-10,300850239,2010-03-26,Saint_Mary's,Baylor,0,0,0
2009-10,300860096,2010-03-27,Kentucky,West_Virginia,0,0,0
2009-10,300860096,2010-03-27,West_Virginia,Kentucky,1,0,0
2009-10,300862306,2010-03-27,Butler,Kansas_State,1,0,0
2009-10,300862306,2010-03-27,Kansas_State,Butler,0,0,0
2009-10,300870127,2010-03-28,Michigan_State,Tennessee,1,0,0
2009-10,300870127,2010-03-28,Tennessee,Michigan_State,0,0,0
2009-10,300870150,2010-03-28,Baylor,Duke,0,0,0
2009-10,300870150,2010-03-28,Duke,Baylor,1,0,0
2009-10,300930127,2010-04-03,Butler,Michigan_State,1,1,0
2009-10,300930127,2010-04-03,Michigan_State,Butler,0,1,0
2009-10,300930150,2010-04-03,Duke,West_Virginia,1,1,0
2009-10,300930150,2010-04-03,West_Virginia,Duke,0,1,0
2009-10,300950150,2010-04-05,Butler,Duke,0,1,1
2009-10,300950150,2010-04-05,Duke,Butler,1,1,1
2010-11,310740005,2011-03-15,Clemson,UAB,1,0,0
2010-11,310740005,2011-03-15,UAB,Clemson,0,0,0
2010-11,310742031,2011-03-15,Little_Rock,UNC_Asheville,0,0,0
2010-11,310742031,2011-03-15,UNC_Asheville,Little_Rock,1,0,0
2010-11,310750030,2011-03-16,USC,VCU,0,0,0
2010-11,310750030,2011-03-16,VCU,USC,1,0,0
2010-11,310752011,2011-03-16,Alabama_State,UTSA,0,0,0
2010-11,310752011,2011-03-16,UTSA,Alabama_State,1,0,0
2010-11,310760021,2011-03-17,N_Colorado,San_Diego_State,0,0,0
2010-11,310760021,2011-03-17,San_Diego_State,N_Colorado,1,0,0
2010-11,310760026,2011-03-17,Michigan_State,UCLA,0,0,0
2010-11,310760026,2011-03-17,UCLA,Michigan_State,1,0,0
2010-11,310760041,2011-03-17,Bucknell,UConn,0,0,0
2010-11,310760041,2011-03-17,UConn,Bucknell,1,0,0
2010-11,310760096,2011-03-17,Kentucky,Princeton,1,0,0
2010-11,310760096,2011-03-17,Princeton,Kentucky,0,0,0
2010-11,310760097,2011-03-17,Louisville,Morehead_State,0,0,0
2010-11,310760097,2011-03-17,Morehead_State,Louisville,1,0,0
2010-11,310760218,2011-03-17,Penn_State,Temple,0,0,0
2010-11,310760218,2011-03-17,Temple,Penn_State,1,0,0
2010-11,310760221,2011-03-17,Pitt,UNC_Asheville,1,0,0
2010-11,310760221,2011-03-17,UNC_Asheville,Pitt,0,0,0
2010-11,310760238,2011-03-17,Richmond,Vanderbilt,1,0,0
2010-11,310760238,2011-03-17,Vanderbilt,Richmond,0,0,0
2010-11,310760252,2011-03-17,BYU,Wofford,1,0,0
2010-11,310760252,2011-03-17,Wofford,BYU,0,0,0
2010-11,310760275,2011-03-17,Belmont,Wisconsin,0,0,0
2010-11,310760275,2011-03-17,Wisconsin,Belmont,1,0,0
2010-11,310760277,2011-03-17,Clemson,West_Virginia,0,0,0
2010-11,310760277,2011-03-17,West_Virginia,Clemson,1,0,0
2010-11,310762086,2011-03-17,Butler,Old_Dominion,1,0,0
2010-11,310762086,2011-03-17,Old_Dominion,Butler,0,0,0
2010-11,310762132,2011-03-17,Cincinnati,Missouri,1,0,0
2010-11,310762132,2011-03-17,Missouri,Cincinnati,0,0,0
2010-11,310762306,2011-03-17,Kansas_State,Utah_State,1,0,0
2010-11,310762306,2011-03-17,Utah_State,Kansas_State,0,0,0
2010-11,310762599,2011-03-17,Gonzaga,St_John's,1,0,0
2010-11,310762599,2011-03-17,St_John's,Gonzaga,0,0,0
2010-11,310770012,2011-03-18,Arizona,Memphis,1,0,0
2010-11,310770012,2011-03-18,Memphis,Arizona,0,0,0
2010-11,310770046,2011-03-18,Georgetown,VCU,0,0,0
2010-11,310770046,2011-03-18,VCU,Georgetown,1,0,0
2010-11,310770087,2011-03-18,Akron,Notre_Dame,0,0,0
2010-11,310770087,2011-03-18,Notre_Dame,Akron,1,0,0
2010-11,310770130,2011-03-18,Michigan,Tennessee,1,0,0
2010-11,310770130,2011-03-18,Tennessee,Michigan,0,0,0
2010-11,310770150,2011-03-18,Duke,Hampton,1,0,0
2010-11,310770150,2011-03-18,Hampton,Duke,0,0,0
2010-11,310770183,2011-03-18,Indiana_State,Syracuse,0,0,0
2010-11,310770183,2011-03-18,Syracuse,Indiana_State,1,0,0
2010-11,310770194,2011-03-18,Ohio_State,UTSA,1,0,0
2010-11,310770194,2011-03-18,UTSA,Ohio_State,0,0,0
2010-11,310770245,2011-03-18,Florida_State,Texas_A&M,1,0,0
2010-11,310770245,2011-03-18,Texas_A&M,Florida_State,0,0,0
2010-11,310770251,2011-03-18,Oakland,Texas,0,0,0
2010-11,310770251,2011-03-18,Texas,Oakland,1,0,0
2010-11,310770264,2011-03-18,Georgia,Washington,0,0,0
2010-11,310770264,2011-03-18,Washington,Georgia,1,0,0
2010-11,310772244,2011-03-18,George_Mason,Villanova,1,0,0
2010-11,310772244,2011-03-18,Villanova,George_Mason,0,0,0
2010-11,310772305,2011-03-18,Boston_U,Kansas,0,0,0
2010-11,310772305,2011-03-18,Kansas,Boston_U,1,0,0
2010-11,310772439,2011-03-18,Illinois,UNLV,1,0,0
2010-11,310772439,2011-03-18,UNLV,Illinois,0,0,0
2010-11,310772509,2011-03-18,Purdue,St_Peter's,1,0,0
2010-11,310772509,2011-03-18,St_Peter's,Purdue,0,0,0
2010-11,310772752,2011-03-18,Marquette,Xavier,1,0,0
2010-11,310772752,2011-03-18,Xavier,Marquette,0,0,0
2010-11,310780021,2011-03-19,San_Diego_State,Temple,1,0,0
2010-11,310780021,2011-03-19,Temple,San_Diego_State,0,0,0
2010-11,310780041,2011-03-19,Cincinnati,UConn,0,0,0
2010-11,310780041,2011-03-19,UConn,Cincinnati,1,0,0
2010-11,310780096,2011-03-19,Kentucky,West_Virginia,1,0,0
2010-11,310780096,2011-03-19,West_Virginia,Kentucky,0,0,0
2010-11,310780221,2011-03-19,Butler,Pitt,1,0,0
2010-11,310780221,2011-03-19,Pitt,Butler,0,0,0
2010-11,310780252,2011-03-19,BYU,Gonzaga,1,0,0
2010-11,310780252,2011-03-19,Gonzaga,BYU,0,0,0
2010-11,310780257,2011-03-19,Morehead_State,Richmond,0,0,0
2010-11,310780257,2011-03-19,Richmond,Morehead_State,1,0,0
2010-11,310780275,2011-03-19,Kansas_State,Wisconsin,0,0,0
2010-11,310780275,2011-03-19,Wisconsin,Kansas_State,1,0,0
2010-11,310790087,2011-03-20,Florida_State,Notre_Dame,1,0,0
2010-11,310790087,2011-03-20,Notre_Dame,Florida_State,0,0,0
2010-11,310790150,2011-03-20,Duke,Michigan,1,0,0
2010-11,310790150,2011-03-20,Michigan,Duke,0,0,0
2010-11,310790153,2011-03-20,UNC,Washington,1,0,0
2010-11,310790153,2011-03-20,Washington,UNC,0,0,0
2010-11,310790183,2011-03-20,Marquette,Syracuse,1,0,0
2010-11,310790183,2011-03-20,Syracuse,Marquette,0,0,0
2010-11,310790194,2011-03-20,George_Mason,Ohio_State,0,0,0
2010-11,310790194,2011-03-20,Ohio_State,George_Mason,1,0,0
2010-11,310790251,2011-03-20,Arizona,Texas,1,0,0
2010-11,310790251,2011-03-20,Texas,Arizona,0,0,0
2010-11,310792305,2011-03-20,Illinois,Kansas,0,0,0
2010-11,310792305,2011-03-20,Kansas,Illinois,1,0,0
2010-11,310792509,2011-03-20,Purdue,VCU,0,0,0
2010-11,310792509,2011-03-20,VCU,Purdue,1,0,0
2010-11,310830021,2011-03-24,San_Diego_State,UConn,0,0,0
2010-11,310830021,2011-03-24,UConn,San_Diego_State,1,0,0
2010-11,310830150,2011-03-24,Arizona,Duke,1,0,0
2010-11,310830150,2011-03-24,Duke,Arizona,0,0,0
2010-11,310830275,2011-03-24,Butler,Wisconsin,1,0,0
2010-11,310830275,2011-03-24,Wisconsin,Butler,0,0,0
2010-11,310840052,2011-03-25,Florida_State,VCU,0,0,0
2010-11,310840052,2011-03-25,VCU,Florida_State,1,0,0
2010-11,310840153,2011-03-25,Marquette,UNC,0,0,0
2010-11,310840153,2011-03-25,UNC,Marquette,1,0,0
2010-11,310840194,2011-03-25,Kentucky,Ohio_State,1,0,0
2010-11,310840194,2011-03-25,Ohio_State,Kentucky,0,0,0
2010-11,310842305,2011-03-25,Kansas,Richmond,1,0,0
2010-11,310842305,2011-03-25,Richmond,Kansas,0,0,0
2010-11,310850041,2011-03-26,Arizona,UConn,0,0,0
2010-11,310850041,2011-03-26,UConn,Arizona,1,0,0
2010-11,310860153,2011-03-27,Kentucky,UNC,1,0,0
2010-11,310860153,2011-03-27,UNC,Kentucky,0,0,0
2010-11,310862305,2011-03-27,Kansas,VCU,0,0,0
2010-11,310862305,2011-03-27,VCU,Kansas,1,0,0
2010-11,310920041,2011-04-02,Kentucky,UConn,0,1,0
2010-11,310920041,2011-04-02,UConn,Kentucky,1,1,0
2010-11,310922086,2011-04-02,Butler,VCU,1,1,0
2010-11,310922086,2011-04-02,VCU,Butler,0,1,0
2010-11,310940041,2011-04-04,Butler,UConn,0,1,1
2010-11,310940041,2011-04-04,UConn,Butler,1,1,1
2011-12,320730252,2012-03-13,BYU,Iona,1,0,0
2011-12,320730252,2012-03-13,Iona,BYU,0,0,0
2011-12,320732400,2012-03-13,Miss_Valley_St,W_Kentucky,0,0,0
2011-12,320732400,2012-03-13,W_Kentucky,Miss_Valley_St,1,0,0
2011-12,320740025,2012-03-14,Cal,USF,0,0,0
2011-12,320740025,2012-03-14,USF,Cal,1,0,0
2011-12,320742320,2012-03-14,Lamar,Vermont,0,0,0
2011-12,320742320,2012-03-14,Vermont,Lamar,1,0,0
2011-12,320750066,2012-03-15,Iowa_State,UConn,1,0,0
2011-12,320750066,2012-03-15,UConn,Iowa_State,0,0,0
2011-12,320750084,2012-03-15,Indiana,New_Mexico_St,1,0,0
2011-12,320750084,2012-03-15,New_Mexico_St,Indiana,0,0,0
2011-12,320750093,2012-03-15,Colorado_State,Murray_State,0,0,0
2011-12,320750093,2012-03-15,Murray_State,Colorado_State,1,0,0
2011-12,320750096,2012-03-15,Kentucky,W_Kentucky,1,0,0
2011-12,320750096,2012-03-15,W_Kentucky,Kentucky,0,0,0
2011-12,320750097,2012-03-15,Davidson,Louisville,0,0,0
2011-12,320750097,2012-03-15,Louisville,Davidson,1,0,0
2011-12,320750167,2012-03-15,Long_Beach_State,New_Mexico,0,0,0
2011-12,320750167,2012-03-15,New_Mexico,Long_Beach_State,1,0,0
2011-12,320750183,2012-03-15,Syracuse,UNC_Asheville,1,0,0
2011-12,320750183,2012-03-15,UNC_Asheville,Syracuse,0,0,0
2011-12,320750238,2012-03-15,Harvard,Vanderbilt,0,0,0
2011-12,320750238,2012-03-15,Vanderbilt,Harvard,1,0,0
2011-12,320750239,2012-03-15,Baylor,South_Dakota_St,1,0,0
2011-12,320750239,2012-03-15,South_Dakota_St,Baylor,0,0,0
2011-12,320750269,2012-03-15,BYU,Marquette,0,0,0
2011-12,320750269,2012-03-15,Marquette,BYU,1,0,0
2011-12,320750275,2012-03-15,Montana,Wisconsin,0,0,0
2011-12,320750275,2012-03-15,Wisconsin,Montana,1,0,0
2011-12,320752250,2012-03-15,Gonzaga,West_Virginia,1,0,0
2011-12,320752250,2012-03-15,West_Virginia,Gonzaga,0,0,0
2011-12,320752306,2012-03-15,Kansas_State,Southern_Miss,1,0,0
2011-12,320752306,2012-03-15,Southern_Miss,Kansas_State,0,0,0
2011-12,320752439,2012-03-15,Colorado,UNLV,1,0,0
2011-12,320752439,2012-03-15,UNLV,Colorado,0,0,0
2011-12,320752724,2012-03-15,VCU,Wichita_State,1,0,0
2011-12,320752724,2012-03-15,Wichita_State,VCU,0,0,0
2011-12,320760021,2012-03-16,NC_State,San_Diego_State,1,0,0
2011-12,320760021,2012-03-16,San_Diego_State,NC_State,0,0,0
2011-12,320760046,2012-03-16,Belmont,Georgetown,0,0,0
2011-12,320760046,2012-03-16,Georgetown,Belmont,1,0,0
2011-12,320760052,2012-03-16,Florida_State,St_Bonaventure,1,0,0
2011-12,320760052,2012-03-16,St_Bonaventure,Florida_State,0,0,0
2011-12,320760057,2012-03-16,Florida,UVA,1,0,0
2011-12,320760057,2012-03-16,UVA,Florida,0,0,0
2011-12,320760087,2012-03-16,Notre_Dame,Xavier,0,0,0
2011-12,320760087,2012-03-16,Xavier,Notre_Dame,1,0,0
2011-12,320760130,2012-03-16,Michigan,Ohio,0,0,0
2011-12,320760130,2012-03-16,Ohio,Michigan,1,0,0
2011-12,320760142,2012-03-16,Missouri,Norfolk_State,0,0,0
2011-12,320760142,2012-03-16,Norfolk_State,Missouri,1,0,0
2011-12,320760150,2012-03-16,Duke,Lehigh,0,0,0
2011-12,320760150,2012-03-16,Lehigh,Duke,1,0,0
2011-12,320760153,2012-03-16,UNC,Vermont,1,0,0
2011-12,320760153,2012-03-16,Vermont,UNC,0,0,0
2011-12,320760156,2012-03-16,Alabama,Creighton,0,0,0
2011-12,320760156,2012-03-16,Creighton,Alabama,1,0,0
2011-12,320760218,2012-03-16,Temple,USF,0,0,0
2011-12,320760218,2012-03-16,USF,Temple,1,0,0
2011-12,320760235,2012-03-16,Memphis,Saint_Louis,0,0,0
2011-12,320760235,2012-03-16,Saint_Louis,Memphis,1,0,0
2011-12,320762132,2012-03-16,Cincinnati,Texas,1,0,0
2011-12,320762132,2012-03-16,Texas,Cincinnati,0,0,0
2011-12,320762305,2012-03-16,Detroit_Mercy,Kansas,0,0,0
2011-12,320762305,2012-03-16,Kansas,Detroit_Mercy,1,0,0
2011-12,320762608,2012-03-16,Purdue,Saint_Mary's,1,0,0
2011-12,320762608,2012-03-16,Saint_Mary's,Purdue,0,0,0
2011-12,320770084,2012-03-17,Indiana,VCU,1,0,0
2011-12,320770084,2012-03-17,VCU,Indiana,0,0,0
2011-12,320770096,2012-03-17,Iowa_State,Kentucky,0,0,0
2011-12,320770096,2012-03-17,Kentucky,Iowa_State,1,0,0
2011-12,320770097,2012-03-17,Louisville,New_Mexico,1,0,0
2011-12,320770097,2012-03-17,New_Mexico,Louisville,0,0,0
2011-12,320770183,2012-03-17,Kansas_State,Syracuse,0,0,0
2011-12,320770183,2012-03-17,Syracuse,Kansas_State,1,0,0
2011-12,320770194,2012-03-17,Gonzaga,Ohio_State,0,0,0
2011-12,320770194,2012-03-17,Ohio_State,Gonzaga,1,0,0
2011-12,320770239,2012-03-17,Baylor,Colorado,1,0,0
2011-12,320770239,2012-03-17,Colorado,Baylor,0,0,0
2011-12,320770269,2012-03-17,Marquette,Murray_State,1,0,0
2011-12,320770269,2012-03-17,Murray_State,Marquette,0,0,0
2011-12,320770275,2012-03-17,Vanderbilt,Wisconsin,0,0,0
2011-12,320770275,2012-03-17,Wisconsin,Vanderbilt,1,0,0
2011-12,320780046,2012-03-18,Georgetown,NC_State,0,0,0
2011-12,320780046,2012-03-18,NC_State,Georgetown,1,0,0
2011-12,320780052,2012-03-18,Cincinnati,Florida_State,1,0,0
2011-12,320780052,2012-03-18,Florida_State,Cincinnati,0,0,0
2011-12,320780057,2012-03-18,Florida,Norfolk_State,1,0,0
2011-12,320780057,2012-03-18,Norfolk_State,Florida,0,0,0
2011-12,320780058,2012-03-18,Ohio,USF,1,0,0
2011-12,320780058,2012-03-18,USF,Ohio,0,0,0
2011-12,320780127,2012-03-18,Michigan_State,Saint_Louis,1,0,0
2011-12,320780127,2012-03-18,Saint_Louis,Michigan_State,0,0,0
2011-12,320780153,2012-03-18,Creighton,UNC,0,0,0
2011-12,320780153,2012-03-18,UNC,Creighton,1,0,0
2011-12,320782305,2012-03-18,Kansas,Purdue,1,0,0
2011-12,320782305,2012-03-18,Purdue,Kansas,0,0,0
2011-12,320782752,2012-03-18,Lehigh,Xavier,0,0,0
2011-12,320782752,2012-03-18,Xavier,Lehigh,1,0,0
2011-12,320820127,2012-03-22,Louisville,Michigan_State,1,0,0
2011-12,320820127,2012-03-22,Michigan_State,Louisville,0,0,0
2011-12,320820183,2012-03-22,Syracuse,Wisconsin,1,0,0
2011-12,320820183,2012-03-22,Wisconsin,Syracuse,0,0,0
2011-12,320820194,2012-03-22,Cincinnati,Ohio_State,0,0,0
2011-12,320820194,2012-03-22,Ohio_State,Cincinnati,1,0,0
2011-12,320820269,2012-03-22,Florida,Marquette,1,0,0
2011-12,320820269,2012-03-22,Marquette,Florida,0,0,0
2011-12,320830096,2012-03-23,Indiana,Kentucky,0,0,0
2011-12,320830096,2012-03-23,Kentucky,Indiana,1,0,0
2011-12,320830153,2012-03-23,Ohio,UNC,0,0,0
2011-12,320830153,2012-03-23,UNC,Ohio,1,0,0
2011-12,320830239,2012-03-23,Baylor,Xavier,1,0,0
2011-12,320830239,2012-03-23,Xavier,Baylor,0,0,0
2011-12,320832305,2012-03-23,Kansas,NC_State,1,0,0
2011-12,320832305,2012-03-23,NC_State,Kansas,0,0,0
2011-12,320840097,2012-03-24,Florida,Louisville,0,0,0
2011-12,320840097,2012-03-24,Louisville,Florida,1,0,0
2011-12,320840183,2012-03-24,Ohio_State,Syracuse,1,0,0
2011-12,320840183,2012-03-24,Syracuse,Ohio_State,0,0,0
2011-12,320850096,2012-03-25,Baylor,Kentucky,0,0,0
2011-12,320850096,2012-03-25,Kentucky,Baylor,1,0,0
2011-12,320850153,2012-03-25,Kansas,UNC,1,0,0
2011-12,320850153,2012-03-25,UNC,Kansas,0,0,0
2011-12,320910096,2012-03-31,Kentucky,Louisville,1,1,0
2011-12,320910096,2012-03-31,Louisville,Kentucky,0,1,0
2011-12,320912305,2012-03-31,Kansas,Ohio_State,1,1,0
2011-12,320912305,2012-03-31,Ohio_State,Kansas,0,1,0
2011-12,320930096,2012-04-02,Kansas,Kentucky,0,1,1
2011-12,320930096,2012-04-02,Kentucky,Kansas,1,1,1
2012-13,330782335,2013-03-19,Liberty,NC_A&T,0,0,0
2012-13,330782335,2013-03-19,NC_A&T,Liberty,1,0,0
2012-13,330782393,2013-03-19,Mid_Tennessee,Saint_Mary's,0,0,0
2012-13,330782393,2013-03-19,Saint_Mary's,Mid_Tennessee,1,0,0
2012-13,330790068,2013-03-20,Boise_State,La_Salle,0,0,0
2012-13,330790068,2013-03-20,La_Salle,Boise_State,1,0,0
2012-13,330800012,2013-03-21,Arizona,Belmont,1,0,0
2012-13,330800012,2013-03-21,Belmont,Arizona,0,0,0
2012-13,330800036,2013-03-21,Colorado_State,Missouri,1,0,0
2012-13,330800036,2013-03-21,Missouri,Colorado_State,0,0,0
2012-13,330800097,2013-03-21,Louisville,NC_A&T,1,0,0
2012-13,330800097,2013-03-21,NC_A&T,Louisville,0,0,0
2012-13,330800127,2013-03-21,Michigan_State,Valparaiso,1,0,0
2012-13,330800127,2013-03-21,Valparaiso,Michigan_State,0,0,0
2012-13,330800130,2013-03-21,Michigan,South_Dakota_St,1,0,0
2012-13,330800130,2013-03-21,South_Dakota_St,Michigan,0,0,0
2012-13,330800139,2013-03-21,New_Mexico_St,Saint_Louis,0,0,0
2012-13,330800139,2013-03-21,Saint_Louis,New_Mexico_St,1,0,0
2012-13,330800167,2013-03-21,Harvard,New_Mexico,1,0,0
2012-13,330800167,2013-03-21,New_Mexico,Harvard,0,0,0
2012-13,330800183,2013-03-21,Montana,Syracuse,0,0,0
2012-13,330800183,2013-03-21,Syracuse,Montana,1,0,0
2012-13,330800197,2013-03-21,Oklahoma_State,Oregon,0,0,0
