pid,draft_year,reason,detail
Pcba63fe240,2001,no_college_evidence,
Pd4900db84d,2001,no_college_evidence,
P4da2c7e178,2001,no_college_evidence,
Pfcc31e3705,2001,no_college_evidence,
P3ebb78aaf3,2001,no_college_evidence,
P6dc3d3ca5e,2001,no_college_evidence,
P2a8e69fc8a,2001,no_college_evidence,
P07655923d4,2001,no_college_evidence,
Pc0571f7238,2001,no_college_evidence,
Pd3b6bf6d79,2001,no_college_evidence,
Paeace7e70c,2001,no_college_evidence,
P989fbfa539,2001,no_college_evidence,
Pe0dd44e42b,2001,no_college_evidence,
Pf532d918b8,2001,no_college_evidence,
Paa277db6ca,2001,no_college_evidence,
P3d1a59b5a2,2001,no_college_evidence,
P002581103b,2001,no_college_evidence,
P6d3c0c239e,2001,no_college_evidence,
P5303425662,2001,no_college_evidence,
P0fee52cfc4,2001,no_college_evidence,
P4f8c953cc8,2001,no_college_evidence,
Pe0f44d3916,2001,no_college_evidence,
Pc5a3285209,2001,no_college_evidence,
P0a2d28a2d0,2001,no_college_evidence,
Pc0e2cf5bcc,2001,no_college_evidence,
Pf65d71b77e,2001,no_college_evidence,
P9aa7ef7a41,2001,no_college_evidence,
P666726f41f,2001,no_college_evidence,
Pd1e82d8666,2001,no_college_evidence,
P820aca19f1,2001,no_college_evidence,
Pf7459f37f3,2001,no_college_evidence,
Pa93cedf1ed,2001,no_college_evidence,
Pbd83a701c7,2001,no_college_evidence,
Pca59ea1b39,2001,no_college_evidence,
P2c0a429f79,2001,no_college_evidence,
Pa33e366fdf,2001,no_college_evidence,
P759a9434cf,2001,no_college_evidence,
P8fba680b01,2001,no_college_evidence,
P6d016b475a,2001,no_college_evidence,
P73f5726100,2001,no_college_evidence,
P0e7fc05f4f,2001,no_college_evidence,
P4caf77098c,2001,no_college_evidence,
Pd06a43915a,2002,no_college_evidence,
Pe929ebb536,2002,no_college_evidence,
P1199724869,2002,no_college_evidence,
P979bc77e15,2002,no_college_evidence,
Pc692096d48,2002,no_college_evidence,
Pa08cb88c9e,2002,no_college_evidence,
P634aaac9d4,2002,no_college_evidence,
P3d9db1cda1,2002,no_college_evidence,
P6031807405,2002,no_college_evidence,
P01fc763e95,2002,no_college_evidence,
P91e42fff83,2002,no_college_evidence,
P7662bd9a71,2002,no_college_evidence,
Pb7f87f6748,2002,no_college_evidence,
P540f972282,2002,no_college_evidence,
P33f4d69488,2002,no_college_evidence,
Pc0e29b5887,2002,no_college_evidence,
P5656ae84e7,2002,no_college_evidence,
P792efcc523,2002,no_college_evidence,
P59cd2b2d22,2002,no_college_evidence,
P71d533551f,2002,no_college_evidence,
P4c416f9cab,2002,no_college_evidence,
P0459b830f2,2002,no_college_evidence,
Pd2dc1d3e0e,2002,no_college_evidence,
P357471422c,2002,no_college_evidence,
Pb74259d44e,2002,no_college_evidence,
P33c766f164,2002,no_college_evidence,
Pd4f1d19d77,2002,no_college_evidence,
P42dd9e15a4,2002,no_college_evidence,
P4cd866005e,2002,no_college_evidence,
Pfdab72198e,2002,no_college_evidence,
P70ecb2ee9d,2002,no_college_evidence,
P780ecd00c5,2002,no_college_evidence,
P2abf5d1b69,2002,no_college_evidence,
P7d55637f90,2002,no_college_evidence,
P39c99a28df,2002,no_college_evidence,
Pe79941522f,2002,no_college_evidence,
P5635d18ecc,2002,no_college_evidence,
Pe961cc9c52,2002,no_college_evidence,
P47eee57e35,2002,no_college_evidence,
P3514cc9b35,2002,no_college_evidence,
P71645345d7,2002,no_college_evidence,
P021e6add75,2002,no_college_evidence,
P830efff813,2002,no_college_evidence,
Pdacee2a50f,2002,no_college_evidence,
P3769bd015c,2002,no_college_evidence,
P4adcc58a26,2002,no_college_evidence,
P648b9117f8,2002,no_college_evidence,
Pebd90a92ff,2002,no_college_evidence,
P187b6721ca,2002,no_college_evidence,
P6d9b6a98b1,2002,no_college_evidence,
P85381afe4a,2002,no_college_evidence,
P2ca94b8a14,2002,no_college_evidence,
P3c40dc7411,2002,no_college_evidence,
Pe932df1062,2002,no_college_evidence,
P83519063cc,2002,no_college_evidence,
Pfe4a1d82f4,2002,no_college_evidence,
P396b44b337,2002,no_college_evidence,
Pa3f1da9bab,2002,no_college_evidence,
P98207c2747,2002,no_college_evidence,
Pcf7f47cd26,2002,no_college_evidence,
P4b934e1435,2002,no_college_evidence,
Pca9a20b4db,2002,no_college_evidence,
Pe09c2486c8,2002,no_college_evidence,
Pd72acae20f,2002,no_college_evidence,
P797b6b2deb,2002,no_college_evidence,
P06b92eaa32,2002,no_college_evidence,
Pd51bbef7c1,2002,no_college_evidence,
Pb3ff680bd6,2002,no_college_evidence,
Pbc5a0470c9,2003,no_college_evidence,
P014b6ed928,2003,no_college_evidence,
P3d283763c2,2003,no_college_evidence,
P9dc8436179,2003,no_college_evidence,
Pc5cf3e8f14,2003,no_college_evidence,
P64b1bc7766,2003,no_college_evidence,
P5e97ce9bc9,2003,no_college_evidence,
Pa526a12aa4,2003,no_college_evidence,
Pb7edd3ead7,2003,no_college_evidence,
P38d9dee28f,2003,no_college_evidence,
P53313a94c2,2003,no_college_evidence,
P5e60e1df8d,2003,no_college_evidence,
P6294004747,2003,no_college_evidence,
P3dd5c6b05b,2003,no_college_evidence,
Pd0fb9bca1b,2003,no_college_evidence,
Pd8afdd28b5,2003,no_college_evidence,
P82d1799627,2003,no_college_evidence,
Pf4d331b9a5,2003,no_college_evidence,
Pa3bf9b334b,2003,no_college_evidence,
P4649b7d232,2003,no_college_evidence,
P62fd3b7dd9,2003,no_college_evidence,
P9827437e3d,2003,no_college_evidence,
Pa59b169e09,2003,no_college_evidence,
P9f79255649,2003,no_college_evidence,
Pce38c03d45,2003,no_college_evidence,
P1f926eb06b,2003,no_college_evidence,
P5895ae6315,2003,no_college_evidence,
Pdbacaefe1b,2003,no_college_evidence,
P3b6ec2df2f,2003,no_college_evidence,
Pce9ab1622f,2003,no_college_evidence,
Pb3905915d4,2003,no_college_evidence,
Pd073d30524,2003,no_college_evidence,
P05a2123919,2003,no_college_evidence,
Pbd99bc4676,2003,no_college_evidence,
P06d8dc5829,2003,no_college_evidence,
P769efab0d3,2003,no_college_evidence,
P4be402ea04,2003,no_college_evidence,
P3070bdd73b,2003,no_college_evidence,
P8bc3dd7f6c,2003,no_college_evidence,
P26a739545e,2003,no_college_evidence,
Pc1693478f0,2003,no_college_evidence,
P18458ff2ec,2003,no_college_evidence,
Paaef13df6e,2003,no_college_evidence,
P33f86fa27f,2003,no_college_evidence,
P78473875c4,2003,no_college_evidence,
P42e64d32a8,2003,no_college_evidence,
P2cb7a6fa13,2003,no_college_evidence,
P2631037f25,2003,no_college_evidence,
P269736d407,2004,no_college_evidence,
Pd353deb783,2004,no_college_evidence,
Pcdb1e8afaa,2004,no_college_evidence,
P5c0fad1503,2004,no_college_evidence,
P679159f4f1,2004,no_college_evidence,
P6e6444ed0f,2004,no_college_evidence,
P67b7122a99,2004,no_college_evidence,
P25c05d7b38,2004,no_college_evidence,
P0d50e77b95,2004,no_college_evidence,
Pc9a523c1e4,2004,no_college_evidence,
P0685226773,2004,no_college_evidence,
Pe4a9ff24c9,2004,no_college_evidence,
Pbc9cc4070d,2004,no_college_evidence,
Pe6c8b117c8,2004,no_college_evidence,
P1b3889c122,2004,no_college_evidence,
P7aeaf13cc2,2004,no_college_evidence,
P079efef655,2004,no_college_evidence,
Pc02213b2fe,2004,no_college_evidence,
Pffd0721d82,2004,no_college_evidence,
Pbc201d669f,2004,no_college_evidence,
Pcc92138fb2,2004,no_college_evidence,
P92a5884e77,2004,no_college_evidence,
Pd2c0348ebe,2004,no_college_evidence,
Pfa91aaf1ef,2004,no_college_evidence,
Pf2b6b60b16,2004,no_college_evidence,
P379acc01ca,2004,no_college_evidence,
Pc7cce81961,2004,no_college_evidence,
P8176cc6d95,2004,no_college_evidence,
Pd53814d6fa,2004,no_college_evidence,
P6ce52469e7,2004,no_college_evidence,
P35d8517b9d,2004,no_college_evidence,
Pd6e783f74c,2004,no_college_evidence,
P27d4bedf9b,2004,no_college_evidence,
P51ef89c5e3,2004,no_college_evidence,
P391abc2490,2004,no_college_evidence,
P8cdc1bb5f1,2004,no_college_evidence,
P16796cf3ab,2004,no_college_evidence,
P868c4004ba,2004,no_college_evidence,
P630cc033c0,2004,no_college_evidence,
P34cc8e28e0,2004,no_college_evidence,
Pf804162018,2005,no_college_evidence,
Pff47b96114,2005,no_college_evidence,
P2f15d5867f,2005,no_college_evidence,
Pc295aab61a,2005,no_college_evidence,
P471bec0288,2005,stale_last_season,2003
P81f3558def,2005,no_college_evidence,
P5ea12f1777,2005,no_college_evidence,
P3e3a854ff5,2005,no_college_evidence,
P19de9513b3,2005,no_college_evidence,
Pc6a39f466a,2005,no_college_evidence,
P74b9613d69,2005,no_college_evidence,
Pce1d0d3699,2005,no_college_evidence,
P6b0e9b0b2a,2005,no_college_evidence,
P11475d8eed,2005,no_college_evidence,
Pf72d9be4b9,2005,no_college_evidence,
Pdacd6ab94d,2005,no_college_evidence,
P63a21fbef6,2005,no_college_evidence,
P83f12f36b1,2005,no_college_evidence,
P1378011126,2005,no_college_evidence,
Pbb4d6101de,2005,stale_last_season,2003
P1dfb3826fd,2005,no_college_evidence,
P38dadf836a,2005,no_college_evidence,
P0820723beb,2005,no_college_evidence,
P927dcf71a8,2005,no_college_evidence,
Pf4d757d073,2005,no_college_evidence,
P5840594df8,2005,no_college_evidence,
P5b1d935a26,2005,no_college_evidence,
Pb87f242f46,2005,no_college_evidence,
P32b8c3a5cb,2005,no_college_evidence,
P3928bad8a7,2005,no_college_evidence,
Pf0c178cb1c,2005,stale_last_season,2003
Pd7ea309dee,2005,no_college_evidence,
P16dd82b034,2005,no_college_evidence,
Pdf59a363f3,2005,stale_last_season,2003
P1259ebdf13,2005,no_college_evidence,
P55b27de869,2005,no_college_evidence,
Pa09c3091c5,2005,no_college_evidence,
P0a4d4ad000,2005,no_college_evidence,
Pf7c6d819f2,2005,no_college_evidence,
P023105521e,2005,stale_last_season,2003
P4abddfb1a4,2005,stale_last_season,2003
P0ad0c7ed95,2005,no_college_evidence,
P26b57d2aae,2005,no_college_evidence,
Pbd8640195d,2005,no_college_evidence,
P3914f363fb,2005,no_college_evidence,
P8b388e1924,2005,no_college_evidence,
P6c71d953b6,2005,no_college_evidence,
Pf747d30e9b,2005,no_college_evidence,
Pc378586c43,2005,no_college_evidence,
P485a20a47a,2005,no_college_evidence,
Pff1fab2e32,2006,no_college_evidence,
P05061c84a0,2006,no_college_evidence,
P40fd812f54,2006,no_college_evidence,
Pe056071397,2006,no_college_evidence,
P20a1183fcf,2006,no_college_evidence,
Pb01091942c,2006,no_college_evidence,
P51a666d7f5,2006,no_college_evidence,
Pad940d555c,2006,no_college_evidence,
Pe4baee43bf,2006,no_college_evidence,
Pa760c9001c,2006,no_college_evidence,
Peed487fb04,2006,no_college_evidence,
P156589bd1a,2006,no_college_evidence,
P09caf918fb,2006,no_college_evidence,
Pc858ff68e6,2006,no_college_evidence,
P40d4a587d5,2006,no_college_evidence,
Pd1e1adb03d,2006,no_college_evidence,
P3bad279cb0,2006,no_college_evidence,
Pa0908fe6ff,2006,no_college_evidence,
P3765a7e186,2006,no_college_evidence,
P5fde6f13a3,2006,no_college_evidence,
P05a3993fb1,2006,no_college_evidence,
P85ac223123,2006,no_college_evidence,
P15657a7054,2006,stale_last_season,2004
P9ba3c3f8a6,2006,stale_last_season,2004
Pbdc6b072d0,2006,no_college_evidence,
P87e51fede0,2006,no_college_evidence,
P23d9f5804f,2007,no_college_evidence,
Pc544b8efa0,2007,no_college_evidence,
P42adf8ab25,2007,no_college_evidence,
P6950e00d3b,2007,no_college_evidence,
P56d107e80a,2007,no_college_evidence,
P8e68185705,2007,no_college_evidence,
P1a6f58deb5,2007,no_college_evidence,
Pcd53db286a,2007,stale_last_season,2004
P0f110bb83f,2007,stale_last_season,2005
P93e1b535ab,2007,no_college_evidence,
P1605b30cec,2007,stale_last_season,2005
Pc86b9a08db,2007,no_college_evidence,
Pd5893ad4c2,2007,stale_last_season,2005
P71e6d4319f,2007,no_college_evidence,
P586a0d2a81,2007,no_college_evidence,
P5c6144028a,2007,no_college_evidence,
Pf75a340b58,2007,no_college_evidence,
Peda84f3898,2008,no_college_evidence,
P3d1eff1bca,2008,no_college_evidence,
P0157d20b94,2008,no_college_evidence,
Pda7ff44e77,2008,no_college_evidence,
Pe67238da8c,2008,no_college_evidence,
P246009ab63,2008,no_college_evidence,
P6dfb5df5c6,2008,no_college_evidence,
P4b06d66b80,2008,no_college_evidence,
Pb047bb4747,2008,no_college_evidence,
P94bbcbe8b9,2008,no_college_evidence,
P267f5baf8e,2008,no_college_evidence,
P103e95dd1f,2008,stale_last_season,2005
Pc90f94ed67,2008,no_college_evidence,
Pc9bef9c2e0,2008,no_college_evidence,
Pb7bd8922eb,2008,no_college_evidence,
P22c8154970,2009,no_college_evidence,
P52f9046b71,2009,no_college_evidence,
P2d06a24aee,2009,no_college_evidence,
P7d7c4d5568,2009,no_college_evidence,
P57a6e7dc53,2009,no_college_evidence,
P2805efe438,2009,no_college_evidence,
P8514f39741,2009,no_college_evidence,
Pfd96fb33e5,2009,no_college_evidence,
P9378e87d91,2009,no_college_evidence,
Pa5aab1aab8,2009,no_college_evidence,
P6aab967db9,2009,stale_last_season,2006
Peb88f22502,2010,stale_last_season,2008
P440f6cc00f,2010,no_college_evidence,
Pabb4255b19,2010,no_college_evidence,
Pe97fa79993,2010,no_college_evidence,
P989e9714fc,2010,no_college_evidence,
P29710a392c,2010,stale_last_season,2006
P220e9380db,2010,stale_last_season,2007
Pdb8fb82c3b,2010,no_college_evidence,
Pba6ba7bcf4,2010,no_college_evidence,
Pad180fa2f7,2010,stale_last_season,2007
P76dbb66d26,2010,no_college_evidence,
Pb486223088,2010,no_college_evidence,
P06e60a886f,2010,ambiguous_team,2009-10:Dayton|St_Francis_(PA)
P5969d3ea2a,2011,no_college_evidence,
Pb5da2dd439,2011,no_college_evidence,
P4ec69893f6,2011,no_college_evidence,
P148aecdd52,2011,no_college_evidence,
Pce366ff1b3,2011,no_college_evidence,
P31bc34ca23,2011,no_college_evidence,
P495da5b1cd,2011,no_college_evidence,
P2c06075e55,2011,stale_last_season,2009
P3e5e9d6579,2011,no_college_evidence,
P2606a3d161,2011,no_college_evidence,
P0f2f594f0f,2011,no_college_evidence,
P16bad3a52e,2011,no_college_evidence,
P4f54eef176,2011,no_college_evidence,
P39e62f008f,2011,stale_last_season,2009
P50969329ac,2011,stale_last_season,2009
P981540aa5d,2011,stale_last_season,2009
Pc42b84faf5,2011,stale_last_season,2009
P89d1117940,2011,stale_last_season,2009
P7c4530d600,2011,ambiguous_team,2009-10:San_Diego_State|UL_Monroe
P13a0e44cab,2011,ambiguous_team,2009-10:Colorado_State|Delaware_State|Fresno_State
P13a0e44cab,2011,ambiguous_team,2010-11:Colorado_State|Fresno_State
P542c8bbfa1,2011,no_college_evidence,
Pefaae49c8b,2012,no_college_evidence,
Pb172e7dcfc,2012,no_college_evidence,
Pc0b16a51f2,2012,no_college_evidence,
P404f9fdfb6,2012,no_college_evidence,
Pf3fb310df6,2012,no_college_evidence,
P0dca4f55c4,2012,no_college_evidence,
P8e2f7481af,2012,no_college_evidence,
P0074b51801,2012,stale_last_season,2009
P1edb3aa5e4,2012,stale_last_season,2009
P289650de8a,2012,no_college_evidence,
P909613bae5,2012,no_college_evidence,
Pc6095e56a1,2012,no_college_evidence,
P0c0603520c,2012,no_college_evidence,
P10bdb64d5d,2012,no_college_evidence,
Pae1e3e2903,2012,stale_last_season,2009
P093d3a11ad,2012,ambiguous_team,2007-08:Chicago_State|Mt_St_Mary's
Pee7c22ed91,2012,ambiguous_team,2009-10:Dayton|St_Francis_(PA)
Pee7c22ed91,2012,ambiguous_team,2010-11:Dayton|St_Francis_(PA)
Pee7c22ed91,2012,ambiguous_team,2011-12:Dayton|St_Bonaventure|St_Francis_(PA)
Pf0384da7bc,2012,no_college_evidence,
P8ea6b00194,2012,stale_last_season,2009
P2ad610b277,2013,no_college_evidence,
P9702e35c0a,2013,no_college_evidence,
P9dbf445dc5,2013,no_college_evidence,
P824176de50,2013,no_college_evidence,
Pb18185e9fe,2013,no_college_evidence,
P8aa2e06ade,2013,no_college_evidence,
P56b91ee390,2013,no_college_evidence,
Pea46ee56c1,2013,no_college_evidence,
Pa9d4084dfb,2013,no_college_evidence,
Pa0a2c9503f,2013,no_college_evidence,
P74a501a7bb,2013,stale_last_season,2009
P55c8e33d89,2013,stale_last_season,2009
Pd44ef7a78e,2013,stale_last_season,2010
P8ec07e793f,2013,stale_last_season,2011
P8d17fbd48e,2013,ambiguous_team,2010-11:Louisville|Mercer
P8d17fbd48e,2013,ambiguous_team,2011-12:Louisville|Mercer
P05c9e8e43e,2013,stale_last_season,2009
P7d52184fb7,2013,no_college_evidence,
P15c3bdbcba,2013,no_college_evidence,
Pe364fefd34,2013,no_college_evidence,
Paf55ace901,2013,no_college_evidence,
Pcc25131c3d,2013,stale_last_season,2011
Pc9a1f10582,2014,no_college_evidence,
P3997afa4f2,2014,no_college_evidence,
Paf95fb158c,2014,no_college_evidence,
Pe73b4eac92,2014,no_college_evidence,
P360c31499c,2014,no_college_evidence,
P44154d877a,2014,no_college_evidence,
Pf78412d8c5,2014,no_college_evidence,
P962232fdc6,2014,no_college_evidence,
Pbac4f67696,2014,no_college_evidence,
P25150e1302,2014,no_college_evidence,
Pbed27928bf,2014,no_college_evidence,
P25609e2dfe,2014,stale_last_season,2010
P1108cb2921,2014,stale_last_season,2011
Pf0c15e8037,2014,stale_last_season,2010
Pb59dd639f9,2014,no_college_evidence,
P0acc99bae4,2014,no_college_evidence,
P187235ce4e,2014,no_college_evidence,
P88b9812a96,2014,stale_last_season,2012
Pe39c876df8,2014,stale_last_season,2009
P9df5f3f8bb,2014,stale_last_season,2012
Pf1eb0b11c1,2015,no_college_evidence,
P11ed05516e,2015,no_college_evidence,
P3e493925a2,2015,no_college_evidence,
P5849f19551,2015,no_college_evidence,
Pa779a7b0cf,2015,no_college_evidence,
P6c859977a5,2015,stale_last_season,2013
P4ba2b4830d,2015,no_college_evidence,
P04e5776a76,2015,no_college_evidence,
Pfc32d168da,2015,no_college_evidence,
P1ef5f1c321,2015,no_college_evidence,
P35fcccf6c9,2015,no_college_evidence,
Pf326870436,2015,no_college_evidence,
Pef9b8757a6,2015,stale_last_season,2011
P65d56567c7,2015,stale_last_season,2010
Pca83b848d1,2015,stale_last_season,2012
P53f786523f,2016,no_college_evidence,
P4b59f5fe56,2016,no_college_evidence,
Paca468f5b5,2016,no_college_evidence,
P7222e0f90b,2016,no_college_evidence,
Pd7c989b67a,2016,no_college_evidence,
P1a32cd4176,2016,no_college_evidence,
Pcb0e772806,2016,no_college_evidence,
P07954fea73,2016,no_college_evidence,
P64adb31e4d,2016,no_college_evidence,
P9c2d575f48,2016,no_college_evidence,
Pcf60b82b9d,2016,no_college_evidence,
P83cf60968a,2016,no_college_evidence,
Pcb1e0b77ca,2016,no_college_evidence,
P4879fe4868,2016,stale_last_season,2011
P049f342950,2016,no_college_evidence,
P41923cb473,2016,no_college_evidence,
P94ee422c65,2016,stale_last_season,2014
P2bc89b6490,2016,no_college_evidence,
Pe666c9e1f4,2016,stale_last_season,2013
P848f12bb0d,2016,ambiguous_team,2014-15:Auburn|Marshall
Pfff80834af,2016,ambiguous_team,2015-16:St_Peter's|UC_Irvine
P46cfb45fde,2017,no_college_evidence,
P54d4de841c,2017,no_college_evidence,
Pe5fb05fea3,2017,no_college_evidence,
P2ad4235514,2017,no_college_evidence,
P3e5c820c70,2017,no_college_evidence,
Pa4877bedac,2017,no_college_evidence,
P49f423e70e,2017,stale_last_season,2015
P4074fe9b9e,2017,stale_last_season,2015
P7312c1c32d,2017,stale_last_season,2015
Pe528778159,2017,stale_last_season,2014
P7e57b76eb8,2017,ambiguous_team,2015-16:Howard|Texas_A&M|UT_Arlington
P7e57b76eb8,2017,ambiguous_team,2016-17:Howard|UT_Arlington
Pb571c7aa88,2017,stale_last_season,2015
Pd13759b893,2017,stale_last_season,2012
Pd9320fa884,2017,no_college_evidence,
P4d32b8b12e,2017,no_college_evidence,
P6358a22feb,2017,ambiguous_team,2014-15:Davidson|UCF
P6358a22feb,2017,ambiguous_team,2015-16:Davidson|UCF
P1ee493f763,2017,no_college_evidence,
P10d6b2ba68,2017,stale_last_season,2013
P1223e5ee2c,2017,stale_last_season,2013
P8bea6ece5d,2017,stale_last_season,2013
Paec8fae19e,2017,stale_last_season,2013
P5a43e18763,2017,no_college_evidence,
Pd3b81c81b9,2017,stale_last_season,2014
P8df71877a2,2017,stale_last_season,2014
P5aa610b7ff,2017,no_college_evidence,
P3fe5b0aa24,2017,no_college_evidence,
Pbced5f5600,2017,no_college_evidence,
Pb8664aec2d,2017,stale_last_season,2014
Pcaa6f4e965,2018,no_college_evidence,
Pf271325d7b,2018,no_college_evidence,
P61add2364f,2018,no_college_evidence,
Pf5ec6d144b,2018,no_college_evidence,
Pefc5241948,2018,no_college_evidence,
P379ec45447,2018,no_college_evidence,
P5ff9cbca0f,2018,no_college_evidence,
Pb88771c23a,2018,stale_last_season,2015
P7ab7e9a49e,2018,stale_last_season,2015
Pb2b564e4f2,2018,stale_last_season,2013
P55c2defaf8,2018,no_college_evidence,
P8fc9787b05,2018,no_college_evidence,
Pefe5f00afd,2018,stale_last_season,2013
P4098a4e5cd,2018,stale_last_season,2016
P5c0dd77b3d,2018,no_college_evidence,
P7f30d796bb,2018,no_college_evidence,
Pd125ec3ee3,2018,no_college_evidence,
Pb14f594f0a,2019,ambiguous_team,2017-18:Charleston|UNC
P9540818d9f,2019,no_college_evidence,
P5277c76d51,2019,no_college_evidence,
P9b3e496395,2019,no_college_evidence,
Pb15c668c3a,2019,no_college_evidence,
P2bdd03741b,2019,no_college_evidence,
P027da49c30,2019,no_college_evidence,
P76650bc6e2,2019,no_college_evidence,
P8eb153b63d,2019,stale_last_season,2015
P75585aef52,2019,stale_last_season,2017
P84a6c851a9,2019,stale_last_season,2017
P9537391b0e,2019,ambiguous_team,2016-17:Nevada|Pepperdine
P9537391b0e,2019,ambiguous_team,2017-18:Nevada|Pepperdine
P63de5d6c2a,2019,stale_last_season,2015
P6b5b70ee01,2019,no_college_evidence,
Pc53511377b,2019,no_college_evidence,
P77bf4c6cd4,2019,no_college_evidence,
P2b2d444bdd,2019,no_college_evidence,
P90844406b5,2019,no_college_evidence,
P53a27c701d,2019,no_college_evidence,
P34557a899a,2019,stale_last_season,2015
P6514225148,2019,stale_last_season,2017
P4043f1171e,2019,stale_last_season,2015
P41398f1a21,2019,no_college_evidence,
Pfa2560441b,2019,stale_last_season,2017
P3ff36ffdc1,2020,no_college_evidence,
Pfe5913c014,2020,no_college_evidence,
Pa430d00e1f,2020,no_college_evidence,
P842bafbfda,2020,no_college_evidence,
P87be528da0,2020,no_college_evidence,
P3c885ec031,2020,no_college_evidence,
Pde7308c87b,2020,no_college_evidence,
P3bfc12237e,2020,no_college_evidence,
P04b95b58e0,2020,no_college_evidence,
P625909539a,2020,no_college_evidence,
Pee12c1b431,2020,no_college_evidence,
P641ed83c9a,2020,ambiguous_team,2018-19:Arkansas|Nevada
P641ed83c9a,2020,ambiguous_team,2019-20:Arkansas|Nevada
P539176b694,2020,no_college_evidence,
Pdd324c8c3a,2020,stale_last_season,2017
Pcf413465aa,2020,stale_last_season,2017
Pa5bdbe06a8,2020,stale_last_season,2018
Pe3d286e6c8,2020,stale_last_season,2018
P4cd6438cc3,2020,no_college_evidence,
P12d4263452,2020,stale_last_season,2018
P56764c9c75,2020,stale_last_season,2016
P3eb05301ef,2020,stale_last_season,2018
Pba89c73461,2020,no_college_evidence,
P837f74ef42,2020,no_college_evidence,
Pf77538a69a,2020,no_college_evidence,
P2900148dca,2020,no_college_evidence,
