candidate_id,draft_year,legacy_same_cohort_name_match_count,broad_key_name_match_count,suggested_pid,crosswalk_method,identity_verified,matched_existing_training_pid,gap_status
prior_2012_c5a90bed9a13f584f991,2012,1,1,P0dca4f55c4,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_caa522b7dc169cef3de7,2012,1,1,P838aeb9cb6,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_cb4639cdd86027b2e95e,2012,1,1,P52c65c114a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_cd337c631f83d0036fd0,2012,1,1,Pcfae2f19b7,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_d7c69711cc7cdb7b9c7a,2012,1,1,Pc2a67f2add,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_dca2104027918d4023f3,2012,1,1,Pbf890a872a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_df0b288c86ee4ab40fde,2012,1,1,P404f9fdfb6,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_e2314e5a58ec1618e3ea,2012,1,1,P337fb06bb7,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_e31509139cf8a4edcad5,2012,1,1,P8d6fb61ea0,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_e7e3221d60c1e55246fe,2012,1,1,Pb5ebcb5d6c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_f961288534e88153e1bf,2012,1,1,P2cdeb4bf00,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_fa69c6cc24729bb11396,2012,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2012_fb95bf438b3dd0fda101,2012,1,1,P4b46fb5c89,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2012_fc737fb9bbceadc5de3e,2012,1,1,P6d4d3ba13b,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_0950116b6a0cff1f8bb1,2013,1,1,Pa0a2c9503f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_0e2e9742acd3839bf129,2013,1,1,Pccb83c9fcb,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_199e74dac7cd7e187bb6,2013,1,1,P24a562f4ba,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_1dd2c831d23ed0f5fa50,2013,1,1,Pea46ee56c1,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_20bad6f5287845605346,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_2287fa76522ca68c3462,2013,1,1,P824176de50,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_2d1d6f769830bbec69eb,2013,1,1,P84dee8d837,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_30186921e82baa03b70f,2013,1,1,Pfb1f867cde,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_30b7af754962c6b0c107,2013,1,1,P9702e35c0a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_34b044c1a4e6683ebb20,2013,1,1,P8aa2e06ade,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_3df4fc1cfb236e67e95a,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_4a3d7c704e84e58bc426,2013,1,1,Pdbcc4b2801,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_50ea7f952afa88aba8ef,2013,1,1,P70aaa5fb09,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_5185f7a684aeeba8a747,2013,1,1,P2ad610b277,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_52343d5cf73c2981ff20,2013,1,2,P15f2c20d7d,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_54172ffd231d7e7ac052,2013,1,1,Pcad0645e5a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_54c0ebecbb7635ff5fe5,2013,1,1,P93a13b19c2,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_5d8a10181192aec9eea7,2013,1,1,P17a4a5cfae,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_5e71e9f425ee1afc59aa,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_6bcdbd04e54854f493a7,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_6dc0f10f43a890897527,2013,1,1,P70fe638043,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_6e2b0cab8c49b582b83f,2013,1,1,P6a23d47737,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_6fbe708a946c4e53ea26,2013,1,1,P00193b3ed9,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_7a3be7b85a9f3745a0ba,2013,0,1,P3941cfe9a5,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2013_7d29c5387e078e8b443a,2013,1,1,P6258e82584,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_7f01f6255804b972743e,2013,1,1,Pf1323eea4d,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_836212bb4d65e1e3f319,2013,1,1,Pef94ae3f83,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_83bfebc402f09c9aeea9,2013,1,1,P854bff0ae3,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_840e8231d1576a080193,2013,1,1,Pde25a111c0,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_877fdd6e32c36bea649a,2013,1,1,P1100d011d0,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_8a8a5402b9d5f7647e6b,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_8b4eefab725749ffd8d5,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_8cf538f561fd246608ad,2013,1,1,Pd2b56a96a1,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_8d4b7eef1d8eb3408548,2013,1,1,P607c704c53,unique_legacy_cohort_name_suggestion,False,False,legacy_candidate_absent_from_training
prior_2013_8e248e95efd63e95c08d,2013,1,1,P45b94f1aab,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_957ecb2a5fd1b0925c69,2013,1,1,P467b7b3f59,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_98668637d2cb3c71b4cf,2013,1,1,P36f801ddc1,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_99146749c91a12de098f,2013,1,1,P5d0988f1e1,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_9bca0df7853a710a04a5,2013,1,2,P58c3f134a2,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_9ce88a389d0b36a9a6dc,2013,1,1,P5e50445e82,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_a349fcfbb9da087534a1,2013,1,1,Pf7f191defd,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_a655d0b2c6b6f00d324f,2013,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2013_ae8fd9dcf46ae951753f,2013,1,1,P3ede0fa0b1,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_b16654a97ea706777ab3,2013,1,1,Pb10604e423,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_b37da4a1fa619653b664,2013,1,1,P36eaf9779b,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_b74da76f572b0b55a16e,2013,1,1,Pf209014384,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_bae03b5b587609fb5226,2013,0,1,P7e54aaf9bc,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2013_bc2b92acd3aeae9de8de,2013,1,1,Pa33d5803eb,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_bd1f6b8b2277a9dab4f0,2013,1,1,P622332ff90,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_bf5009e99ca648c4921b,2013,1,1,Pa9d4084dfb,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_d616227bb51c1667ada6,2013,0,1,Pfd94beba6f,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2013_d98b45966e948ca5822d,2013,1,1,P3cb5a9e68b,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_db32df9d2c8143185976,2013,1,1,Pf825457ab4,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_deb1aca75966ba11ab48,2013,1,1,Pb18185e9fe,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_e34079fd57fc8554973c,2013,1,1,P84101ffd6c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_e51d33f30085144021f9,2013,1,1,P31b4a243f7,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_ea9a6361b22b0903c20f,2013,1,1,P56b91ee390,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_eed3b6a29d32f13b78ea,2013,1,1,Pca1c024cab,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_f3c6fefffad1635e0062,2013,1,1,P398088f587,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2013_f7b8346f1c94cb4b3e93,2013,0,1,Pda3bb1f661,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2014_02e584cfda8e953a4754,2014,1,1,P6cee28a4f3,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_086c0f054842f85c8a31,2014,1,1,P25150e1302,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_09f7d629b0a2845b11ec,2014,1,1,P5c19a79a93,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_100021ea29f67ab16404,2014,1,1,P9e30954b9f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_1a9401590eada674ee24,2014,1,1,Pc7e0f691c6,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_1fefb310035721b253a3,2014,1,1,Pdd79d6ef7f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_26e758613289e95c07e6,2014,1,1,P96c6ba4e0f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_34572c9859bc4a966dee,2014,1,1,P1dca1ecf2b,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_36c60578437b77b94bd9,2014,1,1,P7f1d080745,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_36cca70c675d7ff5afd1,2014,1,1,P1044a073cf,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_36e79ecfc1fee1c4503f,2014,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2014_3f9b09f3d7149992d7fc,2014,1,1,Pfe357344e4,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_41f43ab4495e690a4c01,2014,1,1,Pc0fff42784,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_439fc2a18c419546667a,2014,1,1,Pea7725adea,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_4643a14fe4ef18a566c4,2014,1,1,Pd8244d9a42,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_466c921812f9f9c827de,2014,1,1,P962232fdc6,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_46f69d954a5d90114fda,2014,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2014_502f1cba3ef2e6820eaa,2014,1,1,Pe966e23e9c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_5047aa87ed0edf20c47d,2014,1,1,Pc9a1f10582,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_519e37bcc2328e724929,2014,1,1,P44154d877a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_51cb481a8a2424274ab3,2014,1,2,P9da0cf7014,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_564bfdd97ad16d94f1b1,2014,1,1,Pb8a773b356,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_5657c5e736a24e23d3e5,2014,1,1,Pa9426d162d,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_56e3c8e47f3169e30700,2014,1,2,P4f181909b7,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_576237ceb80b17269e47,2014,1,1,P31e153a014,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_591a8741b2abb0b1a868,2014,1,2,P944e30c99c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_5c42ab0245a692021285,2014,1,1,P6e49424689,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_618934eaebb253b96433,2014,1,1,Pd6e0b051bb,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_6e99e37c51bc7250018f,2014,1,1,P8c383a7533,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_6f9ec16d068388c1e494,2014,1,2,P465ab55c02,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_7086380e39eae3472d5c,2014,1,1,P0a4bbd8b0a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_73776bd410d21d84c0ef,2014,1,1,P2171d2817b,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_73ebe66c11efebcc5c53,2014,1,1,P83de6de3ec,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_7bf784666b12f2c24f67,2014,1,1,P360c31499c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_7bf78cd0ef004726d1b2,2014,1,1,P2f95e0c256,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_8191f766504ae01f0786,2014,1,1,P24fc987f38,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_81c688e41f45a4f5263f,2014,1,1,Paf95fb158c,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_85cc26d40545255f8642,2014,1,1,Pa47459a77d,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_8dbc32d10f251431faff,2014,1,2,Pb51c66667f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_9041f3bec349d70d2e76,2014,1,1,P3997afa4f2,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_964c35c7dd9b90144c91,2014,1,1,Pab87e9a8b8,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_973c7ba2fcb26798aea6,2014,1,1,Pbac4f67696,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_a2e1cbb0cdc359f9e98f,2014,1,1,Pf78412d8c5,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_a8505b9bcef90a9f6893,2014,0,1,Pd7193a9932,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2014_aba3952d7faed461e6aa,2014,1,1,P11fb43c4ea,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_acf59e2f8aefe29d944f,2014,1,1,Pa5d86611c0,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_b72c20914f7271638042,2014,1,1,P49827cf895,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_b8b132b7866620a84aa5,2014,1,1,Pdb1689c286,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_ba7c97a23cae1d0bec7c,2014,1,1,Pccdaab2014,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_bf8a0bc39fd20ffb51f8,2014,0,0,,unresolved,False,False,no_legacy_same_cohort_name_match
prior_2014_c699f6aac6e61d8e3183,2014,1,1,Pe73b4eac92,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_ccfa71737d7666b99ed3,2014,1,1,P12d1ca8d35,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_cd72981bda927170145c,2014,1,1,Pf7c7a85a9a,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_d77a1cc0d1312ffb8197,2014,1,1,Pd5729dac8f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_dfea2ecff9cd62e397ae,2014,1,1,Pb59be03b24,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_e3c4cbe104ccf32796a8,2014,1,1,Pd35ff11e6d,unique_legacy_cohort_name_suggestion,False,False,legacy_candidate_absent_from_training
prior_2014_ea519fdbe8de37276ea8,2014,1,1,P23f1ba707f,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
prior_2014_f1a7058a9b8cd07bc21f,2014,1,1,Pbed27928bf,unique_legacy_cohort_name_suggestion,False,False,legacy_candidate_absent_from_training
prior_2014_f52603a5b83b5c19f2ae,2014,0,1,Pf18585a2b1,unique_broad_name_suggestion,False,False,no_legacy_same_cohort_name_match
prior_2014_f92541c69c2c87558fde,2014,1,1,Pd907989bcb,unique_legacy_cohort_name_suggestion,False,True,existing_training_candidate
