pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
Pec2bc35d4f,15,410.0,2.3,0.16,35.65,25.29,0.605,0.291,11,240.0,-3.7,0.13,28.5,22.95,0.616,0.262,,,,,,,,,,,,,,,,,,,,,,,,
Pad180fa2f7,18,528.5,4.6,0.113,26.84,17.78,0.499,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd11fd10026,1,47.1,26.1,0.156,23.68,18.33,0.5,0.273,51,1881.1,3.7,0.123,27.96,20.57,0.568,0.236,,,,,,,,,,,,,,,,,,,,,,,,
P4f54eef176,20,590.8,2.1,0.077,18.89,9.99,0.48,0.167,,,,,,,,,19,299.8,0.3,0.107,22.81,11.89,0.53,0.148,,,,,,,,,,,,,,,,
P0736b54145,13,386.9,11.1,0.135,32.85,21.59,0.589,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P762dcd7f87,5,188.1,0.2,0.036,15.5,12.06,0.446,0.2,30,1077.1,-0.7,0.114,25.17,18.52,0.569,0.217,,,,,,,,,,,,,,,,,,,,,,,,
P4d8e3ba87c,14,461.3,16.5,0.13,26.15,15.06,0.571,0.183,26,1001.8,4.7,0.135,27.49,18.11,0.564,0.216,,,,,,,,,,,,,,,,,,,,,,,,
Pc6eddeb128,31,1071.4,10.2,0.147,28.73,17.91,0.588,0.208,46,1767.6,-3.1,0.11,26.68,16.7,0.498,0.234,,,,,,,,,,,,,,,,,,,,,,,,
P9ee45f9ea5,44,1644.0,3.1,0.128,25.73,15.13,0.558,0.19,49,1832.1,3.3,0.136,27.16,16.01,0.564,0.204,,,,,,,,,,,,,,,,,,,,,,,,
Pbd2eb786d3,,,,,,,,,37,1097.2,10.2,0.088,21.79,13.42,0.54,0.165,,,,,,,,,,,,,,,,,,,,,,,,
P96ac6f0cd3,,,,,,,,,8,221.4,-11.8,0.103,21.62,13.82,0.518,0.202,36,927.5,3.1,0.109,25.27,12.85,0.471,0.199,,,,,,,,,25,731.5,6.3,0.114,28.25,15.35,0.499,0.216
Pde91f9542b,1,27.8,-1.8,0.124,31.08,27.19,0.55,0.349,2,70.3,-7.8,0.095,26.63,15.36,0.419,0.247,9,264.1,-9.2,0.118,32.17,20.99,0.561,0.232,,,,,,,,,3,84.5,6.7,0.115,29.82,17.47,0.538,0.189
Pf7cebccf2c,25,784.8,2.0,0.131,29.63,19.5,0.577,0.232,31,969.0,-3.5,0.091,22.18,13.75,0.555,0.165,47,1489.5,-2.4,0.104,24.8,15.98,0.567,0.184,,,,,,,,,,,,,,,,
P07a1fb349e,9,316.5,3.7,0.161,31.16,21.04,0.569,0.247,10,361.7,6.0,0.168,35.13,22.19,0.555,0.261,,,,,,,,,,,,,,,,,,,,,,,,
P109788f4ba,41,1406.5,4.7,0.137,28.26,20.58,0.571,0.242,25,490.3,-2.7,0.089,20.48,15.27,0.48,0.208,,,,,,,,,,,,,,,,,,,,,,,,
P0d0da4d2bc,,,,,,,,,2,42.4,25.2,0.124,33.98,21.23,0.558,0.292,,,,,,,,,,,,,,,,,,,,,,,,
P16bad3a52e,29,841.5,12.4,0.178,38.12,21.3,0.598,0.245,,,,,,,,,21,658.0,2.9,0.133,30.26,16.14,0.536,0.203,,,,,,,,,,,,,,,,
P13a0e44cab,26,731.6,8.9,0.16,32.97,21.21,0.664,0.219,3,70.1,16.8,0.143,36.95,18.99,0.541,0.194,,,,,,,,,,,,,,,,,16,446.6,-0.3,0.121,29.5,16.04,0.534,0.2
P39e62f008f,4,144.4,2.4,0.104,23.94,8.98,0.552,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc86b9a08db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,453.3,14.2,0.162,29.07,16.84,0.578,0.19
P4e1bce542d,39,1273.3,6.1,0.112,26.89,16.6,0.565,0.209,,,,,,,,,50,1440.0,0.7,0.088,23.85,11.3,0.503,0.161,,,,,,,,,,,,,,,,
Pc5bce4fd0c,22,413.6,-3.4,0.056,18.11,11.66,0.466,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3e5e9d6579,5,144.1,10.7,0.097,27.98,19.48,0.614,0.229,12,331.5,4.4,0.13,31.17,22.7,0.567,0.288,6,186.3,1.5,0.079,30.33,20.86,0.51,0.28,,,,,,,,,,,,,,,,
P05848850fc,44,1494.4,2.9,0.1,25.05,18.86,0.528,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P433bbb1ab7,,,,,,,,,5,163.4,2.9,0.122,32.6,19.82,0.557,0.235,42,1235.6,-3.3,0.12,26.16,15.18,0.646,0.169,,,,,,,,,,,,,,,,
Pf755f2c0c0,39,1364.1,4.8,0.136,28.85,19.63,0.559,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe1228b6b2c,6,143.7,-8.5,0.113,26.05,14.53,0.537,0.172,,,,,,,,,,,,,,,,,31,860.9,-3.4,0.113,36.13,21.79,0.545,0.229,14,409.3,8.4,0.163,34.74,18.56,0.577,0.203
P629d2ef8de,6,191.9,-8.6,0.081,22.7,11.82,0.484,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc4acbf93e3,8,273.9,-3.8,0.156,35.75,26.42,0.606,0.304,23,644.7,0.7,0.117,27.92,18.15,0.475,0.263,,,,,,,,,,,,,,,,,,,,,,,,
P25a045baff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,449.5,17.3,0.148,32.84,19.38,0.635,0.205
Pe0ab16a2ed,3,69.2,7.7,0.18,29.67,11.45,0.564,0.163,6,102.4,-21.5,0.088,20.05,7.03,0.385,0.143,,,,,,,,,,,,,,,,,,,,,,,,
Pc42b84faf5,40,1488.0,5.0,0.13,28.79,22.09,0.607,0.26,42,1553.6,2.2,0.117,27.95,22.29,0.556,0.266,,,,,,,,,13,499.2,-1.4,0.084,24.37,15.29,0.561,0.174,,,,,,,,
Pe6bde91a1f,20,612.1,-2.3,0.093,27.23,17.88,0.54,0.225,24,533.2,-1.3,0.112,29.37,16.21,0.492,0.227,,,,,,,,,,,,,,,,,49,1168.3,6.1,0.161,33.93,20.8,0.612,0.232
P8a6c25e945,19,618.8,6.0,0.123,26.59,16.76,0.599,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7072c546bd,,,,,,,,,3,102.9,16.3,0.143,31.13,25.18,0.641,0.273,14,441.8,2.2,0.153,29.42,18.17,0.604,0.203,,,,,,,,,,,,,,,,
Pc62b6f4e46,,,,,,,,,16,576.1,0.5,0.155,32.12,19.44,0.572,0.229,17,600.6,2.8,0.157,34.16,20.26,0.531,0.233,,,,,,,,,,,,,,,,
P52af59d765,7,192.8,-5.7,0.084,25.77,13.26,0.404,0.223,,,,,,,,,,,,,,,,,32,803.3,-3.5,0.097,24.43,14.61,0.518,0.204,,,,,,,,
P7c4530d600,25,805.9,7.1,0.15,28.23,15.1,0.639,0.165,2,79.4,15.1,0.166,28.1,9.52,0.531,0.139,12,407.2,8.8,0.149,34.57,19.36,0.661,0.197,,,,,,,,,7,242.3,-0.5,0.149,35.51,18.42,0.586,0.21
P9c4bb7f4c2,,,,,,,,,17,559.6,0.4,0.178,34.61,23.42,0.59,0.277,,,,,,,,,22,852.1,0.9,0.163,39.33,29.41,0.59,0.303,15,564.1,-6.6,0.129,34.21,24.57,0.544,0.269
P268ca85d2e,11,330.4,-11.9,0.126,35.31,24.84,0.533,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50969329ac,4,83.0,18.0,0.133,26.03,13.45,0.712,0.134,49,1074.6,-1.1,0.1,23.79,10.32,0.521,0.13,38,906.1,2.6,0.099,24.28,12.48,0.591,0.153,,,,,,,,,,,,,,,,
Pa5d1a1783b,26,937.1,5.2,0.077,21.05,13.75,0.52,0.17,48,1469.0,-0.1,0.066,19.61,13.38,0.482,0.181,44,824.5,2.8,0.078,21.4,12.66,0.512,0.164,47,1415.6,11.1,0.092,24.24,16.99,0.557,0.192,14,407.3,9.1,0.081,22.1,15.56,0.523,0.188
P9cc36d2c64,1,40.8,7.7,0.116,30.87,19.4,0.388,0.313,3,114.1,12.1,0.256,39.12,26.5,0.692,0.266,,,,,,,,,,,,,,,,,,,,,,,,
P969f2b1c13,,,,,,,,,,,,,,,,,,,,,,,,,12,174.2,3.7,0.127,25.21,17.77,0.643,0.189,,,,,,,,
P981540aa5d,7,174.6,10.6,0.174,40.63,24.54,0.674,0.232,12,357.4,3.0,0.105,26.19,15.11,0.603,0.174,49,1514.6,2.3,0.07,21.65,13.98,0.558,0.173,,,,,,,,,,,,,,,,
P24b8a1c556,,,,,,,,,18,461.5,2.9,0.117,25.19,18.41,0.56,0.209,,,,,,,,,,,,,,,,,,,,,,,,
P36b818b767,10,203.7,-11.6,0.078,24.57,18.03,0.529,0.231,36,981.6,2.6,0.147,31.98,20.32,0.546,0.241,,,,,,,,,,,,,,,,,,,,,,,,
P2e873db9ac,10,127.0,-2.0,0.072,28.07,16.73,0.475,0.24,15,364.5,-1.6,0.146,30.12,15.51,0.583,0.185,,,,,,,,,,,,,,,,,,,,,,,,
P4f47ca7b5d,10,342.0,-4.9,0.154,32.11,15.27,0.526,0.206,22,526.5,7.0,0.121,31.25,22.02,0.573,0.253,,,,,,,,,,,,,,,,,,,,,,,,
P0f2f594f0f,16,601.1,-6.0,0.132,26.83,15.33,0.531,0.21,32,1038.7,-5.7,0.087,21.66,13.17,0.447,0.211,14,297.1,3.5,0.091,19.99,12.72,0.56,0.17,31,934.3,-12.2,0.06,17.19,11.64,0.486,0.166,,,,,,,,
P10d0b75bed,,,,,,,,,1,19.5,2.3,0.043,29.47,23.94,0.458,0.3,,,,,,,,,2,48.9,-13.7,0.085,33.11,25.01,0.448,0.311,2,73.2,-9.8,0.101,30.0,25.57,0.629,0.258
P3d4bf642e0,39,919.5,-4.3,0.065,20.79,15.0,0.515,0.212,33,1000.7,0.2,0.082,21.08,14.35,0.519,0.184,,,,,,,,,,,,,,,,,27,920.0,1.0,0.094,25.12,19.57,0.593,0.21
P23d9f5804f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73.1,-8.3,0.163,36.93,22.65,0.506,0.271
P7a82e40751,,,,,,,,,,,,,,,,,48,1424.1,-1.6,0.1,21.39,16.33,0.605,0.196,,,,,,,,,,,,,,,,
P8d6fb61ea0,7,183.8,-4.8,0.091,22.52,13.32,0.491,0.195,8,225.7,-9.8,0.066,20.42,13.4,0.505,0.167,,,,,,,,,,,,,,,,,,,,,,,,
P8ea6b00194,4,105.6,-3.8,0.163,33.76,21.14,0.61,0.241,2,66.2,33.5,0.182,40.75,24.45,0.536,0.269,,,,,,,,,,,,,,,,,,,,,,,,
P10819fb965,,,,,,,,,48,1409.7,0.6,0.105,24.87,14.17,0.538,0.161,,,,,,,,,,,,,,,,,,,,,,,,
P2fe87c73a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,423.3,4.9,0.172,29.43,21.09,0.631,0.231
Pee7c22ed91,39,1049.1,5.2,0.083,21.96,14.17,0.567,0.156,20,744.0,8.0,0.112,28.5,18.72,0.61,0.178,16,550.7,0.3,0.114,30.85,21.51,0.642,0.189,,,,,,,,,32,1016.9,3.2,0.094,24.57,15.26,0.638,0.147
P977d8b209e,,,,,,,,,,,,,,,,,,,,,,,,,29,960.5,-4.9,0.109,28.71,19.6,0.512,0.251,,,,,,,,
P38bff88a77,,,,,,,,,,,,,,,,,44,1356.5,2.1,0.115,29.91,18.47,0.479,0.251,41,1347.6,-0.4,0.102,27.86,17.93,0.53,0.229,29,1042.1,3.7,0.135,31.12,18.31,0.534,0.225
P2db62bcb6f,13,518.2,-1.8,0.129,26.96,18.97,0.562,0.233,27,969.6,-0.2,0.126,30.45,22.02,0.56,0.274,,,,,,,,,,,,,,,,,,,,,,,,
Pc8a80657b3,11,298.8,-9.1,0.081,19.64,13.13,0.607,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7f14bdd3aa,,,,,,,,,19,649.5,2.3,0.125,23.61,12.25,0.562,0.171,42,1674.0,4.0,0.107,23.76,12.86,0.522,0.18,,,,,,,,,34,1304.2,10.4,0.113,22.91,12.2,0.573,0.177
Pfa75ae8d76,8,261.2,8.8,0.138,29.08,19.02,0.579,0.215,,,,,,,,,44,1443.6,-4.2,0.096,23.82,14.81,0.518,0.194,,,,,,,,,,,,,,,,
Pce366ff1b3,,,,,,,,,7,241.4,8.4,0.143,33.26,21.18,0.554,0.239,,,,,,,,,,,,,,,,,4,99.9,-8.3,0.105,29.18,18.73,0.61,0.212
P47e358160b,6,152.6,-1.6,0.073,22.65,14.63,0.49,0.171,,,,,,,,,35,1245.0,-4.2,0.089,22.35,17.18,0.568,0.197,,,,,,,,,42,1177.7,-2.2,0.082,21.34,15.59,0.562,0.177
Pa3f9e715ae,33,864.4,-3.2,0.092,25.78,13.49,0.541,0.171,21,280.1,-2.0,0.046,24.93,14.14,0.505,0.194,,,,,,,,,,,,,,,,,,,,,,,,
P9fd176d178,41,1302.9,1.9,0.143,30.34,18.57,0.562,0.235,3,67.5,0.7,0.146,32.52,22.39,0.56,0.264,,,,,,,,,40,1199.2,2.4,0.129,30.65,18.85,0.593,0.225,25,763.6,-4.3,0.12,32.15,20.08,0.551,0.255
P53502448c1,,,,,,,,,42,979.3,-4.6,0.097,25.14,14.45,0.48,0.197,,,,,,,,,,,,,,,,,,,,,,,,
P31e884be2b,15,518.2,-7.0,0.057,20.84,15.98,0.462,0.236,22,684.9,-3.2,0.093,26.12,19.13,0.545,0.241,29,993.1,-4.9,0.093,24.76,19.65,0.579,0.231,3,95.8,2.6,0.086,26.29,19.53,0.481,0.303,,,,,,,,
Pe03992058c,,,,,,,,,,,,,,,,,23,701.9,-1.7,0.127,31.49,17.13,0.587,0.213,22,696.8,5.3,0.112,32.19,16.02,0.549,0.198,8,184.9,10.0,0.109,30.96,18.11,0.557,0.211
P4d2e34ba12,21,688.9,4.5,0.163,31.72,23.05,0.583,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6d4d3ba13b,2,65.7,8.7,0.17,35.08,27.95,0.657,0.252,4,144.6,4.8,0.134,31.12,21.41,0.536,0.254,11,311.8,0.6,0.147,28.05,22.86,0.651,0.242,,,,,,,,,16,551.7,-3.4,0.114,27.01,21.86,0.568,0.253
P96af95e7fd,,,,,,,,,8,291.5,10.8,0.176,32.11,19.26,0.563,0.241,,,,,,,,,,,,,,,,,,,,,,,,
P74ab2a2c37,,,,,,,,,48,1277.0,0.6,0.088,25.49,15.82,0.492,0.205,,,,,,,,,,,,,,,,,42,1213.7,2.5,0.109,28.62,19.1,0.594,0.202
P416dc6431a,47,1628.8,-2.2,0.124,27.65,17.95,0.525,0.219,,,,,,,,,1,35.6,35.0,0.177,38.41,26.28,0.586,0.245,,,,,,,,,,,,,,,,
Pca1e2194fa,9,278.5,-1.4,0.069,20.94,11.12,0.389,0.209,7,262.9,-11.1,0.139,30.12,18.62,0.533,0.249,,,,,,,,,,,,,,,,,21,759.8,-4.3,0.114,25.82,15.02,0.555,0.193
P5ed74be24f,5,170.0,13.8,0.176,35.79,22.87,0.582,0.271,2,65.5,-7.9,0.099,31.35,20.9,0.458,0.28,,,,,,,,,,,,,,,,,,,,,,,,
P093d3a11ad,12,450.2,1.6,0.184,33.75,21.51,0.564,0.243,38,1158.6,3.9,0.13,29.89,19.95,0.537,0.243,,,,,,,,,,,,,,,,,,,,,,,,
P337fb06bb7,14,400.9,-5.2,0.077,21.73,16.61,0.53,0.214,34,1222.0,-0.7,0.128,31.61,25.57,0.588,0.267,32,1011.0,-11.0,0.101,26.88,21.29,0.59,0.247,,,,,,,,,45,1521.5,-2.5,0.118,30.74,24.58,0.591,0.269
P319cf0c2e0,3,79.0,-0.6,0.068,27.8,15.04,0.351,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4b46fb5c89,3,110.1,-1.2,0.125,27.14,17.66,0.556,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbf890a872a,27,919.1,0.8,0.104,26.32,19.7,0.524,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pbe0e1f0064,9,197.7,-3.9,0.091,26.77,20.39,0.585,0.237,11,220.6,-9.3,0.067,29.7,22.03,0.464,0.294,19,474.2,-9.1,0.095,25.58,16.02,0.493,0.208,,,,,,,,,,,,,,,,
P1ba89514b1,7,228.2,-6.6,0.123,29.18,20.03,0.572,0.228,,,,,,,,,,,,,,,,,,,,,,,,,6,141.8,11.9,0.087,30.71,21.07,0.47,0.277
P4bc4764e2a,15,456.6,-4.2,0.099,26.96,13.25,0.467,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfd96fb33e5,,,,,,,,,,,,,,,,,,,,,,,,,3,104.5,15.2,0.129,27.9,15.84,0.444,0.238,8,297.6,24.3,0.166,33.02,22.5,0.631,0.253
Pa98bcc077b,,,,,,,,,2,75.5,-14.5,0.098,28.61,21.46,0.469,0.313,,,,,,,,,9,232.5,-8.9,0.093,23.23,15.33,0.504,0.208,,,,,,,,
Pf2c709b50b,4,156.6,3.5,0.137,29.66,21.61,0.544,0.243,3,85.6,-6.0,0.085,28.17,17.24,0.401,0.273,43,1487.4,0.8,0.104,25.51,18.1,0.59,0.209,30,960.3,4.8,0.121,25.68,17.39,0.572,0.204,13,395.9,2.5,0.119,27.83,20.37,0.546,0.253
P917b0d4d70,,,,,,,,,,,,,,,,,,,,,,,,,3,111.8,3.0,0.104,25.12,13.2,0.47,0.208,,,,,,,,
Pd2430f6dfc,15,486.6,-5.5,0.124,26.78,15.83,0.492,0.214,,,,,,,,,,,,,,,,,5,165.0,-3.7,0.129,23.13,14.4,0.458,0.225,24,524.1,-6.5,0.039,17.72,11.4,0.394,0.204
Pff7518dc75,13,368.9,2.1,0.13,26.15,16.49,0.621,0.187,,,,,,,,,,,,,,,,,,,,,,,,,12,383.4,8.3,0.118,30.89,19.44,0.617,0.21
P14fdb083b4,1,14.8,-16.1,0.042,9.73,0.0,0.0,0.03,9,163.3,3.5,0.133,31.53,18.96,0.55,0.228,,,,,,,,,,,,,,,,,,,,,,,,
P711641b36d,7,228.6,-1.0,0.102,22.84,12.6,0.522,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47044d9385,16,408.6,13.7,0.085,27.4,16.12,0.508,0.221,4,98.6,6.1,0.072,23.74,12.78,0.472,0.195,,,,,,,,,,,,,,,,,,,,,,,,
Pded0fedf79,28,672.1,0.4,0.101,22.6,13.39,0.512,0.193,27,661.7,2.5,0.09,23.07,13.87,0.479,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Pb5a94c877c,,,,,,,,,,,,,,,,,,,,,,,,,13,261.6,-8.9,0.044,22.57,14.45,0.47,0.202,,,,,,,,
P43d78a0411,,,,,,,,,23,927.6,0.1,0.126,26.39,17.93,0.573,0.219,,,,,,,,,,,,,,,,,,,,,,,,
Pbb710ba6e6,,,,,,,,,34,480.4,-9.1,0.067,22.48,12.36,0.489,0.175,45,996.9,-1.7,0.094,27.95,15.56,0.562,0.187,,,,,,,,,,,,,,,,
Pcfae2f19b7,24,740.6,9.3,0.161,36.9,22.22,0.56,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf0384da7bc,32,852.3,6.3,0.14,30.41,18.08,0.659,0.181,45,1066.3,5.9,0.091,28.22,18.3,0.622,0.197,,,,,,,,,,,,,,,,,,,,,,,,
P52c65c114a,11,291.0,-1.0,0.101,30.55,23.13,0.489,0.306,,,,,,,,,,,,,,,,,,,,,,,,,16,379.2,-9.9,0.042,22.88,19.08,0.506,0.25
P8e2f7481af,10,365.5,-1.4,0.142,34.77,23.93,0.607,0.267,4,109.3,-26.9,0.07,22.06,17.45,0.651,0.224,,,,,,,,,,,,,,,,,,,,,,,,
Pd9273beb4e,8,299.8,5.2,0.127,31.94,23.66,0.543,0.287,25,716.3,-5.1,0.096,24.78,17.34,0.528,0.245,,,,,,,,,,,,,,,,,,,,,,,,
P2d06a24aee,,,,,,,,,,,,,,,,,,,,,,,,,4,134.6,-7.2,0.041,17.11,9.63,0.373,0.205,,,,,,,,
P798e5b71ce,4,150.7,-22.0,0.104,22.93,16.0,0.468,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd30706ab20,,,,,,,,,48,1406.9,-0.1,0.118,29.63,18.12,0.559,0.209,49,1524.0,-2.4,0.146,30.59,17.01,0.612,0.182,48,1620.1,3.4,0.161,32.82,17.53,0.608,0.192,,,,,,,,
P1497c83aba,34,1194.6,-4.2,0.086,22.15,17.03,0.539,0.202,51,1837.7,-2.3,0.102,24.55,18.88,0.53,0.233,2,50.0,-19.1,0.035,12.95,7.19,0.417,0.114,,,,,,,,,,,,,,,,
Pcad0645e5a,6,230.9,-8.3,0.08,22.76,14.97,0.487,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P70aaa5fb09,17,538.6,7.5,0.139,32.62,18.05,0.536,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa33d5803eb,5,177.1,-6.2,0.115,30.49,26.83,0.614,0.282,10,329.2,1.1,0.109,33.47,24.72,0.52,0.293,,,,,,,,,34,1111.8,-6.6,0.094,26.03,18.75,0.536,0.232,34,1091.8,1.2,0.119,30.17,21.33,0.603,0.235
Pd44ef7a78e,32,791.9,5.7,0.199,36.78,21.55,0.629,0.241,41,1420.1,3.4,0.161,31.92,18.23,0.607,0.215,,,,,,,,,,,,,,,,,,,,,,,,
P7ef2b1cf05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.0,-8.9,0.141,36.87,24.28,0.594,0.281
P86f7665380,,,,,,,,,1,37.4,22.5,0.279,58.71,36.57,0.839,0.222,2,58.2,22.9,0.122,33.42,14.24,0.508,0.16,,,,,,,,,,,,,,,,
P3cb5a9e68b,2,41.0,-10.0,0.126,42.18,32.51,0.502,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P467b7b3f59,9,258.9,2.2,0.079,21.69,13.77,0.548,0.192,5,127.7,1.8,0.089,23.97,12.41,0.448,0.172,,,,,,,,,34,779.8,-4.7,0.064,22.71,14.22,0.498,0.185,,,,,,,,
Pe8dc26218f,33,1238.7,2.8,0.101,20.9,11.51,0.541,0.135,45,1562.5,8.7,0.111,24.54,15.94,0.578,0.177,,,,,,,,,,,,,,,,,,,,,,,,
P8d17fbd48e,23,478.0,-5.5,0.063,20.86,14.08,0.464,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19dba9c1fd,8,184.3,-9.4,0.068,22.07,16.01,0.526,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P64210277c7,,,,,,,,,49,1464.0,-2.0,0.1,23.63,16.45,0.595,0.194,,,,,,,,,,,,,,,,,,,,,,,,
P9dbf445dc5,6,204.2,1.4,0.119,26.62,17.98,0.568,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecca0a47dd,15,505.2,-0.5,0.147,33.99,16.25,0.558,0.187,,,,,,,,,1,34.3,1.4,0.265,42.01,17.86,0.594,0.178,,,,,,,,,,,,,,,,
P8ec07e793f,8,229.7,9.5,0.099,24.13,19.28,0.553,0.255,10,344.5,3.2,0.144,32.19,19.02,0.5,0.244,15,496.5,-1.3,0.118,29.51,21.03,0.529,0.256,,,,,,,,,10,356.0,0.1,0.129,28.62,22.35,0.528,0.289
P38145d33eb,1,28.4,-14.3,0.09,26.62,22.82,0.688,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd646388a2b,,,,,,,,,,,,,,,,,,,,,,,,,1,40.7,-9.4,0.067,20.34,16.8,0.529,0.281,29,1044.8,7.8,0.142,31.7,21.33,0.559,0.255
P05c9e8e43e,4,120.9,-7.8,0.067,22.03,12.5,0.381,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13adb32b1d,,,,,,,,,,,,,,,,,,,,,,,,,11,369.8,-5.1,0.103,25.11,18.98,0.538,0.255,,,,,,,,
P488064c36d,19,530.5,1.3,0.133,33.52,22.19,0.598,0.23,37,1008.3,2.7,0.123,33.99,23.17,0.544,0.26,,,,,,,,,,,,,,,,,,,,,,,,
Pf1323eea4d,27,789.7,4.3,0.114,27.22,18.65,0.542,0.215,19,540.1,3.6,0.103,27.86,17.06,0.566,0.192,,,,,,,,,10,369.8,5.3,0.081,21.32,12.46,0.499,0.174,16,530.3,-3.5,0.125,30.82,18.26,0.578,0.209
P45450124ed,8,257.2,11.5,0.085,23.24,13.86,0.487,0.183,7,224.0,-8.7,0.06,20.41,15.75,0.539,0.195,,,,,,,,,,,,,,,,,,,,,,,,
P5d0988f1e1,18,612.7,7.0,0.133,33.67,23.03,0.593,0.239,4,143.5,0.8,0.09,29.1,21.07,0.517,0.26,,,,,,,,,,,,,,,,,1,24.9,20.0,0.202,33.25,26.02,0.836,0.262
P0267b55e6b,,,,,,,,,2,86.8,11.3,0.152,39.79,18.65,0.486,0.25,,,,,,,,,,,,,,,,,,,,,,,,
Pfb1f867cde,16,450.1,7.1,0.14,31.67,20.23,0.598,0.222,21,717.0,0.5,0.155,34.45,20.29,0.626,0.222,4,103.2,-3.0,0.101,26.52,15.7,0.548,0.23,,,,,,,,,,,,,,,,
Pd6736ed788,35,1176.7,-0.9,0.109,26.52,19.4,0.61,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P83fd4822e5,42,1199.9,4.4,0.094,28.71,18.48,0.575,0.188,,,,,,,,,,,,,,,,,35,944.9,4.3,0.114,29.87,18.33,0.604,0.185,48,1346.5,2.4,0.088,23.82,14.33,0.579,0.161
P01a00a5983,35,1145.6,6.4,0.134,27.87,15.34,0.551,0.203,14,418.7,11.5,0.132,28.37,16.51,0.51,0.233,22,611.5,6.4,0.115,26.49,14.66,0.51,0.219,,,,,,,,,,,,,,,,
P1edb3aa5e4,,,,,,,,,15,417.8,-12.2,0.097,29.04,20.16,0.552,0.227,,,,,,,,,,,,,,,,,,,,,,,,
Pbfcceae701,,,,,,,,,39,1388.5,5.4,0.144,30.91,19.45,0.568,0.225,,,,,,,,,,,,,,,,,,,,,,,,
P45b94f1aab,20,622.4,-0.7,0.139,31.0,20.01,0.547,0.243,19,605.2,0.4,0.158,27.78,19.03,0.58,0.241,25,833.3,4.1,0.157,31.45,19.74,0.58,0.242,11,393.3,8.2,0.17,36.06,23.8,0.562,0.272,32,1064.0,11.6,0.166,33.84,20.3,0.542,0.268
P0074b51801,,,,,,,,,36,706.5,-6.1,0.056,20.43,9.73,0.44,0.15,,,,,,,,,,,,,,,,,,,,,,,,
