pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
Pa5c483aef9,,,,,,,,,,,,,,,,,9,236.6,-15.5,0.083,24.04,16.44,0.531,0.224,,,,,,,,,,,,,,,,
Pcf413465aa,10,235.0,2.5,0.124,29.57,12.26,0.632,0.134,,,,,,,,,,,,,,,,,23,512.8,1.5,0.106,26.12,12.01,0.832,0.11,,,,,,,,
P4f020a46a6,12,260.7,12.7,0.125,32.87,18.5,0.645,0.182,31,1066.0,10.6,0.112,29.75,18.07,0.63,0.197,5,160.0,1.5,0.1,29.47,15.75,0.494,0.208,,,,,,,,,,,,,,,,
Pc5171d01c1,15,459.4,11.7,0.114,27.89,19.75,0.61,0.195,2,59.2,0.7,0.125,37.7,20.68,0.531,0.235,28,749.9,7.9,0.118,29.24,19.54,0.602,0.197,30,837.6,2.5,0.108,27.81,20.03,0.614,0.209,,,,,,,,
P837f74ef42,14,469.3,-3.0,0.114,31.22,19.87,0.572,0.239,22,678.6,-0.2,0.098,27.96,16.98,0.616,0.202,,,,,,,,,10,237.0,-8.2,0.069,23.39,14.89,0.524,0.217,,,,,,,,
Pb3e461d4cf,12,334.3,-6.8,0.065,21.86,16.37,0.488,0.213,24,689.9,1.2,0.071,23.27,16.18,0.552,0.175,23,637.6,1.0,0.108,26.65,19.99,0.663,0.205,,,,,,,,,18,307.0,,,30.85,20.99,,
P1cf3ac09b1,15,454.7,7.9,0.092,24.15,15.2,0.592,0.175,20,394.2,12.1,0.141,36.07,24.47,0.624,0.26,,,,,,,,,,,,,,,,,,,,,,,,
P19aaf87bc8,,,,,,,,,11,199.8,-1.9,0.058,20.0,8.65,0.35,0.171,12,201.8,-17.9,0.042,18.02,10.53,0.409,0.171,27,362.1,-3.8,0.055,16.9,8.25,0.47,0.121,,,,,,,,
P72ce5af049,13,335.5,-0.8,0.106,23.82,16.31,0.572,0.185,16,424.1,-4.3,0.097,26.99,21.48,0.676,0.203,31,889.0,8.5,0.061,20.69,14.38,0.571,0.165,28,719.7,1.1,0.064,19.86,12.56,0.603,0.137,,,,,,,,
P076dcdb147,10,314.1,3.6,0.1,25.33,14.9,0.578,0.187,25,836.2,1.7,0.143,35.52,22.65,0.56,0.263,29,914.5,6.5,0.127,28.58,16.85,0.619,0.189,24,732.9,5.5,0.125,29.52,17.78,0.657,0.195,,,,,,,,
Pdc083a80a9,5,132.0,-8.9,0.087,25.91,19.36,0.46,0.289,,,,,,,,,25,831.7,-4.6,0.086,25.28,17.53,0.619,0.18,29,642.3,-1.6,0.106,26.06,17.04,0.571,0.197,30,867.7,,,24.23,18.71,,
Ped501e46cc,13,159.9,-15.5,0.089,24.32,12.39,0.616,0.153,23,460.4,1.1,0.094,24.94,14.62,0.705,0.151,29,328.0,11.1,0.089,25.13,12.62,0.635,0.134,,,,,,,,,,,,,,,,
Pe6009787c4,15,417.3,0.0,0.123,31.06,13.63,0.579,0.17,22,457.0,0.5,0.11,30.01,15.83,0.67,0.161,,,,,,,,,,,,,,,,,,,,,,,,
Pdc49b6ecb0,11,282.6,-7.8,0.105,24.21,18.35,0.663,0.188,,,,,,,,,26,717.7,-10.2,0.13,34.81,27.74,0.614,0.299,,,,,,,,,,,,,,,,
P866e6f90bf,2,68.4,-2.3,-0.011,12.63,8.94,0.304,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P429838957d,12,252.4,0.0,0.061,21.4,16.69,0.471,0.228,15,434.1,-0.8,0.125,31.77,22.48,0.595,0.245,22,634.2,-0.1,0.131,32.98,26.68,0.648,0.292,20,614.8,12.3,0.168,38.53,25.76,0.672,0.257,25,709.7,,,34.19,25.57,,
P641ed83c9a,7,205.8,9.1,0.091,29.22,21.52,0.617,0.225,,,,,,,,,7,200.6,-13.1,0.029,20.64,14.54,0.417,0.223,26,688.7,-0.5,0.109,28.33,20.33,0.598,0.237,,,,,,,,
P90a7395cb0,6,97.9,-12.4,0.083,30.17,18.39,0.476,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P007123cefb,9,151.4,5.4,0.097,30.91,15.93,0.419,0.232,,,,,,,,,17,499.2,-6.4,0.107,34.62,14.06,0.436,0.208,7,211.5,9.4,0.135,38.29,15.66,0.456,0.229,,,,,,,,
P9cddcdc1ad,1,23.6,-9.5,0.256,47.19,39.58,0.825,0.304,2,64.5,13.9,0.199,43.56,29.04,0.599,0.29,,,,,,,,,,,,,,,,,,,,,,,,
P0cd98a270c,6,178.4,4.6,0.115,27.44,16.34,0.509,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9580c6ee97,1,15.0,-26.5,-0.069,0.0,4.79,0.2,0.178,24,335.1,2.7,0.065,24.17,14.39,0.529,0.183,3,18.4,-15.8,0.053,27.39,13.7,0.335,0.267,,,,,,,,,,,,,,,,
P625909539a,10,315.0,-3.5,0.147,35.43,20.0,0.55,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5b50a9b58b,9,88.0,-4.1,0.032,17.6,11.05,0.455,0.178,16,159.7,-2.5,0.051,21.86,14.65,0.517,0.174,10,147.4,-12.0,0.034,19.29,15.87,0.523,0.202,,,,,,,,,,,,,,,,
Pd3cfd798be,11,295.0,12.4,0.15,32.95,15.74,0.703,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4cd6438cc3,15,334.3,-7.3,0.047,18.63,8.94,0.374,0.186,14,197.9,3.7,0.06,23.1,10.55,0.478,0.174,,,,,,,,,,,,,,,,,,,,,,,,
Pba03162225,,,,,,,,,15,539.6,4.5,0.144,34.96,24.08,0.582,0.293,,,,,,,,,,,,,,,,,,,,,,,,
P9b1073be42,5,50.6,-10.7,0.092,26.32,10.67,0.524,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69f4c7679c,6,206.6,8.3,0.114,31.89,21.79,0.572,0.24,3,76.7,-9.5,0.041,20.64,11.26,0.36,0.198,,,,,,,,,,,,,,,,,26,848.2,,,35.4,24.96,,
Pa8a4b42a31,14,367.9,0.5,0.079,21.53,15.17,0.583,0.175,4,91.5,-15.2,0.11,34.25,22.83,0.6,0.22,18,539.1,-4.8,0.065,17.7,10.82,0.484,0.156,25,642.9,-7.2,0.072,19.99,12.09,0.554,0.156,,,,,,,,
P6142a39d2b,12,332.3,0.1,0.189,41.16,24.05,0.659,0.254,,,,,,,,,12,392.9,-2.7,0.115,29.05,18.51,0.627,0.219,18,495.6,1.9,0.122,33.34,18.81,0.63,0.193,27,723.7,,,31.83,17.11,,
P8eb153b63d,,,,,,,,,12,294.1,9.8,0.08,25.71,18.73,0.512,0.238,,,,,,,,,,,,,,,,,18,429.9,-18.2,0.088,23.53,17.33,0.578,0.197
Pc09cd8c6d0,12,323.2,0.7,0.118,29.3,20.72,0.607,0.233,1,32.2,16.4,0.14,46.91,29.04,0.624,0.261,,,,,,,,,,,,,,,,,,,,,,,,
P9c6ee0d9a6,13,330.6,-10.9,0.042,16.44,12.63,0.53,0.156,31,1000.4,4.0,0.093,26.67,19.04,0.574,0.215,21,665.3,4.9,0.108,29.98,24.19,0.602,0.253,2,48.2,2.4,0.01,16.42,9.7,0.284,0.248,1,3.9,,,37.4,18.7,,
P80eaeaa85d,12,247.1,4.6,0.117,29.86,16.9,0.594,0.199,33,1240.8,2.1,0.102,28.58,17.29,0.601,0.183,27,918.9,-4.1,0.089,22.1,12.65,0.591,0.147,24,738.4,8.7,0.121,31.79,17.16,0.532,0.214,37,1088.5,,,29.83,14.65,,
P2b95cb9990,9,236.8,-15.0,0.148,39.82,23.26,0.664,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc2d24d5902,9,298.3,-0.9,0.107,30.05,21.0,0.535,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P170284fab5,15,472.6,6.1,0.176,42.89,25.44,0.659,0.246,9,285.7,7.4,0.196,46.5,25.33,0.66,0.228,,,,,,,,,,,,,,,,,,,,,,,,
Pa9f698b274,12,141.3,-7.7,0.123,34.64,18.6,0.52,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9d5ce33ec0,15,432.3,1.8,0.146,35.14,22.65,0.643,0.259,22,681.9,10.9,0.147,39.49,23.54,0.555,0.274,24,664.8,4.3,0.136,38.18,26.91,0.632,0.302,,,,,,,,,26,714.4,,,35.68,23.28,,
P0fec6c7ff1,14,343.2,4.0,0.128,28.22,17.73,0.66,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04282e0cbf,12,375.0,-3.4,0.129,34.47,19.3,0.494,0.248,18,495.7,6.4,0.104,30.14,17.79,0.51,0.228,31,867.7,-2.3,0.105,27.13,16.3,0.57,0.202,,,,,,,,,24,488.0,,,22.28,13.65,,
P8884c4fd03,5,144.3,-7.7,0.071,24.7,13.97,0.427,0.192,,,,,,,,,22,760.7,4.4,0.107,25.84,19.12,0.668,0.188,,,,,,,,,,,,,,,,
Pc2faa1488c,6,185.1,-4.2,0.096,27.82,20.82,0.554,0.22,11,216.8,-6.4,0.091,22.75,15.28,0.676,0.142,25,590.9,4.2,0.085,22.73,14.74,0.587,0.162,,,,,,,,,,,,,,,,
P716f6175e4,7,219.1,6.1,0.165,36.31,20.87,0.589,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf75af7bb1f,15,355.6,-2.8,0.085,20.86,14.17,0.606,0.158,,,,,,,,,27,424.9,-0.5,0.082,21.35,14.57,0.599,0.163,,,,,,,,,,,,,,,,
P32d7e7e1eb,13,349.4,-1.2,0.151,33.28,20.2,0.607,0.236,29,655.0,8.6,0.138,33.97,18.8,0.668,0.178,,,,,,,,,,,,,,,,,,,,,,,,
P289da7f9c1,13,382.5,1.9,0.108,26.54,17.98,0.588,0.205,16,395.0,1.5,0.087,26.07,17.59,0.503,0.217,,,,,,,,,,,,,,,,,,,,,,,,
P08bc96e9be,1,28.1,-1.7,0.16,28.17,10.24,0.68,0.121,1,30.4,6.3,0.204,42.61,18.94,0.643,0.213,,,,,,,,,,,,,,,,,,,,,,,,
Pad0b972baf,14,370.7,-3.5,0.126,35.83,21.75,0.548,0.252,4,67.1,11.7,0.144,42.37,25.75,0.526,0.329,14,385.8,6.4,0.164,39.94,27.06,0.694,0.257,,,,,,,,,,,,,,,,
P3eb05301ef,10,222.0,4.7,0.112,27.08,14.76,0.675,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd7fcef8bed,23,550.9,6.6,0.093,27.32,16.79,0.632,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc9a85d9349,27,743.5,5.4,0.092,26.63,17.04,0.553,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe6c9de6d86,,,,,,,,,2,45.7,-2.9,0.108,29.93,21.27,0.579,0.259,,,,,,,,,,,,,,,,,,,,,,,,
Pe896f378ca,33,1067.8,2.2,0.081,22.82,14.4,0.568,0.177,,,,,,,,,,,,,,,,,21,431.5,,,20.69,13.02,,,,,,,,,,
Pa9952fefb0,29,1063.2,-3.6,0.119,30.0,16.39,0.524,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe6a7666c97,5,109.7,-12.8,0.06,21.65,11.15,0.45,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P31c152a929,31,965.1,-0.8,0.083,21.86,14.47,0.612,0.156,29,739.2,-4.7,0.068,21.14,15.59,0.593,0.161,33,952.7,-9.2,0.064,20.97,14.09,0.541,0.177,,,,,,,,,,,,,,,,
Pe77b8e73a4,17,175.2,4.9,0.059,20.75,10.48,0.503,0.142,8,122.8,-4.7,0.079,23.17,12.32,0.742,0.136,12,249.5,-3.1,0.079,21.93,10.1,0.573,0.12,3,37.9,,,22.81,10.45,,,,,,,,,,
P5ff9cbca0f,,,,,,,,,,,,,,,,,,,,,,,,,30,858.4,-5.9,0.103,25.71,18.03,0.64,0.189,,,,,,,,
P5ea4e3ee4a,5,85.4,-18.5,0.035,21.07,15.17,0.471,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34a08a87d4,,,,,,,,,27,739.3,6.9,0.11,27.17,14.17,0.566,0.191,30,633.8,-5.1,0.092,23.74,11.59,0.582,0.158,20,637.9,2.8,0.117,32.0,18.12,0.565,0.243,,,,,,,,
P44ba277b42,11,202.0,-13.0,0.063,22.63,15.33,0.511,0.201,14,213.4,21.4,0.142,31.55,22.78,0.643,0.25,,,,,,,,,,,,,,,,,,,,,,,,
P5705590403,3,108.9,-6.1,0.103,29.43,20.5,0.574,0.232,12,412.7,9.6,0.125,31.93,23.73,0.608,0.272,1,37.6,-2.3,0.149,46.94,32.57,0.523,0.365,,,,,,,,,,,,,,,,
Pa74bde45e0,28,764.0,6.2,0.111,29.21,17.86,0.591,0.197,,,,,,,,,2,2.8,-100.0,0.048,26.1,26.1,0.5,0.25,,,,,,,,,,,,,,,,
P46419801dd,13,429.9,3.6,0.132,34.16,24.78,0.62,0.287,28,892.0,-1.1,0.127,32.73,21.91,0.599,0.248,6,216.0,9.9,0.153,41.51,28.17,0.601,0.305,2,80.8,,,36.08,27.17,,,,,,,,,,
P1f0712d029,24,669.2,12.4,0.152,41.15,24.64,0.615,0.256,30,778.1,9.6,0.144,37.01,19.01,0.62,0.197,8,290.0,-0.4,0.139,35.75,20.73,0.592,0.258,33,1080.7,,,37.08,20.19,,,,,,,,,,
P4722b5d5ff,,,,,,,,,27,642.0,-11.3,0.053,19.01,11.5,0.55,0.132,,,,,,,,,,,,,,,,,,,,,,,,
P4ff3e30134,14,335.3,-4.8,0.055,17.93,7.09,0.438,0.134,31,806.3,-3.9,0.076,19.07,9.51,0.563,0.13,25,480.9,-17.4,0.056,18.49,8.24,0.434,0.14,,,,,,,,,,,,,,,,
P03ad9770c3,29,682.3,-3.3,0.107,29.7,18.89,0.575,0.223,,,,,,,,,28,550.8,-2.3,0.096,28.17,19.67,0.603,0.199,29,786.4,,,25.18,16.3,,,,,,,,,,
Pdd324c8c3a,,,,,,,,,11,256.2,9.0,0.133,35.13,19.67,0.637,0.201,17,350.3,8.9,0.11,30.32,17.78,0.691,0.183,,,,,,,,,,,,,,,,
Pcfa1d05a1c,33,1183.8,-2.7,0.132,32.57,21.17,0.571,0.255,24,919.9,6.8,0.144,34.59,24.54,0.607,0.267,,,,,,,,,,,,,,,,,,,,,,,,
Pe0ef621774,1,5.3,-112.9,-0.042,13.54,20.31,0.5,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfb1f04f295,28,1011.9,3.5,0.133,33.41,22.91,0.584,0.267,26,548.4,5.2,0.105,27.64,18.12,0.548,0.235,,,,,,,,,,,,,,,,,,,,,,,,
P0326e23b0d,17,489.1,7.5,0.16,42.18,23.63,0.728,0.207,10,299.3,-11.3,0.196,40.9,27.19,0.726,0.263,,,,,,,,,,,,,,,,,,,,,,,,
P030ee18cdd,30,911.4,6.6,0.078,25.24,18.01,0.552,0.203,20,600.4,-12.6,0.091,25.25,17.45,0.556,0.214,,,,,,,,,,,,,,,,,,,,,,,,
Pf54b3f87be,30,491.3,-6.1,0.065,17.88,10.63,0.55,0.131,15,165.3,-6.5,0.066,19.38,10.67,0.541,0.13,,,,,,,,,,,,,,,,,,,,,,,,
P300c3416e0,16,191.9,-6.1,0.062,26.64,16.89,0.495,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdd3a369707,28,571.4,14.0,0.097,24.57,13.86,0.701,0.134,29,668.9,6.9,0.089,21.96,12.38,0.688,0.125,33,768.7,2.4,0.08,21.07,13.35,0.718,0.127,,,,,,,,,,,,,,,,
P969b4447cc,30,874.2,0.2,0.102,27.18,18.08,0.547,0.232,28,625.4,2.2,0.11,28.84,19.28,0.59,0.237,32,949.5,6.2,0.129,32.45,23.58,0.594,0.263,29,927.2,,,30.71,21.43,,,,,,,,,,
P621ab8f1c3,36,1226.0,-4.3,0.101,26.19,18.68,0.581,0.223,23,832.3,5.8,0.099,28.42,20.98,0.576,0.251,,,,,,,,,,,,,,,,,,,,,,,,
Pe225c37146,18,615.8,17.3,0.125,35.19,21.69,0.584,0.245,,,,,,,,,7,261.7,-3.5,0.112,36.86,24.21,0.557,0.297,24,773.5,,,28.85,17.03,,,,,,,,,,
Pe3d286e6c8,,,,,,,,,4,143.7,-2.2,0.062,20.54,14.03,0.536,0.175,31,941.9,6.2,0.093,26.33,18.42,0.617,0.193,,,,,,,,,31,1119.9,,,25.81,17.23,,
Pb149e1d8c2,7,235.2,5.6,0.171,40.56,25.86,0.576,0.278,14,443.8,-0.1,0.124,33.01,21.41,0.554,0.271,2,69.7,9.3,0.238,41.85,30.48,0.566,0.362,,,,,,,,,,,,,,,,
Pdda2ebeb84,24,607.9,-0.7,0.094,24.4,17.47,0.596,0.191,27,597.8,-2.0,0.103,24.93,16.38,0.598,0.192,,,,,,,,,,,,,,,,,,,,,,,,
P48772fff87,,,,,,,,,29,644.9,-6.4,0.138,33.32,21.55,0.644,0.242,24,417.9,3.8,0.129,35.83,23.09,0.64,0.245,,,,,,,,,,,,,,,,
P44ea7b86af,13,383.2,2.8,0.116,31.1,19.82,0.522,0.247,22,746.1,6.3,0.133,33.44,23.88,0.624,0.267,34,1130.9,4.8,0.119,31.8,21.52,0.63,0.249,27,815.8,,,31.55,20.12,,,,,,,,,,
P152905cef4,23,547.0,7.4,0.081,26.06,17.37,0.534,0.205,28,604.0,2.1,0.095,27.48,17.82,0.591,0.194,8,231.4,1.1,0.104,31.42,20.85,0.552,0.25,22,561.2,,,31.43,23.35,,,,,,,,,,
Pe728a39ea0,10,317.5,0.9,0.142,40.36,21.54,0.542,0.256,8,229.5,8.1,0.147,35.76,18.51,0.62,0.224,,,,,,,,,,,,,,,,,,,,,,,,
Pa8621489c8,18,408.4,8.1,0.12,32.79,17.9,0.521,0.219,,,,,,,,,26,788.0,-3.3,0.16,39.89,21.43,0.587,0.249,,,,,,,,,,,,,,,,
P027da49c30,,,,,,,,,,,,,,,,,21,457.6,18.0,0.099,27.93,20.69,0.645,0.212,16,367.8,-8.3,0.068,23.98,16.25,0.545,0.193,,,,,,,,
P983ac07ff1,25,481.0,-2.2,0.036,14.45,9.28,0.54,0.105,26,546.0,-8.9,0.015,11.21,7.32,0.517,0.098,,,,,,,,,,,,,,,,,,,,,,,,
P0843caad4a,15,522.4,-5.1,0.101,29.29,20.26,0.567,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P21808403e2,22,266.5,14.4,0.061,19.32,12.56,0.449,0.157,17,242.0,5.8,0.075,21.13,16.66,0.527,0.193,27,534.4,-2.7,0.091,25.26,16.98,0.516,0.221,7,91.3,,,22.47,15.77,,,,,,,,,,
P2bdd03741b,,,,,,,,,,,,,,,,,2,36.0,-1.5,0.108,28.01,17.01,0.708,0.182,8,218.9,-2.0,0.101,22.2,12.33,0.546,0.164,,,,,,,,
Pa99e47f62c,34,891.4,-0.4,0.091,24.23,15.27,0.573,0.179,30,1063.9,4.4,0.098,26.46,17.22,0.602,0.188,33,1227.1,-0.1,0.115,30.63,22.06,0.579,0.259,31,1060.8,,,27.96,19.31,,,,,,,,,,
P3d136e77bf,34,1189.8,-1.9,0.117,29.5,18.61,0.638,0.197,32,985.6,-6.4,0.094,25.53,17.09,0.637,0.202,5,101.9,-20.0,0.137,33.21,19.08,0.562,0.267,32,1120.0,,,31.47,18.84,,,,,,,,,,
P3ffd955342,34,1292.5,3.2,0.102,29.89,20.61,0.536,0.229,27,933.4,1.4,0.107,30.7,22.33,0.612,0.229,19,637.2,-17.4,0.099,25.88,17.06,0.575,0.201,,,,,,,,,,,,,,,,
Pa09bdf4e64,31,610.0,6.7,0.1,27.56,18.41,0.59,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P26d0fde68c,31,580.4,1.7,0.099,27.66,16.68,0.638,0.193,32,758.1,2.8,0.095,24.46,14.06,0.675,0.154,27,641.2,-9.0,0.081,23.58,14.15,0.628,0.16,,,,,,,,,,,,,,,,
P90d6ceb081,32,974.7,-4.2,0.111,27.85,16.4,0.559,0.218,9,175.8,-6.9,0.056,18.23,9.63,0.532,0.126,,,,,,,,,,,,,,,,,,,,,,,,
P87ada0d006,1,23.7,0.0,0.205,45.54,37.95,1.015,0.279,2,60.9,0.7,0.136,39.0,24.23,0.59,0.27,,,,,,,,,,,,,,,,,,,,,,,,
Pbfadf35dca,1,25.9,25.4,0.091,23.6,18.05,0.523,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P02bad696ed,32,776.4,-0.3,0.113,30.19,18.83,0.536,0.24,29,562.5,1.3,0.095,26.31,14.4,0.541,0.179,34,695.4,3.2,0.144,37.28,21.07,0.546,0.244,15,382.1,,,36.18,20.92,,,,,,,,,,
Pb1d56c9c96,27,828.5,2.1,0.053,20.9,13.73,0.5,0.182,30,611.3,-4.0,0.038,16.9,11.43,0.537,0.146,,,,,,,,,,,,,,,,,,,,,,,,
Pc624860c4a,7,192.3,-11.1,0.07,24.9,15.72,0.514,0.194,,,,,,,,,,,,,,,,,22,673.5,,,26.73,17.0,,,,,,,,,,
P9cb019ad12,9,257.4,-10.0,0.065,21.54,9.65,0.452,0.15,18,354.8,3.1,0.064,21.51,13.29,0.542,0.168,,,,,,,,,,,,,,,,,,,,,,,,
P90b2305671,19,508.6,6.7,0.104,31.07,20.1,0.573,0.23,24,726.3,5.3,0.11,33.41,22.55,0.61,0.236,1,33.6,19.4,0.161,37.48,27.84,0.644,0.286,,,,,,,,,,,,,,,,
P884d72cac4,28,760.0,3.1,0.153,37.8,22.97,0.652,0.23,13,275.9,1.1,0.155,37.85,22.58,0.673,0.225,,,,,,,,,,,,,,,,,,,,,,,,
P392363bcf2,8,276.9,6.6,0.157,40.05,23.41,0.565,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa090759337,7,222.2,-7.3,0.131,34.84,24.3,0.645,0.283,24,597.1,-3.0,0.124,34.97,25.5,0.64,0.289,,,,,,,,,23,636.4,,,28.85,16.46,,,,,,,,,,
Pba698d642d,,,,,,,,,2,41.9,-4.2,0.169,39.57,28.39,0.641,0.314,,,,,,,,,,,,,,,,,,,,,,,,
Pb4df715600,17,534.6,4.9,0.089,24.31,16.63,0.591,0.191,25,858.8,-4.7,0.11,28.55,19.24,0.601,0.226,32,915.5,-9.7,0.11,26.62,16.55,0.606,0.194,,,,,,,,,,,,,,,,
P82dc635a40,3,85.5,-17.6,0.093,31.59,23.17,0.536,0.291,27,807.7,-1.7,0.105,30.17,20.06,0.553,0.25,14,458.2,5.2,0.116,31.43,20.66,0.584,0.237,2,60.7,,,39.16,26.7,,,,,,,,,,
P9161b1752d,9,222.9,-1.0,0.095,25.19,15.18,0.602,0.193,,,,,,,,,25,659.5,8.6,0.106,28.06,15.12,0.583,0.176,25,800.7,,,33.32,21.99,,,,,,,,,,
Pcc9fe4d64c,29,636.4,-1.8,0.103,28.91,10.97,0.565,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paa313fca48,12,131.0,-3.3,0.049,17.59,9.89,0.417,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3692b72eac,25,920.2,-4.3,0.1,28.52,20.66,0.553,0.253,32,929.8,-9.1,0.085,23.39,16.84,0.567,0.206,6,204.9,0.1,0.097,26.88,19.5,0.625,0.203,32,921.8,,,27.1,18.98,,,,,,,,,,
P479c1cba2f,28,725.0,8.1,0.131,34.61,21.85,0.72,0.196,28,719.0,10.3,0.16,36.75,20.98,0.741,0.198,8,242.9,-5.6,0.139,38.09,24.16,0.652,0.252,1,33.5,,,39.72,22.54,,,,,,,,,,
Pee12c1b431,,,,,,,,,2,54.9,39.6,0.158,39.34,31.47,0.595,0.328,28,856.5,1.9,0.118,34.09,25.6,0.58,0.287,,,,,,,,,31,764.9,,,32.38,23.3,,
P18f1dedfcb,11,269.1,1.5,0.071,26.89,20.07,0.508,0.264,,,,,,,,,15,321.9,-10.1,0.06,22.14,16.33,0.523,0.21,,,,,,,,,,,,,,,,
P4230b28232,30,553.0,0.5,0.095,25.26,13.67,0.499,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48e5247a2d,22,746.8,4.2,0.149,33.94,22.18,0.65,0.221,19,622.7,0.9,0.125,30.01,18.56,0.632,0.197,20,649.0,-3.5,0.128,30.45,21.13,0.639,0.213,8,269.9,,,33.75,26.41,,,,,,,,,,
P5480a34012,1,31.6,28.2,0.185,38.68,28.44,0.766,0.25,4,123.5,-9.9,0.127,31.77,21.28,0.766,0.209,,,,,,,,,,,,,,,,,,,,,,,,
Pac3967f922,31,647.0,-2.1,0.102,29.83,17.42,0.71,0.18,12,144.8,-4.9,0.049,26.36,16.66,0.64,0.199,32,814.8,-2.3,0.111,28.37,16.39,0.672,0.183,,,,,,,,,,,,,,,,
Pba95727095,3,100.1,24.9,0.143,28.41,15.1,0.772,0.137,1,37.2,-24.1,0.109,28.06,7.74,0.571,0.096,,,,,,,,,,,,,,,,,,,,,,,,
Pac178f1473,15,501.9,-0.5,0.09,25.03,18.43,0.611,0.187,17,537.3,-5.5,0.087,25.26,16.48,0.595,0.171,31,881.9,2.3,0.094,25.55,16.41,0.632,0.169,,,,,,,,,,,,,,,,
P9badd97dfe,29,894.9,1.2,0.106,24.94,12.51,0.574,0.166,31,800.2,-0.4,0.108,24.97,10.53,0.612,0.127,,,,,,,,,,,,,,,,,,,,,,,,
P0c7e217388,7,100.2,-19.3,0.066,25.15,18.33,0.627,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3da5d3f3f2,31,811.4,1.3,0.072,21.25,11.67,0.546,0.151,27,578.6,-6.5,0.055,17.42,10.39,0.52,0.141,,,,,,,,,,,,,,,,,,,,,,,,
P72f09d9c22,29,724.5,1.2,0.094,22.96,8.94,0.64,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7dcdc4ccdd,1,30.4,3.8,0.033,24.83,10.64,0.362,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf75780948d,2,33.6,-13.0,0.054,25.73,21.44,0.542,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4583d7bf3c,31,1003.1,4.7,0.113,30.69,17.8,0.519,0.222,4,141.5,-7.3,0.114,32.83,20.1,0.502,0.261,,,,,,,,,14,357.1,,,34.58,20.67,,,,,,,,,,
Paf9449af91,31,984.0,6.3,0.087,23.34,15.88,0.597,0.166,33,840.4,4.9,0.08,22.75,15.34,0.629,0.156,11,311.4,-1.9,0.078,24.17,16.07,0.561,0.179,29,675.8,,,19.44,12.89,,,,,,,,,,
P5fdfb73e8f,,,,,,,,,4,23.9,5.5,0.017,22.59,12.05,0.308,0.21,,,,,,,,,,,,,,,,,17,287.6,,,25.41,17.53,,
