pid,rsci_top100,rsci_rank,rsci_n_ranked,rsci_n_services,rsci_frac_ranked,rsci_best,rsci_worst,rsci_range,rsci_std,rsci_total_norm,rsci_chg,rsci_avg,rsci_dev,hs_height_in,hs_pos_code,hs_to_nba,hs_prep_5th,hs_years_to_draft
Pd10e0b97d9,1,26,4,4,1.0,22.0,41.0,19.0,7.58,0.7136,43.0,33.0,8.5,79,3,0,0,3
P523c7506e7,1,29,4,4,1.0,18.0,50.0,32.0,11.67,0.6784,0.0,35.0,16.1,83,5,0,0,1
P473649a3ff,1,33,4,4,1.0,22.0,72.0,50.0,20.44,0.6457,-8.0,40.0,27.5,75,1.5,0,0,1
P5f9ce00466,1,34,4,4,1.0,26.0,69.0,43.0,16.92,0.608,2.0,31.0,5.6,73,1,0,0,2
P7070c905f3,1,42,3,4,0.75,14.0,44.0,30.0,12.68,0.5603,-27.0,,,75,1,0,0,1
Pd8381f9e2c,1,81,1,4,0.25,20.0,20.0,0.0,,0.2035,0.0,,,86,5,0,0,3
P5fe334203a,1,94,4,4,1.0,72.0,97.0,25.0,10.21,0.1156,-5.0,95.0,2.1,78,3,0,0,3
P5699f03b57,1,98,2,4,0.5,61.0,100.0,39.0,19.5,0.103,0.0,,,79,4,0,0,2
P3d8ccdb639,1,1,4,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81,3,0,0,1
P12ee990c18,1,2,4,4,1.0,2.0,2.0,0.0,0.0,0.99,1.0,2.0,0.0,80,3,0,0,1
Pf3b62cae3c,1,3,4,4,1.0,3.0,4.0,1.0,0.43,0.9775,-1.0,3.0,0.6,77,1,0,0,1
P4e09db2338,1,4,4,4,1.0,3.0,5.0,2.0,0.71,0.97,2.0,4.0,1.0,76,3,0,0,1
P3ee6bf444e,1,5,4,4,1.0,5.0,7.0,2.0,0.83,0.9525,-1.0,6.0,0.6,78,2,0,0,1
P7c5fe0ebd3,1,8,4,4,1.0,5.0,16.0,11.0,4.03,0.915,-1.0,10.0,4.4,81,5,0,0,2
Padf63a93ad,1,10,4,4,1.0,9.0,16.0,7.0,2.86,0.8875,2.0,12.0,3.8,79,3,0,0,1
P9b4a07a3b9,1,11,4,4,1.0,11.0,15.0,4.0,1.48,0.8775,-4.0,13.0,1.5,77,2,0,0,1
Pcb16689c6c,1,11,4,4,1.0,11.0,18.0,7.0,2.77,0.8775,1.0,13.0,3.5,81,4,0,0,1
P15b8c13058,1,14,4,4,1.0,8.0,24.0,16.0,5.97,0.8575,1.0,15.0,4.5,81,5,0,0,1
P07268bf0e1,1,14,4,4,1.0,9.0,18.0,9.0,3.63,0.8575,4.0,15.0,4.9,77,2,0,0,1
P2086e31fc5,1,16,4,4,1.0,13.0,25.0,12.0,5.07,0.8475,1.0,16.0,0.6,79,3,0,0,2
P0c63cafc6d,1,19,4,4,1.0,12.0,28.0,16.0,5.66,0.81,-1.0,20.0,4.6,78,3,0,0,2
Pf4e651b50c,1,20,4,4,1.0,13.0,29.0,16.0,6.22,0.7925,-6.0,22.0,5.1,80,4,0,0,1
P9a9f9fa8f1,1,69,2,3,0.667,56.0,57.0,1.0,0.5,0.2967,-22.0,,,74,1,0,0,0
P679974836f,1,31,4,4,1.0,24.0,40.0,16.0,5.89,0.675,4.0,34.0,6.4,75,1,0,0,1
P81fe4dcd33,1,32,4,4,1.0,30.0,37.0,7.0,2.86,0.6725,2.0,34.0,3.6,74,1,0,0,2
P3f654a33fe,1,40,4,4,1.0,29.0,56.0,27.0,10.78,0.565,12.0,45.0,8.5,81,5,0,0,1
Pb9eccb67f7,1,51,2,4,0.5,4.0,9.0,5.0,2.5,0.4725,-14.0,,,86,5,0,0,1
Pd8f68848a0,1,78,1,4,0.25,16.0,16.0,0.0,,0.2125,3.0,,,76,1.5,0,0,1
P8db9055dd7,1,1,4,4,1.0,1.0,2.0,1.0,0.43,1.0,0.0,1.0,0.6,81,3,0,0,1
P865ed42223,1,2,4,4,1.0,1.0,3.0,2.0,0.83,0.99,-1.0,2.0,1.0,77,2,0,0,1
Paae5adeebf,1,3,4,4,1.0,2.0,4.0,2.0,0.71,0.9825,-2.0,3.0,0.6,81,4,0,0,1
P9ac54b5d6d,1,4,4,4,1.0,2.0,4.0,2.0,0.87,0.9774,-3.0,4.0,0.0,81,4,0,0,1
Pbbefe0eca9,1,5,4,4,1.0,5.0,8.0,3.0,1.3,0.9549,-4.0,6.0,1.7,81,4,0,0,1
Pdf653f9244,1,6,4,4,1.0,6.0,7.0,1.0,0.43,0.9499,7.0,6.0,0.6,82,4,0,0,1
P8e7fe9e7e9,1,7,4,4,1.0,6.0,14.0,8.0,2.96,0.9173,-6.0,10.0,2.0,75,1,0,0,1
Pf02a0c42ed,1,8,4,4,1.0,8.0,11.0,3.0,1.09,0.9148,-7.0,10.0,1.5,80,4,0,0,1
P3dfb31f267,1,9,4,4,1.0,8.0,14.0,6.0,2.38,0.9048,5.0,11.0,2.5,76,2,0,0,1
P36ce80df8e,1,10,4,4,1.0,5.0,21.0,16.0,6.22,0.8972,-9.0,12.0,4.2,75,1,0,0,1
Pd88150bb39,1,12,4,4,1.0,7.0,23.0,16.0,5.89,0.8772,-11.0,14.0,3.1,76,1,0,0,1
P0d5beb0152,1,15,4,4,1.0,13.0,22.0,9.0,3.7,0.8195,7.0,19.0,1.2,75,1,0,0,1
P0fc299eb1c,1,73,1,4,0.25,9.0,9.0,0.0,,0.2306,0.0,,,80,4,0,0,1
