pid,rsci_top100,rsci_rank,rsci_n_ranked,rsci_n_services,rsci_frac_ranked,rsci_best,rsci_worst,rsci_range,rsci_std,rsci_total_norm,rsci_chg,rsci_avg,rsci_dev,hs_height_in,hs_pos_code,hs_to_nba,hs_prep_5th,hs_years_to_draft
Pe09c2486c8,1,1,4,4,1.0,1.0,2.0,1.0,0.43,1.0,0.0,,,80,4,1,0,4
P780ecd00c5,1,4,4,4,1.0,5.0,6.0,1.0,0.5,0.9574,0.0,,,83,5,0,0,4
Pb9c8134dba,1,5,4,4,1.0,4.0,11.0,7.0,2.86,0.9499,0.0,,,80,5,0,0,2
P180bfe573f,1,9,4,4,1.0,8.0,14.0,6.0,2.6,0.9173,-1.0,,,77,3,0,0,2
P70ecb2ee9d,1,11,4,4,1.0,10.0,20.0,10.0,4.06,0.8822,-1.0,,,78,3,0,0,4
Pd2dc1d3e0e,1,12,4,4,1.0,9.0,18.0,9.0,3.35,0.8672,0.0,,,80,3,0,0,4
Pe4182c4c9a,1,13,4,4,1.0,9.0,21.0,12.0,5.07,0.8496,3.0,,,80,3,0,0,2
Pf596e595fa,1,19,4,4,1.0,14.0,36.0,22.0,8.44,0.7945,1.0,,,74,1,0,0,2
Pb74259d44e,1,21,4,4,1.0,12.0,30.0,18.0,7.0,0.782,-2.0,,,75,1,0,0,4
P6d3c0c239e,1,26,4,4,1.0,19.0,46.0,27.0,9.72,0.6717,6.0,,,78,3,0,0,3
P8b719e2981,1,29,3,4,0.75,10.0,17.0,7.0,3.09,0.6516,1.0,,,71,1,0,1,2
Pdcd864f0fb,1,33,4,4,1.0,21.0,58.0,37.0,14.43,0.6266,2.0,,,79,3,0,0,3
Pc1693478f0,1,67,3,7,0.429,29.0,37.0,8.0,3.56,0.3031,0.0,,,79,3,0,1,4
P2cb7a6fa13,1,70,3,7,0.429,32.0,39.0,7.0,3.09,0.284,2.0,,,76,2,0,1,4
Pdacee2a50f,1,37,4,4,1.0,36.0,47.0,11.0,4.39,0.6065,-1.0,,,79,3,0,0,4
P842a2f3c2e,1,46,4,4,1.0,27.0,69.0,42.0,17.8,0.5088,12.0,,,81,4,0,0,3
P540f972282,1,54,4,4,1.0,33.0,90.0,57.0,20.69,0.406,0.0,,,76,2,0,0,4
P3514cc9b35,1,54,4,4,1.0,53.0,71.0,18.0,7.43,0.406,-1.0,,,79,3,0,0,4
P830efff813,1,58,2,4,0.5,13.0,34.0,21.0,10.5,0.3885,17.0,,,81,4,0,0,4
P1f7c85948b,1,66,3,4,0.75,37.0,82.0,45.0,18.55,0.2982,-6.0,,,83,5,0,0,2
P08c56d3590,1,71,4,4,1.0,36.0,100.0,64.0,25.39,0.2456,0.0,,,80,4,0,0,5
Pd073d30524,1,72,3,4,0.75,63.0,78.0,15.0,6.65,0.2431,1.0,,,81,5,0,0,5
P2225ba1e79,1,75,1,4,0.25,8.0,8.0,0.0,,0.2331,0.0,,,83,4,0,1,2
P47eee57e35,1,80,3,4,0.75,66.0,80.0,14.0,5.89,0.203,-2.0,,,80,,0,0,4
P33c766f164,1,82,3,4,0.75,67.0,84.0,17.0,6.94,0.1905,0.0,,,78,3,0,0,4
Pd4f1d19d77,1,87,3,4,0.75,57.0,90.0,33.0,14.9,0.1729,-2.0,,,79,3,0,0,4
P8df0a8788c,1,1,7,7,1.0,1.0,10.0,9.0,2.82,1.0,1.0,,,79,4,0,0,1
P3a913af04c,1,2,7,7,1.0,1.0,18.0,17.0,5.51,0.9824,-1.0,,,76,2,0,0,4
P1bd862cc0f,1,4,7,7,1.0,3.0,13.0,10.0,3.54,0.9488,1.0,,,76,2,0,0,2
P2abf5d1b69,1,8,7,7,1.0,7.0,29.0,22.0,6.83,0.9034,0.0,,,81,4,0,0,3
P47846f7398,1,10,7,7,1.0,5.0,17.0,12.0,4.3,0.899,0.0,,,80,3,0,0,4
P868c4004ba,1,11,7,7,1.0,4.0,33.0,29.0,9.51,0.8931,0.0,,,78,3,0,0,5
Pf65d71b77e,1,13,7,7,1.0,3.0,31.0,28.0,8.38,0.877,2.0,,,74,2,0,0,2
P854c694553,1,14,7,7,1.0,6.0,35.0,29.0,10.43,0.8594,2.0,,,77,,0,0,2
Pdaa5dc2ffe,1,17,6,7,0.857,1.0,13.0,12.0,5.18,0.836,1.0,,,81,3,0,1,1
Pc441e97a64,1,20,7,7,1.0,8.0,52.0,44.0,13.09,0.795,0.0,,,82,4,0,0,4
P979bc77e15,1,21,7,7,1.0,11.0,51.0,40.0,12.55,0.7687,0.0,,,81,,0,0,3
Pced63c164c,1,22,7,7,1.0,2.0,61.0,59.0,18.73,0.7613,0.0,,,81,4,0,0,4
P704a5fd478,1,25,7,7,1.0,6.0,47.0,41.0,13.13,0.7511,0.0,,,78,3,0,0,2
P1199724869,1,26,7,7,1.0,6.0,55.0,49.0,14.78,0.7423,-3.0,,,78,3,0,0,3
Pb3ff680bd6,1,27,7,7,1.0,17.0,40.0,23.0,8.25,0.7291,0.0,,,79,,0,0,3
Pfcc31e3705,1,29,7,7,1.0,23.0,50.0,27.0,8.6,0.7233,-4.0,,,83,5,0,0,2
P71d533551f,1,34,7,7,1.0,10.0,91.0,81.0,25.9,0.6471,0.0,,,78,,0,0,3
P675a30c147,1,36,7,7,1.0,15.0,64.0,49.0,16.76,0.5944,1.0,,,83,5,0,0,2
P4cd866005e,1,37,7,7,1.0,32.0,59.0,27.0,8.19,0.59,5.0,,,76,2,0,0,3
P624e80554f,1,38,7,7,1.0,32.0,54.0,22.0,8.71,0.5827,0.0,,,81,4,0,0,4
Pace4fe8116,1,39,7,7,1.0,21.0,62.0,41.0,12.41,0.5681,0.0,,,77,2,0,0,4
P78dd3f3917,1,40,7,7,1.0,30.0,70.0,40.0,12.9,0.5403,0.0,,,78,3,0,0,4
P39c99a28df,1,42,7,7,1.0,32.0,79.0,47.0,13.57,0.5271,-1.0,,,75,1,0,0,3
P4d044e6517,1,46,6,7,0.857,11.0,70.0,59.0,21.54,0.489,5.0,,,76,,0,1,1
P62fd3b7dd9,1,55,5,7,0.714,18.0,83.0,65.0,22.85,0.3968,-1.0,,,75,,0,0,4
P27d4bedf9b,1,57,6,7,0.857,37.0,94.0,57.0,19.81,0.3572,11.0,,,77,1,0,0,5
P002581103b,1,59,7,7,1.0,41.0,84.0,43.0,16.69,0.3499,-1.0,,,75,1,0,0,2
P01fc763e95,1,47,2,4,0.5,8.0,9.0,1.0,0.5,0.466,30.0,,,78,3,0,1,2
P7feaaeffcb,1,62,6,7,0.857,41.0,91.0,50.0,18.52,0.3353,-2.0,,,75,1,0,0,4
P792efcc523,1,63,6,7,0.857,35.0,82.0,47.0,17.91,0.3294,-1.0,,,83,4,0,0,3
Pae24459193,1,69,5,7,0.714,36.0,89.0,53.0,22.46,0.2914,2.0,,,78,3,0,0,4
Pac419c235c,1,77,4,7,0.571,42.0,87.0,45.0,18.61,0.2225,4.0,,,80,4,0,1,2
P85bb3eb8b9,1,84,4,7,0.571,63.0,88.0,25.0,10.16,0.1786,3.0,,,79,3,0,0,4
Pa2e0858910,1,96,3,7,0.429,31.0,96.0,65.0,30.18,0.1201,-1.0,,,75,2,0,0,4
P07655923d4,1,99,4,7,0.571,65.0,100.0,35.0,14.82,0.1113,-3.0,,,75,2,0,0,2
Paf6a9c1c9e,1,1,4,4,1.0,1.0,3.0,2.0,0.83,1.0,8.0,,,80,,0,0,1
Peca9b04dbf,1,2,4,4,1.0,1.0,5.0,4.0,1.5,0.9924,-1.0,,,80,4,0,0,1
P70be92ee2a,1,3,4,4,1.0,2.0,5.0,3.0,1.12,0.9824,3.0,,,81,,1,0,0
P4da2c7e178,1,4,4,4,1.0,1.0,7.0,6.0,2.17,0.9798,-2.0,,,79,3,0,0,1
Pd51bbef7c1,1,5,4,4,1.0,4.0,8.0,4.0,1.58,0.9572,-2.0,,,75,1,0,0,2
P22993a7ac8,1,6,4,4,1.0,4.0,9.0,5.0,1.8,0.9521,-2.0,,,77,2,1,0,0
Pb3e080e381,1,6,4,4,1.0,3.0,10.0,7.0,2.5,0.9521,1.0,,,73,1,0,0,4
P33f86fa27f,1,94,3,6,0.5,63.0,88.0,25.0,10.42,0.1361,0.0,,,81,4,0,0,2
P15657a7054,1,11,4,4,1.0,9.0,16.0,7.0,2.86,0.8892,4.0,,,80,,0,0,6
Pc0571f7238,1,11,4,4,1.0,11.0,15.0,4.0,1.79,0.8892,-1.0,,,73,1,0,0,1
P0a2d28a2d0,1,14,4,4,1.0,12.0,17.0,5.0,1.92,0.864,0.0,,,81,5,0,0,1
P23c2e6b3e7,1,15,4,4,1.0,6.0,20.0,14.0,5.67,0.8589,-3.0,,,69,1,0,0,4
P8438cd9418,1,22,4,4,1.0,24.0,26.0,2.0,0.83,0.7683,1.0,,,79,,0,0,4
P3d9db1cda1,1,23,4,4,1.0,20.0,31.0,11.0,4.03,0.7506,-2.0,,,81,5,0,0,2
P1378011126,1,25,4,4,1.0,23.0,34.0,11.0,4.82,0.728,6.0,,,77,,0,0,5
P9ba3c3f8a6,1,29,4,4,1.0,30.0,62.0,32.0,13.22,0.6196,-1.0,,,76,2,0,0,6
P3d283763c2,1,34,4,4,1.0,40.0,51.0,11.0,4.06,0.5642,8.0,,,80,4,0,0,3
P2611750e05,1,36,4,4,1.0,23.0,77.0,54.0,22.79,0.5264,37.0,,,80,4,0,0,6
Pddd42c77c5,1,41,4,4,1.0,46.0,69.0,23.0,9.2,0.4811,-2.0,,,83,5,0,0,4
P80665441e6,1,66,2,4,0.5,20.0,54.0,34.0,17.0,0.3224,21.0,,,80,4,0,1,4
P46af6c0052,1,67,2,4,0.5,33.0,44.0,11.0,5.5,0.3149,-5.0,,,78,3,0,1,4
P3c6c730bf2,1,68,4,4,1.0,53.0,100.0,47.0,18.75,0.2922,-25.0,,,74,1,0,0,3
Pe88af25410,1,1,6,6,1.0,1.0,6.0,5.0,1.86,1.0,0.0,,,82,5,1,0,0
Pa08cb88c9e,1,3,6,6,1.0,1.0,5.0,4.0,1.21,0.9899,-1.0,,,75,,0,0,1
Pc7c312fdc1,1,4,6,6,1.0,4.0,6.0,2.0,0.94,0.9714,1.0,,,84,5,1,0,0
P3f83cdea39,1,6,6,6,1.0,2.0,14.0,12.0,4.38,0.9445,5.0,,,82,,1,0,0
P959d20dcac,1,7,6,6,1.0,3.0,14.0,11.0,3.27,0.9378,-1.0,,,77,,0,0,4
P0fd2ff4395,1,8,6,6,1.0,4.0,20.0,16.0,5.18,0.9261,-1.0,,,83,5,1,0,0
P42e64d32a8,1,9,6,6,1.0,6.0,19.0,13.0,4.03,0.9109,1.0,,,82,4,0,0,2
Pe68742d859,1,10,6,6,1.0,8.0,20.0,12.0,4.07,0.9042,-1.0,,,80,4,0,0,4
P3dd4b68d3d,1,13,6,6,1.0,11.0,19.0,8.0,3.09,0.8639,2.0,,,83,5,0,0,3
Paaef13df6e,1,13,6,6,1.0,7.0,43.0,36.0,12.83,0.8639,-5.0,,,73,1,0,0,2
P403a83bdf0,1,15,6,6,1.0,8.0,28.0,20.0,6.76,0.8571,-2.0,,,72,1,0,0,4
P78473875c4,1,16,6,6,1.0,14.0,22.0,8.0,3.18,0.8454,-2.0,,,72,1,0,0,2
P0efa2b4f7d,1,17,6,6,1.0,10.0,26.0,16.0,5.93,0.8303,2.0,,,70,1,0,0,2
P6292223fd6,1,18,6,6,1.0,12.0,26.0,14.0,4.73,0.8269,-1.0,,,77,,0,0,3
P2815fbec81,1,19,6,6,1.0,13.0,24.0,11.0,3.68,0.8202,1.0,,,76,,0,0,5
P8c537f5a4d,1,20,6,6,1.0,15.0,30.0,15.0,4.89,0.8134,1.0,,,81,4,0,0,4
P51a666d7f5,1,22,5,6,0.833,10.0,17.0,7.0,2.76,0.7311,7.0,,,79,3,0,1,5
P71645345d7,1,23,6,6,1.0,23.0,35.0,12.0,4.06,0.7277,-1.0,,,82,5,0,0,1
P2b78092e41,1,28,6,6,1.0,25.0,40.0,15.0,5.19,0.6891,-2.0,,,78,2,0,0,4
Pdb057d444b,1,29,6,6,1.0,29.0,47.0,18.0,5.9,0.6739,-6.0,,,75,2,0,0,4
Pd650e439a2,1,30,6,6,1.0,22.0,48.0,26.0,8.94,0.6689,5.0,,,78,,0,0,4
P17786d3599,1,32,6,6,1.0,19.0,61.0,42.0,14.92,0.637,9.0,,,80,4,0,0,4
Pc378586c43,1,32,6,6,1.0,34.0,44.0,10.0,3.18,0.637,6.0,,,75,,0,0,4
P83f12f36b1,1,34,6,6,1.0,25.0,52.0,27.0,10.4,0.6303,-7.0,,,82,,0,0,4
Peb2d46202e,1,40,6,6,1.0,32.0,71.0,39.0,13.22,0.5832,7.0,,,73,1,0,0,4
Pec20f0f060,1,41,6,6,1.0,33.0,61.0,28.0,10.25,0.563,-1.0,,,73,,0,0,3
Pf1999192da,1,46,6,6,1.0,25.0,80.0,55.0,16.14,0.521,12.0,,,78,,0,0,4
P3928bad8a7,1,53,6,6,1.0,40.0,79.0,39.0,12.41,0.4134,29.0,,,70,1,0,0,4
P7363f8a8b4,1,62,6,6,1.0,51.0,83.0,32.0,11.9,0.363,-1.0,,,78,3,0,0,5
P023105521e,1,65,6,6,1.0,46.0,95.0,49.0,16.96,0.3227,-1.0,,,81,4,0,0,4
P13a7a5112c,1,69,5,6,0.833,59.0,81.0,22.0,7.65,0.284,-8.0,,,72,,0,0,4
P5104e01e75,1,84,5,6,0.833,68.0,88.0,20.0,7.93,0.1782,-5.0,,,77,,0,0,4
Pbb4d6101de,1,87,5,6,0.833,63.0,92.0,29.0,10.03,0.1613,4.0,,,81,5,0,0,4
P42d0d6de9a,1,87,4,6,0.667,67.0,99.0,32.0,13.11,0.1613,-7.0,,,82,5,0,0,4
P1605b30cec,1,91,3,6,0.5,55.0,94.0,39.0,16.06,0.1412,0.0,,,76,2,0,0,6
Pfb5ad97400,1,99,3,6,0.5,77.0,87.0,10.0,4.19,0.0992,0.0,,,81,5,0,0,3
P6031807405,1,1,4,4,1.0,1.0,2.0,1.0,0.43,1.0,0.0,,,81,5,1,0,0
Pae0e6be256,1,2,4,4,1.0,1.0,2.0,1.0,0.43,0.995,0.0,,,79,3,0,0,1
Pc047806c80,1,3,4,4,1.0,3.0,3.0,0.0,0.0,0.9825,0.0,,,73,1,0,0,3
P9f246cdbe1,1,4,4,4,1.0,4.0,8.0,4.0,1.48,0.9499,4.0,,,76,,0,0,3
Peab571b95d,1,5,4,4,1.0,4.0,13.0,9.0,3.34,0.9348,6.0,,,82,4,0,0,1
Pce8689cb8f,1,7,4,4,1.0,4.0,12.0,8.0,3.54,0.9323,-2.0,,,82,4,0,0,4
P8a3b7b6860,1,9,4,4,1.0,6.0,15.0,9.0,3.24,0.9123,6.0,,,80,,0,0,3
P14d000eef5,1,11,4,4,1.0,9.0,13.0,4.0,1.5,0.8972,1.0,,,76,2,0,0,4
P43e7adb565,1,12,4,4,1.0,9.0,15.0,6.0,2.18,0.8872,-5.0,,,75,2,0,0,3
Pc067530e3e,1,14,4,4,1.0,5.0,26.0,21.0,7.57,0.8672,-8.0,,,82,4,0,0,3
Pa68189cdce,1,16,4,4,1.0,16.0,22.0,6.0,2.38,0.8246,-7.0,,,74,1,0,0,3
Pf4d4553b6f,1,18,4,4,1.0,22.0,26.0,4.0,1.64,0.7794,0.0,,,79,2,0,0,3
P156589bd1a,1,19,4,4,1.0,16.0,38.0,22.0,8.46,0.7719,-2.0,,,71,1,0,0,4
Pac436e0a75,1,20,4,4,1.0,19.0,39.0,20.0,8.17,0.7544,8.0,,,76,2,0,0,4
P969f2b1c13,1,24,4,4,1.0,20.0,41.0,21.0,7.5,0.7168,-1.0,,,77,3,0,0,6
Pff029e3151,1,27,4,4,1.0,25.0,41.0,16.0,6.36,0.7018,25.0,,,78,3,0,0,2
P6f687d1dcc,1,31,4,4,1.0,23.0,50.0,27.0,9.6,0.6566,6.0,,,78,3,0,0,4
P6c71d953b6,1,33,4,4,1.0,18.0,69.0,51.0,19.56,0.6516,-4.0,,,79,3,0,0,3
Pf037b649bc,1,39,4,4,1.0,33.0,49.0,16.0,6.02,0.619,-8.0,,,74,,0,0,4
Pbe0a02c2fd,1,40,4,4,1.0,29.0,58.0,29.0,11.11,0.6115,-5.0,,,77,2,0,0,3
Pa24efaf8fd,1,49,4,8,0.5,16.0,53.0,37.0,14.91,0.4143,36.0,,,82,5,0,0,3
P8b388e1924,1,43,4,4,1.0,27.0,70.0,43.0,17.46,0.584,-5.0,,,73,1,0,0,3
Pa1953f4a95,1,45,4,4,1.0,36.0,59.0,23.0,10.12,0.5313,14.0,,,78,,0,0,4
Pa4dad52ff4,1,46,3,4,0.75,18.0,40.0,22.0,9.74,0.5213,-2.0,,,76,1,0,1,3
P5afd5b991d,1,48,4,4,1.0,38.0,56.0,18.0,6.98,0.5163,-5.0,,,76,1,0,0,3
Pcb4360a784,1,51,4,4,1.0,40.0,64.0,24.0,8.75,0.4912,6.0,,,81,5,0,0,3
Pdb7c6b10a9,1,54,4,4,1.0,38.0,70.0,32.0,11.5,0.4536,-13.0,,,76,2,0,0,4
Pf919ba1bb3,1,56,4,4,1.0,37.0,85.0,48.0,17.61,0.4211,4.0,,,75,1,0,0,4
P7781579610,1,57,4,4,1.0,45.0,69.0,24.0,8.85,0.416,-3.0,,,81,3,0,0,4
Pcd53db286a,1,58,4,4,1.0,58.0,64.0,6.0,2.17,0.4035,-2.0,,,79,3,0,0,5
P3765a7e186,1,60,4,4,1.0,40.0,71.0,31.0,12.79,0.3935,14.0,,,76,2,0,0,4
P09e349620c,1,64,4,4,1.0,47.0,86.0,39.0,16.04,0.3559,23.0,,,74,2,0,0,4
P311b5f6b41,1,71,3,4,0.75,57.0,67.0,10.0,4.11,0.2957,-4.0,,,79,3,0,1,3
P633e796e6a,1,75,3,4,0.75,49.0,89.0,40.0,16.39,0.2481,0.0,,,73,1,0,0,4
P2650c293bf,1,78,4,4,1.0,73.0,88.0,15.0,6.42,0.198,-9.0,,,82,5,0,0,4
P801bf131e6,1,86,4,4,1.0,83.0,90.0,7.0,2.69,0.1554,6.0,,,73,1,0,0,5
Pe4baee43bf,1,97,3,4,0.75,62.0,100.0,38.0,17.05,0.1128,-8.0,,,78,3,0,0,4
Pbc5a0470c9,1,1,7,8,0.875,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,79,3,1,0,0
P8abebd0da5,1,2,7,8,0.875,2.0,2.0,0.0,0.0,0.99,0.0,2.0,,80,3,0,0,1
P570dcb4282,1,3,7,8,0.875,3.0,8.0,5.0,1.75,0.9629,4.0,5.0,,75,2,0,0,3
P3dd5c6b05b,1,4,7,8,0.875,3.0,9.0,6.0,1.96,0.9614,-1.0,5.0,,82,4,1,0,0
Pd0fb9bca1b,1,5,7,8,0.875,4.0,14.0,10.0,3.14,0.9386,-1.0,7.0,,82,5,1,0,0
P5e4491e5c3,1,6,7,8,0.875,7.0,11.0,4.0,1.29,0.9143,3.0,10.0,,72,1,0,0,2
Pec84345bbc,1,9,7,8,0.875,3.0,17.0,14.0,4.42,0.9114,-3.0,10.0,,80,4,0,0,3
Pcca6045f01,1,10,7,8,0.875,8.0,18.0,10.0,3.38,0.88,-1.0,13.0,,80,4,0,0,1
P83f985b4bd,1,11,7,8,0.875,10.0,20.0,10.0,3.7,0.8643,-4.0,15.0,,77,2,0,0,2
P690d8b352a,1,12,7,8,0.875,10.0,26.0,16.0,4.59,0.8557,1.0,15.0,,80,4,0,0,2
Pf747d30e9b,1,13,7,8,0.875,9.0,31.0,22.0,6.25,0.8229,-2.0,19.0,,77,3,0,0,2
P5e60e1df8d,1,14,7,8,0.875,6.0,34.0,28.0,7.87,0.82,0.0,19.0,,68,4,1,0,0
Pd11ab06c36,1,14,7,8,0.875,12.0,24.0,12.0,4.47,0.82,21.0,19.0,,80,4,0,0,2
P41bc73e83b,1,14,7,8,0.875,10.0,25.0,15.0,4.47,0.82,8.0,19.0,,77,3,0,0,5
P572a4194e6,1,18,6,8,0.75,3.0,8.0,5.0,1.57,0.8129,-2.0,6.0,,81,3,0,0,2
P20571734e6,1,19,7,8,0.875,16.0,29.0,13.0,4.32,0.8014,1.0,21.0,,80,3,0,0,1
P9f79255649,1,20,6,8,0.75,4.0,12.0,8.0,2.79,0.7957,3.0,8.0,,82,5,1,0,0
P5246294b22,1,22,7,8,0.875,18.0,33.0,15.0,4.74,0.7571,3.0,25.0,,76,2,0,0,1
P01bc9a886e,1,29,7,8,0.875,22.0,43.0,21.0,7.5,0.6757,-2.0,33.0,,81,5,0,0,2
P630cc033c0,1,100,1,6,0.167,50.0,50.0,0.0,,0.102,-7.0,,,82,5,1,0,0
Pac5bd0e496,1,31,7,8,0.875,21.0,50.0,29.0,10.2,0.66,6.0,35.0,,79,3,0,0,4
P168e9ad8d4,1,32,7,8,0.875,22.0,81.0,59.0,18.68,0.6357,0.0,37.0,,70,1,0,0,4
P485a20a47a,1,33,6,8,0.75,23.0,32.0,9.0,2.71,0.6343,-14.0,,,79,3,0,0,2
P9bd8ef5672,1,34,7,8,0.875,25.0,62.0,37.0,12.1,0.5971,11.0,41.0,,83,5,0,0,4
Pa5107e2b9c,1,38,7,8,0.875,29.0,70.0,41.0,11.41,0.5514,-1.0,46.0,,76,2,0,0,4
P058ee51b71,1,39,7,8,0.875,24.0,69.0,45.0,13.81,0.5329,9.0,48.0,,76,2,0,0,3
P924fa678bb,1,30,5,6,0.833,19.0,76.0,57.0,19.99,0.6465,2.0,37.0,22.3,78,3,0,0,1
P40c501f5d6,1,30,5,6,0.833,19.0,76.0,57.0,19.99,0.6465,2.0,37.0,22.3,78,3,0,0,2
Pb380360b47,1,43,7,8,0.875,36.0,85.0,49.0,15.98,0.5186,-12.0,49.0,,80,4,0,0,4
Pf75a340b58,1,48,7,8,0.875,27.0,88.0,61.0,20.6,0.4257,2.0,58.0,,87,5,0,0,4
Pd175d5631f,1,52,6,8,0.75,39.0,71.0,32.0,11.63,0.3971,-5.0,,,82,5,0,0,4
P6e6a2db0d6,1,54,7,8,0.875,33.0,89.0,56.0,16.23,0.3914,5.0,62.0,,80,3,0,0,5
P117ae491b1,1,66,5,8,0.625,28.0,84.0,56.0,21.64,0.3214,-2.0,,,80,4,0,0,3
P20979c9b9c,1,68,4,8,0.5,29.0,70.0,41.0,20.01,0.2914,0.0,,,73,1,0,0,3
Pf6d18cb839,1,68,7,8,0.875,50.0,100.0,50.0,14.94,0.2914,-5.0,72.0,,81,4,0,0,4
P6a22b03d03,1,79,4,8,0.5,60.0,78.0,18.0,7.35,0.2,0.0,,,78,4,0,0,4
P74ff916074,1,80,5,8,0.625,64.0,91.0,27.0,11.81,0.1914,4.0,,,78,3,0,0,3
P552922b6fa,1,94,3,8,0.375,46.0,91.0,45.0,18.8,0.1271,-3.0,,,72,1,0,0,3
P842513fba1,1,95,3,8,0.375,51.0,98.0,47.0,19.26,0.1186,0.0,,,81,,0,0,3
Pc9371b494a,1,97,4,8,0.5,70.0,97.0,27.0,10.43,0.1129,0.0,,,80,,0,0,5
P269736d407,1,1,5,6,0.833,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,82,,1,0,0
Pd353deb783,1,2,5,6,0.833,2.0,3.0,1.0,0.4,0.988,0.0,2.0,0.4,78,1,1,0,0
P67b7122a99,1,3,5,6,0.833,3.0,6.0,3.0,1.1,0.97,1.0,4.0,1.2,81,5,1,0,0
P25c05d7b38,1,4,5,6,0.833,3.0,8.0,5.0,1.85,0.964,-1.0,5.0,2.1,80,,1,0,0
P4634e39421,1,5,5,6,0.833,4.0,10.0,6.0,2.4,0.948,2.0,6.0,2.7,80,4,0,0,2
P6e6444ed0f,1,6,5,6,0.833,5.0,9.0,4.0,1.33,0.942,-1.0,7.0,1.5,72,1,1,0,0
P3470a61a00,1,7,5,6,0.833,5.0,11.0,6.0,2.19,0.94,-2.0,7.0,2.4,81,,0,0,1
P679159f4f1,1,8,5,6,0.833,6.0,14.0,8.0,2.64,0.912,4.0,10.0,2.9,85,5,1,0,0
P79f9e777a1,1,9,5,6,0.833,7.0,13.0,6.0,2.23,0.902,0.0,11.0,2.5,78,,0,0,4
Pd12b8cef29,1,10,5,6,0.833,8.0,17.0,9.0,3.12,0.888,3.0,12.0,3.5,83,5,0,0,2
P6525188e53,1,11,5,6,0.833,8.0,17.0,9.0,3.19,0.878,-3.0,13.0,3.6,80,4,0,0,3
P27f732ca1a,1,12,5,6,0.833,6.0,25.0,19.0,6.59,0.874,-1.0,14.0,7.4,83,5,0,0,2
P2bc925c307,1,14,5,6,0.833,9.0,25.0,16.0,5.43,0.844,0.0,17.0,6.1,76,2,0,0,4
P49a2cdbcb5,1,15,5,6,0.833,13.0,23.0,10.0,4.13,0.816,3.0,19.0,4.6,71,1,0,0,3
Pb00deeb55d,1,18,5,6,0.833,11.0,30.0,19.0,6.52,0.802,-1.0,21.0,7.3,75,2,0,0,4
P9a20aba619,1,19,5,6,0.833,14.0,29.0,15.0,5.25,0.8,-3.0,21.0,5.9,75,2,0,0,2
P6f3dd59527,1,20,5,6,0.833,15.0,25.0,10.0,3.38,0.796,-1.0,21.0,3.8,74,1,0,0,2
P8b41334856,1,21,5,6,0.833,15.0,31.0,16.0,5.98,0.788,27.0,22.0,6.7,73,,0,0,2
P322900af3b,1,24,5,6,0.833,16.0,41.0,25.0,8.16,0.714,0.0,30.0,9.1,71,1,0,0,5
P4a79922b86,1,25,5,6,0.833,19.0,37.0,18.0,6.01,0.712,-2.0,30.0,6.7,79,3,0,0,3
P1311f2955b,1,26,5,6,0.833,20.0,46.0,26.0,10.19,0.696,-4.0,31.0,11.4,76,2,0,0,3
P574724b2cd,1,29,5,6,0.833,28.0,47.0,19.0,6.89,0.646,-1.0,36.0,7.7,71,1,0,0,2
P597d181897,1,30,5,6,0.833,26.0,47.0,21.0,8.37,0.64,1.0,37.0,9.4,77,3,0,0,5
P971be31864,1,33,5,6,0.833,22.0,59.0,37.0,12.95,0.62,19.0,39.0,14.5,75,1,0,0,3
P54e5c21a96,1,34,5,6,0.833,24.0,71.0,47.0,16.39,0.612,0.0,40.0,18.3,81,4,0,0,2
Pd47bfc21b1,1,27,4,6,0.667,12.0,25.0,13.0,5.02,0.6828,31.0,,,80,4,0,0,1
P25a045baff,1,6,5,6,0.833,7.0,8.0,1.0,0.4,0.9414,0.0,8.0,0.4,80,3,0,0,2
Pc9a523c1e4,1,40,3,6,0.5,12.0,14.0,2.0,0.94,0.53,21.0,,,79,3,1,0,0
P8ff779ec76,1,44,5,6,0.833,37.0,67.0,30.0,10.28,0.518,-1.0,49.0,11.5,83,5,0,0,4
P1ca581fef0,1,46,4,6,0.667,27.0,56.0,29.0,10.76,0.502,10.0,,,71,1,0,0,4
Pba0c961d37,1,47,5,6,0.833,36.0,68.0,32.0,10.62,0.5,-2.0,51.0,11.9,81,5,0,0,3
Peefc30f89c,1,53,5,6,0.833,27.0,88.0,61.0,23.5,0.454,-15.0,56.0,26.3,74,,0,0,3
P63a21fbef6,1,18,4,6,0.667,4.0,6.0,2.0,0.87,0.7798,18.0,,,83,4,1,0,0
P951f092ec6,1,68,5,6,0.833,52.0,89.0,37.0,15.82,0.324,1.0,69.0,17.7,81,4,0,0,4
Pad16010a79,1,72,4,6,0.667,39.0,75.0,36.0,14.86,0.294,-6.0,,,80,4,0,0,3
Pbbde966f1e,1,84,3,6,0.5,44.0,95.0,51.0,20.89,0.182,4.0,,,81,5,0,0,4
Pdd125f24cc,1,89,2,6,0.333,36.0,99.0,63.0,31.5,0.134,6.0,,,77,3,0,0,3
Pbbe7c2361f,1,91,4,6,0.667,60.0,95.0,35.0,14.33,0.132,0.0,,,78,2,0,0,4
