pid,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span
P2c24c6affb,0.892,-0.046,0.074,-0.025,0.014,9.8,3.395,0.229,-0.325,37.0,1,32.9,14.772,13.3,3,1,6.65,0.774,2
P81fe4dcd33,0.287,-0.204,0.049,0.084,0.031,6.2,10.182,-0.732,-0.642,33.0,1,30.9,25.631,6.2,2,1,6.2,10.182,1
Pe6c95cf044,-5.05,-12.0,-0.049,-0.007,-0.154,4.4,-46.85,-23.25,-12.05,25.0,0,8.0,84.15,4.4,2,1,4.4,-46.85,1
Pd6b4848f72,,,,,,,,,,34.0,1,27.0,12.933,0.0,1,1,,,0
Paa36360f59,0.513,-0.626,0.017,-0.05,-0.066,-1.5,0.288,-0.336,0.147,36.0,1,31.3,18.288,14.6,4,1,4.83,2.396,3
P3f25ee2633,-1.161,-0.832,-0.028,0.348,-0.076,-0.6,-3.579,-1.892,0.121,38.0,0,33.0,15.6,-2.7,3,1,-1.35,-0.469,2
P9d5ce33ec0,1.759,0.335,-0.002,0.042,0.052,7.2,5.531,0.846,0.022,31.0,1,31.1,20.141,7.2,2,1,7.2,5.531,1
P67cf99c3eb,,,,,,,,,,35.0,1,33.9,20.496,0.0,1,1,,,0
P49827cf895,0.052,0.077,-0.097,-0.252,0.148,8.4,9.189,1.62,0.231,35.0,1,35.4,25.322,8.4,2,1,8.4,9.189,1
Pf3d3c05896,1.508,0.125,0.031,0.153,0.175,-1.8,3.596,0.469,-0.171,36.0,1,30.4,14.329,-1.8,2,1,-1.8,3.596,1
Pcabff956fe,,,,,,,,,,35.0,1,31.2,13.038,0.0,1,1,,,0
P96bc00aaed,1.261,0.312,-0.024,-0.184,0.064,1.5,0.033,-0.813,0.273,34.0,1,34.1,18.475,18.7,3,1,9.35,2.341,2
Pe6c9de6d86,-0.83,0.163,0.12,0.185,0.0,6.7,9.538,-1.886,0.543,14.0,1,35.7,23.193,6.7,2,1,6.7,9.538,1
P539be6c711,-0.879,-0.145,-0.034,-0.061,-0.123,2.2,1.465,1.913,0.183,34.0,1,32.1,17.72,11.2,3,1,5.6,1.625,2
Pd01ecb3669,,,,,,,,,,37.0,1,34.8,17.172,0.0,1,1,,,0
P086a09588e,-0.698,0.395,0.033,0.041,0.011,1.8,5.135,-0.911,-0.396,32.0,1,33.9,24.425,10.4,5,1,2.62,2.072,4
P8a97dbabe6,0.144,-0.26,0.045,0.0,0.042,8.4,3.907,2.935,-0.13,32.0,1,25.8,15.907,8.4,2,1,8.4,3.907,1
P9990134f41,,,,,,,,,,51.0,1,22.2,18.649,0.0,1,0,,,0
P3ea09a4d42,1.062,-0.007,0.007,-0.012,0.193,0.5,1.61,1.331,0.21,36.0,1,31.9,14.107,0.5,2,1,0.5,1.61,1
P2e873db9ac,-0.629,0.498,-0.09,0.017,0.136,7.3,3.808,-1.042,-1.024,33.0,1,35.0,13.166,7.3,2,1,7.3,3.808,1
P3b0e47f5ec,-0.733,-0.352,0.004,0.003,0.131,0.7,6.49,1.08,0.101,27.0,1,31.6,22.101,26.5,4,1,8.12,2.689,3
P3bedf956bf,-2.36,-0.206,0.022,0.066,0.014,4.9,-0.158,2.175,0.504,37.0,0,32.8,13.39,1.7,3,1,0.85,0.618,2
P8843180e2e,0.503,-0.006,-0.042,-0.078,-0.041,1.8,-1.028,0.802,0.142,34.0,0,33.4,20.048,18.7,4,1,5.39,4.831,4
P1e1b55c58c,,,,,,,,,,12.0,1,33.1,21.97,0.0,1,1,,,0
P5cd98708f1,1.275,0.351,0.029,-0.033,0.039,7.6,-0.234,2.113,0.077,34.0,0,30.0,16.32,7.6,2,1,7.6,-0.234,1
P70fd4037fb,2.642,,0.063,0.073,0.104,8.7,4.345,0.656,0.16,39.0,0,29.0,16.759,6.0,5,0,1.15,-0.356,5
P832ba46d69,-0.168,0.233,0.078,0.04,-0.021,-0.9,2.594,-0.537,-0.196,30.0,1,31.7,17.943,-2.4,4,1,-0.99,0.337,4
Paed8dc8f7e,0.0,0.0,,,,3.4,5.727,8.182,0.818,7.0,1,4.4,5.727,3.4,2,1,3.4,5.727,1
Pfc89c2e5d3,-2.946,0.0,-0.095,-0.362,-0.044,-11.94,2.451,-0.521,0.364,5.0,0,13.4,17.731,-16.54,17,0,-0.71,0.101,16
P719eb17c3d,0.032,0.168,0.08,,0.027,-0.7,1.878,-3.346,0.016,28.0,0,27.8,14.763,3.5,4,1,1.4,-0.202,3
P6f990ff013,,,,,,,,,,37.0,1,26.8,18.134,0.0,1,1,,,0
P8e7fe9e7e9,,,,,,,,,,21.0,1,29.2,22.438,0.0,1,1,,,0
Pfa75ae8d76,0.174,-0.032,-0.025,-0.033,0.131,5.1,6.489,0.781,0.187,32.0,1,36.7,16.97,14.5,4,1,4.22,2.002,3
P9e82692a6d,,,,,,,,,,20.0,1,27.9,13.806,0.0,1,1,,,0
P4e8883caf8,,,,,,,,,,12.0,1,36.4,30.363,0.0,1,1,,,0
P7d0e11d7f1,0.141,0.004,-0.022,0.022,0.061,-0.3,-0.82,0.065,-0.227,36.0,0,30.1,24.877,9.3,4,1,2.7,2.027,3
P4bd2cd3d34,,,,,,,,,,33.0,1,33.2,14.964,0.0,1,1,,,0
P85b734a34a,-0.009,0.0,0.043,0.007,0.224,22.2,4.169,-0.009,0.15,25.0,1,34.7,15.977,13.2,3,1,6.6,0.454,3
Pa0a2c9503f,0.461,-0.067,0.08,0.025,-0.028,4.0,-0.444,-0.857,-0.653,54.0,0,18.8,14.637,5.3,6,0,0.957,1.389,5
P1108cb2921,,,,,,,,,,9.0,1,18.0,10.8,0.0,1,0,,,0
P16e9d60aa9,0.205,0.458,0.02,0.048,0.043,1.0,2.317,-0.292,-0.074,31.0,1,30.9,13.515,15.5,4,1,5.08,0.627,3
P10d0b75bed,,,,,,,,,,36.0,1,27.5,17.542,0.0,1,1,,,0
P424c3aa3f2,,,,,,,,,,33.0,1,33.2,14.964,0.0,1,1,,,0
P6336d0d324,0.57,-0.011,-0.063,-0.012,0.015,7.0,-0.98,1.087,0.144,32.0,0,38.2,20.827,21.6,4,1,6.98,2.912,3
P3b1e823247,0.738,0.376,0.115,0.046,-0.053,3.2,3.564,0.802,-0.338,40.0,1,34.4,14.756,16.0,3,1,8.0,2.193,2
P457b866328,,,,,,,,,,15.0,1,20.1,20.239,0.0,1,0,,,0
Pba42781d58,0.121,0.0,0.041,0.055,-0.054,7.1,2.158,0.232,-0.617,33.0,0,32.3,15.158,10.1,4,1,2.0,0.678,4
P56b91ee390,-0.172,0.043,-0.034,-0.064,0.057,-9.58,-1.032,-0.191,-0.723,48.0,0,10.72,12.973,-4.38,3,0,-2.191,1.956,2
P5ea4e3ee4a,1.272,0.002,-0.034,-0.026,0.192,-0.4,4.222,-0.209,0.377,16.0,0,29.3,16.464,-2.5,5,1,-0.28,-0.13,4
P05c9e8e43e,-0.092,0.0,-0.089,-0.067,0.23,17.7,-0.289,0.866,-0.756,31.0,0,30.7,10.788,17.7,2,1,17.7,-0.289,1
P3ef4d7a55a,-1.116,-0.116,-0.006,-0.044,0.002,4.7,3.479,-0.169,-0.082,37.0,1,35.8,29.061,17.3,4,1,5.0,5.423,3
P15b5ca7021,2.53,0.181,-0.017,0.004,0.084,3.5,2.356,-0.96,0.23,37.0,1,35.5,17.544,11.7,4,1,3.94,1.872,3
P1ddfe32e8c,0.388,-0.78,-0.011,0.064,0.062,-1.3,-1.455,-1.644,-0.249,34.0,0,34.4,12.663,23.0,4,1,7.88,1.156,4
Pe7f5f31a46,-0.012,0.225,0.056,0.119,0.006,-3.2,3.412,1.338,-0.363,31.0,1,28.8,18.375,10.0,3,1,5.0,2.964,2
Pfc4c07b799,-0.88,-0.141,0.017,-0.01,0.078,0.9,0.231,-3.307,0.356,33.0,1,27.2,13.235,-2.2,3,1,-1.1,0.067,2
P94ee422c65,0.08,-0.055,0.003,0.062,-0.017,1.2,0.819,0.783,-0.289,36.0,1,30.1,16.266,13.6,4,1,4.71,0.878,3
P581e368d46,0.075,1.629,0.038,0.0,-0.135,2.5,-2.302,-0.807,-0.114,34.0,0,19.1,19.602,13.8,4,1,5.12,1.291,3
P51e5ade0ce,2.136,0.243,-0.031,0.025,-0.014,-0.8,2.549,1.075,-0.539,19.0,1,30.7,19.349,-0.8,2,0,-0.8,2.549,1
P69549f38f2,0.085,-0.95,0.08,0.09,0.053,6.1,6.134,0.681,0.185,26.0,1,22.8,13.895,6.1,2,1,6.1,6.134,1
P982f4d9f47,0.447,-0.118,0.051,0.022,0.023,1.7,2.058,1.239,-0.069,40.0,1,32.1,14.019,-2.0,4,1,-0.67,0.487,3
P331cffbdbb,0.307,0.097,0.063,0.044,0.012,4.3,4.28,0.538,-0.187,35.0,1,37.0,19.362,11.5,3,1,5.75,5.446,2
Pf213d802cd,-1.547,-0.145,-0.075,-0.132,0.048,3.0,-7.403,-1.451,-0.039,30.0,0,30.2,11.921,16.3,5,1,3.36,1.646,4
P04282e0cbf,-0.026,0.059,0.027,0.156,0.061,15.6,1.085,-1.365,0.168,31.0,1,33.1,12.399,15.6,2,1,15.6,1.085,1
Pf07b0c62fd,,,,,,,,,,32.0,1,33.1,14.683,0.0,1,1,,,0
P85135a294f,0.294,-0.214,-0.04,-0.155,0.017,0.3,0.907,-0.37,0.092,37.0,1,34.6,16.335,15.0,3,1,7.5,3.025,2
P0057628fa2,-0.253,0.016,0.055,0.002,0.068,-1.2,5.893,1.297,0.037,32.0,1,31.8,21.057,12.4,4,1,4.41,3.0,3
