pid,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span
P09fcc624c4,-0.074,-1.592,0.22,0.304,-0.151,3.3,5.806,2.414,0.029,31.0,0,23.6,15.559,-2.2,4,1,-0.47,-0.2,3
P80eaeaa85d,0.126,0.05,-0.003,0.05,-0.101,11.1,-0.906,2.087,-0.212,31.0,0,30.3,12.594,11.1,2,1,11.1,-0.906,1
Pb0cd5d409b,1.026,-0.947,-0.016,0.25,0.066,9.4,1.838,-3.549,-0.299,35.0,1,22.5,20.8,9.4,2,1,9.4,1.838,1
P289da7f9c1,,,,,,,,,,31.0,1,32.6,16.123,0.0,1,1,,,0
Pb1eb09fa94,-0.123,-0.15,-0.008,-0.015,0.016,1.9,3.21,-0.468,-0.285,33.0,1,31.7,19.76,1.9,2,1,1.9,3.21,1
P10187f6389,-1.159,0.518,0.062,0.059,0.066,0.8,8.152,2.319,0.599,31.0,1,33.9,22.726,4.3,4,1,1.54,2.08,3
P871b04878c,,,,,,,,,,34.0,1,29.5,14.156,0.0,1,1,,,0
P2c1e066057,-0.09,-0.065,0.022,0.025,0.027,7.5,8.698,0.321,0.146,35.0,1,32.8,22.5,7.5,2,1,7.5,8.698,2
Pd8381f9e2c,0.944,-0.397,0.078,,-0.013,10.3,1.028,-0.531,0.066,40.0,1,23.4,18.615,13.9,3,1,6.95,2.676,2
P3f654a33fe,,,,,,,,,,24.0,1,31.3,16.677,0.0,1,1,,,0
P6786e0dd88,-0.268,-0.268,-0.02,0.159,0.08,9.8,6.548,1.428,0.67,34.0,1,33.1,21.535,23.2,4,1,6.14,2.465,3
Pac3967f922,0.088,-0.345,0.025,,-0.101,7.7,1.34,1.562,0.501,24.0,1,27.6,16.174,8.2,4,1,2.03,0.268,3
P0fec6c7ff1,0.648,-0.358,0.017,-0.006,-0.006,1.4,3.623,0.335,0.187,27.0,1,34.4,22.605,26.1,4,1,9.47,4.299,3
Pff631d1742,0.935,-0.004,-0.017,-0.056,0.128,1.0,0.6,-0.008,-0.534,27.0,0,30.0,11.4,17.5,4,1,5.83,-0.975,4
P9260f65add,79.944,61.454,0.86,1.78,0.018,-1.8,67.167,30.602,0.032,35.0,1,36.7,276.621,4.3,3,1,2.15,72.2,2
Paf63a5d230,-1.503,-0.133,-0.05,-0.037,-0.08,1.74,-3.191,1.061,-0.341,36.0,0,13.13,12.335,9.93,7,0,1.525,-0.544,6
Peb88f22502,0.396,1.318,0.106,0.082,-0.007,8.0,0.438,3.41,0.549,35.0,1,35.0,16.971,3.3,3,1,1.65,1.501,3
P1fc9b73472,-0.728,0.098,0.053,-0.024,-0.024,0.3,2.025,1.649,-0.009,34.0,1,36.5,19.627,6.0,4,1,2.06,2.213,3
P4d8e3ba87c,,,,,,,,,,36.0,1,32.4,11.556,0.0,1,1,,,0
P711641b36d,-0.571,-0.725,0.023,0.0,-0.062,0.4,-1.496,-0.133,-0.564,33.0,0,26.3,15.878,16.7,5,1,5.05,1.511,4
Pecca0a47dd,0.505,1.845,-0.051,0.0,0.144,-1.0,-0.926,2.803,0.694,31.0,0,22.3,10.816,-1.0,2,1,-1.0,-0.926,1
Pbced5f5600,0.361,0.543,0.062,0.021,-0.055,0.1,0.645,0.324,0.361,30.0,1,19.7,17.543,0.1,2,0,0.1,0.645,1
Pd10e0b97d9,-0.718,-0.359,-0.131,-0.026,0.023,23.4,3.413,0.953,0.961,34.0,1,33.7,20.19,29.4,3,1,14.7,3.397,2
Pb1001f743e,0.352,-0.024,0.047,0.07,-0.085,2.7,2.302,-0.746,0.025,36.0,1,30.1,15.309,3.5,4,1,1.72,1.312,3
P38e6db5ca1,,,,,,,,,,36.0,1,24.9,15.759,0.0,1,1,,,0
P8c5417b762,0.768,0.239,0.177,0.094,0.038,4.1,6.588,2.223,-0.134,19.0,1,31.8,16.075,2.2,4,1,0.17,1.434,3
P884e8ee6b6,,,,,,,,,,35.0,1,25.7,17.65,0.0,1,1,,,0
P80ff3b7db7,-0.832,0.436,-0.024,0.058,0.203,1.1,-0.345,-0.833,0.083,34.0,0,30.2,18.954,13.3,5,1,3.22,2.101,4
P0d567b6867,-0.467,-0.382,0.026,0.085,0.053,9.7,4.741,0.337,0.238,36.0,1,28.7,17.436,9.7,2,1,9.7,4.741,1
Pa6b76d042d,1.151,-0.048,0.083,0.112,-0.043,6.3,1.578,-0.633,-0.078,39.0,1,33.9,14.23,9.9,3,1,4.95,1.565,2
Pa47459a77d,0.854,-0.838,-0.11,0.035,-0.064,1.1,-0.154,-0.143,-0.149,38.0,0,29.0,17.007,24.4,4,1,9.06,2.532,4
Pad9c27fcb6,0.263,-0.69,-0.038,-0.076,-0.028,5.4,-1.779,0.535,-0.234,36.0,0,30.2,22.172,4.4,5,1,0.53,0.841,4
Pd62847824a,1.492,-0.402,0.01,0.037,0.044,3.6,6.675,-1.92,-0.774,26.0,1,34.2,19.263,15.6,5,1,3.14,1.557,4
Pa95793f720,,,,,,,,,,39.0,1,24.0,15.6,0.0,1,1,,,0
P72ec1785e5,0.48,-0.087,0.009,0.062,-0.026,-2.0,-0.959,-0.016,0.459,36.0,0,34.8,16.552,2.2,5,1,0.6,0.559,4
Pbbefe0eca9,,,,,,,,,,24.0,1,31.3,22.773,0.0,1,1,,,0
P3ff36ffdc1,-0.72,-0.63,-0.02,0.012,-0.125,0.17,-10.413,-1.274,-0.835,12.0,0,31.2,19.615,0.17,2,0,0.168,-10.413,2
Pc51154c628,-0.039,-0.459,0.069,0.051,-0.017,12.2,3.113,0.042,-0.107,24.0,1,32.7,20.147,12.2,2,1,12.2,3.113,1
Pa3f9e715ae,0.265,1.201,-0.041,,0.273,15.5,2.691,1.311,-0.382,30.0,1,25.4,11.055,15.5,2,1,15.5,2.691,1
P5c19a79a93,0.586,0.211,-0.012,0.007,0.051,-2.2,1.958,1.805,-0.084,40.0,1,35.1,18.462,11.3,4,1,3.62,2.312,3
P29710a392c,,,,,,,,,,3.0,1,14.9,12.805,0.0,1,0,,,0
P55d017c927,,,,,,,,,,35.0,1,33.5,21.6,0.0,1,1,,,0
P87be528da0,1.334,-0.055,0.031,-0.014,0.099,-6.91,1.116,-1.306,0.695,24.0,1,17.19,16.652,10.09,3,0,5.044,3.762,2
Pc60f6451c1,-0.637,0.228,0.014,0.009,0.116,15.5,3.674,1.775,0.092,33.0,1,34.3,14.589,24.8,4,1,7.47,0.302,3
P31b4a243f7,-0.057,-0.576,0.027,,0.153,6.3,3.67,-1.391,0.023,36.0,1,34.7,17.741,20.6,4,1,6.43,2.894,3
P72ce5af049,-0.005,0.098,-0.036,-0.034,-0.015,0.1,1.423,0.377,0.78,16.0,0,36.8,17.804,14.8,4,1,4.96,-0.247,3
Pa9952fefb0,-0.734,0.094,-0.027,-0.046,0.025,0.4,2.152,0.73,-0.885,35.0,1,37.6,15.894,22.2,4,1,6.85,2.923,3
Pbed27928bf,0.24,0.0,0.025,-0.076,0.081,1.89,-0.765,-1.041,0.609,33.0,0,29.89,14.407,-3.91,3,0,-1.956,-1.264,2
Pbec5e357b6,1.866,0.175,0.007,0.003,0.044,2.8,8.704,-0.664,-0.114,30.0,1,37.9,24.602,18.4,4,1,6.01,4.213,4
P7f30d796bb,-0.168,-0.028,-0.046,-0.091,0.021,2.3,-0.419,0.391,0.335,28.0,0,18.4,13.891,2.3,2,0,2.3,-0.419,1
Pde1bad3875,-0.842,-0.218,0.036,0.122,-0.014,-0.7,4.131,1.336,-0.194,33.0,1,31.9,22.683,8.9,3,1,4.45,2.498,4
P8be99fecd0,,,,,,,,,,11.0,1,28.5,15.284,0.0,1,1,,,0
P31a95da41b,0.054,-0.306,0.021,0.005,-0.084,3.73,2.441,-0.617,-0.449,56.0,1,34.98,16.267,3.73,2,0,3.731,2.441,1
Pfe62281f0a,-1.061,-0.291,0.088,0.012,0.004,3.0,-4.298,1.292,-0.577,26.0,0,31.3,14.147,-0.7,3,1,-0.35,-1.027,2
P551a484de7,0.143,-0.11,0.06,0.214,0.182,8.3,1.684,1.693,-0.307,39.0,1,28.8,13.625,5.1,3,1,2.55,2.939,2
Pc9a85d9349,0.4,0.698,0.008,-0.048,0.059,3.4,4.687,0.512,0.45,28.0,1,32.5,17.058,10.4,3,1,5.2,3.561,2
P7c732b276f,0.873,0.427,0.016,-0.031,-0.029,0.8,0.296,-0.666,0.091,30.0,1,29.8,20.779,4.0,4,1,1.34,3.099,3
P18facb688d,-0.366,-0.029,-0.063,0.14,0.135,2.5,-2.588,0.724,-0.315,37.0,0,31.7,12.946,14.7,4,1,4.83,0.924,3
P3022e1c032,-0.423,0.006,0.009,0.02,0.029,-1.4,0.164,0.643,0.554,24.0,1,29.5,16.475,6.3,4,1,1.83,1.987,3
P52c5169542,0.224,-0.443,-0.062,-0.571,-0.054,3.5,1.262,0.203,-0.308,37.0,1,23.8,11.193,11.6,4,1,4.11,1.998,3
P1804943702,-0.352,-0.119,0.026,0.017,0.043,-0.1,1.493,-0.943,0.003,39.0,1,30.0,17.52,-0.1,2,1,-0.1,1.493,1
Ped4ca8f8d6,,,,,,,,,,36.0,1,21.0,15.943,0.0,1,1,,,0
P90d8771ad4,0.359,0.072,0.055,-0.028,0.026,1.4,5.74,1.007,0.27,32.0,1,35.6,19.213,1.4,2,1,1.4,5.74,2
P24b8a1c556,-1.046,-0.131,0.002,-0.013,0.086,1.5,0.817,1.177,0.069,35.0,1,31.5,17.257,1.5,2,1,1.5,0.817,1
P319cf0c2e0,-0.53,0.253,-0.035,-0.101,-0.034,-0.8,-0.892,-0.074,-0.209,20.0,0,28.8,16.5,7.9,3,1,3.95,2.049,2
Pca1c024cab,-0.035,0.205,0.128,0.233,-0.004,1.7,2.678,0.84,0.901,36.0,1,28.4,17.239,10.4,3,1,5.2,1.22,2
P0d5beb0152,,,,,,,,,,37.0,1,31.7,18.284,0.0,1,1,,,0
P76ebdc8d77,1.187,-0.009,-0.028,0.06,0.119,2.3,2.116,0.912,0.464,32.0,1,32.2,13.193,-0.7,4,1,-0.54,1.225,3
P4e98315e7d,0.253,0.102,-0.039,-0.044,0.036,1.6,-0.653,0.95,-0.15,34.0,0,35.4,18.305,14.7,4,1,4.54,2.414,3
P37de3fe8d7,0.393,0.015,-0.038,0.023,-0.005,5.9,2.098,-0.584,-0.156,33.0,1,33.3,14.054,5.9,2,1,5.9,2.098,1
Pf3b62cae3c,,,,,,,,,,29.0,1,32.6,21.423,0.0,1,1,,,0
Pe73b4eac92,,,,,,,,,,17.0,1,13.2,13.091,0.0,1,0,,,0
P66484e16cb,0.271,-0.637,-0.04,0.088,0.045,4.4,0.272,-0.911,0.062,35.0,1,31.7,13.855,13.6,4,1,4.13,0.866,3
P9a9f9fa8f1,1.107,-0.672,-0.019,,0.164,7.5,4.471,-3.234,0.186,40.0,1,25.1,18.789,7.5,2,1,7.5,4.471,1
P61add2364f,0.688,0.131,0.005,-0.054,0.04,4.76,0.716,0.487,0.535,57.0,1,23.98,19.439,12.9,3,0,6.448,2.28,2
P50d6953351,0.775,0.398,0.041,0.019,-0.005,1.3,4.56,-1.274,0.069,36.0,1,33.2,21.036,5.9,3,1,2.95,2.474,2
P63f00af37c,0.787,-0.742,-0.006,-0.01,0.062,5.8,1.163,1.091,-0.31,34.0,1,36.1,13.163,5.8,2,1,5.8,1.163,1
P8147190bb3,-0.399,0.217,-0.102,0.37,0.003,18.2,0.118,-2.904,0.217,22.0,0,25.6,16.172,22.4,4,1,6.93,-2.057,3
P98ab129fa2,-1.197,0.099,0.018,0.08,0.03,-0.4,-1.245,-0.253,-0.562,28.0,0,37.0,18.584,4.5,4,1,1.34,2.517,3
Pefaae49c8b,1.296,-0.112,-0.021,0.06,-0.087,11.6,3.385,-0.569,0.327,30.0,1,26.0,19.385,11.6,2,0,11.6,3.385,1
P4e1f6ff7ed,0.002,-0.462,0.034,0.108,0.026,-3.5,2.999,-0.173,0.094,33.0,1,24.2,18.595,-3.5,2,1,-3.5,2.999,1
P45b94f1aab,0.967,0.107,-0.031,-0.088,0.042,-0.1,-0.277,-0.197,0.216,33.0,0,34.2,13.053,5.4,3,1,2.7,0.714,2
P0d7f7c89fd,-0.257,-0.099,-0.056,-0.131,-0.053,-2.1,-1.07,0.296,-0.022,31.0,0,31.7,11.924,15.7,4,1,5.38,-0.127,3
Pe19880ee92,0.352,-0.286,-0.058,-0.022,0.037,-2.4,-2.504,0.537,-0.699,25.0,0,30.4,15.276,4.0,4,1,1.68,1.115,3
Pc074e62881,0.244,-0.096,0.055,0.052,-0.06,-0.7,2.904,1.71,-0.203,36.0,1,31.7,16.126,16.9,4,1,5.93,0.765,3
P12d4263452,1.27,0.165,0.01,0.092,0.018,-2.3,-1.178,0.318,0.096,34.0,0,29.6,14.959,7.6,4,1,2.57,0.329,3
P98391b949f,-0.473,-0.347,0.035,-0.038,0.083,8.0,6.457,-1.141,-0.055,24.0,1,24.6,19.902,12.4,4,1,2.76,1.825,3
P0d0da4d2bc,,,,,,,,,,37.0,1,30.3,13.426,0.0,1,1,,,0
Pc76c8c8711,2.592,0.109,-0.039,-0.056,-0.014,0.5,-1.321,-0.196,-0.801,31.0,0,32.6,19.988,15.1,3,1,7.55,4.954,2
P5277c76d51,,,,,,,,,,13.0,1,24.2,18.0,0.0,1,0,,,0
P6f36cd1fed,0.492,0.003,0.044,-0.013,0.053,4.5,2.588,0.464,0.197,34.0,1,37.1,21.251,4.5,2,1,4.5,2.588,1
Pa5b07b6f43,0.359,0.072,0.055,-0.028,0.026,1.4,5.74,1.007,0.27,32.0,1,35.6,19.213,1.4,2,1,1.4,5.74,2
P9106a597f3,,,,,,,,,,37.0,1,33.8,15.444,0.0,1,1,,,0
Pbdde11b624,1.329,0.358,-0.006,-0.001,0.047,-1.5,3.337,0.97,0.669,37.0,1,31.1,14.932,21.2,4,1,6.52,0.878,3
P90932c4b0a,0.678,1.668,-0.065,-1.0,0.037,3.3,0.352,1.603,0.781,29.0,1,30.0,17.88,2.9,3,1,1.45,1.102,2
P21808403e2,0.033,-0.217,-0.014,-0.015,0.14,-0.3,4.068,-1.602,-0.093,27.0,1,32.8,16.793,14.0,4,1,4.29,1.712,3
P429838957d,,,,,,,,,,27.0,1,31.2,17.308,0.0,1,1,,,0
P16f77dc0c6,0.272,-0.205,-0.052,0.134,0.043,-3.1,0.346,-1.428,-0.202,35.0,1,33.3,15.676,-3.1,2,1,-3.1,0.346,1
P3f77f707c0,0.166,0.16,-0.031,-0.011,-0.009,3.4,1.005,-0.797,0.333,23.0,1,31.4,15.019,3.4,2,1,3.4,1.005,1
P1388f2fd26,2.472,-0.289,-0.011,-0.015,0.13,3.5,7.537,2.101,0.826,22.0,1,36.7,14.91,3.5,2,1,3.5,7.537,1
Pc2a67f2add,0.131,0.794,0.0,0.173,0.065,-3.7,-0.028,2.271,0.305,32.0,0,30.1,22.126,5.0,4,1,1.86,1.52,3
Pbe096a5b87,0.455,-0.144,-0.029,-0.056,-0.018,1.9,0.501,1.158,0.485,25.0,1,31.4,20.637,15.5,4,1,5.53,2.799,3
P4ddb9bf638,-0.057,-0.741,0.038,-0.033,0.1,9.0,0.052,-1.708,-0.356,28.0,1,24.1,9.112,9.0,2,1,9.0,0.052,1
P07d140dc91,-0.06,-0.01,-0.022,-0.078,0.124,-2.1,0.798,-0.226,0.19,34.0,1,30.1,20.811,4.1,5,1,0.81,0.186,4
Pf38ea886b7,0.265,-0.109,-0.03,-0.128,0.021,0.5,0.046,0.945,0.085,32.0,1,35.9,18.351,22.3,4,1,8.55,2.957,3
P07268bf0e1,,,,,,,,,,39.0,1,30.5,16.997,0.0,1,1,,,0
P495da5b1cd,1.053,0.048,-0.025,-0.078,0.33,12.2,5.738,-0.931,0.642,10.0,1,35.5,18.254,33.5,3,0,16.75,9.127,3
P664a2ede66,,,,,,,,,,37.0,1,32.6,20.761,0.0,1,1,,,0
P5698276a02,0.157,0.193,-0.029,0.043,0.071,4.4,1.688,-0.1,0.251,37.0,1,31.2,17.538,23.8,3,1,11.9,0.499,2
P273938bb97,-0.735,27.257,-0.247,0.287,-0.032,-12.7,48.612,35.118,-0.49,5.0,1,2.0,54.0,-3.0,9,0,-0.355,1.238,9
Pa6029bb5a6,0.254,-0.044,-0.025,0.07,0.156,12.4,2.018,-0.476,0.881,30.0,1,30.5,15.344,21.5,3,1,10.75,2.672,2
P47a1cc70a3,-0.149,-0.572,-0.003,-0.052,0.084,17.0,1.328,0.532,-0.577,29.0,1,34.9,20.837,31.7,3,1,15.85,7.043,2
Pcb16689c6c,,,,,,,,,,33.0,1,29.0,19.117,0.0,1,1,,,0
P45a39b68c1,,,,,,,,,,24.0,1,24.8,14.952,0.0,1,1,,,0
P8a2034c01d,,,,,,,,,,29.0,1,33.3,18.162,0.0,1,1,,,0
Pa245962e52,,,,,,,,,,24.0,1,28.4,15.085,0.0,1,1,,,0
P8d6fb61ea0,-0.288,-0.192,0.074,0.219,0.129,6.9,4.284,0.344,-0.939,30.0,1,35.8,16.492,9.0,3,1,4.5,2.335,3
P2ad4235514,-0.034,-1.38,0.011,-0.139,0.162,-11.8,-3.531,-3.022,0.256,29.0,0,12.2,13.869,-11.8,2,0,-11.8,-3.531,1
P9f04775c7a,,,,,,,,,,35.0,1,32.3,16.161,0.0,1,1,,,0
P297d12820e,,,,,,,,,,5.0,1,27.8,20.978,0.0,1,1,,,0
Pdb8fb82c3b,-0.442,-0.094,0.027,0.0,0.076,0.2,1.19,-0.213,0.023,35.0,1,26.8,21.761,17.6,4,1,5.68,0.277,3
P032d23c9d9,0.714,-0.013,-0.018,0.066,0.058,6.7,3.036,2.356,0.253,29.0,1,30.8,19.169,22.7,3,1,11.35,2.251,2
Pbbfb6a2c4a,0.313,-0.005,0.001,0.127,0.037,2.6,5.713,0.148,-0.153,34.0,1,34.9,17.639,23.9,3,1,11.95,4.565,2
P2f61c21e93,,,,,,,,,,36.0,1,29.7,16.364,0.0,1,1,,,0
Pefc5241948,1.573,0.311,0.082,0.343,0.588,13.52,5.026,0.855,-0.819,33.0,1,21.3,10.141,13.52,2,0,13.521,5.026,1
P0a4bbd8b0a,,,,,,,,,,30.0,1,26.5,15.351,0.0,1,1,,,0
P079058f390,-0.146,0.332,-0.03,0.0,0.065,0.6,2.391,-1.36,-0.021,31.0,1,30.6,18.471,15.5,5,1,3.94,1.863,4
P72048f0a4a,0.961,0.211,0.065,0.062,-0.006,3.8,0.002,0.675,-0.026,24.0,1,29.0,15.145,10.2,4,1,2.99,0.994,3
Pb920680006,-0.03,-0.283,-0.01,-0.044,-0.044,-4.5,-3.185,-1.585,0.19,30.0,0,33.6,17.036,4.7,5,1,1.45,0.574,4
P3e065b4b4e,,,,,,,,,,14.0,1,17.0,12.494,0.0,1,1,,,0
Pa29e5f68db,0.217,-0.399,0.007,0.048,-0.03,-0.2,2.087,1.194,0.107,35.0,1,34.5,20.035,20.7,5,1,4.67,1.119,4
P3c885ec031,,,,,,,,,,15.0,1,20.6,15.379,0.0,1,0,,,0
Pb14e5c1c97,0.37,0.096,-0.037,-0.037,0.111,17.6,2.004,-0.307,0.166,33.0,1,33.4,16.814,12.7,3,1,6.35,2.32,4
Pd88f1bdac2,0.229,0.632,0.036,0.061,0.043,-1.8,3.285,0.731,0.057,29.0,1,31.0,19.858,-0.2,3,1,-0.1,2.487,2
P61e8cd7d80,0.862,0.488,-0.038,,0.056,-2.1,-0.737,-0.543,0.277,34.0,0,30.9,15.845,2.7,4,1,1.09,1.67,3
Pa129b1725d,0.966,0.342,-0.058,-0.107,0.092,1.0,-0.335,0.749,-0.138,33.0,0,31.2,17.308,1.0,2,1,1.0,-0.335,1
P7c5888ec9d,0.517,0.318,0.038,-0.004,0.049,7.5,2.345,-1.254,1.06,38.0,1,29.1,14.845,7.5,2,1,7.5,2.345,1
Pc6eddeb128,,,,,,,,,,5.0,1,23.0,14.4,0.0,1,0,,,0
P969b4447cc,,,,,,,,,,24.0,1,30.8,15.195,0.0,1,1,,,0
P99ed7bd6ab,1.284,-0.204,0.02,0.024,-0.094,-3.2,-1.694,2.229,-0.138,34.0,0,28.1,12.683,13.0,5,1,3.53,0.965,4
P41bcb3bebd,1.547,-0.012,0.062,0.046,0.017,1.3,3.156,-0.008,-0.145,25.0,1,34.5,19.096,22.7,4,1,7.98,2.214,4
P9caa5193d5,0.292,0.343,0.046,-0.095,-0.271,-0.4,-3.464,-0.573,-0.193,36.0,0,32.3,13.82,11.3,5,1,2.94,1.109,4
Pd0398785b7,1.447,-0.922,-0.024,-0.065,-0.02,4.7,-0.507,-3.187,-0.012,31.0,0,22.2,20.27,8.1,4,1,3.17,3.557,4
P3ee6bf444e,,,,,,,,,,33.0,1,34.7,20.646,0.0,1,1,,,0
P5969d3ea2a,,,,,,,,,,4.0,1,7.8,9.231,0.0,1,0,,,0
Pf849910cdc,0.558,-0.707,-0.096,0.5,0.172,17.2,1.298,-2.309,0.259,39.0,1,31.8,20.038,24.6,3,1,12.3,3.769,2
P2084d7c5fc,0.342,0.054,0.027,0.023,-0.058,3.7,0.871,-1.294,-0.262,37.0,1,31.8,18.679,13.1,4,1,4.84,1.442,3
P8534216773,-0.046,0.109,0.039,0.015,0.006,2.5,1.111,-0.106,-0.216,40.0,0,33.0,16.691,8.8,3,1,4.4,-0.134,2
P198bb02a0c,0.399,0.107,0.023,-0.04,0.077,0.3,6.328,0.186,0.537,32.0,1,32.9,20.353,6.1,3,1,3.05,3.057,2
P007123cefb,,,,,,,,,,33.0,1,24.5,14.547,0.0,1,1,,,0
P4793f789c0,1.488,0.009,0.024,0.032,-0.01,-0.7,2.606,-0.734,0.349,33.0,1,33.9,20.814,5.1,4,1,1.29,2.736,3
P05f9ca4653,0.937,0.247,0.118,0.088,0.015,4.0,2.624,-1.841,-0.027,26.0,1,34.1,18.053,4.0,2,1,4.0,2.624,1
P9161b1752d,1.457,0.335,-0.02,-0.075,-0.02,-0.1,-3.602,-0.652,-0.107,27.0,0,32.4,17.222,13.3,4,1,4.35,1.123,3
Pc8dae45369,,,,,,,,,,36.0,1,30.7,15.362,0.0,1,1,,,0
P72f09d9c22,0.258,-0.258,-0.043,-0.053,0.121,0.0,2.71,-0.387,0.387,31.0,1,27.9,14.968,24.9,4,1,9.03,3.641,3
Pba89c73461,1.789,0.0,0.015,-0.016,-0.014,-0.49,1.694,-0.315,-0.316,54.0,0,23.27,16.281,18.27,12,0,0.752,0.378,11
P86042c98c9,,,,,,,,,,37.0,1,33.9,19.009,0.0,1,1,,,0
P479c1cba2f,0.181,0.587,0.014,0.029,0.297,2.0,5.093,0.539,0.091,25.0,1,27.0,17.333,18.2,4,1,7.03,0.548,3
Pec93c68939,,,,,,,,,,31.0,1,32.2,15.317,0.0,1,1,,,0
P2943e264b5,0.706,-0.207,0.005,0.047,-0.059,3.9,0.705,-1.044,0.006,31.0,1,28.4,14.958,12.5,4,1,3.97,3.754,4
Pc1416b3728,0.569,-0.016,-0.021,0.002,0.067,3.7,0.539,-0.158,0.058,37.0,1,30.7,17.472,3.7,2,1,3.7,0.539,1
Pe39c876df8,-0.031,0.16,-0.004,0.103,0.018,3.7,3.584,-0.956,-0.286,31.0,1,33.9,21.345,6.4,4,1,1.92,2.068,3
Pb3227aeb5d,-0.89,-0.251,-0.047,-0.195,-0.101,7.8,-7.257,-0.597,-0.185,36.0,0,30.1,12.439,19.3,5,1,4.28,1.584,5
P9e7b32dc92,1.179,-0.133,-0.069,-0.06,0.053,1.2,3.119,1.492,-0.169,38.0,1,31.4,23.503,1.2,2,1,1.2,3.119,1
P3fd81a75e9,-0.396,0.07,0.017,0.083,-0.066,4.9,2.311,1.136,0.14,35.0,1,34.6,17.584,23.0,4,1,7.79,1.397,4
P6514225148,0.159,-0.098,0.037,0.013,-0.011,-2.7,2.544,-0.171,0.191,35.0,1,30.9,14.33,9.7,4,1,4.74,1.523,3
Pbcdd20a9f9,-0.699,-0.05,0.051,0.022,-0.085,8.4,3.986,0.075,-0.452,36.0,1,29.1,15.464,19.4,3,1,9.7,3.093,2
Pe60cc64195,,,,,,,,,,34.0,1,34.7,15.666,0.0,1,1,,,0
P73a117bd09,0.01,0.359,-0.091,-0.06,0.075,-0.2,-0.797,0.175,0.824,23.0,0,31.0,19.742,3.7,4,1,1.15,1.872,3
Pba3a4faeb9,-0.613,-0.086,0.044,0.112,0.104,-4.0,3.178,1.988,0.79,38.0,1,32.8,18.439,-0.4,3,1,-0.2,1.954,3
P9b1073be42,0.666,-0.238,-0.005,-0.018,0.141,0.6,0.38,-1.194,0.175,19.0,1,35.9,25.671,0.6,2,1,0.6,0.38,1
P5e4a09f56c,,,,,,,,,,32.0,1,27.8,14.892,0.0,1,1,,,0
Pc5f6ac0bb7,,,,,,,,,,32.0,1,24.9,13.012,0.0,1,1,,,0
Paa313fca48,-0.657,0.0,-0.056,-0.042,0.01,2.6,-0.162,0.593,-0.283,28.0,0,33.0,17.127,2.6,2,1,2.6,-0.162,1
P488064c36d,-1.52,0.034,0.054,0.011,0.077,-4.5,1.845,1.176,-0.007,5.0,0,28.8,15.25,-10.9,7,0,-1.639,-0.355,9
P459acdec33,-0.231,-0.584,0.064,0.04,0.106,24.3,-2.908,2.145,-0.588,38.0,0,30.4,13.026,25.6,3,1,12.8,5.013,2
Ped46c6be82,-0.002,0.888,-0.078,0.0,-0.166,1.8,-0.015,0.325,-0.218,35.0,0,30.1,14.233,9.5,4,1,2.99,0.1,3
P54d4de841c,,,,,,,,,,30.0,1,15.2,10.895,0.0,1,0,,,0
P29e5d27062,0.585,0.266,0.021,-0.02,-0.054,3.1,1.237,3.099,0.661,30.0,1,33.7,12.178,23.2,4,1,8.77,0.666,3
P3eb05301ef,,,,,,,,,,32.0,1,14.0,10.029,0.0,1,1,,,0
Pcf6cf087a0,0.543,-0.002,0.044,-0.018,0.016,0.8,0.207,0.449,-0.137,27.0,1,34.4,13.814,0.4,4,1,0.41,1.116,3
P54ce020bc4,0.391,0.324,0.125,-0.039,-0.033,-5.3,4.396,-2.707,-0.85,14.0,1,9.2,11.348,-1.0,3,1,-0.5,1.792,2
P8c8d5105c2,,,,,,,,,,34.0,1,30.8,16.247,0.0,1,1,,,0
P9ac225720c,-1.335,0.0,0.044,-0.053,0.067,-9.3,2.235,1.829,0.871,32.0,1,15.5,12.542,-11.2,3,1,-5.6,0.001,3
Pccb83c9fcb,1.341,0.06,0.055,0.054,0.04,6.0,3.464,0.224,0.498,35.0,1,31.4,15.936,16.9,3,1,8.45,0.396,2
P9668122fb9,,,,,,,,,,35.0,1,18.6,14.516,0.0,1,1,,,0
P1223e5ee2c,-0.088,-0.187,0.009,-0.008,0.011,-1.4,2.831,-0.116,-0.159,36.0,1,32.0,18.675,13.1,4,1,5.03,1.283,3
P41ae7c3c75,0.723,-0.116,0.038,0.012,0.011,-0.2,1.641,-1.612,-0.106,38.0,0,30.4,17.053,21.2,5,1,4.38,-0.049,4
Pf2fe8710f7,0.009,0.005,-0.003,0.149,0.044,-0.1,2.7,1.045,0.51,36.0,1,28.5,16.295,0.7,4,1,0.03,1.986,3
P6c859977a5,1.528,0.0,-0.032,-0.058,0.044,5.6,-1.573,1.075,-0.426,36.0,0,36.7,20.305,6.6,4,1,1.81,2.249,3
P1c44c138bb,-0.869,-0.217,0.077,0.059,0.1,10.4,0.416,2.552,-0.398,40.0,1,22.1,10.262,10.4,2,1,10.4,0.416,1
P98436c11b0,-0.7,0.035,0.006,-0.008,0.003,10.3,-1.391,-0.873,0.561,38.0,0,28.2,7.66,23.6,4,1,7.06,0.625,3
