pid,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_stops,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr
P5a52d22738,124.58,95.6673,21.41,2.5,0.23074478,1,5.62693,1,31.53,-2.735,1.8,6.164,16.4,-11.8,44.2,30.4,12.63,-0.4,3.70747,1.85255,3.02201,28.2,100.226,0.625,2.774,68.9,0.679492,37.4,0,6.0298,31.0,0,GA,0.3671,0.354,63.8,25.5161,1.91946,4.17724,14.0,120.6,4.6,3.25665,11.0968,82.8,0.8611,0.646,8,3,2.474,183.713,0.0,15.0,65.79,18.7,3
P40b8fb181b,105.368,97.4293,21.07,4.6,0.66666669,5,2.22737,1,18.807,0.509,-2.8,2.617,10.2,8.0,-18.5,19.1,10.88,-0.3,0.920461,1.66389,2.82883,9.7,103.646,0.024,0.0,50.3,1.50649,27.0,0,2.02823,26.0,0,MI,0.375,0.169,48.2,26.1538,1.3069,0.364339,1.0,104.7,2.8,1.53544,8.7692,89.8,0.5476,0.222,4,3,0.36,102.436,0.608,12.6,53.46,16.6,3
P3da380186d,95.5854,122.302,21.35,8.3,0.77268697,2,-6.46803,0,-4.821,8.264,-2.9,-1.931,-2.2,-1.0,-10.3,-0.6,-1.82,-4.6,-5.5547,-4.87972,0.81478,10.6,123.35,0.013,0.0,39.4,-6.97417,16.7,0,-5.13933,28.0,0,IL,0.3185,0.375,73.1,30.7333,-0.913333,-0.259613,2.6,88.5,1.8,0.846324,14.2,,0.3205,0.186,4,3,0.253,127.515,0.439,10.6,43.34,25.5,3
P4d3e8e1430,116.351,98.0243,21.62,6.1,1.40905589,11,6.53029,1,8.162,0.481,0.3,2.783,5.5,7.0,11.8,10.6,6.84,-0.9,1.63224,1.65861,2.59805,16.6,103.839,0.121,0.088,56.4,3.93594,29.1,0,4.43231,34.0,0,GA,0.6667,0.017,57.2,23.8235,4.89805,2.7737,4.9,122.4,4.1,2.33463,7.2059,72.2,0.5455,0.184,6,3,1.297,150.482,0.799,11.5,60.14,13.0,3
Pb670429ce2,117.381,112.515,22.05,14.0,1.03386587,6,0.570498,0,3.506,14.346,-0.3,-1.116,9.1,8.6,61.6,7.3,10.05,-1.1,-1.68067,-1.79895,1.97886,23.9,111.658,0.032,0.111,53.3,-2.10508,28.9,0,2.18098,27.0,0,CA,0.425,0.342,74.3,32.5517,2.25117,3.97993,4.3,111.9,3.3,3.38698,17.7931,94.8,0.5684,0.271,6,3,1.338,189.382,0.387,13.8,57.64,23.8,3
Pdc6d30b38b,128.838,101.573,22.39,7.5,0.46426793,1,1.25056,1,20.519,9.616,3.0,2.608,9.6,2.5,15.3,14.7,9.76,3.1,-0.971201,-0.362435,2.4764,18.6,105.828,0.122,0.267,57.4,-3.90688,26.7,0,3.97443,30.0,0,TN,0.4976,0.608,61.2,25.4194,2.22176,4.33686,8.0,114.4,5.2,3.60061,15.2903,91.8,0.6667,0.267,7,4,1.791,129.787,0.125,15.5,60.43,25.7,3
P967c24e09d,101.756,105.373,22.22,17.1,0.60465349,4,-2.56133,0,7.988,8.271,6.9,-1.823,-4.5,4.7,22.5,-0.7,-2.53,8.8,0.0808198,-0.542533,2.22829,26.7,103.181,0.162,0.393,45.5,6.93676,33.6,0,-1.79188,28.0,0,FL,0.3457,0.25,59.0,26.5172,-2.64215,-1.24935,6.4,91.1,4.3,1.2733,13.6207,82.6,0.4955,0.343,7,3,-4.749,160.711,0.407,21.3,49.9,31.9,3
P72c5e8d0fa,95.5628,100.952,21.02,4.2,0.23685179,6,-2.67397,1,-9.693,-10.506,-2.0,0.414,-1.3,-6.1,-6.3,-7.8,-0.81,-1.9,0.81078,0.221821,1.89499,18.5,98.1851,0.341,0.788,51.4,-3.08766,62.4,1,-3.86,33.0,0,TX,0.2727,0.247,47.3,19.0571,-3.48475,-4.08183,8.6,93.5,6.8,0.510654,7.7429,60.4,0.6585,0.461,6,2,0.414,146.506,0.292,26.2,55.69,22.9,2
P65f2080ef4,111.803,96.4048,22.44,9.1,1.05254523,1,3.15953,,,,,,,,,,,,0.562382,0.773285,1.88647,15.2,99.6212,0.04,0.04,52.7,,16.4,0,2.87246,25.0,0,MA,0.5385,0.089,31.8,16.3846,2.59715,2.09918,5.1,110.3,4.5,1.35604,6.8846,27.4,0.4,0.171,6,1,,73.3147,0.74,12.1,54.0,19.5,3
Pcdc9c2f7c5,105.738,104.306,21.74,12.0,0.37077672,9,-1.14643,,,,,,,,,,,,1.54319,0.324322,2.09946,19.1,104.327,0.134,0.767,54.2,,58.3,0,-0.788983,30.0,0,FL,0.2836,0.264,59.3,23.3226,-2.68962,-1.11331,8.5,96.5,5.3,1.47742,12.6774,,0.6257,0.736,7,1,,156.306,0.0,23.7,57.24,29.1,3
P0984734cb9,101.648,107.057,22.85,5.8,0.36233344,8,-3.17553,0,-9.052,8.779,-11.8,-4.376,-6.9,-11.1,67.7,-8.1,-5.25,-4.0,-2.00957,-1.88308,2.64022,11.6,110.338,0.082,0.138,46.6,-0.971584,19.1,0,-1.24894,29.0,0,NY,0.3657,0.472,75.9,34.0345,-1.16596,0.63414,4.4,94.3,2.0,1.60785,13.8966,93.4,0.541,0.164,5,3,-1.102,151.628,0.364,17.7,49.66,23.5,3
P4ebe015218,130.041,96.0603,20.69,29.3,2.18822084,10,6.17079,1,23.099,-2.419,2.8,5.737,6.1,-11.3,2.7,15.8,4.13,4.9,0.650391,0.805931,4.11086,13.4,101.27,0.022,0.081,48.2,0.433383,30.7,0,7.53943,37.0,0,PA,0.3711,0.428,83.3,35.3514,5.5204,6.7335,3.0,112.0,2.1,5.14705,19.5946,90.0,0.446,0.232,2,2,5.737,209.77,0.339,12.9,52.73,29.5,2
P9d76a38c5e,89.5332,92.3452,21.9,4.1,0.28121836,7,2.39123,0,-9.602,-17.742,-2.0,4.505,5.3,-4.4,13.5,-14.2,-1.95,-0.9,5.06707,3.04303,1.88387,12.6,100.192,0.182,0.259,50.0,3.95639,48.8,0,-0.605215,27.0,1,,0.5135,0.451,27.2,14.6296,-2.67584,-3.64824,10.6,87.6,6.8,0.0872521,3.6667,61.2,0.5,0.537,8,3,-0.783,82.8601,0.012,26.8,49.01,17.1,3
P00e7133fc6,152.844,81.3985,18.95,15.0,0.87180573,7,16.4614,,,,,,,,,,,,6.30437,5.87096,4.97911,18.0,86.7976,0.252,2.182,70.8,,46.7,0,18.6717,33.0,0,SC,0.4902,0.117,64.9,29.9697,10.1571,12.8008,12.8,129.2,2.8,6.77416,22.6061,99.2,0.7891,0.72,5,1,,256.043,0.163,15.2,70.19,28.2,1
Pfe4fcea486,136.934,97.5618,19.86,51.4,1.92941848,8,8.98175,,,,,,,,,,,,2.03955,1.67621,4.14161,12.6,97.0275,0.117,0.903,54.7,,51.0,0,9.95319,31.0,0,SC,0.3696,0.181,93.5,36.6061,6.94219,8.27698,4.1,115.6,1.6,6.42415,24.4848,,0.6061,0.52,1,1,,228.668,0.299,22.0,60.77,36.0,2
Pa9cae64430,131.543,89.0183,19.01,23.5,1.33335401,6,5.92941,,,,,,,,,,,,1.34483,1.30977,4.93214,17.2,95.1227,0.16,1.053,50.6,,31.9,0,7.17569,38.0,0,ON,0.3824,0.29,87.9,35.2632,4.58458,5.86592,4.8,108.0,2.1,5.37661,22.6316,100.0,0.6412,0.373,4,1,,254.326,0.337,15.9,53.19,31.3,1
P846172a369,136.484,89.8237,21.55,13.0,1.44234148,12,8.84269,1,7.744,4.805,1.2,1.745,4.1,-6.2,32.3,7.8,3.41,-1.9,2.60431,2.63667,4.42253,13.4,94.2741,0.143,0.5,57.9,7.09782,39.8,0,9.41135,38.0,0,PA,0.4295,0.396,80.4,32.4737,6.23839,6.77468,5.6,122.9,2.5,5.47042,15.2368,82.0,0.6917,0.338,5,2,1.745,198.406,0.266,11.8,61.78,23.5,2
P297d12820e,117.376,104.278,19.4,25.7,0.86666663,1,2.89813,,,,,,,,,,,,0.068508,1.13378,2.42906,13.7,105.122,0.0,0.0,63.9,,29.6,0,4.60114,5.0,0,TN,0.5333,0.278,10.8,27.8,2.82962,3.46736,1.6,110.1,2.0,2.88605,16.2,97.4,0.625,0.296,3,1,,24.6937,0.426,23.2,65.75,26.9,1
Pbc4309c829,129.506,81.6709,20.33,25.9,1.36893562,2,10.3158,1,12.52,-5.432,13.0,3.031,-3.4,3.7,15.0,-2.7,-1.75,10.9,4.8936,4.111,5.34533,17.3,86.158,0.131,0.737,50.5,7.28523,37.7,0,10.5206,38.0,0,TX,0.3432,0.307,80.6,32.4474,5.42223,6.40962,5.7,106.9,2.4,4.70334,18.5263,37.8,0.6652,0.401,4,2,3.031,265.945,0.292,15.5,54.17,32.2,2
P43dec358d1,124.884,92.0858,19.34,24.4,1.52127942,2,6.65494,,,,,,,,,,,,1.7549,2.32841,3.69203,11.4,98.1201,0.061,0.143,51.6,,29.3,0,7.04794,35.0,0,NC,0.3571,0.252,69.2,28.5714,4.90004,4.71953,1.3,108.7,2.7,3.69732,16.0571,95.2,0.6667,0.223,3,1,,202.343,0.525,19.0,55.56,26.1,1
Ped6b9a1a7c,136.739,88.6569,19.07,2.6,0.31030677,5,10.4959,,,,,,,,,,,,6.89116,5.02707,3.27941,16.2,94.8033,0.61,2.312,72.8,,59.2,0,8.98188,32.0,0,OH,0.3913,0.272,50.0,23.3438,3.6047,3.95481,8.8,133.8,5.7,3.96096,10.0,79.8,0.8537,0.728,8,1,,161.475,0.0,13.9,73.9,16.9,1
Pbea2d75e26,134.933,88.1289,21.36,9.3,0.83823051,2,6.43267,1,7.725,-5.438,3.8,3.482,3.1,0.6,24.4,1.5,1.45,2.5,2.41003,2.48868,4.33341,17.0,91.0383,0.233,1.568,60.8,2.56687,47.7,0,8.39182,37.0,1,,0.4386,0.369,75.5,30.2162,4.02264,5.90314,5.8,121.7,2.6,4.97774,19.7027,70.6,0.7198,0.554,5,3,1.933,232.965,0.078,12.9,63.9,26.4,3
P2f61c21e93,107.454,88.5017,19.8,10.7,0.7291409,9,3.1857,,,,,,,,,,,,1.94192,2.35019,4.22016,10.6,94.4086,0.138,0.194,45.9,,26.4,0,3.02984,36.0,0,PA,0.2824,0.197,70.1,29.6944,1.24378,0.679645,2.0,96.4,3.2,2.06037,13.4722,99.8,0.5125,0.185,5,1,,209.227,0.618,20.7,49.88,23.6,1
P4a79c6caeb,130.806,86.8162,20.82,13.1,0.91305668,8,10.1555,1,17.264,-7.176,2.7,4.723,4.0,-31.4,0.6,10.6,3.43,4.1,4.8856,3.70953,4.29842,19.9,92.7403,0.27,0.943,56.7,5.43268,48.9,0,10.0035,35.0,0,TX,0.4497,0.409,68.7,29.2571,5.26994,6.29402,10.2,116.1,3.4,4.36952,15.1714,97.2,0.6569,0.376,7,2,4.723,220.01,0.214,15.8,59.19,25.4,2
P4ebfdd4833,124.79,90.7113,19.41,15.2,1.5333621,1,7.81607,,,,,,,,,,,,3.03415,3.45696,4.35661,14.0,96.8156,0.06,0.108,53.6,,23.1,0,8.07405,37.0,0,WI,0.4667,0.372,81.0,32.6216,4.78191,4.61709,1.6,118.2,1.6,4.19747,14.027,92.8,0.6667,0.208,4,1,,222.631,0.419,14.8,58.03,20.0,1
P714602a9aa,120.174,94.8515,19.65,14.2,1.10296474,10,3.85764,,,,,,,,,,,,1.25485,1.0941,4.02749,12.8,100.034,0.101,0.312,49.1,,49.1,0,5.0485,32.0,0,IN,0.3939,0.334,76.8,34.0625,2.60279,3.95441,4.8,106.0,2.2,3.80744,16.5,98.8,0.6594,0.349,4,1,,189.657,0.316,14.2,54.19,25.5,1
P7c5888ec9d,127.534,89.9961,20.84,12.6,1.1231219,8,12.5748,1,9.756,-4.704,3.0,5.812,3.5,-0.6,15.0,-0.2,3.66,4.5,5.80024,3.53416,3.9959,16.6,95.517,0.195,0.649,57.7,6.76308,26.8,0,10.2389,37.0,0,GA,0.3125,0.19,69.0,29.0789,6.77459,6.70469,11.0,119.1,2.6,4.05801,12.0,90.8,0.6992,0.396,6,2,5.812,242.856,0.414,16.6,59.8,20.9,2
P6f1d3c64d2,124.319,89.424,20.8,24.6,1.39177674,9,7.45051,1,14.251,-8.279,14.0,3.079,-0.8,13.1,19.9,4.5,1.06,5.4,3.64837,3.69834,4.73339,13.1,93.6096,0.08,0.353,54.6,4.37119,35.9,0,7.93662,34.0,0,ON,0.4271,0.239,82.8,34.3235,3.80214,4.23828,1.8,109.8,2.7,4.35815,16.1765,92.2,0.6067,0.374,2,2,3.079,237.568,0.387,19.6,58.59,26.4,2
P4832cf3ea3,102.572,84.2422,22.29,13.5,1.16669397,3,11.3248,1,-2.005,-9.618,-2.0,3.608,-3.6,7.1,-2.4,-0.5,-1.13,-1.8,9.24495,8.37619,4.84707,9.0,87.4217,0.519,1.083,50.0,4.13086,24.8,0,10.5342,36.0,0,WA,0.15,0.148,77.2,31.0,2.07988,2.15805,3.0,103.2,3.6,1.62011,9.0833,79.4,0.7595,0.293,3,4,2.589,284.521,0.559,20.5,54.17,17.2,4
P023bbe5ec1,143.723,91.5347,20.55,18.3,1.40968254,11,11.7649,1,19.009,0.055,3.6,5.669,10.6,8.9,7.1,16.2,10.29,-1.0,4.40804,3.69365,4.13559,17.4,96.9792,0.152,0.639,58.3,7.83786,63.7,0,11.7951,36.0,0,NC,0.5024,0.52,78.6,31.8919,7.35688,8.10144,8.8,124.5,3.8,6.13563,18.8108,62.0,0.7219,0.372,5,3,1.964,248.894,0.108,15.2,64.73,27.0,3
Pb16e641fe9,133.245,87.3426,21.95,32.6,3.31159766,7,10.6691,1,15.8,2.701,7.0,2.735,1.9,8.9,5.2,9.7,1.62,2.1,2.83777,3.96469,4.91114,13.0,91.6552,0.0,0.0,53.2,5.4564,22.2,0,10.2961,37.0,0,NY,0.3873,0.347,81.8,33.9459,7.8313,6.33137,1.8,119.1,2.0,5.33924,13.5676,91.4,0.6377,0.169,2,3,2.606,224.28,0.484,13.3,55.5,24.1,3
P6a5f6ac2d8,120.332,90.2616,19.35,6.1,0.47918697,2,3.87422,,,,,,,,,,,,2.01999,1.69905,2.46611,16.9,96.0253,0.302,0.972,50.5,,36.6,0,4.14186,36.0,0,FL,0.3263,0.348,45.3,18.1944,1.85424,2.44281,9.2,107.8,3.6,2.06826,9.8056,99.6,0.6825,0.462,5,1,,144.019,0.19,16.1,55.07,24.0,1
Pf1b3205a09,132.684,95.189,22.74,13.4,1.21741839,9,8.87464,1,7.801,-2.397,-1.8,1.287,-0.4,-5.4,-4.8,4.9,1.2,2.1,2.06297,1.66426,3.98225,27.2,94.7661,0.184,0.875,64.9,2.89794,30.5,0,10.4639,32.0,0,IN,0.4211,0.13,83.7,33.1818,6.81167,8.79962,6.8,126.6,2.5,5.25541,21.2727,,0.7434,0.348,6,4,1.922,266.556,0.522,13.6,68.03,24.7,4
P8209ad6040,134.563,86.9976,21.85,3.2,0.22916828,8,6.12111,1,14.422,-4.462,-0.5,3.682,1.8,-2.2,17.7,7.9,3.59,3.1,3.33807,2.81779,3.13144,20.0,92.1315,0.289,1.189,53.8,2.43941,55.0,0,8.40322,37.0,0,ON,0.3438,0.294,53.1,21.5405,2.78303,5.58543,11.5,116.5,4.8,3.47391,13.2162,46.2,0.6446,0.508,7,2,3.682,179.442,0.199,12.6,59.27,27.5,2
Pefa2378416,115.577,88.2003,20.0,13.0,1.42860919,6,7.31046,1,-1.746,-1.136,4.0,2.844,0.3,-5.0,53.7,0.4,-0.23,-3.2,3.46022,3.61489,4.72833,9.4,92.5991,0.079,0.189,53.8,4.46647,24.4,0,6.08404,37.0,0,WI,0.2987,0.209,82.6,33.027,3.85024,2.46915,0.8,108.4,2.4,3.22247,12.7568,81.6,0.7079,0.241,3,2,2.844,204.665,0.55,14.1,57.32,20.0,2
Pa4c28f80ad,121.661,91.0516,19.69,10.6,1.01665019,10,5.96443,,,,,,,,,,,,2.08382,2.15859,4.06433,16.5,97.1789,0.172,0.432,52.1,,41.6,0,5.70664,37.0,0,VA,0.4173,0.373,76.2,30.7027,3.8806,3.54806,5.5,112.9,2.9,3.61944,13.4595,97.6,0.5948,0.311,5,1,,206.457,0.316,14.5,55.75,21.7,1
Pba03162225,105.347,97.8478,19.13,12.0,0.76926388,5,1.85505,,,,,,,,,,,,1.28853,0.965492,2.39508,15.0,100.088,0.417,0.81,56.1,,29.3,0,2.35883,21.0,0,WA,0.3171,0.261,34.6,22.0952,0.566522,1.39333,4.8,98.4,3.8,1.35539,9.5238,94.6,0.6875,0.306,4,1,,94.1094,0.433,20.8,55.91,22.8,1
Pe661d7acde,111.902,93.6532,20.18,12.2,0.86565094,4,6.53893,1,11.901,1.64,9.6,2.62,0.0,-1.9,42.8,3.8,2.87,5.2,5.16949,3.01351,3.92532,20.6,98.5186,0.378,1.219,49.0,3.91862,64.4,0,5.01465,32.0,0,SC,0.3333,0.413,79.0,31.5938,1.36943,2.00114,8.4,104.2,3.6,2.67976,12.9688,54.0,0.7027,0.372,7,2,2.62,238.255,0.215,16.9,53.31,22.2,2
Pd17e70140c,111.284,97.5111,20.15,13.0,0.69878763,4,0.982659,,,,,,,,,,,,1.02317,0.819069,3.60832,14.9,100.101,0.134,0.724,50.7,,47.1,0,2.3393,29.0,0,CA,0.3879,0.316,76.1,32.6897,-0.040509,1.52023,4.1,100.8,3.1,2.691,16.8276,91.8,0.5671,0.447,5,1,,178.801,0.237,18.3,54.32,26.6,2
P14a01dedf9,137.001,96.5837,21.27,18.3,0.92035427,3,5.21873,0,-0.108,3.556,-1.2,-2.306,-6.5,-0.4,13.6,-9.3,-5.51,6.2,-0.393888,0.429332,3.98481,10.7,102.371,0.038,0.056,49.0,1.37854,31.4,0,7.53642,36.0,0,TX,0.3551,0.196,87.3,35.4167,5.61262,7.10708,1.3,108.0,2.3,6.00519,24.2778,76.6,0.5,0.264,3,3,1.92,217.953,0.54,15.5,54.09,34.8,3
P5cd98708f1,126.949,85.9819,20.85,14.5,0.71579398,8,9.88224,1,8.028,-4.427,7.6,6.457,3.1,4.3,21.0,5.8,3.66,0.7,6.78693,4.58908,4.52146,27.5,91.1087,0.322,1.529,61.2,3.42479,50.9,0,9.01804,34.0,1,,0.4554,0.354,74.9,29.9706,3.09531,4.42896,12.0,114.7,3.6,4.10696,13.5882,82.8,0.7126,0.611,8,2,6.457,245.934,0.035,23.5,65.28,23.8,2
P2f4b26e6e1,125.761,90.6893,20.72,6.0,0.30265264,10,6.45391,0,-1.702,-3.461,0.0,-1.224,5.4,0.4,11.2,-3.6,5.68,1.4,4.35032,2.16258,3.82936,22.7,95.1262,0.406,2.688,65.9,7.67821,59.8,0,7.27677,32.0,0,AR,0.3131,0.307,67.0,28.6875,2.1036,5.11419,11.2,112.3,3.8,3.78328,16.875,92.4,0.8125,0.693,8,2,-1.224,217.448,0.0,18.2,65.11,25.2,2
P6336d0d324,112.544,103.134,22.4,33.0,1.0601511,1,2.54123,0,-3.652,4.689,10.5,-0.017,-6.0,2.1,21.1,-7.5,-4.32,6.7,0.995978,-0.22949,3.47186,22.4,103.332,0.16,0.806,45.5,-3.47023,47.6,0,2.74041,31.0,0,FL,0.3411,0.392,95.0,38.1562,1.54525,2.9699,3.2,95.5,2.3,3.30846,22.0625,23.0,0.6036,0.31,4,4,1.845,254.358,0.299,17.3,51.53,36.3,4
P2084d7c5fc,122.027,94.5481,22.22,11.7,1.0714097,3,5.04023,0,2.607,5.354,-0.1,-1.271,2.0,-5.1,8.6,1.2,0.85,0.0,1.01573,0.9598,3.79043,16.3,100.172,0.158,0.5,54.8,2.36457,17.6,0,5.40449,36.0,0,IL,0.4098,0.374,78.2,31.7838,4.02451,4.44469,4.5,109.2,3.2,3.75338,16.4865,50.0,0.6316,0.272,5,4,1.259,219.529,0.354,14.4,56.23,24.4,4
Pab169ed872,119.413,93.8526,19.95,20.8,1.05661591,7,3.51724,1,4.924,-7.507,3.1,2.735,6.7,0.3,5.3,4.4,5.65,-1.1,1.37466,1.15795,4.23753,14.9,97.3948,0.079,0.222,56.1,0.782284,28.1,0,4.10464,36.0,0,WA,0.3979,0.44,85.7,34.4167,2.14258,2.94669,3.5,108.6,2.6,3.80296,16.1667,86.8,0.7165,0.293,4,2,2.735,221.631,0.267,20.3,59.15,25.1,2
P273938bb97,132.487,82.4762,19.59,9.5,0.5,11,10.5006,,,,,,,,,,,,7.43187,4.00816,4.87272,29.0,85.3312,0.333,1.667,61.0,,28.0,0,12.2755,9.0,0,KS,0.4151,0.402,17.6,29.8889,3.06878,8.2673,9.7,116.5,2.2,4.67012,21.0,99.4,0.7222,0.409,7,1,,68.8772,0.189,13.5,63.18,30.4,1
P90a39c14ab,112.991,91.0843,21.37,12.5,0.97144997,2,6.17788,0,-6.696,0.214,-1.4,-2.751,-11.9,-18.7,19.8,-14.6,-11.78,3.6,4.72933,3.24729,4.14353,17.8,96.0961,0.202,0.8,49.7,1.65942,40.8,0,5.41173,35.0,0,IL,0.2658,0.242,77.8,31.2286,1.44855,2.16444,6.6,102.9,4.1,2.75693,11.8286,73.6,0.6074,0.5,6,3,2.259,238.984,0.258,17.3,53.19,21.9,3
P5c11762ec9,110.256,92.0912,18.57,16.2,1.36668027,11,3.99724,,,,,,,,,,,,2.21747,1.91866,3.52315,16.7,96.8317,0.083,0.229,47.0,,23.0,0,3.15779,35.0,0,IL,0.2157,0.267,67.9,27.1714,1.77977,1.23914,2.9,98.4,3.3,2.1495,11.8286,88.8,0.6942,0.317,4,1,,200.635,0.416,14.6,48.84,25.1,1
Pd50729b5d0,124.632,86.1141,20.45,6.1,0.6739061,1,6.11654,,,,,,,,,,,,2.73959,3.08998,4.45928,16.1,90.4089,0.084,0.378,53.1,,36.9,0,7.73753,37.0,0,ON,0.2959,0.241,74.1,29.6486,3.37694,4.64755,4.6,110.7,2.9,3.82446,14.8108,92.2,0.6205,0.408,5,1,,201.859,0.351,10.5,57.29,24.6,1
P18facb688d,123.507,93.3468,22.67,15.6,1.44609509,10,8.26109,1,-0.052,-3.941,-1.0,2.01,-3.3,5.1,8.4,2.2,-0.18,-2.1,3.13673,2.17255,3.92295,14.3,98.8553,0.248,1.027,55.7,4.22181,42.6,0,6.61338,37.0,0,MA,0.2041,0.168,78.3,31.7297,5.12436,4.44084,9.1,119.6,2.8,3.91616,11.4054,80.2,0.6485,0.567,5,4,1.186,203.024,0.265,17.3,60.3,18.4,4
P4797fb50d3,130.825,97.1514,22.77,16.6,0.96967512,9,6.7425,0,11.131,3.038,-4.4,-0.02,4.6,3.4,6.2,7.6,4.85,0.9,1.33679,1.66253,3.7903,11.6,103.213,0.137,0.676,57.4,4.67349,43.7,0,7.30395,34.0,0,MS,0.4742,0.232,84.5,34.0588,5.40572,5.64142,4.7,116.3,2.5,5.08785,18.5,79.8,0.612,0.437,3,4,0.86,204.2,0.332,19.3,62.16,25.8,4
P277650e4b3,120.786,97.3572,23.03,15.4,0.94114454,6,4.21802,1,4.864,-2.159,3.6,2.481,-0.1,3.7,24.9,1.9,-0.28,2.0,2.07662,1.14028,3.76138,23.8,98.3259,0.134,0.719,54.8,1.61714,34.7,0,5.07421,32.0,0,SC,0.4178,0.327,84.4,33.9394,2.1414,3.93393,6.6,111.6,3.2,3.90514,19.3939,,0.6952,0.419,6,4,0.805,233.284,0.253,15.4,58.67,29.9,4
Pf6db5ed983,121.953,94.25,21.44,34.0,1.684238,1,6.94858,1,-3.252,-6.312,0.3,1.688,-0.7,-4.3,-7.6,-3.2,-1.0,-1.0,1.85431,3.0891,3.87333,8.6,99.0344,0.038,0.121,49.9,5.26058,31.9,0,8.0383,33.0,0,CT,0.4124,0.242,74.6,32.4242,5.09427,4.9492,1.1,107.2,2.4,3.79486,15.2727,91.4,0.5714,0.332,1,2,1.688,223.92,0.426,22.8,54.57,26.5,2
P338a42b9d0,111.67,93.7,21.38,15.9,0.87801644,1,2.38229,0,-13.914,2.24,9.4,-4.106,-10.6,-24.1,16.2,-24.7,-12.12,9.3,2.52983,1.58813,3.88789,22.7,95.0304,0.245,0.636,49.3,6.48873,28.3,0,2.92532,33.0,0,WA,0.4348,0.624,78.3,31.0588,-0.147545,1.33719,7.3,101.4,3.8,2.63248,15.9118,76.2,0.6915,0.213,7,2,-4.106,230.161,0.163,16.5,52.66,27.9,2
Pdee21247bb,134.528,109.887,21.65,17.6,1.12088464,10,2.16423,1,9.327,-2.494,-1.0,0.677,6.4,4.0,-2.1,6.0,6.98,2.5,-3.31595,-1.83007,2.52048,11.4,108.29,0.11,0.471,59.6,-5.72947,32.1,0,6.00316,34.0,0,NY,0.4868,0.358,92.8,37.7429,5.48018,7.83323,1.2,120.7,2.0,6.06199,27.0857,,0.6883,0.242,3,4,2.33,201.713,0.399,13.2,63.72,31.5,4
Pb69fbd28c6,130.028,91.2486,21.86,11.9,1.47171423,8,8.19257,1,14.478,2.392,2.0,3.743,7.3,7.1,6.9,15.2,7.87,-2.8,1.32544,1.84898,4.64705,12.6,95.7696,0.032,0.053,58.5,5.03486,19.0,0,8.91993,38.0,0,IN,0.375,0.218,87.6,35.3947,6.86713,7.07095,2.7,120.4,1.2,5.17729,15.4211,92.8,0.6667,0.143,4,3,1.579,202.594,0.639,12.2,60.93,21.2,3
P2c24c6affb,126.58,99.9016,21.62,30.5,2.94515962,11,4.52922,1,15.126,5.055,0.7,2.226,7.4,-0.9,24.1,9.7,6.66,2.4,-0.904561,0.21613,3.34358,8.2,105.844,0.043,0.111,52.3,-0.764405,22.9,0,5.25539,36.0,0,TN,0.4839,0.399,81.5,32.973,5.43378,5.03926,2.0,116.6,1.6,4.42566,13.4595,66.0,0.5638,0.242,2,3,2.647,176.373,0.358,15.9,55.78,21.9,3
Pd88f1bdac2,117.875,98.5756,21.88,20.7,1.37332771,8,3.86169,1,14.515,-7.02,-1.9,3.71,3.3,11.2,-4.4,8.3,4.74,1.2,1.54781,0.961185,3.29704,18.7,98.1772,0.182,0.786,51.2,2.23982,35.1,0,4.28841,28.0,0,CA,0.3409,0.238,74.3,30.931,2.31388,3.32723,2.5,106.0,3.5,3.2473,17.1379,,0.5833,0.357,5,3,0.811,189.263,0.405,16.9,55.82,28.0,3
P519f028bfb,131.671,97.7754,20.97,29.0,2.58460679,6,7.89067,1,5.538,3.231,-0.7,1.721,5.8,5.3,1.5,11.9,5.43,-4.4,1.1652,2.69389,3.81783,10.3,100.471,0.012,0.061,52.2,5.88294,38.4,0,9.01981,33.0,0,NY,0.4118,0.251,84.3,35.1212,6.72547,6.32591,3.1,116.8,2.3,5.32766,19.697,91.2,0.593,0.362,2,3,1.004,242.264,0.387,11.3,57.73,27.6,3
P4f7a1b04a6,107.187,92.8226,21.0,11.8,0.88405438,6,3.01833,1,-3.507,2.982,6.3,0.761,1.9,-8.2,-11.9,-5.7,-1.61,0.7,2.24268,1.23103,4.17979,18.0,97.3627,0.118,0.471,43.3,2.25696,40.1,0,2.58976,34.0,0,ON,0.2843,0.273,82.2,33.0,0.775652,1.35872,7.5,97.3,2.5,2.25089,12.4412,72.8,0.5466,0.43,6,2,0.761,221.009,0.297,15.6,47.5,23.3,2
