pid,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_stops,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr
P15b4774186,133.627,96.9526,23.33,31.4,2.58714097,2,7.50691,0,9.795,1.011,12.2,0.176,-4.6,15.5,7.0,-2.2,-1.74,7.4,0.632384,1.40303,4.29684,9.6,104.223,0.008,0.026,51.0,3.85393,40.6,0,7.70636,39.0,0,NC,0.3398,0.206,94.2,37.8205,6.87452,6.30333,2.0,117.9,1.5,5.99513,17.3077,80.4,0.432,0.251,1,4,0.944,257.45,0.543,16.7,56.82,25.2,4
Pb53e68dfee,116.38,100.647,21.81,17.9,1.11688158,8,5.38332,1,15.932,-3.788,7.1,3.657,11.9,-9.5,10.3,16.3,10.24,0.6,2.35654,2.40579,3.46534,14.6,101.11,0.21,1.2,61.0,-0.0974621,36.6,0,6.2822,30.0,0,LA,0.2955,0.137,82.6,34.4,3.02678,3.87641,3.9,111.8,2.3,3.39761,15.9,63.8,0.7043,0.579,4,3,2.74,222.241,0.283,19.5,63.09,21.8,3
P9106a597f3,123.926,96.3946,19.42,6.8,1.3684519,1,6.5038,,,,,,,,,,,,1.58054,1.89506,3.88655,10.3,101.732,0.095,0.162,52.8,,22.7,0,5.8422,37.0,0,OH,0.3226,0.29,83.8,33.7568,4.92325,3.94714,2.9,122.3,2.0,4.20341,14.4865,96.8,0.6349,0.147,4,1,,210.866,0.563,9.9,56.65,17.3,1
P8eec131338,126.138,95.3532,22.12,15.4,1.55931541,5,8.51282,0,6.335,2.331,-2.0,-0.462,4.5,1.7,0.7,5.0,4.49,0.7,2.89661,2.94939,3.79887,11.1,101.152,0.18,0.625,62.9,4.74429,25.4,0,7.90407,32.0,0,NE,0.4324,0.222,79.5,31.697,5.6162,4.95468,4.0,120.3,2.4,4.22837,15.0606,35.0,0.7658,0.332,3,3,1.884,210.77,0.446,15.2,65.04,20.7,3
P3e065b4b4e,119.559,85.9892,19.22,10.7,0.93335818,4,6.305,,,,,,,,,,,,3.67645,2.05168,2.56144,27.9,92.8541,0.186,0.571,42.6,,55.9,0,5.04217,14.0,0,TX,0.2609,0.343,16.0,17.0,2.62855,2.99048,23.2,107.3,6.2,1.85695,5.8571,97.8,0.5349,0.642,8,1,,59.6529,0.015,15.7,47.65,22.9,1
Pe581c6d22f,105.945,94.5837,21.85,21.3,1.76740894,8,6.08818,0,-12.338,3.998,0.6,-2.254,-5.8,-4.2,-29.9,-11.0,-7.13,0.6,4.11601,2.96279,4.0626,20.0,96.6113,0.169,0.737,45.7,8.34215,37.2,0,4.38138,19.0,0,MA,0.359,0.207,49.6,33.6842,1.97218,1.41859,4.6,100.5,2.7,2.09348,11.3684,94.6,0.5393,0.473,4,2,-2.254,132.763,0.319,17.9,48.81,22.1,2
P8ecb19c544,108.791,95.9118,19.89,9.5,0.90191524,7,2.72476,,,,,,,,,,,,1.29726,1.52781,2.9076,11.5,102.116,0.185,0.514,47.0,,40.3,0,1.79674,37.0,0,NY,0.2679,0.358,61.8,24.8108,1.42751,0.268927,4.2,101.1,4.2,1.80125,10.027,98.2,0.629,0.396,4,1,,163.536,0.246,14.8,49.75,21.3,1
P27d264f43c,109.065,94.8282,20.07,22.5,1.95308808,5,7.14455,,,,,,,,,,,,4.39273,4.11049,3.26437,13.6,99.2402,0.206,0.5,48.3,,47.2,1,6.30241,36.0,0,CA,0.2549,0.22,67.3,27.0,2.75181,2.19192,6.0,108.0,3.3,1.98624,8.3333,73.4,0.6262,0.461,3,1,,219.037,0.319,19.7,53.05,19.1,1
P6786e0dd88,131.415,88.7259,22.41,10.5,0.90326292,1,8.21005,1,23.865,-10.009,-1.7,4.69,2.4,8.5,65.5,11.9,3.79,5.4,4.06555,2.87283,4.66436,24.5,93.7832,0.131,0.5,54.4,6.2914,27.4,0,10.2943,34.0,0,IL,0.4588,0.377,81.8,33.0882,4.1445,7.42149,5.7,114.5,2.0,4.95329,19.7647,94.4,0.6715,0.266,7,4,0.461,254.42,0.357,11.8,57.73,27.5,3
P1a46c41bff,120.208,95.0637,21.25,10.0,0.77939999,3,5.05371,1,2.376,-2.144,1.1,2.144,-1.5,-8.7,-6.0,-1.2,-2.1,2.3,3.98153,2.08094,3.70564,21.2,98.4822,0.508,2.382,53.8,4.38446,38.8,0,4.56614,34.0,0,CA,0.4128,0.438,72.1,30.9706,1.07218,2.4852,7.3,110.2,3.3,3.45757,15.6765,92.6,0.674,0.461,8,3,0.335,226.697,0.102,15.1,57.41,25.1,3
Pa129b1725d,122.739,98.0682,22.16,19.2,1.2702908,4,4.97219,1,-0.834,-4.298,5.2,1.041,-6.7,-9.2,3.7,-3.3,-4.94,1.2,0.969643,0.147445,3.45822,30.6,97.1451,0.109,0.281,48.0,3.93095,37.0,0,5.90334,32.0,0,PA,0.4324,0.378,78.5,31.1515,4.00254,5.75589,11.5,109.3,2.7,3.80806,15.0,,0.6337,0.258,7,2,1.041,212.77,0.365,15.9,52.73,27.9,4
Peef8948765,129.269,93.0125,22.21,17.1,1.42250814,4,7.53823,0,0.959,-0.631,-4.0,-0.749,-1.4,5.0,4.0,-3.4,-0.59,2.3,2.04648,1.38325,4.0193,18.6,97.0164,0.081,0.286,54.4,8.28692,31.7,0,7.07881,35.0,0,OH,0.3478,0.304,74.5,31.6,5.49175,5.69556,8.4,116.6,2.2,4.5311,14.6,76.0,0.6593,0.357,6,2,-0.749,206.317,0.339,15.6,58.74,24.1,4
P1597c7370a,127.415,86.7155,22.96,19.6,3.0572178,7,8.5738,1,17.484,-0.643,5.6,3.79,7.9,1.9,12.5,17.0,8.6,0.3,3.51819,3.91426,4.77518,14.9,91.4933,0.034,0.088,55.2,2.18413,29.2,0,8.84949,34.0,0,VA,0.3662,0.244,79.9,32.0588,5.05561,4.93522,1.4,122.6,1.8,4.391,11.6765,75.8,0.5568,0.302,3,4,1.933,180.9,0.454,10.9,59.9,19.4,4
Paa92a86ff3,128.34,99.3169,21.73,25.9,1.92000688,9,5.70199,0,4.155,5.522,1.7,-1.312,-0.4,14.4,-27.8,-1.2,2.45,5.4,1.23686,1.69233,3.84623,13.5,99.4079,0.031,0.045,55.1,3.65537,40.5,0,7.54317,22.0,0,OK,0.4444,0.296,60.6,36.3636,4.46513,5.85084,2.1,119.8,1.9,5.11564,18.0,82.2,0.4844,0.234,2,3,1.023,144.126,0.471,15.7,60.6,24.7,3
P3e655a07ed,122.401,87.0507,21.28,9.6,0.75413126,3,8.53152,1,13.251,2.057,2.4,1.638,-4.0,-23.7,20.5,4.1,-1.87,6.2,5.53508,3.64204,4.04365,20.9,91.6831,0.273,1.222,55.0,6.89345,33.8,0,7.29635,36.0,0,KY,0.4104,0.399,68.2,27.6389,2.99643,3.65431,13.3,111.8,4.3,3.27312,12.3333,91.8,0.6721,0.545,8,2,1.638,252.05,0.057,15.1,56.76,23.5,3
Pbb5225b691,119.979,97.9652,21.95,15.2,0.81109525,7,3.64299,0,-3.907,4.834,-0.8,-2.309,-0.7,-8.8,11.9,-4.1,-0.93,1.6,0.83117,0.411236,3.54811,20.1,97.5429,0.128,0.545,51.7,-0.579828,25.7,0,5.63265,33.0,0,TX,0.3882,0.284,80.3,32.2424,2.81182,5.22141,8.0,107.7,2.3,3.58681,20.4848,,0.6603,0.292,6,4,1.285,240.549,0.424,15.5,55.27,29.5,4
Pb5f59c2405,120.809,97.2978,22.38,7.8,1.35290693,2,4.99948,0,-8.978,3.312,1.7,-0.535,-3.5,-0.8,25.5,-11.3,-3.87,0.6,1.9399,0.964274,3.66235,25.8,100.591,0.164,0.303,55.2,3.58272,17.4,0,4.94677,33.0,0,CA,0.4783,0.482,81.2,33.2121,3.05958,3.9825,9.1,120.9,2.9,3.71981,12.6364,92.6,0.6557,0.183,7,4,0.526,239.61,0.335,9.9,57.67,17.4,4
P004efe3965,112.61,96.0533,24.43,8.2,0.54689997,1,3.21989,1,3.402,-5.292,3.3,2.813,-0.2,1.4,1.0,1.0,1.39,2.6,1.69778,1.05185,3.30219,23.2,101.277,0.054,0.156,54.2,-4.86156,27.3,0,4.12337,32.0,0,TX,0.4638,0.216,70.5,28.5312,1.52211,3.07151,7.2,107.3,3.4,2.42792,12.9375,,0.5161,0.292,6,4,2.245,188.238,0.492,17.9,57.45,22.5,4
P4f854a47d9,95.439,103.176,20.58,5.9,0.33335812,11,-1.4174,,,,,,,,,,,,2.38263,1.04873,1.37746,16.8,104.641,0.422,0.931,58.4,,63.4,0,-2.51408,29.0,1,,0.4348,0.225,34.8,15.1034,-3.80003,-3.56281,7.3,92.9,6.0,0.39532,5.2069,79.8,0.7188,0.627,8,1,,87.2099,0.147,25.6,57.46,20.8,1
Pf5a8190f4f,114.715,91.8486,22.56,24.4,3.36159593,11,5.6693,1,-1.684,-3.28,-4.6,2.131,2.1,0.2,-1.4,3.4,0.54,-3.6,2.44612,2.97924,4.22043,14.1,95.1916,0.043,0.056,46.8,2.03853,30.0,1,5.49046,36.0,0,VA,0.3611,0.328,80.1,32.2778,3.22319,2.51121,2.3,112.9,1.8,2.99473,10.4722,57.8,0.6,0.213,3,4,1.025,207.235,0.459,12.9,50.0,19.1,4
Pf3d3c05896,114.621,92.0461,22.19,23.3,1.70787156,4,5.4362,1,12.53,-3.499,6.6,1.074,4.7,1.5,-3.4,7.9,7.07,2.5,2.67761,2.37741,3.97008,13.7,98.0786,0.005,0.028,49.4,4.36239,42.7,1,4.62301,36.0,0,NJ,0.303,0.286,71.8,30.4167,2.75859,2.2456,5.3,105.1,3.4,2.82194,12.1389,97.8,0.6117,0.543,3,2,1.074,206.4,0.171,19.5,52.36,22.3,2
P9bb134b52c,114.053,103.811,23.68,25.1,1.01907843,10,-0.569091,0,-0.553,-1.978,-2.0,-1.268,0.3,0.3,5.6,-2.2,1.49,2.8,-1.13399,-0.42802,2.63234,10.7,109.084,0.01,0.031,44.5,-0.641077,49.3,1,1.20643,32.0,0,IL,0.2703,0.411,73.0,29.3125,0.564899,1.63445,1.5,99.2,3.5,2.66076,14.9375,83.2,0.5859,0.275,2,4,0.022,157.535,0.314,22.0,53.64,29.3,4
P3f77f707c0,114.464,98.2533,20.64,14.0,0.98304219,10,4.87126,0,-2.609,4.465,0.0,-2.285,-3.0,10.1,-19.3,-4.8,-1.79,2.6,1.82626,1.29371,3.38103,10.7,102.801,0.092,0.304,50.4,7.15611,42.8,0,4.18473,23.0,0,NY,0.2157,0.222,50.8,31.3913,3.04501,2.89102,8.0,106.1,2.8,2.858,13.1304,96.0,0.6322,0.378,4,2,-2.285,134.023,0.4,20.1,54.8,23.8,2
Pa08fe4841f,111.529,96.9487,19.88,30.3,2.02938201,8,1.99798,,,,,,,,,,,,0.499834,1.32982,3.36611,4.9,102.317,0.09,0.324,47.3,,25.7,0,2.01876,37.0,0,DE,0.4167,0.208,73.8,29.7297,1.49815,0.688932,2.1,102.9,3.2,2.4317,10.2703,99.0,0.521,0.483,1,1,,180.636,0.309,23.4,48.93,22.4,1
Pfc813e5d63,133.075,94.4976,21.85,11.6,0.76121761,8,8.06782,1,-0.001,1.61,-0.8,0.364,-5.7,-7.0,22.8,5.4,-3.11,-2.1,3.08202,1.98239,4.1392,15.7,99.9626,0.102,0.545,49.7,1.98159,54.0,0,9.0164,33.0,0,MI,0.371,0.415,84.5,34.303,4.9858,7.034,11.8,116.1,2.5,5.30893,19.2727,55.2,0.6158,0.395,7,4,2.286,209.487,0.19,12.8,56.74,28.2,4
Pa5c483aef9,134.409,103.148,22.43,17.4,1.55071979,1,5.46632,0,2.028,9.564,0.8,-0.823,4.8,-8.5,40.3,4.4,4.2,-1.4,-0.565419,0.273972,3.1262,9.1,106.925,0.14,0.424,59.3,3.56775,50.1,0,6.32883,33.0,0,WA,0.4156,0.209,79.2,34.0606,6.03174,6.05486,1.3,125.6,2.0,5.46751,18.1212,97.6,0.7664,0.291,3,3,0.949,172.908,0.5,15.5,65.44,23.1,3
P67e5a8f825,123.208,96.1562,23.55,18.1,1.90773933,12,9.56143,0,-2.934,5.001,2.8,-1.39,-2.1,-1.4,6.5,-4.8,-0.55,1.8,3.72976,2.70151,4.12567,21.5,102.258,0.157,0.438,54.4,6.95824,29.4,0,7.93349,32.0,0,TX,0.3908,0.269,85.7,36.0312,5.83167,5.23198,9.7,117.8,2.8,4.34234,13.1562,,0.6281,0.375,5,3,1.302,243.521,0.356,16.5,56.65,19.5,4
P64a44986ea,121.135,94.0443,22.63,27.2,2.1011474,11,7.53404,1,11.685,5.111,4.3,1.083,7.5,6.4,42.2,5.7,8.97,3.5,3.47227,3.57316,3.67606,17.6,100.382,0.115,0.405,49.5,7.25783,48.0,0,6.90916,37.0,0,NC,0.3014,0.266,74.1,29.7297,4.06177,3.336,5.4,113.2,3.1,3.42746,10.2703,97.2,0.6486,0.54,4,4,0.121,231.049,0.193,22.5,56.26,20.1,4
P2b78ea748d,126.126,89.2391,22.44,7.0,0.5937787,1,6.98683,0,-12.224,-1.45,-3.2,-2.009,-3.3,-5.9,-34.1,-11.0,-3.91,2.9,4.82227,3.17903,4.54568,26.8,91.1852,0.047,0.2,52.2,7.82282,34.2,0,9.09385,20.0,0,RI,0.4591,0.528,45.9,32.381,2.16456,5.91481,8.4,111.8,2.1,4.29549,19.7143,72.4,0.7059,0.282,7,4,0.078,172.662,0.189,10.4,55.87,28.5,4
P8c5417b762,126.345,91.8391,23.26,15.9,1.45158131,3,9.14126,1,26.362,-8.023,5.9,5.39,16.8,14.3,-26.2,22.2,17.12,4.4,3.88376,3.11021,4.16681,18.4,96.2102,0.322,1.421,63.2,4.91437,27.5,0,8.92636,19.0,0,WV,0.303,0.181,42.9,31.8421,5.2575,5.81614,6.1,123.6,2.5,4.23129,14.1579,81.8,0.7586,0.478,5,4,1.235,119.5,0.341,14.9,65.37,20.3,4
Pb779a9fa56,116.317,96.6789,21.38,16.5,1.2207798,2,2.83041,0,-0.65,5.272,3.7,-2.196,2.2,4.2,4.7,-5.3,2.59,3.6,0.601711,0.728097,3.75089,14.3,102.322,0.127,0.324,51.1,-1.14392,33.0,0,3.61739,34.0,1,,0.4,0.364,77.1,33.1176,2.2287,2.88929,2.3,106.2,1.7,3.22983,14.9706,93.2,0.6364,0.276,4,3,1.987,190.521,0.359,16.8,55.42,23.5,3
P88accb87c9,126.275,92.4145,21.08,8.7,0.62854999,5,6.36196,0,1.616,-4.27,-3.5,1.547,-2.4,-10.7,7.2,3.5,-3.59,-3.0,2.75267,1.81748,3.77307,18.7,98.8758,0.132,0.714,59.5,8.32409,46.0,0,6.25943,35.0,0,TX,0.4019,0.304,72.7,29.0857,3.60928,4.44195,13.3,115.0,3.5,3.88329,14.8571,94.0,0.7091,0.625,8,3,-0.981,204.5,0.071,16.3,60.61,23.6,3
P86827217ed,123.073,99.8623,22.38,10.2,0.73016019,2,5.70822,1,13.686,2.914,-1.5,1.622,6.1,11.1,23.5,8.8,7.04,3.5,1.5078,0.937107,3.22328,20.0,102.891,0.037,0.069,58.4,3.39252,44.1,0,5.67674,29.0,0,MD,0.4435,0.387,75.1,31.9655,4.20041,4.73964,8.5,117.9,3.0,3.79802,15.8621,84.2,0.642,0.273,6,3,1.158,185.23,0.34,17.7,64.03,21.4,3
Pef380f9642,116.1,101.872,21.14,7.8,0.81480002,5,2.16353,1,5.059,-9.802,-1.2,1.92,2.2,-1.0,-30.5,6.3,0.63,-0.2,-0.503767,0.255643,1.81844,11.9,108.121,0.292,0.481,57.1,-1.94332,38.8,0,2.59575,27.0,0,LA,0.45,0.135,38.4,18.8519,2.66729,2.3401,4.3,112.2,3.5,1.84281,7.7037,89.0,0.6875,0.324,4,3,2.053,88.0233,0.541,15.9,59.74,19.3,3
Pf2fe8710f7,134.233,79.1441,23.59,14.8,2.11109996,11,13.7704,1,7.144,-8.556,0.8,3.638,1.7,8.9,0.1,6.8,2.72,1.1,7.56145,6.0451,5.00459,22.2,80.8941,0.191,0.778,57.1,9.3416,52.0,0,13.5229,36.0,0,NC,0.3889,0.296,71.2,28.4722,6.20898,7.47777,12.1,130.8,2.9,4.58764,12.8889,82.2,0.6447,0.5,7,4,1.378,253.199,0.204,10.2,61.21,20.8,4
P61e8cd7d80,120.822,93.0656,23.58,16.9,1.10587997,11,6.30495,1,1.059,-0.358,2.7,1.202,-3.8,-14.3,-5.0,1.1,-2.39,-1.1,3.28181,1.23793,3.90391,28.0,99.0249,0.063,0.294,50.5,4.18126,39.7,0,4.94944,34.0,0,NJ,0.3955,0.478,76.6,30.8529,3.02314,3.71151,14.7,107.6,2.9,3.50966,13.6471,90.8,0.6126,0.516,8,4,0.752,235.308,0.005,17.9,52.75,25.3,4
P98ab129fa2,126.252,99.7157,22.13,28.6,1.69769495,5,4.76418,0,-1.913,-1.514,-6.8,-1.458,2.9,-10.9,-12.0,-0.3,1.87,-2.1,-0.130305,1.10045,3.79458,9.1,102.548,0.017,0.036,54.4,1.39317,51.7,0,6.08629,28.0,0,MD,0.4262,0.174,75.1,37.0,4.89448,4.98585,1.4,115.7,3.1,4.8504,19.1071,,0.4444,0.334,1,4,1.066,181.846,0.491,18.6,61.36,25.8,4
Pc317d28310,123.876,96.1241,23.04,17.2,1.45589995,6,8.73209,1,3.413,-1.611,0.0,2.305,5.8,0.9,-12.0,5.0,5.57,-1.2,2.85994,2.63218,3.43328,11.6,101.826,0.055,0.118,55.9,4.14957,38.4,0,7.09166,34.0,0,MN,0.3542,0.157,71.4,29.7059,5.87215,4.45948,5.5,116.3,3.0,3.67827,12.8529,79.8,0.6299,0.416,4,4,1.21,203.872,0.426,17.9,60.6,20.8,4
P87c0df2ff6,119.179,96.871,23.36,13.4,1.35590394,2,4.73245,1,5.847,-1.563,0.9,1.178,2.4,-12.4,6.0,2.8,1.83,2.9,1.17974,1.53771,3.76636,9.7,100.24,0.083,0.235,51.1,0.773123,31.3,0,5.48931,34.0,0,NH,0.3134,0.299,82.4,33.2059,3.55271,3.9516,3.1,111.8,2.8,3.58938,16.8235,87.4,0.5564,0.297,3,4,1.407,198.423,0.404,12.6,55.7,23.9,4
P4c0563638d,119.084,92.1373,24.16,7.4,1.75992132,4,7.39202,1,-5.218,-8.176,-0.9,1.906,-4.0,9.2,14.0,-1.6,-1.64,-1.2,3.18839,3.05791,3.33387,9.5,98.178,0.061,0.075,57.9,5.59193,24.1,0,5.58627,40.0,0,NH,0.4348,0.086,63.8,25.8293,4.20363,2.52836,2.2,121.6,3.8,2.76944,9.2439,,0.6735,0.184,5,3,0.9,169.188,0.729,9.3,61.57,15.8,4
Pdd2dc8d5b8,136.171,102.364,22.56,23.2,2.19050003,11,6.35604,1,6.303,0.848,6.8,1.422,-0.1,-5.3,13.4,4.8,-0.53,0.7,-1.10477,0.388781,2.91181,9.2,108.407,0.048,0.143,55.7,4.9345,45.2,0,7.61272,35.0,0,AR,0.3659,0.211,76.5,30.9143,7.46081,7.22394,1.4,123.3,2.3,5.13401,16.7714,,0.5619,0.27,2,2,1.422,176.267,0.519,13.5,62.1,24.1,4
Pfa8477edf9,113.809,104.239,23.69,9.2,1.01960524,10,2.33332,0,4.399,0.488,-6.1,-1.401,0.6,-7.8,21.3,0.4,-0.66,3.3,0.805227,0.171037,3.24394,15.7,105.653,0.223,0.667,50.0,1.80193,26.9,0,3.26472,33.0,0,CT,0.4086,0.42,91.4,36.5758,1.52809,3.09369,4.2,109.8,1.7,3.30123,16.303,37.4,0.5922,0.233,6,4,0.143,211.029,0.348,11.5,53.96,22.1,4
P4e98315e7d,119.168,104.813,22.64,19.4,2.06776938,11,1.64601,0,-7.859,5.496,-2.7,-3.406,-5.9,-3.4,2.4,-4.7,-4.2,0.5,-1.28566,-0.452609,3.02956,13.4,104.888,0.0,0.0,45.9,-1.93442,58.8,0,2.48956,32.0,0,FL,0.3468,0.319,87.4,35.3529,2.93167,2.94217,1.9,113.6,2.6,3.80361,17.9706,,0.5253,0.254,3,4,1.595,186.772,0.427,11.4,55.59,26.9,4
Pde1bad3875,124.882,94.4776,25.59,11.1,0.80001884,11,4.19114,1,15.913,-14.348,-5.2,4.825,7.2,-15.4,-2.4,8.5,4.22,1.1,0.635552,1.76285,3.84722,14.1,93.9071,0.023,0.097,53.0,-0.762619,37.8,0,7.12707,31.0,0,MN,0.3333,0.206,78.5,31.3636,3.55559,5.36422,3.8,113.6,2.6,4.03918,20.0,,0.6231,0.298,4,3,2.477,190.182,0.495,13.9,57.47,27.8,4
Pb10189ae74,122.514,93.1945,22.58,35.9,3.39345629,11,8.17571,0,4.608,5.643,5.1,-0.59,-0.9,-9.8,24.5,3.6,-1.61,1.4,3.24458,3.73397,4.02756,13.8,98.3824,0.0,0.0,47.9,4.06475,30.0,0,6.79422,34.0,0,TN,0.3235,0.218,79.3,32.0588,4.93113,3.06025,1.8,114.4,2.7,3.81982,11.0588,91.4,0.5259,0.433,1,4,1.783,218.483,0.349,15.5,52.57,21.0,4
P82f3368572,109.307,84.8686,23.2,19.4,1.30859634,4,6.38835,0,-5.991,-9.184,-4.6,-0.404,-1.3,-16.7,7.2,-6.0,-2.95,0.2,5.7145,3.29891,4.31279,37.3,84.3562,0.091,0.452,50.3,6.79223,22.6,0,5.62473,31.0,0,TN,0.3708,0.306,69.2,27.7059,0.673849,2.32582,14.1,103.4,3.4,2.06458,11.0882,,0.6524,0.564,7,2,-0.404,232.66,0.131,20.6,50.79,24.5,4
P4294404a76,117.215,98.8838,21.38,7.3,0.62502854,2,3.72837,1,7.54,-1.288,-2.4,1.208,4.6,3.6,-2.9,14.6,3.74,-4.6,3.07862,1.5495,3.31064,18.7,101.599,0.447,2.156,62.4,1.68989,51.0,0,3.74958,32.0,0,OR,0.4516,0.354,77.2,31.3438,0.649755,2.20008,7.3,117.0,3.5,3.15017,13.1875,75.6,0.7176,0.646,8,3,1.019,190.034,0.0,17.2,64.6,19.1,3
P8c68a86e22,106.859,105.096,23.37,12.5,1.44680428,2,0.375353,0,-9.659,-2.443,2.9,-1.367,-3.3,-2.0,2.5,-6.7,-4.15,-0.5,-0.580443,-0.662649,3.06394,16.2,105.701,0.077,0.161,48.1,-6.39546,21.7,0,0.615741,31.0,0,TX,0.3846,0.371,89.4,36.0323,0.955795,1.27839,3.7,102.9,2.8,2.36404,15.0645,,0.5495,0.217,5,5,1.679,199.81,0.412,11.1,50.52,21.6,4
P9ce3123e64,115.227,87.954,20.46,4.8,0.56233675,1,5.36442,1,22.307,-3.7,3.3,3.518,12.1,-8.2,6.3,15.9,7.89,4.0,3.72509,2.19809,1.19949,18.5,93.2501,0.154,0.132,51.1,1.84689,28.4,1,2.24014,38.0,1,,0.383,0.547,20.7,8.2895,1.63933,0.0420552,17.6,112.1,7.4,0.786574,2.7632,90.8,0.6923,0.453,8,2,3.518,72.4243,0.0,15.0,52.57,18.1,2
Pe0f4e51abf,124.572,90.1039,25.12,9.3,1.08164287,5,8.79399,0,-5.865,-5.618,0.3,-0.009,-7.0,-3.2,51.4,-6.9,-3.55,-1.1,4.97744,3.28657,4.08818,22.0,96.2904,0.068,0.314,61.3,4.96086,60.1,1,7.38922,35.0,0,PA,0.371,0.259,70.2,29.6857,3.81655,4.10265,9.7,121.6,3.6,3.78878,10.9143,94.4,0.6949,0.741,8,5,0.717,228.279,0.0,15.1,62.43,17.9,4
Pd1f1ba6351,121.014,94.3556,21.28,13.0,0.98508069,3,8.24977,1,13.995,-9.652,7.1,7.889,6.5,1.8,30.4,8.7,4.96,4.1,6.21163,3.98429,3.60394,21.7,95.5095,0.233,1.0,60.8,-3.77852,43.8,0,7.00075,33.0,1,,0.4182,0.17,69.1,29.4412,2.03814,3.01645,7.3,117.1,4.9,3.37749,15.6176,,0.7267,0.533,7,3,6.014,263.343,0.297,15.7,63.87,22.7,3
P212def8838,118.517,97.4007,20.03,3.5,0.195418,6,-0.351513,,,,,,,,,,,,0.432313,0.014011,3.17285,25.1,98.8814,0.194,1.182,54.8,,50.5,0,2.37142,33.0,0,IL,0.3775,0.395,70.6,28.7576,-0.783826,2.35741,12.7,108.9,3.7,3.00839,16.9394,97.4,0.6667,0.581,8,1,,225.653,0.024,18.4,59.01,26.7,1
P480c7bd367,123.972,102.311,21.25,32.1,1.50492621,3,4.55907,0,-6.003,0.522,-0.1,-3.28,-2.3,-4.5,0.1,-10.0,-1.75,3.4,0.168602,0.949694,3.03683,9.3,107.186,0.083,0.258,48.5,1.94577,40.1,0,5.33385,31.0,0,MD,0.3113,0.267,79.6,31.8387,4.39047,4.38416,1.4,106.3,3.0,3.99648,16.871,80.4,0.5606,0.332,1,3,1.307,175.942,0.401,20.1,55.34,29.0,3
P665ee60687,106.889,94.3556,21.18,22.8,1.39471206,4,1.38141,1,5.561,-3.819,-0.3,2.084,1.3,-4.5,7.3,5.2,1.64,0.0,1.50026,1.79294,4.0793,12.9,98.3819,0.115,0.515,41.9,1.14606,23.7,0,2.37065,33.0,0,FL,0.3817,0.481,82.9,33.1471,-0.118858,0.57771,1.5,94.7,1.8,2.19719,15.2059,82.0,0.5273,0.329,3,3,0.118,198.715,0.19,14.4,45.21,27.9,3
P16c24a4b1f,112.372,93.9838,21.8,14.7,1.61538462,9,6.50896,1,7.463,-3.028,-8.3,2.582,3.4,6.5,18.1,12.3,5.04,-6.5,2.93182,2.82607,3.84482,13.4,100.482,0.087,0.188,52.2,4.53166,24.5,0,6.03605,32.0,0,TX,0.3421,0.131,70.7,30.9375,3.57714,3.20998,4.1,110.5,2.7,2.63805,11.0625,94.2,0.5125,0.276,6,3,0.989,186.212,0.593,16.5,54.68,17.8,3
P9da71ed5b4,107.14,105.495,21.44,12.7,0.74422089,1,-1.76979,,,,,,,,,,,,-1.39912,-0.67563,1.58875,12.2,107.119,0.095,0.185,47.5,,37.7,0,0.036539,27.0,0,IL,0.4773,0.239,38.6,18.6786,-0.370668,0.712169,5.4,99.6,3.4,1.26437,8.3929,,0.5238,0.342,4,1,,86.1701,0.418,17.9,53.06,25.3,3
P9425f36257,81.1328,114.035,23.02,11.6,0.83330373,6,-6.86845,0,-3.633,4.678,-3.9,-2.122,-1.7,3.6,0.6,-6.0,-0.61,0.2,-2.33162,-2.4131,1.26774,5.1,113.101,0.055,0.133,39.6,-4.7462,36.9,0,-7.90202,30.0,0,CA,0.2034,0.307,57.9,23.2812,-4.53683,-5.48892,3.1,82.7,4.2,-0.536086,7.3125,,0.5495,0.474,3,2,-2.122,106.964,0.219,21.1,43.37,20.3,3
P503b298309,92.3118,105.703,21.79,5.1,0.29214009,9,-6.07107,0,-24.467,-0.176,-1.1,-2.834,-9.4,-21.3,45.7,-14.6,-10.28,-5.2,-2.05345,-1.60859,2.47018,9.2,103.038,0.074,0.2,42.7,-3.96315,43.7,0,-4.74256,30.0,0,WV,0.2985,0.402,65.2,29.6875,-4.01761,-3.13397,2.4,88.0,2.5,0.462688,14.1562,54.0,0.5106,0.282,4,3,-1.054,152.707,0.315,20.2,48.62,25.7,2
