pid,comp_name,capture_ts
Pc643573699,Joey Graham,20090505173928
P5e4e4a8cf1,Paul Millsap/Anthony Mason,20090531162332
P16997d7184,Kurt Rambis,20090531040145
Pe7ad570728,Derrick McKey,20090622060849
Pa0dded8876,Tony Delk/Juan Carlos Navarro,20090521194210
P56bb4beeed,DeShawn Stevenson,20090624134033
P922c03ccad,Glen Rice/Brent Barry,20090623154248
Pb58f931dd3,Kirk Hinrich (less athletic),20090523024244
P322900af3b,Jamaal Tinsley,20090523023754
P597d181897,Keith Bogans,20090622035252
P4b1ba6339f,Flip Murray,20090503101859
P6d59a1d0fb,Harold Arceneaux,20090503101909
P7d184fd756,Charlie Bell,20090623131336
Pcd4698d422,Hassan Adams,20090327015028
Pd01ecb3669,Derrick Rose / Russell Westbrook,20100620020131
Ped95bfcd7e,Brandon Roy,20100622103259
Pcc98298533,Al Horford,20100623043042
Peb88f22502,Eddie Johnson/Shawn Marion,20100620023428
Pb3be83363c,Eddy Curry/Benoit Benjamin,20100620024218
P97ae54051b,Jerome Moiso/Chris Gatling,20100620081049
Pc58bcc8049,Lamar Odom (less athletic),20100622034351
P297adbbd5f,Marvin Williams/Thaddeus Young,20100620021326
P1402e898dc,Luke Jackson/Mike Dunleavy Jr,20100620033547
P7f86ce09cc,Trevor Ariza/Danny Granger,20100620034422
P7e584efe40,Joel Przybilla/Eric Montross,20100624093457
P10d0b75bed,Jimmy Jackson,20100620014509
P8fac339738,PJ Brown /Alan Henderson,20100622035243
P3f25ee2633,Buck Williams,20100620033146
P502aba077e,Theo Ratliff,20100620080409
P6f36cd1fed,Keith Van Horn/Chris Mullin,20100620034039
P440f6cc00f,Mark West/Olumide Oyedeji,20100620020320
P0d0da4d2bc,Keyon Dooling/Marcus Banks,20100620075944
P871b04878c,Monta Ellis,20100620022457
Pb46ac34cd7,Nick Anderson,20100620080618
P54e531f2ec,Jason Thompson/LaMarcus Aldridge,20100620025755
Pd646388a2b,Larry Hughes/Michael Dickerson,20100620075158
P780225999f,Brandon Bass,20100620060234
P38bff88a77,Shawn Marion,20100620072926
Pa56ca2c36c,Rodney Stuckey,20100620080752
Pdc16ca4e2e,Bobby Simmons,20100620064510
P2c1e066057,Terry Teagle/Bob Sura,20100620074435
P4793f789c0,"Dimitris Diamantidis (offensively), Zoran Planinic",20100624093959
P4d2f3d5dbd,Marreese Speights/Brendan Haywood,20100620075730
P7072c546bd,Jarvis Hayes/Jared Dudley,20100620015531
P581e368d46,Stanley Roberts,20100620072842
P830611c613,Marcus Camby/Tyson Chandler,20100620075018
P815e63680a,Antonio Daniels,20100620081400
Pe97fa79993,Hedo Turkoglu/Jiri Welsch,20100620081011
P24b8a1c556,Shannon Brown/Jason Richardson,20100620023555
P96ac6f0cd3,Chris Douglas-Roberts (less explosive),20100622103237
P7a82e40751,Matt Carroll,20100620071358
P0aa146e53e,Aaron McKie/Ron Artest,20100620080704
Pe03992058c,Bo Outlaw/Theo Ratliff,20100623044143
Pbd2eb786d3,Rasual Butler,20100107012926
P966e81614a,Corey Brewer,20100620075836
P433bbb1ab7,Patrick O'Bryant,20100620062638
Pe82bc0553e,Chris Wilcox,20100623043048
P3d55371834,Saer Sene/Boniface N'Dong,20100620080513
Pec2bc35d4f,Ben Gordon/Rodney Stuckey,20100620074521
P6ff85cb7e1,Robert Traylor,20100620074201
P220e9380db,Marcus Banks,20100104090036
P13adb32b1d,Antoine Wright,20100201175653
P4570803785,Will Bynum,20100620061956
P11d27a665c,Ike Diogu/Malik Rose,20100620074827
Pebc69ca1f1,Leon Powe,20100128111841
P9c4bb7f4c2,Jamal Crawford (less athletic),20100620074618
P29b17f6d68,Zabian Dowdell,20100623044153
Pc781d37e72,Dominic McGuire,20100620075621
P809c73ddd0,Al Thornton,20100620025318
Pdcb8ac9b93,Glen Davis/Robert Traylor,20100620025625
P575f19a655,Mike Conley / Chris Paul,20110622211313
Pb035a35ee9,David West/ Michael Beasley,20110619152052
P5969d3ea2a,Al Horford,20110616222642
Pc8dae45369,Charles Smith,20110618120647
Pb5da2dd439,Spencer Hawes/Primoz Brezic,20110618171758
P4ec69893f6,Mike Dunleavy/Andrei Kirilenko,20110621044614
P148aecdd52,Ian Mahinmi/ Larry Sanders,20110618120113
P4a7a8900d7,Jason Terry/Jrue Holiday,20110623122115
P2e890c30d2,Tim Hardaway/Bobby Jackson,20110622172725
P3ef4d7a55a,Mark Price/Eddie House,20110623110236
Pb0e43997bd,Marco Belinelli,20110618171803
P9e7b32dc92,Eddie Jones/ Evan Turner,20110622173549
P268ca85d2e,Al Harrington,20110623093735
P22add316a5,Luc Richard Mbah a Moute/ Gerald Wallace,20110623083943
Pbbfb6a2c4a,Wang Zhizhi/Mehmet Okur,20110622013008
P47e2698d94,Javaris Crittenton,20110611003036
P701bdb09e4,Luc Richard Mbah a Moute,20110622181746
Pce627023f0,Kris Humphries/Glen Rice,20110604031834
Pce366ff1b3,Andreis Bargnani/Dirk Nowitzki,20110621042520
Pa98bcc077b,CJ Watson,20110616234124
P0c700e1af1,Louis Amundson,20110623064349
P31bc34ca23,Zarko Carbakapa/Jason Kapono,20110613142523
Pc5e44c9142,Jordan Crawford/Josh Howard,20110622173426
Pe1228b6b2c,Cedric Ceballos,20110618112958
P53502448c1,Maceo Baston/Hakim Warrick,20110605215702
Pd9bc466fd2,Tony Douglas,20110616064452
P74ab2a2c37,Vladimir Radmanovic/Channing Frye,20110619095716
P69e13b90fc,Kiki Vandeweghe,20110617052257
P43d78a0411,Ben Gordon,20110622193056
P2e873db9ac,Josh Childress/Tayshaun Prince,20110616022805
P629d2ef8de,Carlos Boozer/Sean May,20110618113435
P2c06075e55,Channing Frye,20110611012742
P749792a28d,Luke Walton,20110616234519
P3e5e9d6579,Nazr Muhammad,20110623095408
P96af95e7fd,Kirk Haston,20110601080826
Pde91f9542b,Andre Miller,20110617020137
P2606a3d161,Austin Daye/Kyle Korver,20110611031059
P52af59d765,Kyle Weaver,20110606123226
P355f728583,Steve Logan,20110622023942
Pd11fd10026,Jannero Pargo,20110617052252
P36b818b767,Kelenna Azubuike/Jeff Trepagnier,20110613164848
Pe6bde91a1f,Steven Hunter,20110604133030
Pc4acbf93e3,Willie Warren / Jerryd Bayless,20110621052719
P981540aa5d,Maurice Ager,20101230004737
P05848850fc,Allen Ray,20110310024625
Pe0ab16a2ed,Rod Grizzard,20110609203117
P89d1117940,Robert Pack,20110529045626
P13a0e44cab,DeVon Harden,20110622172719
P163aa00374,Kevin Garnett/Marcus Camby,20120619115115
P272afc1b90,Gerald Wallace/Andre Iguodala,20120623123657
Pa260a40e68,Eric Gordon/Marcus Thornton,20120628195919
P43f8251240,Dominique Jones/ Ben Gordon,20120622231411
Pf849910cdc,Derrick Williams/Patrick Patterson,20120626102607
Pf9e0178b31,Jay Williams/Jerryd Bayless,20120627072854
Pb5ebcb5d6c,Glen Rice,20120627063255
Pc3d030ae81,Eddie Jones,20120617141442
P4e4e438f6e,Amar'e Stoudemire/DeAndre Jordan,20120622224011
P2320c27578,OJ Mayo,20120626095212
P3f927eeca6,Robin Lopez,20120628193955
P4d2e34ba12,Reggie Miller,20120619122425
Pca1e2194fa,Mark Jackson,20120626164516
P400aecdd2c,Brandan Wright/Samuel Dalembert,20120616023745
P089ae8ca96,James Posey,20120616022934
P47044d9385,Anthony Mason/Boris Diaw,20120616024432
Pbc5d4fc393,PJ Brown,20120622224948
Pcfae2f19b7,Marvin Williams,20120611055633
Pc2a67f2add,Craig Brackins,20120616030656
Pefaae49c8b,Marco Belinelli,20120617141431
P83b3d780d7,Carlos Boozer,20120614161236
Pa3f9e715ae,Dan Gadzuric/Brendan Haywood,20120616024118
P6d4d3ba13b,Dell Curry/ JJ Redick,20120620001100
P8d6fb61ea0,Jermaine O'Neal/Jason Thompson,20120621050727
Pd2430f6dfc,Tim Thomas,20120627075256
P838aeb9cb6,Steve Francis/Jeff Teague,20120626191317
Pc6c9992e46,Mark West,20120614154837
Pb172e7dcfc,Thabo Sefolosha/Wilson Chandler,20120616022536
Pc0b16a51f2,Zoran Planinic,20120624042345
P0267b55e6b,Florent Pietrus,20120617142349
Pa548aa166c,Luke Harangody/Jared Dudley,20120626100119
Pff7518dc75,Jason Maxiell,20120613215622
P41b1bb4705,Austin Daye,20120626121639
P319cf0c2e0,Gordon Hayward,20120621040852
P798e5b71ce,Doug West,20120627062508
P47e358160b,Cuttino Mobley,20120613211823
P337fb06bb7,Anthony Parker,20120603070918
P404f9fdfb6,Bostjan Nachbar,20120610202546
Pbf890a872a,Desmond Mason,20120528173021
P2db62bcb6f,Allen Ray,20120615200838
P711641b36d,Michael Doleac,20120621043128
P1edb3aa5e4,Speedy Claxton (less PG skills),20100922091554
P909613bae5,Linus Kleiza,20090505222337
P10bdb64d5d,Penny Hardaway,20120620004034
Pae1e3e2903,Troy Bell,20120421155218
P093d3a11ad,Udonis Haslem,20120530050820
Pded0fedf79,Omar Cook,20120622224452
P9926013d5a,Billy McCaffery,20120306163201
Pf0384da7bc,Brad Lohaus,20120304024823
P91c52ea937,Frank Williams,20120606060829
P14fdb083b4,You,20120623213347
P84b7d3abc9,Robert Traylor/Chris Washburn,20120617143736
P00193b3ed9,Rodney Rogers/Jason Maxiell,20130620141017
Pca1c024cab,Tony Allen/Terry Teagle,20130620105826
Pf7f191defd,Tayshaun Prince,20130620141047
P84101ffd6c,LaMarcus Aldridge,20130621173948
Pde25a111c0,Jonas Valanciunas/Zydrunas Ilgauskas,20130620105821
P854bff0ae3,Larry Sanders/Dikembe Mutombo,20130620141042
P3ede0fa0b1,Ray Allen,20130620103137
P6a23d47737,Kerry Kittles,20130620150949
P6258e82584,Kemba Walker/Kyle Lowry,20130620151014
P3cb5a9e68b,Stephen Curry/Juan Dixon,20130620150928
P398088f587,Marcus Williams (AZ)/Jerryl Sasser,20130620141032
P84dee8d837,Byron Mullens,20130621215622
P1100d011d0,Spencer Hawes/Fabricio Oberto,20130622065258
P93a13b19c2,Nick Young,20130620141057
P2ad610b277,Nicolas Batum,20130621215656
P9702e35c0a,Joakim Noah/Samuel Dalembert,20130620150954
P36f801ddc1,DJ Augustin/Jordan Farmar,20130620151008
P824176de50,Eric Piatkowski,20130620141053
P17a4a5cfae,Ruben Boumtje-Boumtje,20130620141022
P31b4a243f7,Yi Jianlian,20130620150959
P24a562f4ba,Bobby Simmons,20130527120000
Pf825457ab4,Wesley Person/Arron Afflalo,20130621190951
Pccb83c9fcb,Casey Jacobson,20130623122859
P70aaa5fb09,Matt Barnes,20130530104125
Pb18185e9fe,Shawn Bradley,20130620160000
Pa33d5803eb,Terrence Williams/Tyreke Evans,20130621022410
P8aa2e06ade,Jarod Haase,20130626130705
Pcad0645e5a,Hubert Davis,20130622015058
P467b7b3f59,Jimmy Butler,20130621210116
P5d0988f1e1,Jameer Nelson,20130606105952
P488064c36d,Morris Almond /Anthony Peeler,20130621123212
Pf209014384,Mo Williams,20130604101654
P622332ff90,Jason Williams/Luke Ridnour,20130620141037
Pef94ae3f83,Travis Knight,20130620141027
Pfb1f867cde,Will Barton/Hassan Adams,20130620150944
Pd2b56a96a1,Isaiah Thomas,20130625054718
Pea46ee56c1,Qyntel Woods,20130620151003
P36eaf9779b,Kirk Haston,20130623122833
P70fe638043,Bo Kimble,20130604072249
P15f2c20d7d,Nick Fazekas,20130606132248
P5f6276e4dd,Jonas Jerebko,20130530015118
P45b94f1aab,Ramon Sessions,20130623081930
P5e50445e82,AJ Price,20130623081939
P74a501a7bb,Michael Redd (less athletic),20130527115950
P310fe8e32c,James Jones/Dorell Wright,20130527121039
P58c3f134a2,Thomas Robinson,20130621210127
Pecca0a47dd,Bernard James,20130620150939
P83fd4822e5,Donté Greene,20130620160150
P591a253b3e,Terrell McIntyre,20130626154709
P1497c83aba,Clarence Witherspoon,20130620133237
Paf55ace901,Michael Doleac,20111216104944
P38145d33eb,Ademola Okulaja,20130530065800
P8d3cc27d9f,Chris Lofton,20130604014840
P2100fc35c8,Lawrence Roberts,20130601043916
Pbe299942e3,Tyus Edney,20130522063624
Pcc25131c3d,Von Wafer/Willie Anderson,20130602094744
Pebbd613418,Blake Stepp,20130526013748
P4c0b663d25,Demarre Carroll,20130627053728
P607c704c53,Ryan Gomes,20130620155958
Pf1615243ab,Erick Barkley,20130626111328
Pdb1689c286,Vince Carter/Rudy Gay,20140530051534
P23f1ba707f,Carmelo Anthony,20140530052136
P2171d2817b,Tim Duncan/Akeem Olajuwon,20140327125907
P11fb43c4ea,Kenneth Faried,20140327211630
Pc9a1f10582,Penny Hardaway,20140427231250
P1044a073cf,Dwyane Wade,20140530053405
P1dca1ecf2b,Derrick Coleman,20140327130139
P12d1ca8d35,Jason Kapono,20140530050911
