pid,draft_year,was_drafted,ctx_base_ast_pct,ctx_base_ast_pg,ctx_base_ast_tov,ctx_base_blk_pct,ctx_base_blk_pg,ctx_base_drb,ctx_base_dreb_pg,ctx_base_dunk_attempts,ctx_base_dunk_made,ctx_base_efg,ctx_base_fg2_pct,ctx_base_fg2a,ctx_base_fg2m,ctx_base_fg3_pct,ctx_base_fg3a,ctx_base_fg3m,ctx_base_fouls40,ctx_base_ft_pct,ctx_base_ftr,ctx_base_gp,ctx_base_mid_attempts,ctx_base_minutes_share,ctx_base_mpg,ctx_base_orb,ctx_base_oreb_pg,ctx_base_pts_pg,ctx_base_rim_attempts,ctx_base_rim_made,ctx_base_stl_pct,ctx_base_stl_pg,ctx_base_three_share,ctx_base_tov_pct,ctx_base_ts,ctx_base_usage,ctx_skill_creation_control,ctx_skill_defense_discipline,ctx_skill_ft_volume,ctx_skill_usage_efficiency,slot_037,slot_038,slot_039,slot_040,slot_041,slot_042,cgd_ast_pg,cgd_blk_pg,cgd_drb_pg,cgd_ft_a_pg,cgd_ft_m_pg,cgd_observed_gp,cgd_orb_pg,cgd_pf_pg,cgd_points_pg,cgd_stl_pg,cgd_three_a_pg,cgd_three_m_pg,cgd_tov_pg,cgd_two_a_pg,cgd_two_m_pg,f50_assist_usage_efficiency,f50_balanced_stocks,f50_career_slope_ast_tov,f50_career_slope_drb,f50_career_slope_ftp,f50_career_slope_ftr,f50_career_slope_minutes,f50_career_slope_orb,f50_career_slope_three_p,f50_career_slope_ts,f50_career_slope_two_p,f50_foul_adjusted_rebounds,f50_minutes_concentration,f50_nondunk_rim_pct,f50_peer_creation_density,f50_peer_defense_density,f50_peer_rank_ast,f50_peer_rank_blk,f50_peer_rank_drb,f50_peer_rank_orb,f50_peer_rank_stl,f50_peer_rank_tov,f50_peer_rank_ts,f50_peer_rank_usage,f50_peer_rim_diet,f50_peer_sd_ast,f50_peer_sd_blk,f50_peer_sd_drb,f50_peer_sd_orb,f50_peer_sd_stl,f50_peer_sd_tov,f50_peer_sd_ts,f50_peer_sd_usage,f50_peer_three_diet,f50_perimeter_ft_agreement,f50_posterior_dunk,f50_posterior_ft,f50_posterior_mid,f50_posterior_three,f50_posterior_two,f50_rim_ft_pressure,f50_team_share_dunk_a,f50_team_share_fta,f50_team_share_ftm,f50_team_share_rim_a,f50_team_share_three_a,f50_team_share_three_m,f50_usage_concentration,tctx_assists_per_made_fg,tctx_blocks_per_opponent_fga,tctx_defensive_rebound_share,tctx_efg,tctx_efg_margin,tctx_ft_attempts_per_fga,tctx_margin_pg,tctx_offensive_rebound_share,tctx_opponent_assists_per_made_fg,tctx_opponent_efg,tctx_opponent_ft_attempts_per_fga,tctx_opponent_points_pg,tctx_opponent_shot_attempts_pg,tctx_opponent_three_attempt_share,tctx_opponent_turnovers_per_fga,tctx_points_pg,tctx_shot_attempts_pg,tctx_steals_per_opponent_turnover,tctx_three_attempt_share,tctx_turnovers_per_fga,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_height_with_shoes_in,vcmb_height_without_shoes_in,vcmb_lane_agility_s,vcmb_max_vertical_in,vcmb_modified_lane_agility_s,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_made,vcmb_on_move_15ft_pct,vcmb_on_move_college3_attempted,vcmb_on_move_college3_made,vcmb_on_move_college3_pct,vcmb_spot_15ft_attempted,vcmb_spot_15ft_made,vcmb_spot_15ft_pct,vcmb_spot_college3_attempted,vcmb_spot_college3_made,vcmb_spot_college3_pct,vcmb_spot_nba3_attempted,vcmb_spot_nba3_made,vcmb_spot_nba3_pct,vcmb_standing_reach_in,vcmb_standing_vertical_in,vcmb_three_quarter_sprint_s,vcmb_weight_lb,vcmb_wingspan_in,vcmb_wingspan_minus_height_in,vmb_age_reported_years,vmb_college_class_year,vmb_listed_bmi,vmb_listed_height_in,vmb_listed_weight_lb,vmb_position_c,vmb_position_pf,vmb_position_pg,vmb_position_sf,vmb_position_sg
P9ee45f9ea5,2011,0,14.300000000000001,2.0312000000000001,1.1817547100000001,2.1000000000000001,0.46879999999999999,18.399999999999999,4.25,10,10,50,0.48599999999999999,173,84,0.36399999999999999,55,20,3,0.77800000000000002,59.200000000000003,32,84,69.400000000000006,28.718800000000002,5.7999999999999998,1.375,10.4062,86,59,3.7000000000000002,1.75,0.2412280701754386,18,57,19.800000000000001,0.75263157894736843,1.4500000000000002,3.8220455011026488,-0.0139999999999999,,,,,0.97999999999996401,0.66379310344827591,2.03125,0.46875,4.25,4.21875,3.28125,32,1.375,2.125,10.40625,1.75,1.71875,0.625,1.71875,5.40625,2.625,0.56375000000000008,2.6793103448275861,0.11021698700002359,0.1500000000000892,0.023900000000005101,2.6400000000009483,0.12999999999996911,-0.6200000000001521,0.014300000000001501,1.5390000000002164,0.0057999999999999996,6.0499999999999998,0.12067360181077511,0.64473684210526316,0.70018047241561554,3.9838440111420619,0.76923076923076927,0.69230769230769229,0.92307692307692324,0.38461538461538458,1,0.57692307692307687,0.92307692307692324,0.69230769230769229,0.39177834488096908,6.5004464753565143,1.5820557359182039,4.6303295699050242,2.9717012752046337,0.51893665884669671,5.0376788938619654,5.6231162198524522,3.6859186557552719,0.2216940298776881,0.18520090548953019,0.94999999999999996,0.76774193548387093,0.31578947368421051,0.35238095238095241,0.48826291079812201,0.50591510090466252,,0.17241379310344829,0.18884892086330929,,0.1288056206088993,0.13986013986013979,0.1341418274651848,0.51672862453531598,0.055196711685261302,0.6685393258426966,0.49548787366046249,-0.012732913186278505,0.44162436548223349,3.0909090909090908,0.32506887052341599,0.66576454668470908,0.50822078684674099,0.40164415736934822,67,51.606060606060609,0.39988256018790369,0.31121550205519671,70.090909090909093,53.727272727272727,0.50188679245283019,0.24083474337281444,0.23011844331641285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa5d1a1783b,2011,0,13.1,1.8125,1,3.5,1,15.800000000000001,4.2187999999999999,5,4,42.200000000000003,0.39700000000000002,282,112,0.308,172,53,2.5,0.78200000000000003,26.199999999999999,32,195,80,32.25,5.7000000000000002,1.625,14.875,87,49,2,1.0938000000000001,0.3788546255506608,12.800000000000001,46.619999999999997,26,0.94927536231884035,1.5714285714285714,3.7438185428555601,-0.20280000000000009,,,,,2.9300000000007298,0.57264957264957261,1.8125,1,4.21875,3.71875,2.90625,32,1.625,2,14.875,1.09375,5.375,1.65625,1.8125,8.8125,3.5,0.42308148148148139,2.5454545454545454,0.1149546349999999,2.8200000000005305,0.0140000000000039,1.7200000000002773,6.4000000000012838,0.32000000000012951,-0.014300000000004,-1.2630000000003148,0.0070000000000018997,6.1428571428571432,0.10450552,0.54878048780487809,0.57264983252181478,3.0197380952380959,0.59999999999999998,0.93333333333333324,0.8666666666666667,0.66666666666666663,0.80000000000000004,0.066666666666666596,0.20000000000000001,0.93333333333333324,0.32888059149524168,8.976141523644463,0.86483138192424402,2.2304262782376516,3.9107238083525431,0.85241874217906577,5.0041839057291133,6.6872937610561873,7.5260090478425958,0.2161675461435249,0.29163629448863809,0.8666666666666667,0.76978417266187049,0.33333333333333331,0.31531531531531531,0.40993788819875771,0.27521921162809071,0.3125,0.16690042075736319,0.181640625,0.17330677290836649,0.3307692307692307,0.30813953488372092,0.1322210907464397,0.51842439644218552,0.052603036876355751,0.70045248868778276,0.47196765498652293,-0.057045360197858885,0.4037735849056604,-4.6363636363636367,0.34150464919695689,0.63839811542991753,0.52901301518438182,0.38177874186550975,74,55.878787878787875,0.36930585683297179,0.21529284164859003,69.36363636363636,56.212121212121211,0.48614609571788414,0.29164420485175202,0.23719676549865229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf7cebccf2c,2011,0,11.199999999999999,1.3889,0.87721850000000001,3.3999999999999999,0.97219999999999995,12.9,3.2222,5,5,52.399999999999999,0.53600000000000003,224,120,0.33000000000000002,94,31,3.3999999999999999,0.78200000000000003,39,36,112,69.599999999999994,27.916699999999999,7.2000000000000002,1.7222,11.9444,112,71,2.2000000000000002,1,0.29559748427672949,15.800000000000001,57.039999999999999,21.699999999999999,0.66666666666666663,1.2727272727272725,3.7757413425704001,0.1196799999999999,,,,,3.4500000000013897,0.62676056338028174,1.3888888888888888,0.97222222222222221,3.2222222222222223,3.4444444444444446,2.6944444444444446,36,1.7222222222222223,2.3611111111111112,11.944444444444445,1,2.6111111111111112,0.86111111111111116,1.5833333333333333,6.2222222222222223,3.3333333333333335,0.41543612334801761,2.6714285714285717,0.049688264999886801,3.7000000000008377,0.073000000000011403,-3.7500000000004481,19.60000000000673,1.4500000000005877,0.022000000000001699,4.5800000000008021,0.047000000000009298,4.5681818181818183,0.1119068782750348,0.61682242990654201,0.64212584974905618,3.8174761794097152,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.6785714285714286,0.2857142857142857,0.9285714285714286,0.7142857142857143,0.33179932237291188,7.9201345594850334,1.7545270880955139,5.363611082744101,3.6013666526901029,0.64227193105509039,5.0559983147255192,4.8451424840668889,5.0418719282682476,0.3218845606301769,0.22785639412997899,0.93333333333333324,0.77083333333333337,0.42957746478873238,0.33333333333333331,0.53030303030303028,0.44706892849473912,,0.1715076071922545,0.19755600814663951,,0.16206896551724129,0.16062176165803099,0.1260985356242792,0.56359393232205368,0.077386934673366839,0.65581395348837213,0.48278481012658225,0.019468227212009415,0.36607594936708859,2.1111111111111112,0.33012048192771082,0.48751486325802618,0.46331658291457284,0.36582914572864322,64.5,55.277777777777779,0.26331658291457288,0.23819095477386934,66.611111111111114,54.861111111111114,0.49367088607594939,0.29367088607594938,0.23898734177215189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e1bce542d,2011,0,16.899999999999999,2.4062000000000001,0.96247996999999996,7.7999999999999998,1.9688000000000001,25,5.7812000000000001,37,33,60.899999999999999,0.60899999999999999,243,148,0,0,0,3.5,0.58599999999999997,59.700000000000003,32,81,70.900000000000006,28.593800000000002,10.5,2.3125,11.9062,149,97,1.1000000000000001,0.53120000000000001,0,22.300000000000001,61.079999999999998,24.100000000000001,0.72532188841201706,1.9777777777777781,2.9203934803210849,0.45428000000000007,,,,,1.2500000000002882,0.64245810055865926,2.40625,1.96875,5.78125,4.53125,2.65625,32,2.3125,2.46875,11.90625,0.53125,0,0,2.5,7.59375,4.625,0.52315936254980078,1.9280898876404493,-0.034401145000017203,0.25000000000062339,0.0054999999999958997,-5.8500000000007137,14.550000000002974,-0.099999999999879796,-0,2.2050000000010397,0.027500000000014398,7.8888888888888893,0.11250295668255469,0.5714285714285714,0.81191623758761278,3.4295571095571096,0.80555555555555558,1,0.88888888888888884,0.72222222222222221,0.41666666666666669,0.5,0.72222222222222221,0.77777777777777779,0.28341134425756548,8.6023642975309897,1.2968821559543091,3.6376242776276269,4.057514078747797,0.94026433876302795,5.6722634100162566,8.810041826106394,5.2465207763405708,0.43949103338589401,0,0.8936170212765957,0.59999999999999998,0.51351351351351349,0.34000000000000002,0.59363957597173145,0.69361147327249029,,0.27992277992277992,0.22368421052631579,,0,0,0.12803133299297481,0.5914221218961625,0.070267131242741004,0.70653173873045083,0.56497022198159175,0.088489385744657922,0.28424472116946398,11.121212121212121,0.32978723404255317,0.52479338842975209,0.47648083623693382,0.37804878048780488,63.787878787878789,52.18181818181818,0.32346109175377469,0.2607433217189315,74.909090909090907,55.969696969696969,0.5278396436525612,0.39848402815376288,0.21765024363833244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3d4bf642e0,2011,0,15.4,1.8799999999999999,0.46534653999999998,0.90000000000000002,0.28000000000000003,13.1,3.7599999999999998,6,6,51.200000000000003,0.47599999999999998,254,121,0.39300000000000002,117,46,3.3999999999999999,0.84599999999999997,52.600000000000001,25,184,69,32.280000000000001,2.8999999999999999,0.83999999999999997,21.800000000000001,70,42,2.2000000000000002,1.2,0.3153638814016172,21.5,58.780000000000001,33.5,0.68444444444444441,0.70454545454545447,4.4652850017090167,1.1853000000000002,,,,,3.6857142857147891,0.59999999999999998,1.8799999999999999,0.28000000000000003,3.7599999999999998,7.7999999999999998,6.5999999999999996,25,0.83999999999999997,2.7599999999999998,21.800000000000001,1.2,4.6799999999999997,1.8400000000000001,4.04,10.16,4.8399999999999999,0.35040579710144931,1.2774193548387098,-0.1132700350000224,1.1928571428571648,0.057500000000005998,1.264285714285742,5.0357142857148434,-0.36428571428587209,0.0220000000000064,2.9735714285719932,0.0150714285714326,3.6363636363636358,0.090472545399257906,0.5625,0.57734740291332887,2.7553492689719188,0.6428571428571429,0.3571428571428571,0.7142857142857143,0.14285714285714279,0.8571428571428571,0.5714285714285714,0.9285714285714286,1,0.29368596675246039,6.3129016019059758,0.86259072881281595,3.8074358044662535,2.717966924265717,0.83069191736916026,5.3009629332416175,6.8037711978694588,2.788055132078874,0.27666245041282039,0.2625587663762301,0.9375,0.83255813953488367,0.42523364485981308,0.3772455089820359,0.4795918367346938,0.34106830122591941,0.27272727272727271,0.31050955414012738,0.3775743707093821,0.1741293532338308,0.228515625,0.27878787878787881,0.1138028497582971,0.51020408163265307,0.043399638336347197,0.70317002881844382,0.47147239263803681,-0.028527607361963192,0.3852760736196319,-5.7931034482758621,0.30907372400756145,0.49932157394843962,0.5,0.42977697408077153,73.862068965517238,57.206896551724135,0.31886678722121758,0.20373719107896324,68.068965517241381,56.206896551724135,0.45857988165680474,0.31411042944785278,0.254601226993865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe0ab16a2ed,2011,0,26.699999999999999,5.2647000000000004,2.7968018699999999,1.7,0.55879999999999996,19.199999999999999,6.3823999999999996,15,13,53.5,0.58799999999999997,148,87,0.255,51,13,2.6000000000000001,0.56299999999999994,67.799999999999997,34,58,91,36.7941,4.0999999999999996,1.2059,8.5,90,64,2.2999999999999998,1.4412,0.25628140703517588,19.100000000000001,54.920000000000002,15.699999999999999,1.3283582089552235,1.1111111111111112,2.765824700669397,-0.21156,58,58,,1,1.1600000000002368,0.68333333333333335,5.2647058823529411,0.55882352941176472,6.382352941176471,3.9705882352941178,2.2352941176470589,34,1.2058823529411764,2.4117647058823528,8.5,1.4411764705882353,1.5,0.38235294117647056,1.8823529411764706,4.3529411764705879,2.5588235294117645,1.2934311377245509,1.9550000000000001,0.12841834600003529,0.48000000000013437,-0.0059000000000023999,0.34000000000033809,10.450000000002705,0.35000000000016529,0.0098000000000001003,3.7080000000007671,0.059200000000013402,6.4722222222222214,0.1370562520169431,0.68000000000000005,0.68586060108562141,3.9780493766805183,1,0.61538461538461542,0.84615384615384615,0.61538461538461542,0.92307692307692324,0.53846153846153844,0.61538461538461542,0.30769230769230771,0.25588106625005691,5.7904502900534709,2.0968694767787457,4.4563500799655289,2.9115214390091406,0.82383320007748273,5.7695008124090315,3.5812621733824339,5.4918184404191797,0.29078897671737858,0.1488085589236505,0.88,0.58064516129032262,0.39772727272727271,0.29702970297029702,0.56914893617021278,0.57817337461300322,0.19230769230769229,0.18194070080862529,0.1526104417670682,0.18518518518518509,0.097514340344168199,0.068062827225130795,0.15242780564437239,0.60802833530106259,0.065469904963041184,0.6943548387096774,0.51899779735682816,0.059916487958728892,0.40859030837004406,6.3529411764705879,0.24414414414414415,0.58453473132372213,0.45908130939809927,0.33262935586061249,63.735294117647058,55.705882352941174,0.36536430834213307,0.25818373812038015,70.088235294117652,53.411764705882355,0.45807770961145194,0.28799559471365638,0.23237885462555066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P89d1117940,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7c4530d600,2011,0,14.1,2.2286000000000001,1.08336977,7.2000000000000002,2.1143000000000001,19.100000000000001,5.2000000000000002,32,31,53.5,0.54800000000000004,270,148,0.16700000000000001,12,2,3,0.63,54.600000000000001,35,145,76.700000000000003,30.914300000000001,11.199999999999999,2.9142999999999999,11.4,125,101,0.90000000000000002,0.42859999999999998,0.042553191489361701,19,56.170000000000002,22,0.70499999999999996,2.0249999999999999,3.1773578236591256,0.1234,53,51,4,2,-0.30714285714274742,0.76774193548387093,2.2285714285714286,2.1142857142857143,5.2000000000000002,4.4000000000000004,2.7714285714285714,35,2.9142857142857141,2.342857142857143,11.4,0.42857142857142855,0.34285714285714286,0.057142857142857141,2.0571428571428569,7.7142857142857144,4.2285714285714286,0.49656521739130438,1.6000000000000001,0.2007074707142858,-1.1500000000000257,0.0137857142857224,-1.8785714285724111,0.29999999999993637,0.32857142857151311,0.065571428571426602,0.79642857142881718,0.0108571428571448,7.5750000000000002,0.12953174212188151,0.75268817204301075,0.75495161720623949,3.6630373169579591,0.72727272727272729,1,0.90909090909090917,0.72727272727272729,0.090909090909090898,0.68181818181818177,0.81818181818181823,0.72727272727272729,0.2292669358000004,4.6381323279787505,1.6610316525075766,7.2388088417297238,4.4881874405567306,0.7331678491503768,4.5415363200340746,4.7683240317348519,4.5687490662251617,0.35638487911654859,0.0271460014673514,0.95238095238095244,0.63793103448275867,0.33714285714285708,0.30645161290322581,0.54193548387096779,0.55112076852698988,0.32653061224489788,0.2456140350877192,0.2214611872146118,0.24038461538461539,0.019801980198019799,0.0096618357487922007,0.14244833329077361,0.50353178607467208,0.083867784903798717,0.7080459770114943,0.51494628678187759,0.071433706614142001,0.30499766464269035,12.648648648648649,0.38156831042845596,0.50124688279301743,0.44351258016773559,0.26985693142575234,59.243243243243242,54.783783783783782,0.2999506660088801,0.22742969906265417,71.891891891891888,57.864864864864863,0.49240780911062909,0.29845866417561889,0.18776272769733771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,24.1107537599163,81,225,0,1,0,1,0
Pd125ec3ee3,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13a0e44cab,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,54,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,26.789726399907,81,250,1,0,0,0,0
P542c8bbfa1,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfb151947b8,2000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1edb3aa5e4,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P163aa00374,2012,1,7.5,1.25,1.2195122199999999,13.699999999999999,4.6500000000000004,23.899999999999999,7.4000000000000004,98,96,62.799999999999997,0.65300000000000002,317,207,0.14999999999999999,20,3,2.3999999999999999,0.70899999999999996,60.200000000000003,40,143,80.099999999999994,32.024999999999999,11.6,2.9750000000000001,14.175000000000001,174,152,2.5,1.3500000000000001,0.059347181008902003,10,65.409999999999997,19.100000000000001,0.68181818181818177,4.7647058823529411,3.770547075635549,-0.1386899999999997,1,1,0,2,,0.83333333333333337,1.25,4.6500000000000004,7.4000000000000004,5.0750000000000002,3.6000000000000001,40,2.9750000000000001,1.95,14.175000000000001,1.3500000000000001,0.5,0.074999999999999997,1.0249999999999999,7.9249999999999998,5.1749999999999998,0.33582089552238797,4.2283950617283956,,,,,,,,,,10.441176470588236,0.14111110991159101,0.73684210526315785,0.66512138326906534,3.933761904761905,0.45454545454545447,1,1,0.90909090909090917,0.81818181818181823,0.090909090909090898,1,0.54545454545454541,0.33836501329132529,6.7496902597952309,1.970662853221159,4.3929625848101592,4.0966488918208679,0.64928113004126686,5.4726764646293447,8.0202552455095582,2.5918524337910815,0.29218375787812068,0.042048675333661502,0.97222222222222221,0.70852017937219736,0.38728323699421963,0.2857142857142857,0.63585434173669464,0.61765809720397824,0.45581395348837211,0.2164179104477611,0.21238938053097339,0.2156133828996282,0.033613445378151197,0.013333333333333299,0.14533257059326149,0.48448905109489049,0.14417822614543926,0.68754034861200775,0.53758896797153022,0.11787480235572528,0.41725978647686834,16.800000000000001,0.37753510140405616,0.47244094488188976,0.41971416561580493,0.25809163514081546,60.575000000000003,59.475000000000001,0.2896174863387978,0.1958806221101303,77.375,56.200000000000003,0.51931330472102999,0.26467971530249113,0.20151245551601424,,23.621806619866977,7.9000000000000004,9,8.5,82.5,81.25,,,,,,,,,,,,,,,,,,,,,,,,,108,,,221.80000000000001,89.5,8.25,19,1,23.212588738830071,82,222,0,1,0,0,0
P272afc1b90,2012,1,10.800000000000001,1.875,0.86206897999999998,2.7999999999999998,0.92500000000000004,16.100000000000001,4.8499999999999996,36,34,51.100000000000001,0.53500000000000003,275,147,0.255,51,13,3.1000000000000001,0.745,58.899999999999999,40,132,77.799999999999997,31.125,10.300000000000001,2.5750000000000002,11.9,143,100,1.8999999999999999,0.97499999999999998,0.156441717791411,19.600000000000001,57.049999999999997,21.300000000000001,0.52427184466019416,1.1463414634146341,3.9207041907341398,0.091649999999999995,4,4,,1,,0.68208092485549132,1.875,0.92500000000000004,4.8499999999999996,4.7999999999999998,3.5750000000000002,40,2.5750000000000002,2.4249999999999998,11.9,0.97499999999999998,1.2749999999999999,0.32500000000000001,2.1749999999999998,6.875,3.6749999999999998,0.38938116591928251,2.2638297872340427,,,,,,,,,,6.4390243902439037,0.14111110991159101,0.61682242990654201,0.69423695908614902,6.1192043570921149,0.72727272727272729,0.63636363636363635,0.72727272727272729,0.72727272727272729,0.68181818181818177,0.63636363636363635,0.72727272727272729,0.81818181818181823,0.35364333825952998,7.0382600207687398,4.9420976501078071,6.6153346710730512,4.3855055297298255,0.72230164096284954,6.1305715421102702,8.9957010543393334,2.5122032856711716,0.27302799399349281,0.1158554230813751,0.93478260869565222,0.74056603773584906,0.36419753086419748,0.29702970297029702,0.53015873015873016,0.55418047164295459,0.16744186046511619,0.20469083155650319,0.21091445427728611,0.17719950433705081,0.085714285714285701,0.057777777777777699,0.14533257059326149,0.48448905109489049,0.14417822614543926,0.68754034861200775,0.53758896797153022,0.11787480235572528,0.41725978647686834,16.800000000000001,0.37753510140405616,0.47244094488188976,0.41971416561580493,0.25809163514081546,60.575000000000003,59.475000000000001,0.2896174863387978,0.1958806221101303,77.375,56.200000000000003,0.51931330472102999,0.26467971530249113,0.20151245551601424,6,27.075749529470752,7,9,10.25,79.5,77.75,11.77,35.5,,,,,,,,,,,,,,,,,,,,,,,104.5,32,3.1800000000000002,232.80000000000001,84,6.25,18,1,26.248231382138147,79,233,0,0,0,1,0
Pa260a40e68,2012,1,12.699999999999999,2.2431999999999999,1.05063003,2.6000000000000001,0.83779999999999999,18.100000000000001,5.3784000000000001,20,18,52.5,0.54100000000000004,207,112,0.33900000000000002,186,63,2.3999999999999999,0.76900000000000002,44,37,70,84.700000000000003,34.243200000000002,4.7999999999999998,1.3513999999999999,14.7568,137,89,2.5,1.3784000000000001,0.47328244274809161,17,57.450000000000003,22.399999999999999,0.70555555555555549,1.5,3.9673135250959728,0.1787999999999999,3,3,0,2,,0.64071856287425155,2.2432432432432434,0.83783783783783783,5.3783783783783781,4.6756756756756754,3.5945945945945947,37,1.3513513513513513,2.0540540540540539,14.756756756756756,1.3783783783783783,5.0270270270270272,1.7027027027027026,2.1351351351351351,5.5945945945945947,3.0270270270270272,0.45047008547008538,2.5490196078431375,,,,,,,,,,6.7352941176470598,0.12508118747174121,0.60683760683760679,0.83679529080149007,3.4283718689788056,0.63636363636363635,0.63636363636363635,0.90909090909090917,0.45454545454545447,0.81818181818181823,0.54545454545454541,0.54545454545454541,0.68181818181818177,0.3136361888931346,7.7156954835863232,1.7132248724976973,4.4139910625069279,4.4480319993930451,0.7208908845548152,4.5837071705483394,5.7735551542249643,4.3297343315551382,0.40111846367521892,0.36047937349206982,0.90000000000000002,0.76165803108808294,0.34999999999999998,0.33898305084745761,0.53441295546558709,0.45429740791268758,0.19607843137254899,0.24714285714285711,0.26653306613226452,0.21884984025559101,0.19808306709265169,0.1764705882352941,0.14024190503567679,0.56454918032786883,0.059990324141267537,0.69830246913580252,0.54819563152896489,0.070208210145317085,0.33238366571699907,10.918918918918919,0.33494363929146537,0.51542857142857146,0.4779874213836478,0.29898403483309144,64.972972972972968,55.864864864864863,0.31978713110788581,0.22447992259313013,75.891891891891888,56.918918918918919,0.50215517241379315,0.44586894586894588,0.19468186134852802,8,25.05569539783135,6,8.5,9,76.75,75.25,10.949999999999999,39,,,,,,,,,,,,,,,,,,,,,,,100,33,3.2799999999999998,201.80000000000001,80,4.75,18,1,23.953458439384413,77,202,0,0,0,0,1
P43f8251240,2012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.994842953065941,8.5,8.5,9.5,76,74.5,,,,,,,,,,,,,,,,,,,,,,,,,98,,,221,79.25,4.75,20,2,26.900688556138196,76,221,0,0,0,0,1
