pid,source,fiba_person_id,n_tournaments_predraft,tournament_ids,urls
P47d96f257b,fiba.basketball,205900,2,249_5075;276_6290,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/5075;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/6290
P98f4c6dfa5,fiba.basketball,219871,1,249_9678,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/9678
Pfc4c07b799,fiba.basketball,251870,1,256_6366,https://www.fiba.basketball/en/history/256-fiba-u18-americup/6366
P539be6c711,fiba.basketball,222098,2,249_9678;258_208014,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/9678;https://www.fiba.basketball/en/history/258-fiba-u18-asia-cup/208014
P144ed94c77,fiba.basketball,271303,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
Pa813594724,fiba.basketball,318752,1,256_208444,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444
P1e59a7a7a1,fiba.basketball,318766,1,256_208444,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444
P5698276a02,fiba.basketball,269308,1,276_208102,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208102
P396ba96b58,fiba.basketball,251502,1,256_6366,https://www.fiba.basketball/en/history/256-fiba-u18-americup/6366
Pe1411c667e,fiba.basketball,237086,1,249_6362,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/6362
P52f2ddbdea,fiba.basketball,211576,1,249_9678,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/9678
Pa12a517258,fiba.basketball,238520,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
P23152d31e2,fiba.basketball,300463,2,249_208300;276_208303,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P65b97df144,fiba.basketball,280331,2,249_208300;276_208303,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P2a77fa93f7,fiba.basketball,318756,1,256_208444,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444
Pe083952d4c,fiba.basketball,303120,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
P1ccfa6c1ee,fiba.basketball,252306,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
Pa245962e52,fiba.basketball,344280,1,276_208303,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
Pada60a9da7,fiba.basketball,318765,1,256_208444,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444
Pa3f4257d20,fiba.basketball,318723,1,256_208444,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444
Pe79de9d05b,fiba.basketball,298550,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
P84e9dcbb3e,fiba.basketball,254220,2,249_6362;276_208299,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/6362;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
P3bedf956bf,fiba.basketball,298073,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
Pf1dc83702a,fiba.basketball,213917,1,276_6290,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/6290
Pedbe6303e0,fiba.basketball,251990,2,249_6362;276_208299,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/6362;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
Pb1d497dd3b,fiba.basketball,224986,2,276_10628;256_6366,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/10628;https://www.fiba.basketball/en/history/256-fiba-u18-americup/6366
P816913601a,fiba.basketball,224435,1,249_9678,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/9678
P6696ce1e71,fiba.basketball,270903,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
P7f11916058,fiba.basketball,249570,1,258_208014,https://www.fiba.basketball/en/history/258-fiba-u18-asia-cup/208014
P36a4ba5e62,fiba.basketball,318750,2,256_208444;276_208303,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208444;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
Pf372901c0b,fiba.basketball,299418,1,276_208303,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P3d8ccdb639,fiba.basketball,320604,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
Pf3b62cae3c,fiba.basketball,344867,1,276_208303,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P3ee6bf444e,fiba.basketball,341525,1,276_208303,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P5f9ce00466,fiba.basketball,341543,1,256_208738,https://www.fiba.basketball/en/history/256-fiba-u18-americup/208738
P53f54898a1,fiba.basketball,322220,2,258_208492;276_208303,https://www.fiba.basketball/en/history/258-fiba-u18-asia-cup/208492;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
Pcb16689c6c,fiba.basketball,320607,2,249_208300;276_208303,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
P6ddd309f80,fiba.basketball,300763,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
Pdec9ef7c46,fiba.basketball,298583,2,249_208300;276_208303,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300;https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208303
Pa29e5f68db,fiba.basketball,298078,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
Pb7270acc46,fiba.basketball,314338,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
P3651ab0a99,fiba.basketball,317420,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
P277e56e049,fiba.basketball,298563,1,249_208300,https://www.fiba.basketball/en/history/249-fiba-u17-basketball-world-cup/208300
Pcb59681372,fiba.basketball,238349,1,276_208102,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208102
P694212af03,fiba.basketball,267659,1,276_208299,https://www.fiba.basketball/en/history/276-fiba-u19-basketball-world-cup/208299
P00193b3ed9,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P0157d20b94,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P05061c84a0,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P20a1183fcf,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P23d9f5804f,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P31bc34ca23,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P33f4d69488,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P3d1eff1bca,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P3d55371834,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P3e493925a2,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P440f6cc00f,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P48772fff87,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P4adcc58a26,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P4b59f5fe56,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P4f854a47d9,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P4f8c953cc8,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P5969d3ea2a,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P6dc3d3ca5e,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P780ecd00c5,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P7d7c4d5568,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P824176de50,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P830efff813,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P87be528da0,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P8955b1a9c4,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P94bbcbe8b9,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P9702e35c0a,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P98f905fdef,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P9c1ee88716,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
P9c2d575f48,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Paff659398c,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pc2d24d5902,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pc5a3285209,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pc8dae45369,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pce1d0d3699,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pce366ff1b3,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pd50459cb6d,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pd856e50561,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pf78412d8c5,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
Pff1fab2e32,wikipedia:Nike_Hoop_Summit,1361318085,,,https://en.wikipedia.org/wiki/Nike_Hoop_Summit
