pid,fiba_id,tid,comp_id,event_id,level,age_group,scope,division,year,date_start,date_end,games,minutes,age_at_tournament,team_finish,field_n_roster,field_n_qual,field_age_mean,field_age_sd,pts40,field_pts_mean,field_pts_sd,reb40,field_reb_mean,field_reb_sd,oreb40,field_oreb_mean,field_oreb_sd,dreb40,field_dreb_mean,field_dreb_sd,ast40,field_ast_mean,field_ast_sd,stl40,field_stl_mean,field_stl_sd,blk40,field_blk_mean,field_blk_sd,tov40,field_tov_mean,field_tov_sd,pir40,field_pir_mean,field_pir_sd,usage40,field_usage_mean,field_usage_sd,ts,field_ts_mean,field_ts_sd,efg,field_efg_mean,field_efg_sd,tpar,field_tpar_mean,field_tpar_sd,ftr,field_ftr_mean,field_ftr_sd,ftpct,field_ftpct_mean,field_ftpct_sd
P1497c83aba,174310,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,157,17.2707,1,144,123,17.0365,0.420802,17.3248,14.634,6.05534,8.40764,7.23158,3.56787,4.33121,2.36571,1.70469,4.07643,4.86587,2.26597,2.29299,2.8592,2.15155,3.05732,1.87293,1.1407,0.509554,0.761711,1.11447,3.82166,3.58026,1.49053,14.7771,14.7809,8.47015,24.051,18.1558,4.72464,0.428212,0.491637,0.10797,0.413333,0.45895,0.11802,0.28,0.327866,0.235277,0.133333,0.373086,0.229118,0.6,0.600608,0.200517
P14a01dedf9,236704,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,147.8,19.305,3,192,173,18.7182,0.66399,19.7564,13.572,5.43385,3.24763,7.69236,3.66261,1.08254,2.52264,1.93466,2.16509,5.16972,2.34584,6.22463,3.5206,2.17842,1.62382,1.62705,0.99426,0.270636,0.496983,0.747174,2.43572,3.19164,1.50518,18.9445,14.0574,7.39114,19.1935,17.9216,4.88312,0.58947,0.455339,0.108314,0.574074,0.425426,0.112649,0.537037,0.338891,0.227597,0.333333,0.343196,0.196751,0.611111,0.596167,0.211854
P16938f3fa9,217623,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,7,87.6333,18.9189,1,191,180,18.5789,0.756787,5.93382,13.755,5.55959,1.82579,7.3828,3.65745,0.456447,2.49694,1.90522,1.36934,4.88586,2.44791,8.6725,3.28532,2.18966,3.19513,1.90259,1.12162,0,0.672111,0.938022,4.56447,3.43624,1.60082,10.0418,14.5182,7.46481,11.5938,17.8545,4.65107,0.422078,0.470651,0.115139,0.272727,0.436661,0.120193,0.0909091,0.306253,0.220425,0.909091,0.333827,0.227034,0.7,0.639017,0.184202
P16b88a2183,298074,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,115.467,19.3844,1,192,174,18.7341,0.680857,29.7921,14.2694,5.44901,7.27483,7.50804,3.46178,1.7321,2.4377,1.71746,5.54273,5.07034,2.26855,5.1963,3.52297,2.42781,3.81062,1.75459,1.14154,1.7321,0.807696,1.25902,4.15704,3.09985,1.702,29.7921,15.501,7.77007,29.8337,17.9679,4.68488,0.58014,0.474649,0.110084,0.546875,0.443733,0.117723,0.4375,0.362644,0.218583,0.359375,0.286997,0.170106,0.695652,0.673577,0.213074
P1738f63a26,155223,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,4,107,17.3884,1,83,62,17.8153,0.580995,12.7103,15.9039,6.01791,5.60748,8.01587,4.3489,1.49533,3.03436,2.57069,4.11215,4.98151,2.64958,7.85047,3.02408,2.25258,2.61682,1.90095,1.1992,0.373832,0.917461,1.08796,2.99065,3.8108,1.88879,18.6916,15.9601,8.69337,15.8804,19.8356,5.43243,0.493039,0.497868,0.124253,0.351852,0.459582,0.135608,0.333333,0.314567,0.242206,0.62963,0.41752,0.293171,0.882353,0.631609,0.199593
P1738f63a26,155223,276_3299,276,3299,4,19,world,A,2007,2007-07-12,2007-07-22,9,218,18.4261,2,192,177,18.6498,0.861009,15.7798,15.0242,6.32287,3.66972,7.34207,3.43761,0.366972,2.58309,1.78912,3.30275,4.75898,2.24568,4.58716,2.48739,1.87525,4.0367,2.09591,1.22429,0,0.576986,0.923846,3.11927,3.59835,1.49835,17.6147,14.939,7.42931,17.0055,18.3344,5.1284,0.568182,0.501247,0.112236,0.522727,0.471644,0.119445,0.30303,0.331902,0.236569,0.333333,0.386782,0.254493,0.772727,0.621503,0.199964
P17f11f33c2,225704,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,105.383,18.0565,1,94,77,17.8617,0.574362,29.9858,14.0057,5.76617,10.6279,8.21707,3.78513,3.79567,2.56444,1.7462,6.8322,5.65263,2.61089,4.5548,3.11392,2.20868,3.4161,1.77441,1.19438,1.89783,0.793203,0.99331,2.65697,3.21626,1.61855,37.1975,14.6071,8.18991,26.9341,18.7001,5.4949,0.617573,0.446887,0.113778,0.583333,0.406604,0.127223,0.333333,0.324753,0.239791,0.15,0.326277,0.210162,1,0.668448,0.188214
P1804943702,217865,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,7,178.483,19.3543,4,191,180,18.5789,0.756787,24.8763,13.755,5.55959,7.84387,7.3828,3.65745,2.017,2.49694,1.90522,5.82687,4.88586,2.44791,2.91344,3.28532,2.18966,3.13755,1.90259,1.12162,0.448221,0.672111,0.938022,2.017,3.43624,1.60082,28.9103,14.5182,7.46481,19.9817,17.8545,4.65107,0.692365,0.470651,0.115139,0.642857,0.436661,0.120193,0.333333,0.306253,0.220425,0.619048,0.333827,0.227034,0.769231,0.639017,0.184202
P18458ff2ec,134532,263_80,263,80,3,18,continental,A,2000,2000-04-11,2000-04-15,5,98,16.1372,0,215,168,17.5674,0.581802,13.8776,13.4831,5.27421,7.34694,5.87885,2.98016,2.44898,1.90656,1.51803,4.89796,3.97229,2.00827,2.44898,2.23682,2.06598,2.44898,1.49398,1.03332,0,0,0,2.44898,3.05999,1.33843,17.551,12.2629,6.76656,14.6286,16.0676,4.41158,0.569705,0.515473,0.1163,0.52,0.472136,0.129376,0.04,0.274626,0.211591,0.44,0.484045,0.37211,0.727273,0.654786,0.20688
P18458ff2ec,134532,263_1927,263,1927,3,18,continental,A,2000,2000-07-14,2000-07-23,7,199,16.3946,9,143,124,17.835,0.588259,11.0553,13.5344,4.99944,8.0402,5.13608,2.75372,2.21106,1.69152,1.36508,5.82915,3.44457,1.71182,1.40704,1.67128,1.17559,0.40201,2.27105,1.16485,0,0.0760381,0.197735,1.80905,3.01777,1.28522,10.6533,12.4378,5.59886,14.0864,15.5847,4.40578,0.450229,0.537884,0.114907,0.361702,0.494632,0.124484,0.191489,0.27518,0.210868,0.680851,0.450926,0.262913,0.65625,0.691974,0.170709
P18458ff2ec,134532,263_2886,263,2886,3,18,continental,A,2002,2002-04-16,2002-05-01,5,150,18.1496,0,215,171,17.6273,0.638695,23.7333,14.6204,6.12192,9.6,7.00378,3.82327,2.66667,2.37113,1.9328,6.93333,4.63265,2.45718,1.6,2.22423,1.5258,2.93333,2.11906,1.25803,1.86667,0.661502,0.980784,3.46667,3.34676,1.59983,27.2,14.1894,8.33006,22.7627,18.0781,4.77723,0.614981,0.491982,0.136556,0.609375,0.460447,0.145329,0.203125,0.28294,0.203308,0.296875,0.395805,0.29325,0.578947,0.630283,0.185994
P18458ff2ec,134532,263_2888,263,2888,3,18,continental,A,2002,2002-07-12,2002-07-21,8,259,18.3878,2,144,121,17.8457,0.557956,29.3436,14.3906,5.26654,13.2819,6.71397,3.12939,4.16988,2.2151,1.69496,9.11197,4.49886,1.94982,1.5444,2.07608,1.44154,1.69884,1.29316,0.888823,1.85328,0.571274,0.765198,2.16216,2.67339,1.00866,37.3745,14.0137,6.18081,22.468,16.7644,4.51804,0.722543,0.516086,0.1088,0.752212,0.474349,0.120006,0.115044,0.284976,0.201016,0.371681,0.371592,0.21432,0.47619,0.687328,0.17851
P18458ff2ec,134532,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,250,19.3816,7,191,169,18.5308,0.778566,24.32,14.7546,5.86231,12,7.66681,4.08489,4.64,2.82725,2.17764,7.36,4.83956,2.42976,1.44,2.51525,1.77315,1.12,1.78176,0.971028,1.44,0.745574,1.06344,2.72,3.60365,1.61538,28,14.9771,7.76918,22.5536,18.2155,4.73759,0.613101,0.499082,0.103392,0.582569,0.466482,0.108614,0.229358,0.286063,0.223708,0.311927,0.381572,0.266311,0.735294,0.6359,0.189796
P1a32cd4176,204617,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,3,58.75,18.4754,2,191,180,18.5789,0.756787,26.5532,13.755,5.55959,14.2979,7.3828,3.65745,6.80851,2.49694,1.90522,7.48936,4.88586,2.44791,0.680851,3.28532,2.18966,1.3617,1.90259,1.12162,2.04255,0.672111,0.938022,4.08511,3.43624,1.60082,29.2766,14.5182,7.46481,26.3353,17.8545,4.65107,0.596695,0.470651,0.115139,0.478261,0.436661,0.120193,0,0.306253,0.220425,0.956522,0.333827,0.227034,0.772727,0.639017,0.184202
P1a41a85440,218682,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,202.317,17.2351,6,191,171,16.8941,0.517517,31.0404,13.9298,6.67868,7.90839,8.20946,4.09228,3.55878,2.77559,2.1245,4.34962,5.43387,2.64062,4.34962,2.6531,1.83642,2.37252,1.85697,1.24533,0.790839,0.669885,0.963228,4.54733,3.64504,1.46955,28.0748,13.7052,8.47552,31.1274,18.8523,5.48244,0.583904,0.446186,0.125912,0.526786,0.416886,0.129648,0.25,0.303263,0.224477,0.455357,0.349537,0.221993,0.764706,0.59047,0.214261
P1ccfa6c1ee,252306,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,165.75,19.138,3,192,174,18.7341,0.680857,25.5807,14.2694,5.44901,23.8914,7.50804,3.46178,11.825,2.4377,1.71746,12.0664,5.07034,2.26855,0.965309,3.52297,2.42781,0.241327,1.75459,1.14154,3.86124,0.807696,1.25902,2.6546,3.09985,1.702,39.3363,15.501,7.77007,25.1077,17.9679,4.68488,0.569647,0.474649,0.110084,0.56,0.443733,0.117723,0,0.362644,0.218583,0.546667,0.286997,0.170106,0.536585,0.673577,0.213074
P1dca1ecf2b,195959,256_5945,256,5945,3,18,continental,A,2012,2012-06-16,2012-06-20,5,98,17.5472,1,96,80,17.8897,0.472012,28.9796,14.2097,6.14818,13.4694,7.7057,3.36499,4.08163,2.6725,1.7711,9.38776,5.0332,2.3477,2.44898,2.47597,2.11325,2.04082,1.65812,1.22673,2.04082,0.702188,0.969721,4.4898,3.18262,1.66406,31.8367,13.6619,8.50932,28.098,18.4581,5.47669,0.613762,0.462358,0.129545,0.559524,0.429614,0.138616,0.0952381,0.263251,0.200682,0.857143,0.403774,0.24661,0.666667,0.570351,0.204803
P1e59a7a7a1,318766,256_208444,256,208444,3,18,continental,A,2022,2022-06-06,2022-06-12,6,104.533,17.9114,1,95,83,17.8103,0.545377,42.8571,14.2532,6.9182,14.5408,8.67583,3.35701,3.06122,2.84937,1.77982,11.4796,5.82646,2.24575,3.82653,2.81389,1.90932,1.91327,1.67302,0.9706,1.14796,1.1097,1.20579,3.82653,3.24748,1.4123,47.8316,15.5199,8.76482,34.4541,18.6088,5.72837,0.69965,0.456186,0.127257,0.69863,0.42705,0.133365,0.30137,0.323764,0.203699,0.219178,0.290876,0.173337,0.625,0.64198,0.203715
P1f2e422e9e,225696,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,50.75,18.1879,1,94,77,17.8617,0.574362,18.1281,14.0057,5.76617,7.0936,8.21707,3.78513,0.788177,2.56444,1.7462,6.30542,5.65263,2.61089,10.2463,3.11392,2.20868,3.15271,1.77441,1.19438,0,0.793203,0.99331,6.30542,3.21626,1.61855,22.8571,14.6071,8.18991,22.3842,18.7001,5.4949,0.563725,0.446887,0.113778,0.46875,0.406604,0.127223,0.5,0.324753,0.239791,0.625,0.326277,0.210162,0.8,0.668448,0.188214
P204a101867,212131,249_5075,249,5075,3,17,world,A,2014,2014-08-08,2014-08-16,7,97.2667,17.3063,1,192,173,17.0364,0.489002,23.0295,13.6034,6.14842,16.4496,7.6474,3.67246,7.81357,2.55281,1.94621,8.63605,5.0946,2.20776,2.46744,2.14955,1.47007,4.52365,1.80889,1.11705,1.64496,0.718134,1.07747,4.52365,3.23583,1.51772,37.8341,13.5763,8.92179,19.5915,17.7478,5.19007,0.764192,0.460191,0.126088,0.695652,0.428331,0.130989,0,0.299498,0.224593,1.34783,0.302479,0.220999,0.774194,0.637699,0.213798
P204a101867,212131,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,7,96.6833,18.1907,1,191,180,18.5789,0.756787,17.79,13.755,5.55959,12.8254,7.3828,3.65745,3.7235,2.49694,1.90522,9.10188,4.88586,2.44791,1.65489,3.28532,2.18966,1.24117,1.90259,1.12162,2.06861,0.672111,0.938022,5.37838,3.43624,1.60082,23.1684,14.5182,7.46481,19.3622,17.8545,4.65107,0.636095,0.470651,0.115139,0.6,0.436661,0.120193,0,0.306253,0.220425,0.8,0.333827,0.227034,0.65,0.639017,0.184202
P20a1183fcf,147197,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,8,261,17.1311,1,493,386,16.9505,0.574968,23.295,13.9298,5.58557,5.6705,6.69318,3.18094,0.45977,2.34716,1.63659,5.21073,4.34602,1.99629,10.4215,2.20858,1.78794,2.60536,2.4645,1.29161,0.613027,0.660544,0.907576,7.66284,3.70521,1.86017,24.5211,13.3501,7.66077,27.2184,17.9913,4.82067,0.595611,0.480562,0.114943,0.572727,0.44764,0.122844,0.254545,0.292519,0.224662,0.363636,0.361925,0.24503,0.65,0.622708,0.195562
P212def8838,225982,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,117.883,19.0558,3,192,173,18.7182,0.66399,26.1275,13.572,5.43385,19.6805,7.69236,3.66261,9.84024,2.52264,1.93466,9.84024,5.16972,2.34584,1.01796,3.5206,2.17842,1.69659,1.62705,0.99426,3.7325,0.496983,0.747174,3.7325,3.19164,1.50518,35.6284,14.0574,7.39114,27.6341,17.9216,4.88312,0.546564,0.455339,0.108314,0.508475,0.425426,0.112649,0.0169492,0.338891,0.227597,0.440678,0.343196,0.196751,0.653846,0.596167,0.211854
P224fa713e4,189079,249_5078,249,5078,3,17,world,A,2012,2012-06-29,2012-07-08,8,200,16.9285,5,142,127,17.0012,0.435933,19.2,14.1972,5.55481,8.8,7.45001,3.12231,4.2,2.5366,1.74237,4.6,4.91341,1.92891,2.2,2.59121,2.03869,2.4,1.89863,1.07827,0.4,0.788481,1.13416,4.4,3.46465,1.79913,15,14.4239,7.24874,25.728,18.219,4.61878,0.450113,0.473827,0.0968412,0.387097,0.443589,0.101275,0.27957,0.293986,0.229186,0.333333,0.271897,0.197866,0.774194,0.661614,0.195417
P2297a93a7f,188644,256_5945,256,5945,3,18,continental,A,2012,2012-06-16,2012-06-20,5,139,16.6136,3,96,80,17.8897,0.472012,19.5683,14.2097,6.14818,19.8561,7.7057,3.36499,3.74101,2.6725,1.7711,16.1151,5.0332,2.3477,1.72662,2.47597,2.11325,1.43885,1.65812,1.22673,0.57554,0.702188,0.969721,2.58993,3.18262,1.66406,26.7626,13.6619,8.50932,23.505,18.4581,5.47669,0.467804,0.462358,0.129545,0.444444,0.429614,0.138616,0.206349,0.263251,0.200682,0.349206,0.403774,0.24661,0.545455,0.570351,0.204803
P2297a93a7f,188644,276_7488,276,7488,4,19,world,A,2013,2013-06-27,2013-07-07,7,226.867,17.6431,6,190,163,18.6149,0.696247,25.0367,13.7502,5.42509,12.3421,7.333,3.37317,2.99736,2.38567,1.71678,9.3447,4.94733,2.1867,0.881575,2.21367,1.7035,1.41052,1.54796,0.991925,0.70526,0.727447,1.05025,2.82104,3.00673,1.31394,21.8631,13.6671,7.8175,28.6759,17.2721,4.36533,0.484179,0.477564,0.117473,0.418033,0.446105,0.124661,0.106557,0.299706,0.235645,0.459016,0.319875,0.182303,0.714286,0.62505,0.182817
P22c8154970,152350,263_4627,263,4627,3,18,continental,A,2007,2007-08-03,2007-08-12,8,223,16.7834,5,192,160,17.9499,0.494652,27.4439,13.825,5.5091,7.17489,6.84425,3.21748,1.43498,2.17524,1.51025,5.73991,4.66901,2.22325,6.81614,1.73823,1.41414,5.73991,1.78942,1.0756,0.358744,0.543883,0.753666,4.4843,3.22704,1.55184,32.4664,12.8963,7.3889,25.6,17.235,4.66647,0.649847,0.491426,0.111663,0.577778,0.458165,0.120228,0.322222,0.31971,0.214534,0.7,0.340492,0.186352,0.777778,0.644047,0.191618
P23152d31e2,300463,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,145.317,17.2324,3,192,168,16.9275,0.502627,20.094,13.9661,5.91865,8.53309,8.00354,3.81847,2.75261,2.52822,1.91795,5.78048,5.47531,2.5642,4.9547,3.08275,2.02068,1.3763,1.94293,1.17006,2.20209,0.924849,1.14976,1.65157,3.15323,1.4463,28.6271,15.5163,8.33031,16.7799,17.916,5.19339,0.664119,0.466701,0.114119,0.656863,0.443918,0.121251,0.490196,0.333533,0.208066,0.176471,0.246808,0.165743,0.666667,0.600939,0.210643
P23152d31e2,300463,276_208303,276,208303,4,19,world,A,2023,2023-06-24,2023-07-02,7,130.75,18.2098,2,192,171,18.7755,0.613254,15.9082,14.5229,5.57383,6.11855,7.31327,3.5997,2.44742,2.26354,1.97353,3.67113,5.04973,2.36409,3.3652,3.39522,2.10822,4.28298,1.87556,1.05134,0.305927,0.776271,1.07652,5.20076,3.03164,1.41202,17.4379,15.7805,7.34509,18.6126,17.7644,4.99257,0.593066,0.488426,0.11044,0.564103,0.45281,0.117257,0.461538,0.375743,0.229382,0.282051,0.333211,0.259769,0.727273,0.671531,0.195633
P2320c27578,182018,256_3935,256,3935,3,18,continental,A,2010,2010-06-26,2010-06-30,5,115,17.9004,1,96,77,17.8311,0.642168,35.1304,14.92,6.47935,3.13043,7.40885,3.62563,1.04348,2.61003,2.12449,2.08696,4.79882,2.16489,2.08696,2.58206,2.14585,3.47826,1.62998,1.0838,0.347826,0.884029,1.47478,2.78261,3.20333,1.67174,31.3043,15.0256,9.28155,25.7948,18.3041,5.14914,0.763301,0.490412,0.12998,0.758333,0.454684,0.13257,0.583333,0.275486,0.216548,0.233333,0.35016,0.263199,0.714286,0.649623,0.198629
P23d9f5804f,143295,258_2996,258,2996,3,18,continental,A,2002,2002-12-16,2002-12-26,3,,15.1379,1,168,0,17.9221,0.903128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95868,,,,,,,,,,,,0.636364,,
P23d9f5804f,143295,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,270,15.7019,14,191,169,18.5308,0.778566,22.3704,14.7546,5.86231,13.6296,7.66681,4.08489,5.77778,2.82725,2.17764,7.85185,4.83956,2.42976,1.92593,2.51525,1.77315,1.77778,1.78176,0.971028,1.92593,0.745574,1.06344,4.2963,3.60365,1.61538,28.2963,14.9771,7.76918,23.1467,18.2155,4.73759,0.593367,0.499082,0.103392,0.542056,0.466482,0.108614,0.0747664,0.286063,0.223708,0.429907,0.381572,0.266311,0.76087,0.6359,0.189796
P23f1ba707f,189111,249_5078,249,5078,3,17,world,A,2012,2012-06-29,2012-07-08,5,82,17.2926,1,142,127,17.0012,0.435933,30.7317,14.1972,5.55481,11.7073,7.45001,3.12231,3.41463,2.5366,1.74237,8.29268,4.91341,1.92891,0.97561,2.59121,2.03869,2.43902,1.89863,1.07827,1.46341,0.788481,1.13416,3.41463,3.46465,1.79913,33.1707,14.4239,7.24874,27.5122,18.219,4.61878,0.637652,0.473827,0.0968412,0.611111,0.443589,0.101275,0.222222,0.293986,0.229186,0.222222,0.271897,0.197866,0.8,0.661614,0.195417
P24b8a1c556,174419,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,9,167,19.3214,1,191,165,18.7609,0.690657,16.0479,14.3984,5.52288,5.50898,7.57587,3.44111,2.15569,2.66725,1.77968,3.35329,4.90862,2.14002,0.958084,2.40801,1.76626,0.958084,1.70492,0.965813,1.43713,0.872247,1.01133,2.63473,3.13329,1.42996,13.4132,15.1012,7.07592,18.0886,17.5241,4.72826,0.519219,0.495334,0.114029,0.508197,0.463656,0.116858,0.47541,0.308724,0.227753,0.131148,0.312474,0.190442,0.625,0.642985,0.213702
P25e61f80f8,225695,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,109.017,18.1414,1,94,77,17.8617,0.574362,25.3172,14.0057,5.76617,7.33833,8.21707,3.78513,1.46767,2.56444,1.7462,5.87066,5.65263,2.61089,9.53983,3.11392,2.20868,5.87066,1.77441,1.19438,1.10075,0.793203,0.99331,4.03608,3.21626,1.61855,36.3247,14.6071,8.18991,24.2899,18.7001,5.4949,0.625,0.446887,0.113778,0.603774,0.406604,0.127223,0.339623,0.324753,0.239791,0.0943396,0.326277,0.210162,1,0.668448,0.188214
P2606a3d161,169406,263_5831,263,5831,3,18,continental,A,2010,2010-07-22,2010-08-01,9,271,17.6896,3,192,171,17.9212,0.515214,19.631,13.1391,4.8065,10.1845,7.0875,2.90695,2.95203,2.21226,1.52036,7.23247,4.87524,1.91491,1.47601,2.66002,1.92041,1.47601,1.70641,0.879599,2.06642,0.617153,0.878023,1.77122,3.17333,1.3572,21.9926,13.4495,5.87418,20.1742,16.8985,4.25598,0.533365,0.477146,0.110791,0.508696,0.443458,0.118272,0.573913,0.347536,0.231447,0.191304,0.312866,0.195141,0.727273,0.664571,0.176763
P2606a3d161,169406,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,8,249,18.6287,10,192,170,18.651,0.680358,19.5984,13.9628,5.5381,8.19277,6.96907,3.32639,2.40964,2.2765,1.60615,5.78313,4.69256,2.26884,2.08835,2.54793,1.8548,1.28514,1.36418,0.869805,0.64257,0.642267,0.93216,3.05221,2.87201,1.41472,15.5823,14.0555,7.05949,24.0257,17.0082,4.58642,0.467218,0.486074,0.11285,0.433333,0.453588,0.118095,0.5,0.291718,0.211296,0.2,0.314934,0.203526,0.75,0.647068,0.216658
P26d2a90c5b,225698,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,84.8167,17.895,1,94,77,17.8617,0.574362,16.0346,14.0057,5.76617,3.77284,8.21707,3.78513,1.41482,2.56444,1.7462,2.35803,5.65263,2.61089,2.82963,3.11392,2.20868,2.35803,1.77441,1.19438,0.471605,0.793203,0.99331,1.88642,3.21626,1.61855,15.0914,14.6071,8.18991,16.6571,18.7001,5.4949,0.542784,0.446887,0.113778,0.516667,0.406604,0.127223,0.766667,0.324753,0.239791,0.1,0.326277,0.210162,1,0.668448,0.188214
P26d2a90c5b,225698,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,99.4333,18.845,3,192,173,18.7182,0.66399,10.8615,13.572,5.43385,8.04559,7.69236,3.66261,2.81596,2.52264,1.93466,5.22963,5.16972,2.34584,6.83875,3.5206,2.17842,2.0114,1.62705,0.99426,0,0.496983,0.747174,3.21824,3.19164,1.50518,16.8957,14.0574,7.39114,15.5924,17.9216,4.88312,0.438882,0.455339,0.108314,0.413793,0.425426,0.112649,0.448276,0.338891,0.227597,0.137931,0.343196,0.196751,0.75,0.596167,0.211854
P26e74779f0,182002,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,9,92,19.3762,5,192,170,18.651,0.680358,16.087,13.9628,5.5381,3.91304,6.96907,3.32639,0.869565,2.2765,1.60615,3.04348,4.69256,2.26884,4.78261,2.54793,1.8548,0.434783,1.36418,0.869805,0.434783,0.642267,0.93216,3.04348,2.87201,1.41472,13.913,14.0555,7.05949,19.0609,17.0082,4.58642,0.502172,0.486074,0.11285,0.421875,0.453588,0.118095,0.21875,0.291718,0.211296,0.34375,0.314934,0.203526,0.909091,0.647068,0.216658
P272afc1b90,180411,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,156,16.7642,1,144,123,17.0365,0.420802,30.2564,14.634,6.05534,14.8718,7.23158,3.56787,4.87179,2.36571,1.70469,10,4.86587,2.26597,3.58974,2.8592,2.15155,2.5641,1.87293,1.1407,1.28205,0.761711,1.11447,2.82051,3.58026,1.49053,41.7949,14.7809,8.47015,24.0513,18.1558,4.72464,0.71256,0.491637,0.10797,0.650794,0.45895,0.11802,0.0634921,0.327866,0.235277,0.714286,0.373086,0.229118,0.8,0.600608,0.200517
P277e56e049,298563,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,144.033,17.1749,3,192,168,16.9275,0.502627,8.3314,13.9661,5.91865,7.22055,8.00354,3.81847,2.77713,2.52822,1.91795,4.44342,5.47531,2.5642,2.22171,3.08275,2.02068,2.49942,1.94293,1.17006,0,0.924849,1.14976,0.83314,3.15323,1.4463,10.2754,15.5163,8.33031,12.9192,17.916,5.19339,0.344669,0.466701,0.114119,0.35,0.443918,0.121251,0.375,0.333533,0.208066,0.2,0.246808,0.165743,0.25,0.600939,0.210643
P2a77fa93f7,318756,256_208444,256,208444,3,18,continental,A,2022,2022-06-06,2022-06-12,6,91.9333,17.5938,1,95,83,17.8103,0.545377,14.3582,14.2532,6.9182,5.65627,8.67583,3.35701,0.435098,2.84937,1.77982,5.22117,5.82646,2.24575,1.74039,2.81389,1.90932,1.74039,1.67302,0.9706,0.435098,1.1097,1.20579,1.30529,3.24748,1.4123,8.70196,15.5199,8.76482,20.467,18.6088,5.72837,0.374659,0.456186,0.127257,0.310811,0.42705,0.133365,0.351351,0.323764,0.203699,0.432432,0.290876,0.173337,0.625,0.64198,0.203715
P2b19f4fd38,300423,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,126.85,16.5753,2,192,168,16.9275,0.502627,13.8747,13.9661,5.91865,4.09933,8.00354,3.81847,0.630666,2.52822,1.91795,3.46866,5.47531,2.5642,7.88333,3.08275,2.02068,0.630666,1.94293,1.17006,0.945999,0.924849,1.14976,6.93733,3.15323,1.4463,10.7213,15.5163,8.33031,21.985,17.916,5.19339,0.461023,0.466701,0.114119,0.404762,0.443918,0.121251,0.380952,0.333533,0.208066,0.309524,0.246808,0.165743,0.769231,0.600939,0.210643
P2b19f4fd38,300423,276_208303,276,208303,4,19,world,A,2023,2023-06-24,2023-07-02,7,134.617,17.5527,1,192,171,18.7755,0.613254,12.777,14.5229,5.57383,4.4571,7.31327,3.5997,1.4857,2.26354,1.97353,2.9714,5.04973,2.36409,5.9428,3.39522,2.10822,3.56568,1.87556,1.05134,0,0.776271,1.07652,4.15996,3.03164,1.41202,11.2913,15.7805,7.34509,20.2174,17.7644,4.99257,0.397853,0.488426,0.11044,0.329787,0.45281,0.117257,0.297872,0.375743,0.229382,0.340426,0.333211,0.259769,0.75,0.671531,0.195633
P2bc89b6490,167497,256_3333,256,3333,3,18,continental,A,2008,2008-07-14,2008-07-18,5,85,18.4508,1,96,77,17.7237,0.643628,9.88235,14.7148,5.42816,5.64706,8.35717,3.97278,1.41176,2.8591,2.0267,4.23529,5.49807,2.52666,8.47059,2.75356,1.85568,3.29412,1.86936,1.05046,0.470588,1.01607,1.32938,7.05882,3.61421,1.65584,13.6471,14.9968,8.18143,17.92,19.2494,4.39093,0.454939,0.469203,0.129223,0.425,0.437811,0.141424,0.45,0.292826,0.217529,0.35,0.358231,0.272305,0.571429,0.62142,0.209939
