pid,fiba_id,tid,comp_id,event_id,level,age_group,scope,division,year,date_start,date_end,games,minutes,age_at_tournament,team_finish,field_n_roster,field_n_qual,field_age_mean,field_age_sd,pts40,field_pts_mean,field_pts_sd,reb40,field_reb_mean,field_reb_sd,oreb40,field_oreb_mean,field_oreb_sd,dreb40,field_dreb_mean,field_dreb_sd,ast40,field_ast_mean,field_ast_sd,stl40,field_stl_mean,field_stl_sd,blk40,field_blk_mean,field_blk_sd,tov40,field_tov_mean,field_tov_sd,pir40,field_pir_mean,field_pir_sd,usage40,field_usage_mean,field_usage_sd,ts,field_ts_mean,field_ts_sd,efg,field_efg_mean,field_efg_sd,tpar,field_tpar_mean,field_tpar_sd,ftr,field_ftr_mean,field_ftr_sd,ftpct,field_ftpct_mean,field_ftpct_sd
P7aeaf13cc2,127457,263_1927,263,1927,3,18,continental,A,2000,2000-07-14,2000-07-23,6,186,18.0264,9,143,124,17.835,0.588259,18.0645,13.5344,4.99944,4.08602,5.13608,2.75372,1.50538,1.69152,1.36508,2.58065,3.44457,1.71182,3.44086,1.67128,1.17559,5.16129,2.27105,1.16485,0,0.0760381,0.197735,4.73118,3.01777,1.28522,15.0538,12.4378,5.59886,22.4258,15.5847,4.40578,0.510452,0.537884,0.114907,0.454545,0.494632,0.124484,0.212121,0.27518,0.210868,0.560606,0.450926,0.262913,0.648649,0.691974,0.170709
P7b8c6b66e0,159886,276_3299,276,3299,4,19,world,A,2007,2007-07-12,2007-07-22,9,161,19.3269,2,192,177,18.6498,0.861009,21.118,15.0242,6.32287,8.4472,7.34207,3.43761,1.49068,2.58309,1.78912,6.95652,4.75898,2.24568,4.96894,2.48739,1.87525,5.46584,2.09591,1.22429,0,0.576986,0.923846,3.47826,3.59835,1.49835,27.0807,14.939,7.42931,21.0087,18.3344,5.1284,0.602324,0.501247,0.112236,0.55,0.471644,0.119445,0.566667,0.331902,0.236569,0.4,0.386782,0.254493,0.791667,0.621503,0.199964
P7c1c1e7eac,159891,276_3299,276,3299,4,19,world,A,2007,2007-07-12,2007-07-22,9,77,18.9737,2,192,177,18.6498,0.861009,24.9351,15.0242,6.32287,12.4675,7.34207,3.43761,5.71429,2.58309,1.78912,6.75325,4.75898,2.24568,0,2.48739,1.87525,2.07792,2.09591,1.22429,4.15584,0.576986,0.923846,6.75325,3.59835,1.49835,28.0519,14.939,7.42931,25.4753,18.3344,5.1284,0.665927,0.501247,0.112236,0.689655,0.471644,0.119445,0,0.331902,0.236569,0.551724,0.386782,0.254493,0.5,0.621503,0.199964
P7d7c4d5568,142668,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,3,10,15.1023,8,493,386,16.9505,0.574968,0,13.9298,5.58557,0,6.69318,3.18094,0,2.34716,1.63659,0,4.34602,1.99629,0,2.20858,1.78794,0,2.4645,1.29161,0,0.660544,0.907576,8,3.70521,1.86017,-12,13.3501,7.66077,12,17.9913,4.82067,0,0.480562,0.114943,0,0.44764,0.122844,0,0.292519,0.224662,0,0.361925,0.24503,,0.622708,0.195562
P7d7c4d5568,142668,263_3163,263,3163,3,18,continental,A,2005,2005-07-13,2005-07-24,8,211,17.0572,7,191,165,17.9,0.519728,21.2322,14.0589,5.34016,7.96209,7.16592,3.44355,2.46445,2.37732,1.73515,5.49763,4.78859,2.17947,1.51659,2.29674,1.53676,2.65403,1.77088,0.975643,0,0.485301,0.754804,3.79147,3.24538,1.49478,16.6825,14.194,6.5678,25.2512,17.0641,4.769,0.4947,0.503583,0.109458,0.48,0.469928,0.1244,0.14,0.301113,0.218055,0.3,0.391309,0.268723,0.533333,0.6348,0.196629
P7d7c4d5568,142668,263_4068,263,4068,3,18,continental,A,2006,2006-07-18,2006-07-27,8,221,18.0702,11,192,161,17.9132,0.463248,30.9502,14.1964,5.48784,10.3167,7.01645,3.36385,3.25792,2.36669,1.82035,7.05882,4.64975,2.02662,2.17195,2.29341,1.38476,2.71493,1.73085,0.927802,0.723982,0.611494,0.863663,4.34389,3.22115,1.34554,26.4253,14.0597,6.31908,33.7738,17.3038,5.04807,0.52583,0.497884,0.0869021,0.506897,0.46465,0.104206,0.144828,0.303888,0.207608,0.275862,0.383594,0.304429,0.6,0.629446,0.183775
P7f11916058,249570,258_208014,258,208014,3,18,continental,A,2018,2018-08-05,2018-08-11,7,132.8,17.2598,5,192,149,17.7443,0.717247,22.5904,14.3479,6.46939,6.3253,8.03846,4.03262,1.20482,2.70797,1.98566,5.12048,5.33049,2.6238,8.43373,2.81443,2.14179,4.51807,1.74511,1.10851,0,0.677461,0.975007,1.80723,3.1424,1.93943,25.3012,14.2885,8.92826,25.0602,18.8822,5.9446,0.485751,0.448979,0.117181,0.445312,0.42564,0.125208,0.234375,0.314682,0.224961,0.46875,0.274683,0.203786,0.6,0.584176,0.231585
P7f1d080745,204029,276_7488,276,7488,4,19,world,A,2013,2013-06-27,2013-07-07,9,169.55,19.3433,1,190,163,18.6149,0.696247,12.9755,13.7502,5.42509,7.07756,7.333,3.37317,2.83102,2.38567,1.71678,4.24653,4.94733,2.1867,4.48245,2.21367,1.7035,4.95429,1.54796,0.991925,0.471837,0.727447,1.05025,3.53878,3.00673,1.31394,22.1763,13.6671,7.8175,14.0136,17.2721,4.36533,0.619369,0.477564,0.117473,0.575,0.446105,0.124661,0.1,0.299706,0.235645,0.25,0.319875,0.182303,0.9,0.62505,0.182817
P7f30d796bb,151706,263_4068,263,4068,3,18,continental,A,2006,2006-07-18,2006-07-27,7,95,16.8546,12,192,161,17.9132,0.463248,18.5263,14.1964,5.48784,2.94737,7.01645,3.36385,0.421053,2.36669,1.82035,2.52632,4.64975,2.02662,0.842105,2.29341,1.38476,1.68421,1.73085,0.927802,0.421053,0.611494,0.863663,4.63158,3.22115,1.34554,8.42105,14.0597,6.31908,22.8042,17.3038,5.04807,0.509731,0.497884,0.0869021,0.472973,0.46465,0.104206,0.459459,0.303888,0.207608,0.378378,0.383594,0.304429,0.642857,0.629446,0.183775
P7f30d796bb,151706,263_4627,263,4627,3,18,continental,A,2007,2007-08-03,2007-08-12,8,255,17.8977,3,192,160,17.9499,0.494652,21.6471,13.825,5.5091,5.17647,6.84425,3.21748,0.941176,2.17524,1.51025,4.23529,4.66901,2.22325,1.88235,1.73823,1.41414,2.35294,1.78942,1.0756,0.156863,0.543883,0.753666,2.98039,3.22704,1.55184,14.2745,12.8963,7.3889,24.5773,17.235,4.66647,0.501162,0.491426,0.111663,0.452991,0.458165,0.120228,0.487179,0.31971,0.214534,0.401709,0.340492,0.186352,0.680851,0.644047,0.191618
P80e599186b,189370,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,8,68,18.8286,5,192,170,18.651,0.680358,10,13.9628,5.5381,4.70588,6.96907,3.32639,0,2.2765,1.60615,4.70588,4.69256,2.26884,11.1765,2.54793,1.8548,4.11765,1.36418,0.869805,0,0.642267,0.93216,5.88235,2.87201,1.41472,16.4706,14.0555,7.05949,17.3647,17.0082,4.58642,0.435451,0.486074,0.11285,0.375,0.453588,0.118095,0,0.291718,0.211296,0.5,0.314934,0.203526,0.625,0.647068,0.216658
P816913601a,224435,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,6,55,14.6779,15,191,171,16.8941,0.517517,12.3636,13.9298,6.67868,18.9091,8.20946,4.09228,10.9091,2.77559,2.1245,8,5.43387,2.64062,1.45455,2.6531,1.83642,2.18182,1.85697,1.24533,5.09091,0.669885,0.963228,1.45455,3.64504,1.46955,26.9091,13.7052,8.47552,17.1927,18.8523,5.48244,0.392791,0.446186,0.125912,0.421053,0.416886,0.129648,0,0.303263,0.224477,0.315789,0.349537,0.221993,0.166667,0.59047,0.214261
P821b19c2a1,298080,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,128.783,18.8861,1,192,174,18.7341,0.680857,28.5751,14.2694,5.44901,11.4922,7.50804,3.46178,5.28019,2.4377,1.71746,6.21198,5.07034,2.26855,1.8636,3.52297,2.42781,1.2424,1.75459,1.14154,0.621198,0.807696,1.25902,1.2424,3.09985,1.702,32.6129,15.501,7.77007,23.0465,17.9679,4.68488,0.655271,0.474649,0.110084,0.649123,0.443733,0.117723,0.0175439,0.362644,0.218583,0.526316,0.286997,0.170106,0.6,0.673577,0.213074
P824176de50,169041,263_5831,263,5831,3,18,continental,A,2010,2010-07-22,2010-08-01,9,258,16.7368,2,192,171,17.9212,0.515214,17.3643,13.1391,4.8065,5.73643,7.0875,2.90695,1.70543,2.21226,1.52036,4.03101,4.87524,1.91491,1.55039,2.66002,1.92041,2.17054,1.70641,0.879599,0.775194,0.617153,0.878023,2.48062,3.17333,1.3572,15.969,13.4495,5.87418,18.7969,16.8985,4.25598,0.532117,0.477146,0.110791,0.5,0.443458,0.118272,0.520833,0.347536,0.231447,0.21875,0.312866,0.195141,0.761905,0.664571,0.176763
P824176de50,169041,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,9,286,17.6759,3,192,170,18.651,0.680358,19.3007,13.9628,5.5381,5.17483,6.96907,3.32639,0.979021,2.2765,1.60615,4.1958,4.69256,2.26884,3.35664,2.54793,1.8548,1.3986,1.36418,0.869805,0.559441,0.642267,0.93216,2.0979,2.87201,1.41472,18.6014,14.0555,7.05949,18.9371,17.0082,4.58642,0.57309,0.486074,0.11285,0.519048,0.453588,0.118095,0.457143,0.291718,0.211296,0.333333,0.314934,0.203526,0.828571,0.647068,0.216658
P82bbff96e6,236073,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,93.5167,18.8313,3,192,173,18.7182,0.66399,13.6874,13.572,5.43385,13.6874,7.69236,3.66261,4.70504,2.52264,1.93466,8.98236,5.16972,2.34584,4.70504,3.5206,2.17842,1.71092,1.62705,0.99426,0.855462,0.496983,0.747174,2.99412,3.19164,1.50518,19.2479,14.0574,7.39114,20.0178,17.9216,4.88312,0.40201,0.455339,0.108314,0.306452,0.425426,0.112649,0.0645161,0.338891,0.227597,0.645161,0.343196,0.196751,0.65,0.596167,0.211854
P836329e077,251505,256_6366,256,6366,3,18,continental,A,2018,2018-06-10,2018-06-16,5,112.583,17.9032,2,96,77,17.8115,0.525502,26.2916,15.5566,6.39686,9.59289,7.77187,3.98199,2.48705,2.65775,2.03709,7.10585,5.11411,2.64736,2.13175,3.78512,2.52326,2.48705,1.61263,0.882308,0.710585,0.880985,1.00481,2.13175,2.9353,1.21748,27.7128,17.4064,9.44377,24.1457,18.4751,4.87942,0.597159,0.491529,0.127491,0.577586,0.463231,0.128982,0.431034,0.303395,0.213193,0.155172,0.260848,0.177817,0.777778,0.684055,0.226582
P836329e077,251505,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,7,203.1,18.9545,8,192,168,18.6256,0.728834,23.0428,14.9774,5.89675,5.31758,7.59112,3.57536,0.196947,2.50232,1.90133,5.12063,5.0888,2.25154,4.72674,3.76513,2.367,1.77253,1.8283,1.12827,0,0.752157,0.973827,2.56032,3.17443,1.35909,19.6947,16.2674,7.67017,23.4131,18.4721,5.13993,0.552512,0.484167,0.109451,0.526596,0.454807,0.11544,0.56383,0.359548,0.228901,0.287234,0.311439,0.241065,0.666667,0.660183,0.20512
P838aeb9cb6,173711,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,156,17.3392,1,144,123,17.0365,0.420802,14.359,14.634,6.05534,3.84615,7.23158,3.56787,0.25641,2.36571,1.70469,3.58974,4.86587,2.26597,12.3077,2.8592,2.15155,3.58974,1.87293,1.1407,0.25641,0.761711,1.11447,4.87179,3.58026,1.49053,18.2051,14.7809,8.47015,21.9385,18.1558,4.72464,0.420673,0.491637,0.10797,0.357143,0.45895,0.11802,0.178571,0.327866,0.235277,0.428571,0.373086,0.229118,0.666667,0.600608,0.200517
P83cf60968a,190440,249_5078,249,5078,3,17,world,A,2012,2012-06-29,2012-07-08,7,124,16.9285,10,142,127,17.0012,0.435933,16.7742,14.1972,5.55481,11.2903,7.45001,3.12231,5.80645,2.5366,1.74237,5.48387,4.91341,1.92891,1.29032,2.59121,2.03869,0,1.89863,1.07827,1.93548,0.788481,1.13416,2.90323,3.46465,1.79913,19.3548,14.4239,7.24874,19.6,18.219,4.61878,0.502318,0.473827,0.0968412,0.52,0.443589,0.101275,0.02,0.293986,0.229186,0.08,0.271897,0.197866,0,0.661614,0.195417
P842bafbfda,223158,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,137.9,16.5096,10,192,164,16.8707,0.549015,15.6635,13.6297,6.29877,16.8238,7.82266,3.91205,3.48078,2.57156,1.90715,13.343,5.2511,2.60945,3.19072,2.92738,1.79192,2.90065,2.03945,1.2786,6.09137,0.8843,1.12185,5.22117,3.58085,1.74045,26.9761,14.2974,8.36935,23.9246,18.3289,5.60027,0.418734,0.451383,0.118515,0.385965,0.422609,0.127554,0.192982,0.299801,0.212952,0.298246,0.310662,0.212748,0.588235,0.624098,0.182167
P84e9dcbb3e,254220,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,59.55,15.2584,5,192,164,16.8707,0.549015,6.71704,13.6297,6.29877,10.7473,7.82266,3.91205,2.68682,2.57156,1.90715,8.06045,5.2511,2.60945,1.34341,2.92738,1.79192,0,2.03945,1.2786,6.71704,0.8843,1.12185,2.01511,3.58085,1.74045,16.1209,14.2974,8.36935,11.8489,18.3289,5.60027,0.34153,0.451383,0.118515,0.25,0.422609,0.127554,0,0.299801,0.212952,0.5,0.310662,0.212748,0.666667,0.624098,0.182167
P84e9dcbb3e,254220,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,119.983,18.2673,9,192,174,18.7341,0.680857,19.6694,14.2694,5.44901,9.00125,7.50804,3.46178,2.33366,2.4377,1.71746,6.66759,5.07034,2.26855,3.00042,3.52297,2.42781,1.6669,1.75459,1.14154,4.33394,0.807696,1.25902,5.00069,3.09985,1.702,28.3373,15.501,7.77007,18.8826,17.9679,4.68488,0.708453,0.474649,0.110084,0.679487,0.443733,0.117723,0.0512821,0.362644,0.218583,0.153846,0.286997,0.170106,1,0.673577,0.213074
P87be528da0,236763,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,6,123.75,18.7957,11,192,168,18.6256,0.728834,21.0101,14.9774,5.89675,4.52525,7.59112,3.57536,0.646465,2.50232,1.90133,3.87879,5.0888,2.25154,3.87879,3.76513,2.367,1.29293,1.8283,1.12827,0.646465,0.752157,0.973827,3.87879,3.17443,1.35909,14.5455,16.2674,7.67017,25.4836,18.4721,5.13993,0.486236,0.484167,0.109451,0.443548,0.454807,0.11544,0.483871,0.359548,0.228901,0.177419,0.311439,0.241065,0.909091,0.660183,0.20512
P88205fde52,251336,256_6366,256,6366,3,18,continental,A,2018,2018-06-10,2018-06-16,6,138.3,18.0894,1,96,77,17.8115,0.525502,25.4519,15.5566,6.39686,6.94143,7.77187,3.98199,2.02458,2.65775,2.03709,4.91685,5.11411,2.64736,6.65221,3.78512,2.52326,2.89226,1.61263,0.882308,0.867679,0.880985,1.00481,2.02458,2.9353,1.21748,27.7657,17.4064,9.44377,25.8221,18.4751,4.87942,0.534759,0.491529,0.127491,0.532468,0.463231,0.128982,0.324675,0.303395,0.213193,0.155844,0.260848,0.177817,0.5,0.684055,0.226582
P8a2034c01d,203183,249_5075,249,5075,3,17,world,A,2014,2014-08-08,2014-08-16,7,120.05,16.4329,1,192,173,17.0364,0.489002,26.3224,13.6034,6.14842,7.33028,7.6474,3.67246,3.66514,2.55281,1.94621,3.66514,5.0946,2.20776,1.66597,2.14955,1.47007,4.33153,1.80889,1.11705,1.33278,0.718134,1.07747,3.33195,3.23583,1.51772,23.6568,13.5763,8.92179,28.8147,17.7478,5.19007,0.516475,0.460191,0.126088,0.485507,0.428331,0.130989,0.173913,0.299498,0.224593,0.246377,0.302479,0.220999,0.705882,0.637699,0.213798
P8a2034c01d,203183,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,7,155.767,17.3173,1,191,180,18.5789,0.756787,24.9091,13.755,5.55959,8.21742,7.3828,3.65745,2.82474,2.49694,1.90522,5.39268,4.88586,2.44791,3.85192,3.28532,2.18966,3.33833,1.90259,1.12162,1.54077,0.672111,0.938022,2.56794,3.43624,1.60082,26.7066,14.5182,7.46481,26.2341,17.8545,4.65107,0.526259,0.470651,0.115139,0.511628,0.436661,0.120193,0.116279,0.306253,0.220425,0.162791,0.333827,0.227034,0.642857,0.639017,0.184202
P8a2a3c7c07,210254,256_5956,256,5956,3,18,continental,A,2014,2014-06-20,2014-06-24,4,30,17.654,1,96,81,17.6658,0.737825,38.6667,14.8401,7.17248,13.3333,7.60001,3.65566,5.33333,2.58774,1.97745,8,5.01227,2.34035,2.66667,2.48714,2.15138,5.33333,1.62935,1.06747,1.33333,0.800831,1.28071,4,3.36171,1.54118,44,14.54,9.22335,35.36,18.4608,5.62483,0.616497,0.48297,0.128417,0.55,0.447499,0.128871,0.15,0.302194,0.236163,0.4,0.3827,0.227143,0.875,0.61851,0.207815
P8a6c25e945,155240,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,4,18,18.177,1,83,62,17.8153,0.580995,4.44444,15.9039,6.01791,8.88889,8.01587,4.3489,2.22222,3.03436,2.57069,6.66667,4.98151,2.64958,0,3.02408,2.25258,4.44444,1.90095,1.1992,0,0.917461,1.08796,4.44444,3.8108,1.88879,-2.22222,15.9601,8.69337,19.7333,19.8356,5.43243,0.145349,0.497868,0.124253,0.166667,0.459582,0.135608,0.166667,0.314567,0.242206,0.333333,0.41752,0.293171,0,0.631609,0.199593
P8abebd0da5,135716,263_272,263,272,3,18,continental,A,2002,2001-08-01,2001-08-12,4,159,16.2933,0,258,182,17.057,0.567186,39.7484,15.0953,7.01015,14.0881,6.83681,3.52702,4.02516,2.33842,1.90302,10.0629,4.49839,2.26125,2.51572,2.28334,2.00222,2.51572,2.72253,1.79579,0,0.389268,0.842229,4.5283,3.63476,1.71898,44.7799,14.683,8.48801,31.044,18.6087,5.14966,0.749526,0.492944,0.13254,0.696203,0.45252,0.141754,0.113924,0.259706,0.20494,0.759494,0.378731,0.258364,0.8,0.647729,0.234232
P8be75213cc,143414,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,253,19.0367,6,191,169,18.5308,0.778566,34.1502,14.7546,5.86231,4.90119,7.66681,4.08489,0.948617,2.82725,2.17764,3.95257,4.83956,2.42976,7.43083,2.51525,1.77315,2.52964,1.78176,0.971028,0,0.745574,1.06344,4.42688,3.60365,1.61538,33.2016,14.9771,7.76918,30.0648,18.2155,4.73759,0.666009,0.499082,0.103392,0.637931,0.466482,0.108614,0.331034,0.286063,0.223708,0.268966,0.381572,0.266311,0.794872,0.6359,0.189796
P8be99fecd0,298091,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,120.7,18.6232,1,192,174,18.7341,0.680857,17.8956,14.2694,5.44901,11.599,7.50804,3.46178,3.6454,2.4377,1.71746,7.9536,5.07034,2.26855,4.3082,3.52297,2.42781,0.9942,1.75459,1.14154,1.3256,0.807696,1.25902,1.9884,3.09985,1.702,25.8492,15.501,7.77007,17.2991,17.9679,4.68488,0.584416,0.474649,0.110084,0.579545,0.443733,0.117723,0.636364,0.362644,0.218583,0.113636,0.286997,0.170106,0.6,0.673577,0.213074
P8c8d5105c2,297935,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,138.767,18.7957,1,192,174,18.7341,0.680857,15.5657,14.2694,5.44901,5.76507,7.50804,3.46178,0.864761,2.4377,1.71746,4.90031,5.07034,2.26855,6.91809,3.52297,2.42781,2.88254,1.75459,1.14154,0,0.807696,1.25902,4.03555,3.09985,1.702,18.4482,15.501,7.77007,18.9556,17.9679,4.68488,0.521638,0.474649,0.110084,0.51,0.443733,0.117723,0.46,0.362644,0.218583,0.08,0.286997,0.170106,0.75,0.673577,0.213074
P8d3cc27d9f,174418,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,9,170,18.8587,1,191,165,18.7609,0.690657,19.0588,14.3984,5.52288,4.70588,7.57587,3.44111,1.17647,2.66725,1.77968,3.52941,4.90862,2.14002,2.35294,2.40801,1.76626,0.705882,1.70492,0.965813,0.941176,0.872247,1.01133,3.76471,3.13329,1.42996,14.1176,15.1012,7.07592,20.1412,17.5241,4.72826,0.581897,0.495334,0.114029,0.563492,0.463656,0.116858,0.761905,0.308724,0.227753,0.238095,0.312474,0.190442,0.666667,0.642985,0.213702
P8d6fb61ea0,174421,276_3348,276,3348,4,19,world,A,2009,2009-07-02,2009-07-12,9,122,18.6205,1,191,165,18.7609,0.690657,13.1148,14.3984,5.52288,18.0328,7.57587,3.44111,7.54098,2.66725,1.77968,10.4918,4.90862,2.14002,1.96721,2.40801,1.76626,1.63934,1.70492,0.965813,0.983607,0.872247,1.01133,0.983607,3.13329,1.42996,28.1967,15.1012,7.07592,13.3902,17.5241,4.72826,0.528541,0.495334,0.114029,0.484848,0.463656,0.116858,0,0.308724,0.227753,0.333333,0.312474,0.190442,0.727273,0.642985,0.213702
P8db9055dd7,341473,249_208542,249,208542,3,17,world,A,2024,2024-06-29,2024-07-07,7,143.1,17.4158,1,192,182,17.0058,0.451997,27.673,15.2014,6.64423,7.54717,7.39047,3.67308,1.95667,2.31837,1.81084,5.5905,5.0721,2.38354,8.10622,3.81367,2.53975,3.07477,2.09421,1.50172,0.838574,0.856957,0.969581,3.91335,3.3858,1.77576,33.8225,16.9346,9.45878,24.7212,18.393,5.40308,0.664965,0.498274,0.10953,0.642857,0.468337,0.116616,0.349206,0.355655,0.217254,0.412698,0.329716,0.281822,0.692308,0.653021,0.210084
P8e68185705,143326,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,5,121,16.5972,0,493,386,16.9505,0.574968,19.8347,13.9298,5.58557,10.9091,6.69318,3.18094,4.29752,2.34716,1.63659,6.61157,4.34602,1.99629,0.330579,2.20858,1.78794,1.65289,2.4645,1.29161,4.29752,0.660544,0.907576,3.96694,3.70521,1.86017,25.124,13.3501,7.66077,19.6893,17.9913,4.82067,0.630782,0.480562,0.114943,0.621622,0.44764,0.122844,0,0.292519,0.224662,0.648649,0.361925,0.24503,0.583333,0.622708,0.195562
P8e7fe9e7e9,366631,256_208738,256,208738,3,18,continental,A,2024,2024-06-03,2024-06-09,6,150.25,18.1688,1,96,83,17.7521,0.612958,16.5058,14.6777,5.98858,5.32446,8.53977,4.51507,1.33111,2.77862,2.02871,3.99334,5.76115,3.00848,8.25291,3.42482,2.49957,2.12978,1.86201,1.40334,0,0.986743,1.35054,2.12978,3.02284,1.40321,21.2978,16.8183,9.2143,17.0276,18.5121,4.90346,0.553967,0.466764,0.103093,0.538462,0.429816,0.106833,0.653846,0.328495,0.21637,0.173077,0.308035,0.194316,0.666667,0.681645,0.186835
P8ecb19c544,226681,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,85.8667,17.9689,1,94,77,17.8617,0.574362,17.7019,14.0057,5.76617,10.7143,8.21707,3.78513,4.19255,2.56444,1.7462,6.52174,5.65263,2.61089,3.26087,3.11392,2.20868,1.39752,1.77441,1.19438,0.465839,0.793203,0.99331,3.72671,3.21626,1.61855,16.7702,14.6071,8.18991,22.472,18.7001,5.4949,0.472167,0.446887,0.113778,0.451613,0.406604,0.127223,0.0967742,0.324753,0.239791,0.677419,0.326277,0.210162,0.47619,0.668448,0.188214
P8ecb19c544,226681,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,127.067,18.9189,3,192,173,18.7182,0.66399,23.9244,13.572,5.43385,8.49948,7.69236,3.66261,4.40714,2.52264,1.93466,4.09234,5.16972,2.34584,5.03673,3.5206,2.17842,2.51836,1.62705,0.99426,0.629591,0.496983,0.747174,2.83316,3.19164,1.50518,23.2949,14.0574,7.39114,26.5435,17.9216,4.88312,0.504514,0.455339,0.108314,0.47619,0.425426,0.112649,0.15873,0.338891,0.227597,0.444444,0.343196,0.196751,0.571429,0.596167,0.211854
P90844406b5,161042,263_4956,263,4956,3,18,continental,A,2008,2008-07-25,2008-08-03,8,197,17.4952,11,190,167,17.9256,0.536053,15.4315,13.988,5.20746,10.3553,6.93028,3.5822,4.26396,2.24383,1.77763,6.09137,4.68645,2.28417,2.2335,2.32297,1.43874,1.21827,1.79539,1.01503,1.21827,0.509386,0.943808,3.85787,3.24236,1.28108,18.6802,13.8074,6.98797,18.4365,17.2371,4.04561,0.529248,0.494636,0.112498,0.484127,0.464202,0.115365,0.15873,0.344286,0.205556,0.31746,0.32113,0.203579,0.75,0.650715,0.19044
P9106a597f3,217275,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,164.75,17.4295,1,191,171,16.8941,0.517517,21.6085,13.9298,6.67868,6.55539,8.20946,4.09228,2.67071,2.77559,2.1245,3.88467,5.43387,2.64062,2.42792,2.6531,1.83642,3.88467,1.85697,1.24533,0.242792,0.669885,0.963228,1.94234,3.64504,1.46955,19.909,13.7052,8.47552,23.6382,18.8523,5.48244,0.497986,0.446186,0.125912,0.475309,0.416886,0.129648,0.333333,0.303263,0.224477,0.234568,0.349537,0.221993,0.631579,0.59047,0.214261
P917b0d4d70,159884,276_3299,276,3299,4,19,world,A,2007,2007-07-12,2007-07-22,9,248,18.9983,2,192,177,18.6498,0.861009,18.871,15.0242,6.32287,7.74194,7.34207,3.43761,2.25806,2.58309,1.78912,5.48387,4.75898,2.24568,4.67742,2.48739,1.87525,5,2.09591,1.22429,0.322581,0.576986,0.923846,1.6129,3.59835,1.49835,28.2258,14.939,7.42931,16.0581,18.3344,5.1284,0.653193,0.501247,0.112236,0.626582,0.471644,0.119445,0.417722,0.331902,0.236569,0.303797,0.386782,0.254493,0.75,0.621503,0.199964
P919e355315,297936,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,87.0667,19.3461,1,192,174,18.7341,0.680857,13.3231,14.2694,5.44901,5.51302,7.50804,3.46178,1.83767,2.4377,1.71746,3.67534,5.07034,2.26855,4.59418,3.52297,2.42781,2.75651,1.75459,1.14154,0.459418,0.807696,1.25902,1.37825,3.09985,1.702,15.1608,15.501,7.77007,16.0613,17.9679,4.68488,0.453692,0.474649,0.110084,0.410714,0.443733,0.117723,0.5,0.362644,0.218583,0.321429,0.286997,0.170106,0.666667,0.673577,0.213074
P9264b6e63a,203170,249_5075,249,5075,3,17,world,A,2014,2014-08-08,2014-08-16,7,84.25,17.5664,1,192,173,17.0364,0.489002,28.9614,13.6034,6.14842,17.092,7.6474,3.67246,6.17211,2.55281,1.94621,10.9199,5.0946,2.20776,1.89911,2.14955,1.47007,2.37389,1.80889,1.11705,0,0.718134,1.07747,1.89911,3.23583,1.51772,37.0326,13.5763,8.92179,26.1887,17.7478,5.19007,0.596169,0.460191,0.126088,0.577778,0.428331,0.130989,0.133333,0.299498,0.224593,0.311111,0.302479,0.220999,0.642857,0.637699,0.213798
P92a5884e77,143505,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,163,17.9306,12,191,169,18.5308,0.778566,21.8405,14.7546,5.86231,17.6687,7.66681,4.08489,9.57055,2.82725,2.17764,8.09816,4.83956,2.42976,0.736196,2.51525,1.77315,0.490798,1.78176,0.971028,3.68098,0.745574,1.06344,5.88957,3.60365,1.61538,30.4294,14.9771,7.76918,22.7926,18.2155,4.73759,0.646051,0.499082,0.103392,0.666667,0.466482,0.108614,0,0.286063,0.223708,0.473684,0.381572,0.266311,0.481481,0.6359,0.189796
