pid,draft_year,vcmb_height_without_shoes_in,vcmb_height_with_shoes_in,vcmb_weight_lb,vcmb_wingspan_in,vcmb_standing_reach_in,vcmb_body_fat_pct,vcmb_hand_length_in,vcmb_hand_width_in,vcmb_standing_vertical_in,vcmb_max_vertical_in,vcmb_lane_agility_s,vcmb_modified_lane_agility_s,vcmb_three_quarter_sprint_s,vcmb_bench_press_reps,vcmb_bmi_kg_m2,vcmb_wingspan_minus_height_in,vcmb_spot_15ft_made,vcmb_spot_15ft_attempted,vcmb_spot_15ft_pct,vcmb_spot_college3_made,vcmb_spot_college3_attempted,vcmb_spot_college3_pct,vcmb_spot_nba3_made,vcmb_spot_nba3_attempted,vcmb_spot_nba3_pct,vcmb_off_dribble_15ft_made,vcmb_off_dribble_15ft_attempted,vcmb_off_dribble_15ft_pct,vcmb_off_dribble_college3_made,vcmb_off_dribble_college3_attempted,vcmb_off_dribble_college3_pct,vcmb_on_move_15ft_made,vcmb_on_move_15ft_attempted,vcmb_on_move_15ft_pct,vcmb_on_move_college3_made,vcmb_on_move_college3_attempted,vcmb_on_move_college3_pct
P3a22280810,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P88b17e8559,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4e1f6ff7ed,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0252f7ff7f,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P52f2ddbdea,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7f722372b8,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55fe66b9ce,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf091cf9935,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf07b0c62fd,2023,76.25,,216.6,82.25,100.5,,9.0,9.75,,,,,,,26.192506693872296,6.0,,,,,,,,,,,,,,,,,,,,,
P41704425e7,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P7329b5e7c4,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4d55024373,2023,72.75,,205.0,72.5,96.0,,8.0,8.25,33.0,37.0,11.01,3.24,3.11,,27.232416022678553,-0.25,,,,,,,,,,,,,,,,,,,11.0,25.0,0.44
P4048f3366a,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa12a517258,2023,80.75,,234.8,83.0,108.0,,9.0,10.5,23.5,30.5,11.17,,3.5,,25.316947318467484,2.25,,,,,,,,,,,,,,,,,,,7.0,25.0,0.28
