pid,tcf_season_final,tcf_conf_gp,tcf_conf_gp_share,tcf_usg,tcf_d_usg,tcf_ortg,tcf_d_ortg,tcf_adjoe,tcf_d_adjoe,tcf_drtg,tcf_d_drtg,tcf_adrtg,tcf_d_adrtg,tcf_bpm,tcf_d_bpm,tcf_obpm,tcf_d_obpm,tcf_dbpm,tcf_d_dbpm,tcf_ts,tcf_d_ts,tcf_efg,tcf_d_efg,tcf_ast_per,tcf_d_ast_per,tcf_tov_per,tcf_d_tov_per,tcf_orb_per,tcf_d_orb_per,tcf_drb_per,tcf_d_drb_per,tcf_stl_per,tcf_d_stl_per,tcf_blk_per,tcf_d_blk_per,tcf_ftr,tcf_d_ftr,tcf_tp3_pct,tcf_d_tp3_pct,tcf_tpar,tcf_d_tpar,tcf_tpa100,tcf_d_tpa100,tcf_porpag,tcf_d_porpag,tcf_minper,tcf_d_minper,tcf_pts_pg,tcf_d_pts_pg,tcf_reb_pg,tcf_d_reb_pg,tcf_ast_pg,tcf_d_ast_pg
P3d4bf642e0,2011,13,0.52,32.8,-0.7,103.2,0.2,119.016,-1.109,101.605,-3.622,104.675,-2.04,-0.885446,-0.482033,1.09188,-0.39019,-1.97732,-0.09184,59.24,0.46,53.4,2.2,13.5,-1.9,20,-1.5,1.8,-1.1,14.8,1.7,1.9,-0.3,1.3,0.4,50.5,-2.1,0.42,0.027,0.35567,0.0403062,9.40473,1.05633,3.72364,-0.05058,66.2,-2.8,21.9231,0.1231,4.8462,0.2462,1.6923,-0.1877
P3d55371834,2010,16,0.5,21.8,-0.4,106,-4.7,116.964,-1.515,95.0896,7.881,87.4332,4.3582,4.44925,-2.00663,-0.315659,-0.766691,4.76491,-1.23994,56.88,-2.75,50.4,-3,3.8,-0.6,19.5,-0.2,9.8,-1.8,15.6,-0.1,1,-0.4,8.4,-2,58.7,4.1,,,0,0,0,0,2.85723,-0.0441,65.9,2.1,11,-0.6875,5.6875,-0.5,0.4375,-0.0625
P3d8ccdb639,2025,20,0.540541,30.6,-0.2,132.6,9.6,155.865,9.767,89.7033,1.3288,85.6915,2.2775,15.9114,1.7445,8.98659,1.78392,6.92483,-0.03943,65.18,5.92,59.7,6.4,27.5,0.7,13.1,-0.4,5.1,-0.4,20.7,-0.5,2.8,0,4.5,-0.4,45.3,2.4,0.44,0.055,0.280899,0.0092691,7.36419,0.19603,7.14897,1.15409,77.9,5.1,21.15,1.9878,7.05,-0.4365,4.35,0.1338
P3da380186d,2018,12,0.428571,24.1,-1.4,94.7,6.2,101.763,6.1776,119.033,-4.317,121.649,-0.653,-5.65995,0.80808,-0.431042,0.482291,-5.2289,0.3258,46.18,2.84,42,2.6,10.9,2.6,11.3,0.7,3.4,0.8,11.3,0.7,1.4,0.1,0.3,0,20.1,3.4,0.4,0.074,0.414201,-0.0249396,10.0706,-1.5013,1.53047,0.684146,67.7,-5.4,14.25,0.05,4.0833,0.35,1.5833,0.45
P3da5d3f3f2,2021,18,0.5625,17.6,-1.1,114.8,7.2,117.768,5.942,92.6935,-1.7448,86.4456,-2.0796,7.05497,0.64381,3.89965,0.80987,3.15533,-0.16605,63.29,7.67,61.7,8.1,10.5,-0.2,19.7,1.9,2.8,-0.4,13.1,-0.5,2,-0.2,1.6,-0.2,13.4,-5.9,0.434,0.064,0.631285,0.00288612,10.5594,-0.6279,3.50991,0.63415,77.8,2.2,13.3889,0.8264,5,-0.1875,1.8333,-0.0417
P3daa0c9125,2010,16,0.470588,25.3,1.2,105.9,-2.1,111.863,-0.186,98.0201,0.7196,93.9641,-1.1845,0.600578,-2.47697,-0.348771,-0.441252,0.949349,-2.03572,52.71,-1.43,50.7,-0.7,3,-2.9,14.5,-1.2,13.5,0.2,19.2,0.9,1.1,-0.4,5.4,-1.6,28,-10.3,,,0,0,0,0,2.94227,0.2084,81.1,8.4,15.75,1.8971,9.625,1.2132,0.4375,-0.386
P3dd06c5ebd,2023,20,0.540541,27.5,0.3,115.9,2.8,135.034,5.943,88.2773,0.2671,84.1433,0.1606,10.3923,1.63041,6.01812,1.60197,4.37422,0.02848,53.92,-0.35,49.8,-1.3,16.3,1.7,11.6,-0.3,10.6,1.6,21.2,1,2.5,-0.3,2.4,0.2,29.4,4.5,0.344,0.027,0.21843,0.0269015,5.81559,0.76934,5.59011,0.76132,84.3,1.2,18,0.1892,8.85,0.6338,2.45,0.0986
P3dfb31f267,2026,18,0.461538,22.3,0.7,129.1,3.9,143.229,7.895,96.6554,0.4857,89.1415,0.2049,12.1008,1.8961,7.53903,1.50915,4.56176,0.38693,62.33,0.75,57.2,0,16.4,2.2,9.8,-2.9,2.7,0.6,16.7,2.2,2.9,0.1,0.5,-0.2,44,4.5,0.382,-0.009,0.363636,-0.0545879,7.5712,-1.03325,5.54925,1.12017,78.6,4.3,17.5,1.4487,6.2222,1.3248,2.8889,0.453
P3e065b4b4e,2018,13,0.928571,22.4,-0.5,108.3,1,119.877,0.318,95.3708,2.5167,88.8095,2.8203,8.00692,1.70192,3.41664,0.78809,4.59027,0.91382,50.56,2.91,46,3.4,10.5,-0.2,15.9,0.2,19.9,-3.3,28.6,0.7,1.5,0.1,5.7,0.4,57.1,1.2,0,0,0.015873,0.00116713,0.25389,0.014487,1.92519,0.06824,31.3,15.3,6.2308,0.3737,7.6154,-0.2417,0.9231,-0.0769
P3e0fd9667f,2017,18,0.692308,20.5,1.3,111.3,-1.3,120.014,0.674,104.094,8.6309,94.4047,7.1121,4.0536,-0.84993,2.17888,0.20645,1.87472,-1.05637,57.82,0.77,59.4,1.7,5.2,-0.4,18.5,0.5,17.2,0.7,23,1.4,1.3,-0.4,3.5,-1.8,31.3,0.5,,,0,0,0,0,1.4287,0.16975,31.9,11.7,4.7222,0.7991,4.3889,0.5427,0.3333,-0.0129
P3e1b393a8c,2022,18,0.545455,21.9,0,105.5,-2.3,116.413,-1.235,110.772,3.746,104.438,4.395,2.06502,-0.73243,3.52906,-0.16699,-1.46404,-0.565439,51.28,-1.66,46.4,-3.1,7.7,-0.4,14.1,-0.2,3.3,-0.4,10.4,-2.8,1.3,-0.1,0.2,-0.3,29.1,3.8,0.327,-0.024,0.621514,-0.00186268,13.7511,-0.1671,3.67554,-0.12511,85.4,0.5,16.2778,-0.3283,4.4444,-0.9495,1.3333,-0.1212
P3e655a07ed,2018,18,0.5,24.2,0.7,110.4,-1.4,124.818,2.417,96.0334,4.3503,89.6313,2.5806,6.57838,-1.95314,2.3858,-0.61063,4.19258,-1.3425,57.79,1.03,56.8,1.8,8.8,-0.8,15,-0.1,12.3,-1,21.6,0.7,2.6,-0.5,4.9,-1.4,38.5,4.7,0,-0.263,0.0295858,-0.026794,0.582423,-0.518797,3.43017,0.15705,66.8,-1.4,12.8333,0.5,8.2222,-0.4445,1.1111,-0.1667
P3e86849b89,2020,14,0.608696,13.2,-0.5,82.8,5.5,73.9397,3.5481,94.6419,-0.1599,94.3954,-0.5508,0.182563,1.58457,-2.69246,0.79547,2.87502,0.7891,36.96,0.78,33.7,1.1,16.8,0.9,22.7,-3.7,5.5,0.1,25.2,3.7,1.7,0.2,1.3,0.3,27.9,-4,0.219,0.031,0.744186,0.0775194,6.86408,0.88767,-0.764646,0.285184,37.7,-2.5,2.5714,-0.3901,5.2857,0.2857,1.7143,-0.1319
P3e9c3ca3d7,2019,18,0.5,27.4,1.3,123.6,8.8,141.873,13.55,100.332,2.6723,97.3006,2.4463,10.313,2.16561,8.02834,2.4468,2.28467,-0.28119,62.69,5.02,57.3,5.5,27.6,3.2,13.9,-1.7,2.3,-1.2,9.8,-0.3,3.1,-0.3,2.1,0,50.7,-3.6,0.416,0.07,0.421642,0.0302483,9.59003,1.40429,6.59818,1.76714,87.4,2.2,23.1667,3.5,4,-0.25,4.7222,0.3611
P3ea09a4d42,2016,18,0.5,26.1,0.5,91.7,-10.8,102.424,-10.823,87.4536,-1.1824,85.0884,-1.1406,5.07408,-1.53483,0.713957,-1.43752,4.36012,-0.09731,45.08,-4.1,40.8,-3.6,28.8,-0.2,21.6,4.2,3.9,0.4,27.9,1.1,2,0,1.4,-0.1,19.4,-4.9,0.325,-0.006,0.408163,0.0626645,8.81862,1.38535,1.57133,-1.20482,78.1,-0.9,10.7222,-1.8056,8.8889,-0.0278,4.3333,-0.3889
P3eb05301ef,2017,18,0.5625,15.4,-1,78.4,-17.8,76.9545,-18.5355,105.659,3.841,102.845,3.2614,-3.57211,-3.93289,-5.55573,-2.77928,1.98362,-1.15362,50.51,-7.83,53.1,-4.7,2.2,-1.4,33.6,7.3,9.1,0.2,14.8,-1.1,0,-0.3,5.9,-1.6,50,-9,0,0,0.03125,0.0192018,0.287263,0.155934,-0.433612,-0.806985,28.8,-6.1,2.2222,-1.6528,2.3333,-0.6355,0.1111,-0.1077
P3ebbedffb1,2022,19,0.59375,27.4,1.3,104.5,2.6,120.76,5.49,98.4484,1.9297,92.8062,0.727,2.05176,-0.84385,1.68894,-0.22659,0.362824,-0.617251,54.88,1.03,52.3,1.7,11.5,0.5,12.2,-0.7,4.4,0.2,21.2,-0.4,1.6,-0.3,2.1,0.1,23.3,-3.1,0.408,0.059,0.34629,-0.0284281,8.89294,-0.16975,4.02223,0.71168,81.9,2.1,18.1579,1.3767,8.0526,0.1151,1.8947,0.2072
P3ede0fa0b1,2013,18,0.486486,22.3,0.3,122.5,3.8,131.094,5.105,94.2515,1.863,89.4435,1.9119,10.3831,1.97536,6.9984,1.35941,3.38467,0.61592,65.52,2.26,61.3,2.7,13.3,0.7,17.2,0,5,0,12,-0.3,2,0.2,2.4,0.2,36.8,2.3,0.455,0.035,0.431373,-0.00362745,8.66143,0.08865,5.22865,0.75324,82.2,3.1,17.4444,1.5255,5.2222,0.033,1.9444,-0.0286
P3ee6bf444e,2025,18,0.545455,27.7,0.4,110.9,-2.1,132.778,2.43,114.599,6.258,102.997,1.568,5.32946,1.69917,5.56343,1.31098,-0.23397,0.388194,53.45,-2.22,47.7,-3.4,19.3,2.8,10.3,-1,1.2,0.1,10.1,1.1,1.7,0.1,0.9,-0.1,29.5,3,0.364,-0.033,0.400662,-0.0260044,10.8104,-0.6607,5.33058,0.52074,89.3,8.7,20.4444,0.505,3.5,0.3788,3.0556,0.3283
P3ef4d7a55a,2011,16,0.444444,38.5,1.9,114.7,0,148.259,4.067,100.682,1.6375,97.2314,1.6857,6.54076,-0.4685,7.67531,-0.53182,-1.13455,0.06332,59.98,0.78,52.2,-0.9,27.8,-0.8,15.7,0.4,1.9,-0.1,9,0.5,2.3,0.2,0,-0.1,47.1,10.2,0.429,0.036,0.388889,-0.0174436,12.5706,-0.6879,7.9195,0.72979,92,2.6,31.375,2.0694,3.75,0.25,4.25,-0.0556
P3f25ee2633,2010,16,0.421053,16.3,-0.9,123.8,-5.7,123.567,-5.631,96.0403,1.97,89.7702,0.0811,9.28211,0.24673,5.24083,-0.53148,4.04129,0.77822,60.13,-2.29,57.5,-3.2,3.9,-1.6,12.5,1.8,9.7,-0.9,11.4,-2,1.5,0.3,4.7,0.6,32,-2.8,0.375,0.027,0.20915,0.0246583,3.26391,0.17169,4.49541,-0.43826,85.6,3.8,13.25,-1.0658,6.875,-0.5724,0.6875,-0.2599
P3f654a33fe,2025,13,0.541667,23.1,-1.1,101.9,-9.9,112.651,-7.576,99.9597,4.3702,94.0707,-0.327,5.73947,-1.79001,-0.311695,-1.81102,6.05117,0.02101,52.69,-5.33,49.6,-4.8,14,-1.6,18.7,1.3,8.7,-0.8,20.5,-1.4,2.7,0,7.6,0,35.3,-6.7,0.105,-0.057,0.136691,-0.0113094,2.56438,-0.32231,2.69661,-0.61569,55.2,-0.1,13.1538,-1.3462,8.3846,-0.0737,2.3077,-0.109
P3f77f707c0,2018,15,0.652174,24.8,1,104.5,-1.6,114.343,-0.121,105.358,2.557,100.798,2.5447,4.41864,-0.45262,3.20707,0.16206,1.21157,-0.61469,53.25,-1.55,49,-1.4,16.9,2.9,21,0.9,8.8,0.8,9.9,-0.8,2.1,-0.2,1.8,-0.7,39.1,-3.7,0.365,0.006,0.403846,0.00209943,7.81416,0.35408,2.86296,0.00496,64.9,14.1,13.1333,0.0029,4.7333,-0.0493,3,0.4783
P3f927eeca6,2012,18,0.5625,22.6,0.6,105.5,-7,115.554,-3.378,101.95,7.3152,92.6187,4.2163,4.42222,-2.00455,0.646928,-0.858412,3.7753,-1.14613,58.87,-2.9,54.8,-3.8,8,-1.9,19.9,1.2,9,-0.1,23.5,0,0.7,-0.2,5.2,-1.7,47,3.4,0,-0.091,0.047619,0.00981836,0.818745,0.151137,3.43898,-0.1869,83,4.4,13.4444,-0.1181,8.2778,0.0903,1.1111,-0.2327
P3fd81a75e9,2022,18,0.514286,26.8,0.8,102.3,0.6,123.333,7.826,101.871,9.6319,93.712,6.2802,3.70773,0.69669,1.53304,0.937418,2.17469,-0.24072,51.93,-0.04,48.9,0.8,12.3,1.2,10.8,-2.6,4.8,-0.9,19.1,0.1,1.9,-0.4,0.8,-0.1,23,-4.4,0.365,0.003,0.183746,-0.00313314,4.85839,0.22239,4.67396,1.09055,88.8,3.1,18.1111,1.2254,6.5,-0.3286,1.7222,0.1222
P3fe07be031,2021,17,0.708333,22.2,0,103.7,0.9,102.569,0.407,102.367,-0.065,106.562,0.822,-1.74618,-0.17707,-1.12896,-0.05554,-0.617224,-0.121533,51.13,-0.65,48.5,-1.1,7.7,-1.3,13.2,-1.3,9.2,0.4,20.2,1.7,1.3,-0.1,4.3,0.3,30.3,2.3,0.118,-0.012,0.10303,0.000808081,2.1588,0.04686,1.66285,0.09932,69.2,2.6,11.3529,0.3529,6.8824,0.6741,0.8824,-0.1176
P3fe42ad9e3,2012,18,0.9,35,0.2,101.5,3.4,114.462,3.529,104.162,-2.515,118.931,-0.947,-4.93228,-2.26521,0.084044,-2.1863,-5.01632,-0.0789,54.99,1.47,47.5,1.1,14.2,-2.1,17,-0.3,3.4,-0.2,15.5,1.1,1.5,-0.1,0.6,0,52.2,3.7,0.315,-0.005,0.343949,0.00786089,9.72716,-0.06302,3.71124,0.46569,93,26.7,23.9444,0.0444,5.7778,-0.1722,1.6667,0.0667
P3fe5b0aa24,2011,18,0.580645,14.2,-1.4,91.4,-6.4,88.5851,-5.6809,107.761,3.933,101.019,0.024,-0.630197,-1.29231,-1.01725,-1.01456,0.387055,-0.277753,47.16,-3.36,46.8,-3.2,8.1,0.1,21.7,1.6,6.9,-0.9,21.5,1.7,0.7,-1.1,1.9,0.5,34,7.5,0.133,-0.106,0.319149,-0.0226878,3.69916,-0.87022,0.207383,-0.534482,64.3,-2.5,5.7222,-1.4713,5.9444,-0.2814,1,-0.0323
P3ffd955342,2016,18,0.529412,22.2,1.1,113.6,3.6,122.75,6.632,104.74,4.594,99.0638,2.3286,5.37495,0.07596,4.62567,0.43571,0.749278,-0.359752,55.33,-0.69,53.4,-0.5,13.7,0.9,13,-3.9,2.5,0.4,7.8,-0.7,1.3,-0.2,0.6,-0.2,14.9,-3.7,0.433,0.012,0.538153,-0.0179333,12.5017,0.7922,4.02426,0.83129,83.2,1.6,16.3889,1.3595,3.1667,-0.0392,2.5,0.2647
P400aecdd2c,2012,16,0.457143,21.2,-0.7,105.2,-2.2,112.754,-1.382,86.2837,0.6871,82.1442,0.5302,8.97447,-0.24194,1.70457,-0.18938,7.26989,-0.05256,47.26,-3.25,45.9,-4.1,6.7,-1.3,9.5,-1.5,8.5,-0.6,25.8,0.7,1.5,0.4,9.1,-0.5,32.7,-0.2,,,0,0,0,0,2.9805,0.11805,79.4,12.6,13.375,-0.3107,10.625,0.6821,1.125,-0.1321
P401c3c358c,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4043f1171e,2015,18,0.580645,29.8,0,119.8,7,128.34,5.409,94.9623,3.7765,97.2609,4.4805,6.26295,1.02712,3.34264,0.85287,2.92032,0.17426,61.68,3.36,57.6,4.1,11.5,0.5,14.3,-1.3,12.1,-0.2,25.3,-1.9,5.1,0.7,2.7,-0.8,69.6,4,0,-0.111,0.0217391,-0.00665204,0.500189,-0.153194,3.76516,0.46706,66.2,-0.6,16.7778,1.3366,8.4444,-0.585,1.3889,0.1242
P40472c4e0a,2020,18,0.580645,26.4,0.5,86.4,-0.4,94.9538,1.8964,110.135,2.314,108.243,1.234,-4.49421,0.81823,-1.78559,0.92753,-2.70862,-0.1093,48.1,0.09,46.9,1.2,8.7,-1.3,15.2,-1,2.8,0.3,20,3.6,1,-0.1,0.4,-0.1,12.6,-3.8,0.308,-0.004,0.439614,-0.0119994,11.1039,0.2986,0.919352,0.210693,68.9,2.7,11.7222,0.5034,4.7778,0.7153,0.8889,-0.2361
P4048f3366a,2023,18,0.529412,28.7,0.4,105.8,3.5,125.374,6.704,100.059,1.7581,94.7991,1.2581,6.58384,2.25977,4.9094,1.6234,1.67444,0.63638,51.18,-0.34,42,-0.3,30,1,15.9,-3.7,2.1,0.7,10.4,-1,4.2,0.7,0,-0.1,52.1,-0.2,0.305,0.01,0.384977,-0.0172273,8.88909,0.07531,3.96525,0.89622,74.9,4.6,15.1111,1.3758,3.3333,0.0686,4.4444,0.3268
P4074fe9b9e,2015,18,0.545455,16,-1.2,125,1.9,127.967,2.812,102.507,5.9836,96.0653,4.0276,10.4439,0.3352,6.79971,-0.05199,3.64417,0.3872,59.5,-0.22,55.4,-0.5,21.8,0,18.6,-0.6,7.6,0.3,11.4,-2.3,2.6,0.3,1.5,0.3,38,0.9,0.464,0.026,0.46281,-0.00976392,5.93112,-0.77093,4.68506,0.50561,83.2,3.5,9.4444,-0.6465,5.4444,-0.4041,3.6111,0.1869
P4098a4e5cd,2016,18,0.580645,28.3,-1.4,97.8,2.8,111.2,1.965,97.485,-0.3655,99.4363,1.1775,0.00288539,-0.330039,-1.01822,-0.439165,1.0211,0.109121,50.5,0.11,44.2,-1,16.1,1,17.9,-1.3,6.3,0,13.5,-0.4,2,0,1.9,0.1,49.7,6.2,0.275,0.021,0.21164,0.012202,4.72141,-0.10432,2.29526,0.22316,71,1,13.1111,-0.8566,4.7778,-0.1577,2.0556,0.2814
P40b8fb181b,2018,15,0.576923,16.8,0.2,110.5,5.8,113.593,8.225,110.113,6.467,100.868,3.4387,4.16458,1.93721,2.69347,1.38657,1.47112,0.550659,55.48,2.02,52,1.7,6.1,1.5,11.6,-1,1.3,0.3,10.3,0.6,1.6,0.1,0,0,28.1,1.1,0.358,0.01,0.632812,0.0243469,10.5318,0.4652,2.64823,1.11279,61.7,13.5,10.7333,1.9641,3,0.5769,0.9333,0.3179
P40d023c55e,2021,20,0.8,28.7,0.5,118.4,1.7,126.919,1.436,101.993,1.325,106.379,1.29,4.94285,0.13509,4.72793,-0.04073,0.214923,0.175826,57.64,0.1,53.6,-0.3,11,0.7,13.9,-1,16.2,-0.2,20.7,-0.3,1.7,-0.2,3.5,0.6,33.1,2.5,0.294,0.019,0.204819,0.0106445,5.31316,0.35341,5.36168,0.1928,92.7,0.1,22.15,0.5204,11.05,-0.0981,1.8,0.1704
P414be319a7,2024,16,0.470588,20.7,-0.2,131,5.5,131.191,1.882,95.8253,-1.6872,95.4233,0.9793,9.87196,0.27733,6.42196,0.3489,3.45,-0.07157,66.3,4.83,66.1,5.9,11.9,-1.5,13,1,11.3,2.6,14.1,-2.4,3.1,0.3,2.5,0.4,37.1,1.1,0.389,-0.019,0.125874,-0.0186686,2.1036,-0.51408,4.58409,0.0903,77.5,-2,13.9375,-0.5768,6.75,-0.3929,2.375,-0.1964
P416088a2b5,2022,20,0.540541,15.6,0.5,115,-6.1,112.529,-4.247,94.528,0.9385,91.317,0.8709,7.04154,-0.38882,4.18803,-0.54378,2.85351,0.15496,57.22,-1.2,55.8,-0.5,23.1,1,20.7,2.7,4.4,-0.6,13.9,1.1,2.3,-0.2,0.6,-0.5,22.5,-0.6,0.326,-0.038,0.358333,0.0220888,4.32133,0.21728,2.58896,-0.41881,68.8,-0.3,7.6,-0.427,5,0.1622,4,0.0811
P41612ab4e2,2020,18,0.580645,26.3,0.1,123.2,0.7,138.051,3.229,89.967,0.3819,88.5999,1.147,10.3068,0.1491,6.32216,0.34708,3.98464,-0.19797,70.04,1.64,68.7,1.3,15.1,0.6,16,0.6,3.9,-1.3,20.9,-1.1,1.8,0,3.6,-0.5,39.3,2.9,0.422,0.032,0.205479,-0.00640685,4.63095,-0.23418,5.80248,0.43403,79.3,1.1,20.2222,0.1899,7.2778,-0.2706,2.1667,0.0054
P416dc6431a,2011,18,0.514286,17.5,0,114.1,-2.8,115.834,-2.135,101.493,4.6142,96.6313,4.113,7.64543,-0.45396,4.93887,0.11955,2.70656,-0.57351,55.77,-0.85,53.8,-0.6,14.4,2,16.9,0.3,5.8,-1.2,11.4,-1.6,1.1,-1.2,3.6,0.9,16.5,-2.7,0.361,0.002,0.525316,0.084239,8.73591,1.38076,3.00626,-0.08071,73.2,3.1,10.5556,0.0699,4.5556,-0.6444,2.4444,0.3015
P41704425e7,2023,18,0.473684,17.3,0.5,116.7,7.9,115.766,7.158,95.331,5.9624,90.7365,6.4608,8.80872,0.15735,1.06095,0.747857,7.74777,-0.5905,57.36,1.6,52.6,0.1,6.1,1,16.1,-1.7,14.2,2.1,19.1,-2.6,1.6,-0.3,9.2,-0.6,57.7,1.9,0,-0.5,0.0128205,0.000550574,0.163228,0.013385,2.08687,0.53541,52.7,0.4,6.3333,0.3333,5.6667,-0.282,0.6667,0.1026
P41ae7c3c75,2025,16,0.421053,20.5,-0.1,115.2,-6.1,126.539,-2.988,103.594,3.686,94.0797,1.1528,7.94339,-0.44056,5.37007,-0.6625,2.57332,0.22194,55.82,-1.83,54,-0.7,10,-2.3,12.5,-0.6,3.8,-0.7,9.7,-1.1,3.1,0.4,1.1,0.5,28.4,0.4,0.384,0.034,0.5625,0.0218301,11.5862,0.4948,3.90326,-0.28967,68,-4.2,13.9375,-0.4309,3.9375,-0.5362,1.75,-0.4079
P41b1bb4705,2012,18,0.5,24.4,1.1,108.9,1.1,121.733,4.653,101.907,3.8377,95.6593,2.9741,4.12891,0.0378,3.05952,0.49895,1.0694,-0.46115,55.45,1.01,50,1.1,9.8,-1.5,17.6,-1,7.8,0.2,16.1,0.1,1.7,0.1,1.7,-1,37.2,0.5,0.368,0.01,0.231707,0.0120352,5.10312,0.56694,3.1258,0.47338,62.5,3.2,11.8889,1.0556,4.8889,-0.0278,1.1667,-0.1944
P41bc73e83b,2008,16,0.484848,28.8,1.9,110.8,1.7,127.41,7.146,87.4486,2.4947,86.3103,2.2957,11.5201,1.0981,4.41231,0.97256,7.10784,0.12558,56.23,0.48,56.1,1.4,25.6,3.1,12.9,-2.4,5.2,-1.4,26.5,-0.5,2.8,0.1,5.6,0.7,35.4,-3.2,0.368,0.035,0.170404,-0.0138716,4.4132,0.16593,4.67278,0.88048,80.5,1.8,18.3125,2.0398,8.25,-0.5379,3.375,0.2538
P41bcb3bebd,2021,16,0.64,28.3,-0.1,109.2,-1.7,128.942,0.006,101.652,-0.142,95.716,-1.046,5.95862,0.22512,5.09563,0.2061,0.862993,0.01903,55.09,-2.79,46.4,-3,26.4,-0.6,15.2,-2.5,2.7,-0.1,15.5,0.4,1.5,0,1.1,0.1,50.9,-3.2,0.278,-0.027,0.359091,0.024696,7.93403,0.87894,5.42483,0.27592,84.3,5.6,18.8125,0.5325,5.8125,0.3325,4.625,-0.015
P420da53cac,2016,18,0.514286,26.8,-0.3,95.7,-11.3,111.273,-11.185,95.0825,2.8945,87.5274,0.7934,1.17118,-2.26189,-1.20711,-2.55084,2.37829,0.28894,46.39,-6.71,39,-7.7,9.7,-1.4,18.6,0.2,12.5,-2.3,29.4,0.2,1.7,0.1,1.1,0.2,69.2,1,,,0,0,0,0,1.97585,-1.04664,61,-2,10.8889,-2.3682,8.8333,-0.6524,1.1667,-0.2333
P420fe29f13,2017,18,0.580645,23.5,-0.5,110.5,3,124.073,5.082,121.679,5.521,115.517,3.962,0.894703,0.706784,3.22563,0.18174,-2.33093,0.52504,55.84,0.81,52.4,0.4,9.9,-0.8,12,-2.2,2.9,-0.5,13.8,1,1.2,0.1,0.4,0.1,30,0,0.372,0.014,0.344,-0.0050566,7.81722,-0.08792,4.12664,0.56789,81.9,-0.3,17.7222,0.5287,4.7778,-0.0287,1.6111,-0.1308
P42302cf51e,2017,18,0.5625,25.3,0.2,103.3,-7.2,116.43,-5.249,107.895,3.585,99.0198,1.2546,2.79402,-1.66841,2.33709,-1.13946,0.456928,-0.528951,56,-3.24,50.2,-2.7,22.4,-0.2,19.4,0.9,2.7,-1.2,9,-0.1,1.5,-0.3,0.7,-0.5,44.8,-9.9,0.286,-0.041,0.278607,-0.0107913,5.48861,0.02475,3.2018,-0.63036,80.5,-1,15.1667,-1.1145,3.3333,-0.4792,3.3889,-0.0799
P4230b28232,2021,17,0.708333,21.3,-0.9,104.6,3.6,104.662,2.048,96.2522,-1.8962,95.0978,-1.2112,2.66604,-0.31934,1.23739,0.1905,1.42866,-0.50983,48.8,1.3,48.4,2.3,18.1,0.5,15.4,-1.2,3.9,-0.4,13.1,-0.1,2.1,-0.1,2,-0.4,20.7,-3.4,0.287,0.007,0.391892,0.00608942,8.16333,0.08579,2.23404,0.1774,82.9,-2.5,14,-0.24,5.5882,-0.5318,3.6471,-0.1929
P424c3aa3f2,2024,20,0.606061,23.8,0.8,104.5,-5.3,115.548,-2.111,110.16,6.194,102.862,3.4293,3.08407,-0.44009,2.52595,-0.67064,0.558118,0.230551,50.96,-2.04,47,-2.6,22,-2,15.2,0,1.6,0,17.6,0.8,1.1,0.1,1,0.1,26.8,2.7,0.314,-0.008,0.502128,-0.0211884,10.706,-0.2833,3.14936,-0.20531,84.1,1,13.5,-0.3182,5.2,0.0182,3.7,-0.4212
P429241cb33,2024,14,0.518519,30.5,0.3,106.3,3.4,126.173,5.292,109.121,2.004,103.204,1.404,3.67083,1.18407,3.89602,1.3189,-0.225189,-0.134832,56.03,-0.66,52.9,-0.4,30.9,-0.2,16.3,-4.8,2,-0.5,8.8,0.1,3.2,0.3,0.8,0,46.8,-2.9,0.349,0.011,0.248555,-0.00622216,6.09367,0.36832,3.75726,0.47994,50.8,-9.2,16.9286,0.6323,2.6429,-0.246,4.1429,-0.1164
P4294404a76,2018,18,0.5625,18.9,-0.2,111,-6,112.665,-4.55,103.041,1.442,97.3209,-1.5629,3.62064,-0.10773,-0.274763,-0.924518,3.8954,0.81678,59.94,-4.66,58.8,-3.6,9.4,2.1,17.4,0.2,7.2,-0.1,19.2,0.5,1,0.1,7.3,0.9,38.6,-12.4,,,0,0,0,0,2.72832,-0.42185,79,1.8,12.0556,-1.1319,6.9444,0.1319,1.5,0.4062
P429838957d,2020,18,0.666667,24.7,0,100.8,-2,117.054,2.561,96.3764,4.2323,91.1082,2.2426,3.99433,-1.26462,2.23573,-0.76534,1.7586,-0.49928,52.56,-1.86,50.9,-2.1,17,0.9,15.4,0.2,1.6,-1.4,11.8,-0.5,2.2,-0.3,2.6,0.1,21.8,-1.4,0.418,-0.008,0.435556,0.0159127,10.0624,0.21971,3.58216,0.45651,81.4,14.6,14.5,-0.537,3.5556,-0.4444,2.5,0.2778
P42b9d239c3,2018,14,0.424242,26,0.2,117.7,-6.1,134.012,-5.487,93.9891,-2.5107,87.879,-3.6158,8.39589,-0.26331,5.49628,-0.81196,2.89961,0.54864,61.91,-2.44,61.1,-2.9,8.4,-0.4,16.2,1.5,13.5,-0.3,22.7,1.3,1.9,0.5,3.3,0.7,48.6,1.1,0.333,-0.064,0.12973,-0.00208845,2.80518,-0.13068,5.64694,-0.36365,68.5,-6.3,20.1429,-0.8874,11.8571,0.7662,1.4286,-0.0866
