candidate_id,draft_year,membership_retained,review_scope,existing_research_row
prior_2013_50ea7f952afa88aba8ef,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_5185f7a684aeeba8a747,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_52343d5cf73c2981ff20,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_54172ffd231d7e7ac052,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_54c0ebecbb7635ff5fe5,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_5d8a10181192aec9eea7,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_5e71e9f425ee1afc59aa,2013,True,gap_identity_review,True
prior_2013_6bcdbd04e54854f493a7,2013,True,gap_identity_review,False
prior_2013_6dc0f10f43a890897527,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_6e2b0cab8c49b582b83f,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_6fbe708a946c4e53ea26,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_7a3be7b85a9f3745a0ba,2013,True,gap_identity_review,False
prior_2013_7d29c5387e078e8b443a,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_7f01f6255804b972743e,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_836212bb4d65e1e3f319,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_83bfebc402f09c9aeea9,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_840e8231d1576a080193,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_877fdd6e32c36bea649a,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_8a8a5402b9d5f7647e6b,2013,True,gap_identity_review,False
prior_2013_8b4eefab725749ffd8d5,2013,True,gap_identity_review,False
prior_2013_8cf538f561fd246608ad,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_8d4b7eef1d8eb3408548,2013,True,gap_identity_review,False
prior_2013_8e248e95efd63e95c08d,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_957ecb2a5fd1b0925c69,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_98668637d2cb3c71b4cf,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_99146749c91a12de098f,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_9bca0df7853a710a04a5,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_9ce88a389d0b36a9a6dc,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_a349fcfbb9da087534a1,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_a655d0b2c6b6f00d324f,2013,True,gap_identity_review,False
prior_2013_ae8fd9dcf46ae951753f,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_b16654a97ea706777ab3,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_b37da4a1fa619653b664,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_b74da76f572b0b55a16e,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_bae03b5b587609fb5226,2013,True,gap_identity_review,False
prior_2013_bc2b92acd3aeae9de8de,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_bd1f6b8b2277a9dab4f0,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_bf5009e99ca648c4921b,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_d616227bb51c1667ada6,2013,True,gap_identity_review,False
prior_2013_d98b45966e948ca5822d,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_db32df9d2c8143185976,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_deb1aca75966ba11ab48,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_e34079fd57fc8554973c,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_e51d33f30085144021f9,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_ea9a6361b22b0903c20f,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_eed3b6a29d32f13b78ea,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_f3c6fefffad1635e0062,2013,True,original_non_gap_mapping_not_reaudited,True
prior_2013_f7b8346f1c94cb4b3e93,2013,True,gap_identity_review,False
prior_2014_02e584cfda8e953a4754,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_086c0f054842f85c8a31,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_09f7d629b0a2845b11ec,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_100021ea29f67ab16404,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_1a9401590eada674ee24,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_1fefb310035721b253a3,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_26e758613289e95c07e6,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_34572c9859bc4a966dee,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_36c60578437b77b94bd9,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_36cca70c675d7ff5afd1,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_36e79ecfc1fee1c4503f,2014,True,gap_identity_review,False
prior_2014_3f9b09f3d7149992d7fc,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_41f43ab4495e690a4c01,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_439fc2a18c419546667a,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_4643a14fe4ef18a566c4,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_466c921812f9f9c827de,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_46f69d954a5d90114fda,2014,True,gap_identity_review,False
prior_2014_502f1cba3ef2e6820eaa,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_5047aa87ed0edf20c47d,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_519e37bcc2328e724929,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_51cb481a8a2424274ab3,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_564bfdd97ad16d94f1b1,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_5657c5e736a24e23d3e5,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_56e3c8e47f3169e30700,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_576237ceb80b17269e47,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_591a8741b2abb0b1a868,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_5c42ab0245a692021285,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_618934eaebb253b96433,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_6e99e37c51bc7250018f,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_6f9ec16d068388c1e494,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_7086380e39eae3472d5c,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_73776bd410d21d84c0ef,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_73ebe66c11efebcc5c53,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_7bf784666b12f2c24f67,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_7bf78cd0ef004726d1b2,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_8191f766504ae01f0786,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_81c688e41f45a4f5263f,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_85cc26d40545255f8642,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_8dbc32d10f251431faff,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_9041f3bec349d70d2e76,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_964c35c7dd9b90144c91,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_973c7ba2fcb26798aea6,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_a2e1cbb0cdc359f9e98f,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_a8505b9bcef90a9f6893,2014,True,gap_identity_review,False
prior_2014_aba3952d7faed461e6aa,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_acf59e2f8aefe29d944f,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_b72c20914f7271638042,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_b8b132b7866620a84aa5,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_ba7c97a23cae1d0bec7c,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_bf8a0bc39fd20ffb51f8,2014,True,gap_identity_review,False
prior_2014_c699f6aac6e61d8e3183,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_ccfa71737d7666b99ed3,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_cd72981bda927170145c,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_d77a1cc0d1312ffb8197,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_dfea2ecff9cd62e397ae,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_e3c4cbe104ccf32796a8,2014,True,gap_identity_review,False
prior_2014_ea519fdbe8de37276ea8,2014,True,original_non_gap_mapping_not_reaudited,True
prior_2014_f1a7058a9b8cd07bc21f,2014,True,gap_identity_review,False
prior_2014_f52603a5b83b5c19f2ae,2014,True,gap_identity_review,False
prior_2014_f92541c69c2c87558fde,2014,True,original_non_gap_mapping_not_reaudited,True
