pid,dvs_impact_resid_cons,dvs_length_pc1,dvs_impact_pct,dvs_cohort_offset_d,dvs_tall,dvs_athl_pc1,dvs_cons_hype_resid,gls_stl40,gls_t100_spg,gls_ast40,gls_close_d_gmsc40,gls_close_d_ts,gls_late_d_ast40,gls_ncaa_d_stl40,gls_d100_efg,gls_pase_neg,gls_ncaa_d_tov40,scs_intangibles,scs_athleticism,scs_leadership,scs_defense,scs_nbaready,tcs_first_bpm,tcs_seasons_span,tcs_age_at_season,tcs_pct_age_bpm,tcs_pct_age_stl,tcs_conf_tourn_wins,tcs_bpm_first_to_last,tcs_pct_age_obpm,tcs_bpm_share,tcs_champion,wts_years_hs_to_draft,wts_hs_track,wts_hs_football,wts_transferred,wts_hs_multisport,nb_tc_first_bpm,nb_gl2_stl40,nb_gl2_t100_spg,nb_tc_seasons_span,nb_gl2_ast40,nb_sc_intangibles,nb_tc_age_at_season,nb_dv_impact_resid_cons,nb_gl2_close_d_gmsc40,nb_gl2_close_d_ts,nb_dv_length_pc1,nb_gl2_late_d_ast40,nb_gl2_ncaa_d_stl40,nb_gl2_d100_efg,nb_tc_pct_age_bpm,nb_dv_impact_pct,nb_tc_pct_age_stl,nb_sc_intang_lead,nb_gl2_pase_neg,nb_gl2_ncaa_d_tov40,nb_wt_years_hs_to_draft,nb_gl2_d100_gmsc40,nb_gl2_g_all,nb_wt_hs_track,nb_gl2_t50_fg
Pf825457ab4,-3.306184864423942,-1.7561867005403575,0.1772151898734177,,0.0,1.3043305208249016,-0.46478919858707,0.7855,0.75,2.8097,-2.9059,-0.06705,-0.3913,-0.1716,-0.01227,0.0,-1.2601,8.0,8.0,8.0,7.0,8.0,6.04997,3.0,20.835,0.844111,0.145497,1.0,-1.63433,0.853349,0.112339,0.0,3.0,0.0,1.0,0.0,1.0,6.04997,0.7855,0.75,3.0,2.8097,8.0,20.835,-3.306184864423942,-2.9059,-0.06705,-1.7561867005403575,-0.3913,-0.1716,-0.01227,0.844111,0.1772151898734177,0.145497,8.0,0.0,-1.2601,3.0,-1.2194,38.0,0.0,0.43721
Pd6905b8ed2,,1.574700035814808,0.0759493670886076,,0.0,-0.0899124814480346,,1.2326,1.167,0.994,-3.2757,-0.01961,0.4611,,0.06363,,,,,,,,8.65727,2.0,20.7748,0.714781,0.438799,0.0,-6.11725,0.391455,0.762152,0.0,3.0,0.0,0.0,1.0,0.0,8.65727,1.2326,1.167,2.0,0.994,,20.7748,,-3.2757,-0.01961,1.574700035814808,0.4611,,0.06363,0.714781,0.0759493670886076,0.438799,,,,3.0,2.4214,31.0,0.0,0.46552
Pdbcc4b2801,-3.4137071655380913,0.3095583440697717,0.1645569620253164,,0.0,0.4059686369580403,-0.0841006935761492,1.0613,0.667,3.6962,2.5253,0.01616,0.5103,,-0.02706,-2.1795,,8.0,8.0,6.0,8.0,8.0,0.888634,3.0,21.1828,0.782967,0.340659,3.0,3.22498,0.788462,0.157267,0.0,3.0,0.0,0.0,0.0,0.0,0.888634,1.0613,0.667,3.0,3.6962,8.0,21.1828,-3.4137071655380913,2.5253,0.01616,0.3095583440697717,0.5103,,-0.02706,0.782967,0.1645569620253164,0.340659,7.0,-2.1795,,3.0,-1.6875,35.0,0.0,0.39706
P6258e82584,2.5581703455606775,-2.898892547421223,0.8987341772151899,,0.0,0.7717151891543517,-0.5724212434168106,1.7997,1.9,7.5472,-3.4695,-0.07664,-1.8421,-0.5364,-0.03696,0.0,1.7295,9.0,8.0,9.0,7.0,8.0,5.07859,2.0,20.1752,0.996536,0.808314,1.0,6.06291,0.998845,0.294852,0.0,2.0,0.0,0.0,0.0,0.0,5.07859,1.7997,1.9,2.0,7.5472,9.0,20.1752,2.5581703455606775,-3.4695,-0.07664,-2.898892547421223,-1.8421,-0.5364,-0.03696,0.996536,0.8987341772151899,0.808314,9.0,0.0,1.7295,2.0,-0.9651,39.0,0.0,0.43243
Pf22b67943e,,-1.6411611995298687,0.1265822784810126,378.0,0.0,1.3008309773109634,,,,,,,,,,,,,,,,,1.42935,3.0,20.4983,0.788684,0.532333,0.0,1.92387,0.864896,0.114364,0.0,3.0,,,0.0,,1.42935,,,3.0,,,20.4983,,,,-1.6411611995298687,,,,0.788684,0.1265822784810126,0.532333,,,,3.0,,,,
Pca1c024cab,6.564570345560677,-0.8127824574692808,0.9746835443037974,,0.0,2.2651364093808923,-0.8934395792006411,,,,,,,,,,,8.0,10.0,7.0,9.0,8.0,5.11928,3.0,20.7009,0.998845,0.990762,1.0,10.0286,0.994226,0.287686,0.0,3.0,0.0,0.0,0.0,0.0,5.11928,,,3.0,,8.0,20.7009,6.564570345560677,,,-0.8127824574692808,,,,0.998845,0.9746835443037974,0.990762,7.5,,,3.0,,,0.0,
P2ad610b277,,,,,1.0,,,,,,,,,,,,,8.0,8.0,7.0,7.0,6.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,,,,,,,,,,,,7.5,,,,,,0.0,
P824176de50,7.872390809483244,,1.0,,0.0,,0.5330064162335559,,,,,,,,,,,8.0,7.0,8.0,7.0,8.0,,,,,,,,,,,,,,0.0,,,,,,,8.0,,7.872390809483244,,,,,,,,1.0,,8.0,,,,,,,
Pd2b56a96a1,1.4193132568677278,-5.685079771408441,0.6835443037974683,,0.0,,0.4497160971574416,1.7252,1.542,8.147,-2.0417,-0.05322,2.3464,,-0.00817,,,7.0,8.0,8.0,6.0,7.0,6.9885,2.0,21.3826,0.978938,0.754579,0.0,1.81695,0.995421,0.354463,0.0,4.0,0.0,0.0,1.0,0.0,6.9885,1.7252,1.542,2.0,8.147,7.0,21.3826,1.4193132568677278,-2.0417,-0.05322,-5.685079771408441,2.3464,,-0.00817,0.978938,0.6835443037974683,0.754579,7.5,,,4.0,-0.0769,36.0,0.0,0.42534
P9702e35c0a,7.538285292735765,,0.9873417721518988,,1.0,,0.0492074841279919,,,,,,,,,,,7.0,9.0,6.0,7.0,8.0,,,,,,,,,,,,,,0.0,,,,,,,7.0,,7.538285292735765,,,,,,,,0.9873417721518988,,6.5,,,,,,,
Pb10604e423,2.853275376655267,1.2448219266137706,0.8227848101265823,113.0,1.0,-3.455846006964254,0.5660735530462047,0.8163,0.556,1.3152,1.9693,0.12173,-0.6528,-0.5429,0.03978,0.0,1.2758,,,,,,3.18204,4.0,22.2231,0.987305,0.317383,2.0,6.91856,0.985352,0.179283,0.0,4.0,0.0,0.0,0.0,0.0,3.18204,0.8163,0.556,4.0,1.3152,,22.2231,2.853275376655267,1.9693,0.12173,1.2448219266137706,-0.6528,-0.5429,0.03978,0.987305,0.8227848101265823,0.317383,,0.0,1.2758,4.0,0.4917,34.0,0.0,0.48571
P591a253b3e,,-4.742094835684075,,-66.0,0.0,2.054451552075744,,2.1505,1.842,8.2796,0.2816,0.00156,0.2216,,0.0228,-0.525,,7.0,7.0,7.0,6.0,7.0,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,2.1505,1.842,,8.2796,7.0,,,0.2816,0.00156,-4.742094835684075,0.2216,,0.0228,,,,7.0,-0.525,,3.0,1.8927,33.0,0.0,0.35669
P5f6276e4dd,,-0.2331077950743958,0.3544303797468354,,0.0,-0.3850801956203473,,,,,,,,,,,,8.0,9.0,7.0,7.0,8.0,7.5954,2.0,22.5435,0.924805,0.907227,1.0,-1.53424,0.905273,0.952903,0.0,4.0,0.0,0.0,1.0,1.0,7.5954,,,2.0,,8.0,22.5435,,,,-0.2331077950743958,,,,0.924805,0.3544303797468354,0.907227,7.5,,,4.0,,,0.0,
P56b91ee390,-3.269803443982182,,0.1518987341772152,,0.0,,0.4280447913724576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-3.269803443982182,,,,,,,,0.1518987341772152,,,,,,,,,
P1497c83aba,,0.4386542951761527,0.0253164556962025,263.0,0.0,1.3627797346761383,,0.9091,0.75,2.6136,-3.2951,-0.00196,-0.0523,-0.9658,0.00367,0.0,-0.2778,7.0,9.0,7.0,7.0,7.0,2.76586,2.0,19.8111,0.65047,0.210031,3.0,-1.51463,0.559561,0.0435528,0.0,2.0,0.0,0.0,0.0,0.0,2.76586,0.9091,0.75,2.0,2.6136,7.0,19.8111,,-3.2951,-0.00196,0.4386542951761527,-0.0523,-0.9658,0.00367,0.65047,0.0253164556962025,0.210031,7.0,0.0,-0.2778,2.0,-2.5083,36.0,0.0,0.41509
P24a562f4ba,1.1042898109909878,0.1390386097082765,0.6075949367088608,256.0,0.0,1.11596812722778,0.735010309433846,1.3865,1.083,3.2929,-0.5623,0.00363,-0.0325,-1.4692,0.00414,0.0,-0.2198,8.0,7.0,8.0,7.0,8.0,1.6432,4.0,21.8316,0.967949,0.604396,1.0,6.56341,0.95696,0.252175,0.0,4.0,0.0,0.0,0.0,0.0,1.6432,1.3865,1.083,4.0,3.2929,8.0,21.8316,1.1042898109909878,-0.5623,0.00363,0.1390386097082765,-0.0325,-1.4692,0.00414,0.967949,0.6075949367088608,0.604396,8.0,0.0,-0.2198,4.0,-1.0247,35.0,0.0,0.44954
P15f2c20d7d,2.886365818860355,1.735660953982922,0.7974683544303798,278.0,1.0,,0.8561836586335945,0.9639,0.714,2.2892,8.8426,0.16806,0.5912,0.0341,-0.04319,0.0,0.7312,8.0,6.0,8.0,6.0,8.0,6.36173,4.0,21.7714,0.989927,0.231685,0.0,3.65107,0.977106,0.142357,0.0,4.0,0.0,0.0,0.0,0.0,6.36173,0.9639,0.714,4.0,2.2892,8.0,21.7714,2.886365818860355,8.8426,0.16806,1.735660953982922,0.5912,0.0341,-0.04319,0.989927,0.7974683544303798,0.231685,8.0,0.0,0.7312,4.0,-1.5494,23.0,0.0,0.42683
Pa0a2c9503f,-1.067717814563924,,0.3291139240506329,,1.0,,0.2375552584257776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-1.067717814563924,,,,,,,,0.3291139240506329,,,,,,,,,
P05c9e8e43e,,,0.4936708860759494,,0.0,,,,,,,,,,,,,,,,,,-2.05228,1.0,20.2519,0.256044,0.0461538,0.0,0.0,0.398901,0.0,0.0,7.0,,,0.0,,-2.05228,,,1.0,,,20.2519,,,,,,,,0.256044,0.4936708860759494,0.0461538,,,,7.0,,,,
P7d52184fb7,,,0.569620253164557,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.569620253164557,,,,,,,,0.0,
P15c3bdbcba,,,0.6329113924050633,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.6329113924050633,,,,,,,,,
Pe364fefd34,,,0.2278481012658227,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.2278481012658227,,,,,,,,0.0,
Paf55ace901,,,0.9113924050632912,,1.0,,,,,,,,,,,,,6.0,6.0,6.0,7.0,7.0,,,,,,,,,,,,,,0.0,,,,,,,6.0,,,,,,,,,,0.9113924050632912,,6.0,,,,,,,
P45450124ed,,,0.2151898734177215,,0.0,,,1.9268,1.167,2.736,-1.8898,0.01852,-0.8412,,-0.06794,-0.641,,,,,,,1.96142,4.0,21.8617,0.85989,0.869048,2.0,3.28735,0.922161,0.251775,0.0,4.0,0.0,0.0,0.0,0.0,1.96142,1.9268,1.167,4.0,2.736,,21.8617,,-1.8898,0.01852,,-0.8412,,-0.06794,0.85989,0.2151898734177215,0.869048,,-0.641,,4.0,-4.3671,31.0,0.0,0.52459
P38145d33eb,,,0.5822784810126582,,0.0,,,1.6949,1.125,2.2458,-1.8701,-0.02033,-0.5875,0.1035,0.02102,-2.15,-0.8087,7.0,9.0,7.0,7.0,8.0,5.11705,4.0,23.5291,0.991279,0.770349,2.0,2.87493,0.962209,0.160789,0.0,4.0,0.0,0.0,0.0,0.0,5.11705,1.6949,1.125,4.0,2.2458,7.0,23.5291,,-1.8701,-0.02033,,-0.5875,0.1035,0.02102,0.991279,0.5822784810126582,0.770349,7.0,-2.15,-0.8087,4.0,0.1303,34.0,0.0,0.45
P8d3cc27d9f,,-3.2552399561019434,0.5316455696202531,,0.0,,,1.0619,0.875,1.9115,-2.9626,-0.05939,0.6547,0.333,-0.01415,0.0,-0.1558,8.0,6.0,8.0,6.0,8.0,-1.0796,5.0,22.3984,0.950195,0.379883,0.0,8.17871,0.995117,0.171766,0.0,5.0,0.0,0.0,1.0,0.0,-1.0796,1.0619,0.875,5.0,1.9115,8.0,22.3984,,-2.9626,-0.05939,-3.2552399561019434,0.6547,0.333,-0.01415,0.950195,0.5316455696202531,0.379883,8.0,0.0,-0.1558,5.0,-0.3959,35.0,0.0,0.42211
P2100fc35c8,,1.8739226379592189,0.3417721518987341,,1.0,-1.931907037934794,,1.8216,1.143,3.3397,-6.6608,-0.07487,0.1767,,-0.05422,,,8.0,7.0,7.0,6.0,8.0,-2.57339,4.0,21.4784,0.898352,0.783883,0.0,8.62073,0.757326,0.257534,0.0,4.0,0.0,0.0,0.0,0.0,-2.57339,1.8216,1.143,4.0,3.3397,8.0,21.4784,,-6.6608,-0.07487,1.8739226379592189,0.1767,,-0.05422,0.898352,0.3417721518987341,0.783883,7.5,,,4.0,-4.1937,36.0,0.0,0.41964
P1108cb2921,,,0.0512820512820512,,0.0,,,,,,,,,,,,,8.0,6.0,9.0,7.0,8.0,1.56568,4.0,21.6454,0.632705,0.559075,2.0,0.14976,0.821062,0.0813191,0.0,7.0,0.0,0.0,0.0,0.0,1.56568,,,4.0,,8.0,21.6454,,,,,,,,0.632705,0.0512820512820512,0.559075,8.5,,,7.0,,,0.0,
Pf0c15e8037,,,,,,,,,,,,,,,,,,7.0,8.0,7.0,8.0,8.0,2.66172,3.0,22.2533,0.971956,0.804378,2.0,5.33743,0.9829,0.247782,0.0,8.0,0.0,0.0,0.0,0.0,2.66172,,,3.0,,7.0,22.2533,,,,,,,,0.971956,,0.804378,7.0,,,8.0,,,0.0,
Pe8dc26218f,,,0.3924050632911392,,0.0,,,1.3333,0.9,2.7407,0.3233,0.07582,-0.2913,,0.00431,0.0,,,,,,,1.15435,5.0,22.9185,0.93457,0.544922,1.0,5.15476,0.956055,0.209778,0.0,5.0,0.0,0.0,1.0,0.0,1.15435,1.3333,0.9,5.0,2.7407,,22.9185,,0.3233,0.07582,,-0.2913,,0.00431,0.93457,0.3924050632911392,0.544922,,0.0,,5.0,-1.2121,33.0,0.0,0.4
P17aee771c1,,,0.0384615384615384,607.0,0.0,,,1.5768,1.577,8.2381,-0.7181,-0.03898,-2.241,,-0.00866,-0.8718,,,,,,,-1.7958,5.0,22.8665,0.586914,0.725586,2.0,3.26508,0.647461,0.0691634,0.0,6.0,0.0,0.0,1.0,0.0,-1.7958,1.5768,1.577,5.0,8.2381,,22.8665,,-0.7181,-0.03898,,-2.241,,-0.00866,0.586914,0.0384615384615384,0.725586,,-0.8718,,6.0,-0.9233,35.0,0.0,0.37647
P33a3ea1e89,,,0.2658227848101265,,0.0,,,1.3531,0.957,0.9725,-1.1818,-0.06565,0.2009,0.0803,-0.04514,-0.2368,-1.4382,,,,,,1.09805,4.0,21.5058,0.880037,0.557692,2.0,4.47175,0.962454,0.139746,0.0,4.0,0.0,0.0,0.0,0.0,1.09805,1.3531,0.957,4.0,0.9725,,21.5058,,-1.1818,-0.06565,,0.2009,0.0803,-0.04514,0.880037,0.2658227848101265,0.557692,,-0.2368,-1.4382,4.0,-2.5213,36.0,0.0,0.37805
Pe666c9e1f4,,,0.5060240963855421,,0.0,,,,,,,,,,,,,,,,,,7.29977,4.0,21.4675,0.925824,0.722527,2.0,-0.58996,0.953297,0.251528,0.0,7.0,,,0.0,,7.29977,,,4.0,,,21.4675,,,,,,,,0.925824,0.5060240963855421,0.722527,,,,7.0,,,,
P8bea6ece5d,,,,,0.0,,,,,,,,,,,,,,,,,,-3.41887,5.0,22.3874,0.87207,0.4375,3.0,8.73704,0.899414,0.155523,0.0,,,,1.0,,-3.41887,,,5.0,,,22.3874,,,,,,,,0.87207,,0.4375,,,,,,,,
P0a16bf5dcd,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
Pca83b848d1,,,0.0161290322580645,,0.0,,,,,,,,,,,,,,,,,,0.00203499,1.0,22.3354,0.409091,0.293792,0.0,0.0,0.615299,0.00024809,0.0,7.0,0.0,0.0,1.0,0.0,0.00203499,,,1.0,,,22.3354,,,,,,,,0.409091,0.0161290322580645,0.293792,,,,7.0,,,0.0,
P25150e1302,,0.2791828480835762,,,0.0,1.384089865033402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.2791828480835762,,,,,,,,,,,,,,
Paec8fae19e,,,,,0.0,,,,,,,,,,,,,,,,,,-4.09878,4.0,21.4237,0.674908,0.684066,0.0,6.7265,0.654762,0.253418,0.0,8.0,0.0,0.0,0.0,0.0,-4.09878,,,4.0,,,21.4237,,,,,,,,0.674908,,0.684066,,,,8.0,,,0.0,
P4d044e6517,,-0.9578147943140792,,-164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.9578147943140792,,,,,,,,,,1.0,,,0.0,
P5a43e18763,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
P122cdb8b56,,,0.0095238095238095,,0.0,,,1.0487,0.0,4.0449,-6.7219,-0.37279,2.4862,-1.1336,-0.18103,0.0,-2.2105,,,,,,-4.41804,1.0,21.6838,0.0717863,0.0901503,2.0,0.0,0.0066778,0.0,0.0,,,,0.0,,-4.41804,1.0487,0.0,1.0,4.0449,,21.6838,,-6.7219,-0.37279,,2.4862,-1.1336,-0.18103,0.0717863,0.0095238095238095,0.0901503,,0.0,-2.2105,,-1.5307,29.0,,
Pfe357344e4,2.6101664678861844,-0.4095514361662623,0.8076923076923077,536.0,0.0,0.7398038657770647,0.7091958349778977,2.1266,1.4,2.2785,-1.076,-0.00631,-1.7463,1.1928,-0.03425,0.0,-1.2779,,,,,,4.48866,2.0,20.0602,0.991917,0.808314,2.0,5.70754,0.996536,0.255124,0.0,3.0,0.0,0.0,0.0,0.0,4.48866,2.1266,1.4,2.0,2.2785,,20.0602,2.6101664678861844,-1.076,-0.00631,-0.4095514361662623,-1.7463,1.1928,-0.03425,0.991917,0.8076923076923077,0.808314,,0.0,-1.2779,3.0,-2.264,33.0,0.0,0.42632
P332366fd23,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,
P9c40b5aa37,,,0.0641025641025641,,0.0,,,2.3269,2.2,4.7645,1.6635,0.00354,-1.8547,,-0.04189,-0.2895,,7.0,8.0,7.0,9.0,7.0,0.659191,4.0,21.9357,0.682234,0.946886,2.0,2.00869,0.634615,0.248645,0.0,5.0,0.0,0.0,0.0,0.0,0.659191,2.3269,2.2,4.0,4.7645,7.0,21.9357,,1.6635,0.00354,,-1.8547,,-0.04189,0.682234,0.0641025641025641,0.946886,7.0,-0.2895,,5.0,-1.0711,22.0,0.0,
Pbe299942e3,,,0.1012658227848101,,0.0,,,1.6056,0.778,3.9791,-2.0139,-0.04043,0.553,,-0.0321,-0.5429,,7.0,8.0,7.0,7.0,8.0,-3.22181,4.0,21.9932,0.749558,0.632743,3.0,6.40838,0.90354,0.163191,0.0,5.0,,,0.0,,-3.22181,1.6056,0.778,4.0,3.9791,7.0,21.9932,,-2.0139,-0.04043,,0.553,,-0.0321,0.749558,0.1012658227848101,0.632743,7.0,-0.5429,,5.0,-0.9609,34.0,,0.40517
Pcc25131c3d,,,0.0379746835443038,765.0,0.0,,,,,,,,,,,,,6.0,9.0,6.0,7.0,7.0,2.49119,3.0,21.4374,0.607021,0.458048,1.0,-1.06108,0.704623,0.0532898,0.0,5.0,0.0,0.0,0.0,0.0,2.49119,,,3.0,,6.0,21.4374,,,,,,,,0.607021,0.0379746835443038,0.458048,6.0,,,5.0,,,0.0,
P83de6de3ec,1.9782653766552671,-3.842983415628482,0.7564102564102564,,0.0,-0.2962452908770326,0.2763241310919127,2.7331,2.333,6.3527,-7.376,-0.12075,-0.7977,-1.7748,-0.05239,0.0,1.9756,8.0,8.0,8.0,7.0,7.0,1.26777,4.0,22.7433,0.988683,0.984568,3.0,7.95782,0.98251,0.179363,0.0,4.0,0.0,0.0,0.0,0.0,1.26777,2.7331,2.333,4.0,6.3527,8.0,22.7433,1.9782653766552671,-7.376,-0.12075,-3.842983415628482,-0.7977,-1.7748,-0.05239,0.988683,0.7564102564102564,0.984568,8.0,0.0,1.9756,4.0,-3.5329,37.0,0.0,0.41753
P5c19a79a93,2.830451331095329,-3.896307822384969,0.8461538461538461,8.0,0.0,0.6717640591274073,-0.3330603968620966,2.0798,1.818,5.5556,-0.281,-0.01046,-2.2181,0.7961,-0.01548,0.0,0.7166,8.0,7.0,9.0,7.0,9.0,5.88138,4.0,22.5079,0.998971,0.929012,2.0,4.71772,0.988683,0.347887,1.0,4.0,0.0,0.0,0.0,0.0,5.88138,2.0798,1.818,4.0,5.5556,8.0,22.5079,2.830451331095329,-0.281,-0.01046,-3.896307822384969,-2.2181,0.7961,-0.01548,0.998971,0.8461538461538461,0.929012,8.5,0.0,0.7166,4.0,-2.0188,40.0,0.0,0.40864
P9da0cf7014,0.453892185436076,-0.5501994408676366,0.6282051282051282,-100.0,0.0,-0.6755685214384533,0.2514199135258148,0.8396,0.857,3.0563,-1.435,-0.04419,-1.0265,0.0062,-0.02504,0.0,-0.6974,7.0,7.0,7.0,7.0,8.0,-6.81336,4.0,22.8036,0.963992,0.304527,1.0,14.335,0.966049,0.199547,0.0,4.0,0.0,0.0,0.0,0.0,-6.81336,0.8396,0.857,4.0,3.0563,7.0,22.8036,0.453892185436076,-1.435,-0.04419,-0.5501994408676366,-1.0265,0.0062,-0.02504,0.963992,0.6282051282051282,0.304527,7.0,0.0,-0.6974,4.0,-0.1633,37.0,0.0,0.41304
P96c6ba4e0f,-5.450359953942256,-1.7721761028379364,0.0769230769230769,247.0,0.0,2.6925742200832823,-0.4481485694421669,1.4602,0.826,2.9204,-1.7154,-0.08592,-1.1973,-1.5584,-0.07788,0.0,-0.4855,7.0,10.0,7.0,7.0,7.0,2.70159,1.0,18.8528,0.808824,0.691176,3.0,0.0,0.867647,0.0605833,0.0,1.0,0.0,0.0,0.0,0.0,2.70159,1.4602,0.826,1.0,2.9204,7.0,18.8528,-5.450359953942256,-1.7154,-0.08592,-1.7721761028379364,-1.1973,-1.5584,-0.07788,0.808824,0.0769230769230769,0.691176,7.0,0.0,-0.4855,1.0,-3.043,37.0,0.0,0.40952
Pea7725adea,-0.902754864423942,-2.5573495842313334,0.5,49.0,0.0,0.1300613367177505,0.649421767020053,2.3704,2.0,6.1893,0.0325,0.02289,-0.4643,-0.8442,-0.00768,-1.122,-0.3526,9.0,7.0,8.0,8.0,8.0,6.81907,1.0,19.3949,0.941824,0.977987,0.0,0.0,0.976415,0.230802,0.0,1.0,0.0,0.0,0.0,0.0,6.81907,2.3704,2.0,1.0,6.1893,9.0,19.3949,-0.902754864423942,0.0325,0.02289,-2.5573495842313334,-0.4643,-0.8442,-0.00768,0.941824,0.5,0.977987,8.5,-1.122,-0.3526,1.0,0.3512,34.0,0.0,0.40132
Pf596e595fa,,,,254.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,
Pb59be03b24,-0.1677712519939174,-1.9316296228524816,0.5384615384615384,,0.0,2.0279035613839436,0.1857181647320396,1.1624,1.04,3.2479,-3.2946,-0.04166,-0.0681,,-0.01082,-0.5682,,8.0,9.0,7.0,7.0,7.0,3.45464,4.0,21.963,0.955535,0.421053,1.0,3.61034,0.939201,0.237046,0.0,4.0,0.0,0.0,0.0,0.0,3.45464,1.1624,1.04,4.0,3.2479,8.0,21.963,-0.1677712519939174,-3.2946,-0.04166,-1.9316296228524816,-0.0681,,-0.01082,0.955535,0.5384615384615384,0.421053,7.5,-0.5682,,4.0,-0.6574,33.0,0.0,0.44843
P7f1d080745,-1.1811628830879828,-1.699985294883564,0.5256410256410257,,0.0,0.8009710661142889,0.0258229854911888,2.5457,1.875,6.6189,-1.7786,-0.03386,-0.8744,,-0.06174,-0.122,,8.0,8.0,8.0,8.0,7.0,-1.97887,3.0,19.896,0.944969,0.965409,3.0,8.84334,0.97956,0.581585,0.0,3.0,,,0.0,,-1.97887,2.5457,1.875,3.0,6.6189,8.0,19.896,-1.1811628830879828,-1.7786,-0.03386,-1.699985294883564,-0.8744,,-0.06174,0.944969,0.5256410256410257,0.965409,8.0,-0.122,,3.0,-3.4544,35.0,,0.41558
Pb8a773b356,-3.910285513449774,-2.183126742166906,0.1282051282051282,-247.0,0.0,0.0950827817254497,0.0630784889707856,1.5451,1.25,4.7382,-2.7322,-0.06953,0.2842,,0.00211,-0.5909,,7.0,9.0,7.0,8.0,7.0,1.7336,2.0,21.2047,0.770417,0.73775,1.0,1.61834,0.792196,0.190324,0.0,2.0,0.0,0.0,0.0,0.0,1.7336,1.5451,1.25,2.0,4.7382,7.0,21.2047,-3.910285513449774,-2.7322,-0.06953,-2.183126742166906,0.2842,,0.00211,0.770417,0.1282051282051282,0.73775,7.0,-0.5909,,2.0,-0.8172,33.0,0.0,0.46154
P6cee28a4f3,-4.336753451225491,-2.083492410977002,0.1153846153846153,,0.0,1.5552380464657836,-0.4769430813169903,1.205,1.278,3.7824,2.1701,0.0374,-0.3927,,-0.02717,,,,,,,,-1.4488,4.0,21.6071,0.763158,0.585299,1.0,4.74911,0.88657,0.18314,0.0,4.0,0.0,0.0,1.0,0.0,-1.4488,1.205,1.278,4.0,3.7824,,21.6071,-4.336753451225491,2.1701,0.0374,-2.083492410977002,-0.3927,,-0.02717,0.763158,0.1153846153846153,0.585299,,,,4.0,-0.6342,34.0,0.0,0.42593
Pc0fff42784,0.1834617812855805,-1.2367548671343738,0.6153846153846154,,0.0,-0.0906777110204136,0.6786255947494544,2.2704,1.545,4.6233,0.2104,-0.02255,0.977,,-0.00356,-0.6136,,,,,,,-0.00705824,4.0,21.3169,0.96098,0.956443,0.0,7.32935,0.990018,0.204781,0.0,4.0,0.0,0.0,0.0,0.0,-0.00705824,2.2704,1.545,4.0,4.6233,,21.3169,0.1834617812855805,0.2104,-0.02255,-1.2367548671343738,0.977,,-0.00356,0.96098,0.6153846153846154,0.956443,,-0.6136,,4.0,-1.3625,31.0,0.0,0.42152
P24fc987f38,3.467420012807512,-0.5352214748475895,0.8717948717948718,,0.0,0.635140328531084,0.7563049938260664,1.3531,1.091,1.8812,-2.3019,-0.02706,0.6735,,-0.01223,,,7.0,9.0,8.0,9.0,7.0,3.96998,3.0,20.9309,0.994444,0.725556,1.0,6.97082,0.916667,0.510589,0.0,3.0,0.0,0.0,0.0,0.0,3.96998,1.3531,1.091,3.0,1.8812,7.0,20.9309,3.467420012807512,-2.3019,-0.02706,-0.5352214748475895,0.6735,,-0.01223,0.994444,0.8717948717948718,0.725556,7.5,,,3.0,-0.6674,36.0,0.0,0.4491
