pid,tcfs_bpm,tcfs_stl_per,tcfs_obpm,tcfs_d_ts,tcfs_minper,tcfs_ast_per,tcfs_ortg,tcfs_d_usg
Pbdf853cdec,6.34392,2.7,5.26914,-0.07,82.6,12.3,118.3,1.0
Pbe096a5b87,7.52484,1.9,7.2384,-3.26,52.2,12.0,121.6,0.7
Pbe0b54a1e9,6.72589,2.9,5.57037,1.98,76.7,26.7,108.1,1.4
Pbe0e1f0064,4.72694,1.5,5.1207,1.4,68.8,29.6,109.4,-1.2
Pbe11f21cfa,5.77588,1.5,4.32828,6.82,84.3,12.0,120.8,-0.1
Pbe299942e3,4.35296,2.7,4.59969,1.79,82.5,18.9,113.6,-2.2
Pbe6b6d05a9,10.2215,2.9,4.96203,0.52,79.3,22.2,119.7,0.2
Pbe6ed6fd51,7.53136,3.1,6.50459,0.15,88.4,34.7,107.6,0.5
Pbe8ddcfedd,3.596,0.5,1.45667,2.9,48.3,3.9,118.3,-0.3
Pbea2d75e26,8.35588,2.1,5.50115,3.77,76.4,8.7,130.1,-0.6
Pbec5e357b6,3.781,2.2,5.51179,2.54,96.8,20.7,115.6,0.8
Pbf890a872a,6.75679,2.9,4.91252,0.12,82.2,10.9,108.7,0.6
Pbfadf35dca,9.40164,1.0,5.97164,-1.51,82.2,11.2,120.7,-0.3
Pbfcceae701,5.31662,2.0,1.81533,-0.1,76.6,5.9,107.0,1.0
Pbfdaa31fd0,14.4703,2.0,5.22986,4.64,70.7,8.1,128.8,-1.5
Pbfe4edf289,11.2484,2.7,5.93845,-4.4,72.5,10.8,116.5,2.3
Pc00908f11e,9.09753,3.6,5.33717,2.26,73.8,41.2,120.5,-0.6
Pc01c642a9f,7.25402,2.3,5.58177,-1.6,78.9,35.5,110.6,0.5
Pc064a30c43,7.47158,3.5,5.16766,0.67,84.5,25.2,108.6,0.9
Pc06b79b843,5.76458,1.9,1.62623,3.19,68.6,4.0,109.7,-0.8
Pc074e62881,4.92357,1.8,4.2545,-1.99,81.0,4.3,112.1,0.9
Pc09cd8c6d0,6.08977,2.0,3.11783,0.43,91.4,24.9,101.0,0.3
Pc0a66d6cca,3.36179,1.3,3.04315,-1.71,81.6,4.8,108.1,-1.7
Pc0a7512363,0.140205,1.0,0.395616,-1.11,80.1,10.8,106.1,0.9
Pc0fff42784,6.9865,2.9,6.55264,2.37,81.1,22.2,113.2,-0.2
Pc131e1ee6f,6.90626,2.1,4.41956,-0.51,85.0,16.6,101.7,0.5
Pc1416b3728,8.05084,2.1,6.39815,1.58,77.0,13.4,125.3,-1.0
Pc19957985f,3.01744,2.1,1.1218,1.41,78.5,13.4,107.0,-0.9
Pc19f23edb3,4.67506,1.0,4.15837,1.2,86.7,7.7,116.9,0.6
Pc1b5416459,1.89776,2.0,2.90731,2.0,86.4,19.6,101.6,-1.1
Pc1c99fe2be,2.66288,2.8,1.19001,0.43,86.6,22.7,96.5,-0.8
Pc25108b74d,8.73956,2.0,5.30244,0.75,81.4,9.7,116.0,-0.7
Pc25f9380ba,4.12083,2.2,5.38308,-0.15,94.8,15.8,109.3,-0.3
Pc2766e3f86,1.49283,2.2,0.223471,-2.28,69.1,3.6,107.3,-0.7
Pc2a67f2add,10.636,1.8,6.69164,4.21,74.5,11.2,124.0,0.0
Pc2cfb81ac1,-0.711743,1.8,1.16074,0.62,89.7,15.3,107.0,0.4
Pc2d24d5902,3.65235,1.9,2.90176,-2.9,82.3,29.6,98.5,0.1
Pc2ef5dcf11,8.65044,2.2,6.46618,-1.93,90.9,38.5,109.9,0.3
Pc2faa1488c,7.8145,1.7,5.05325,-5.27,84.8,5.8,121.5,1.1
Pc317d28310,7.07228,1.9,5.09557,-3.23,75.6,16.8,111.2,0.4
Pc32fe4a167,8.73943,2.9,7.17283,7.13,60.1,24.3,121.5,-0.3
Pc3390f55d0,9.88162,2.8,4.9559,-0.23,76.7,12.5,111.8,-0.7
Pc37129efde,3.38839,1.5,2.12335,-3.04,87.3,14.6,99.1,0.3
Pc381c2ab50,5.35017,1.9,5.45232,-2.29,89.7,20.3,112.7,0.3
Pc3a5f10000,3.48683,1.1,0.566842,-3.93,69.4,3.3,103.4,-1.2
Pc3b8b90cf8,1.36985,1.5,-0.267788,-2.4,72.0,12.7,95.8,-1.4
Pc3d030ae81,5.38601,2.9,2.65099,-2.52,78.6,7.8,105.1,0.7
Pc3e0235987,11.4025,1.7,4.10615,-1.72,84.3,13.4,113.9,-0.5
Pc42b84faf5,11.0079,3.2,8.03005,4.7,74.3,15.1,129.2,0.9
Pc430805a15,5.98723,2.2,0.855426,-2.5,86.6,17.3,94.4,1.4
Pc44acb797a,1.39655,2.0,-2.25917,5.18,35.0,9.1,104.4,-0.6
Pc451072a63,8.20536,5.5,5.21403,-5.49,71.4,7.1,110.3,0.0
Pc46db0f497,0.786492,2.5,-2.88572,-1.97,71.5,5.8,76.3,-0.3
Pc4acbf93e3,1.45594,2.8,0.0198207,-2.78,42.2,18.5,89.8,1.1
Pc4ba85a58f,12.6678,1.5,9.45424,5.12,92.7,40.2,124.6,0.0
Pc4eb6bb8ac,11.3136,2.7,4.66845,0.04,69.0,30.1,113.5,1.1
Pc4f35f8bd3,-3.54286,1.1,0.0498256,-3.28,81.0,7.3,101.8,0.7
Pc4f84bc197,6.81729,1.2,6.777,0.48,88.2,9.7,132.5,-1.6
Pc5171d01c1,6.3155,1.6,4.12707,2.27,75.8,5.2,118.9,-0.9
Pc58bcc8049,7.42411,1.9,2.49002,1.94,86.8,22.8,104.6,-0.1
Pc594742bb0,3.27988,1.8,2.20585,-2.86,50.8,11.5,104.4,-0.3
Pc5a8d9d1d6,5.34308,1.9,3.81242,1.44,77.1,11.3,108.0,-1.8
Pc5bce4fd0c,1.09002,1.1,1.62513,0.45,83.9,6.6,103.1,-0.5
Pc5e44c9142,5.99341,1.8,6.08856,-1.3,96.0,15.9,112.6,0.9
Pc5e9e5bdd9,4.22237,1.4,5.25031,-2.17,57.3,11.0,109.3,2.2
Pc5ec91aab0,4.0375,0.7,0.268242,-3.08,56.0,2.8,109.4,0.4
Pc5f6ac0bb7,3.40493,0.8,1.86665,0.73,62.5,6.2,111.0,-1.0
Pc60f6451c1,3.52417,1.0,3.89261,1.04,86.4,7.0,113.4,-0.2
Pc624860c4a,4.35304,1.8,1.71044,-0.75,61.5,6.4,108.0,-0.5
Pc62b6f4e46,0.374322,0.7,2.38,-3.97,62.9,8.2,105.8,0.7
Pc643573699,4.45257,2.0,2.79178,-1.82,73.5,4.9,107.8,-1.1
Pc69570e4d2,1.52602,3.0,-3.04823,-1.58,27.7,7.6,78.0,-0.6
Pc6c9992e46,2.42192,0.7,-1.54969,-1.04,57.5,2.6,96.7,1.2
Pc6eddeb128,1.92577,2.3,1.48671,-0.09,82.8,37.0,92.0,0.1
Pc72bfd628e,4.12999,1.3,2.98691,1.26,80.5,8.8,107.8,-0.2
Pc74b3d476e,3.15031,1.4,0.469274,-1.15,79.9,13.0,95.3,1.1
Pc7623d005f,1.65065,0.7,-0.653693,-0.11,45.2,5.3,104.4,0.9
Pc76c8c8711,-0.300835,1.5,1.59039,2.37,83.5,33.7,103.0,-0.7
Pc781d37e72,-15.4589,2.1,-10.0331,-18.29,57.5,0.0,63.5,-5.2
Pc7e0f691c6,8.04708,0.4,9.03452,0.6,86.5,13.5,124.3,0.8
Pc8a80657b3,5.63288,2.0,5.38636,1.04,61.9,12.8,117.3,0.5
Pc8dae45369,9.57915,1.3,4.0458,1.0,78.3,10.0,108.5,2.4
Pc9371b494a,8.79701,2.9,3.63655,2.33,52.1,15.6,105.2,0.6
Pc9579c50f4,2.48213,2.2,3.36698,-2.12,85.8,22.0,108.5,-1.0
Pc97a1282a3,7.89139,3.3,4.01027,-2.79,69.5,21.3,106.0,0.2
Pc99b219586,2.81417,1.3,-0.438216,-4.84,49.6,7.4,95.1,0.2
Pc99e2f6730,8.40412,2.9,7.35788,-1.24,92.1,20.9,118.6,0.8
Pc9a85d9349,8.08711,1.9,4.23262,1.78,82.5,23.6,102.4,0.4
Pc9bdc2e95f,5.77932,1.6,2.88619,0.68,53.5,10.4,115.2,0.8
Pc9e1d3e456,5.16737,1.8,3.1087,0.49,86.6,14.2,122.6,-1.1
Pca1c024cab,15.383,4.2,9.19576,-1.29,72.6,15.9,123.1,0.7
Pca1e2194fa,4.02645,2.1,3.96406,-1.84,87.8,42.7,110.3,0.7
Pca5928b452,5.53452,3.0,3.42691,1.18,89.6,32.6,105.1,0.8
Pca83b848d1,0.0509483,1.5,0.725306,-2.24,77.4,15.1,94.6,1.7
Pca926e63d0,9.35211,4.7,3.19707,-2.18,81.0,15.8,96.5,0.7
Pcabff956fe,4.17754,3.1,1.89522,1.77,81.1,19.1,106.1,-0.2
Pcac223d7f8,10.5341,2.3,8.71005,-0.13,86.7,27.3,125.8,0.7
Pcad0645e5a,6.25186,2.3,3.74335,-1.34,93.8,17.1,104.7,-1.2
Pcad1dc504f,4.86031,2.9,3.77035,0.17,87.1,28.7,112.3,1.4
Pcb16689c6c,8.70632,1.9,6.66505,-1.35,76.5,5.8,125.7,-1.1
Pcb1e0b77ca,1.14376,2.2,3.62559,-3.88,83.4,16.4,109.3,0.3
Pcb59681372,8.63986,1.3,4.80816,1.35,72.6,11.2,118.6,1.7
Pcb72b419f2,3.25386,1.5,1.417,4.25,56.1,2.5,108.2,-0.1
Pcb86ff794b,6.76859,0.8,1.68106,-0.62,63.3,4.7,107.0,0.5
Pcb993abaa5,9.53713,0.0,2.62721,-0.51,39.1,16.9,120.2,-0.4
Pcc25131c3d,3.08965,2.0,4.01899,1.96,66.9,10.5,109.1,0.6
Pcc7ddb9ab9,8.39972,1.4,5.6634,-0.99,69.9,12.3,128.8,-0.8
Pcc98298533,8.73643,1.7,2.87698,-0.23,69.6,7.7,109.8,-1.7
Pcc9fe4d64c,7.31267,2.4,0.911362,8.24,31.5,4.4,111.3,-2.1
Pccb83c9fcb,11.8124,2.1,8.8611,1.55,82.9,15.8,128.6,0.5
Pccdaab2014,,,,,,,,
Pcd4698d422,8.09036,2.5,3.97665,1.97,72.6,10.9,112.4,-1.2
Pcdba4ddbae,1.83965,0.9,-0.949275,0.93,70.5,2.9,110.4,-0.1
Pcdc707f847,3.70398,1.9,2.97615,1.79,92.8,15.7,109.6,-1.3
Pcdc9c2f7c5,-1.37926,3.0,-2.84001,0.19,63.9,12.8,96.1,1.2
Pce2a43b358,8.8353,2.8,8.74958,0.42,82.5,37.6,122.7,-0.2
Pce627023f0,3.75507,1.4,2.04455,-2.04,73.8,10.0,106.2,0.2
Pce6ddda209,10.2058,3.5,4.02411,2.77,72.5,19.9,119.9,-1.4
Pce7c8a9da0,6.78316,1.7,5.88732,-0.04,79.8,15.0,118.2,-0.5
Pceb2ff7429,5.53414,1.3,3.38776,-3.56,73.8,5.5,114.8,-0.9
Pceb9387e05,6.78058,1.4,8.65042,-1.55,85.8,25.4,113.2,0.3
Pcf11d56327,8.71925,1.3,7.04395,2.54,87.9,10.9,126.8,-0.2
Pcf413465aa,2.13696,0.4,-2.54655,-0.01,67.0,1.3,103.5,0.5
Pcf591b3097,1.88009,1.3,2.38425,-0.14,76.4,11.8,107.4,0.2
Pcf63b744fe,3.02311,2.2,3.51214,4.06,50.4,13.2,110.0,-2.5
Pcf6cf087a0,6.29834,2.0,4.43426,-0.89,83.2,22.4,112.6,-1.1
Pcfa1d05a1c,5.46515,2.8,3.27442,-1.81,93.5,25.8,104.2,0.0
Pcfae2f19b7,11.9456,2.8,6.92664,4.39,71.1,9.0,123.2,1.7
Pcfe0d93659,6.41048,1.1,7.26751,4.98,95.1,28.0,115.0,-0.1
Pd00c1b3d5c,,,,,,,,
Pd00fce6a5a,4.23975,1.2,-0.259797,-0.24,80.6,17.1,100.6,0.1
Pd01ecb3669,5.39966,2.1,3.14503,-3.87,88.7,28.7,102.8,-0.4
Pd0398785b7,11.703,1.8,8.0035,1.15,53.5,15.4,116.8,0.0
Pd084613a9a,15.134,6.5,5.13352,-8.72,53.8,18.3,122.2,-0.3
Pd0d6a519f5,5.71791,2.5,2.92027,-5.35,79.4,24.2,109.4,1.7
Pd0eaa15469,3.63889,1.8,1.5318,0.49,85.8,9.3,103.7,-0.3
Pd10e0b97d9,7.19342,1.9,4.96386,0.99,87.2,17.5,116.5,-0.3
Pd1118f9ab3,4.0297,4.2,0.221851,-4.01,47.2,9.1,90.8,0.5
Pd11fd10026,3.48008,1.5,5.91007,0.49,87.5,29.0,117.4,-0.1
Pd125ec3ee3,8.84769,2.8,4.79945,-3.53,79.9,32.0,106.9,-0.3
Pd13759b893,1.48074,2.8,2.62822,3.96,84.4,13.4,113.9,-1.0
Pd1401169e8,8.05605,2.8,6.20497,-4.01,71.1,44.6,116.8,0.7
Pd17e70140c,0.282953,1.6,-0.363952,-1.79,76.4,13.4,99.4,0.3
Pd19bde5a19,8.11883,2.5,6.70386,2.76,74.3,17.9,122.7,-0.6
Pd1cda3e821,-8.58517,0.8,-5.49319,3.92,43.3,3.1,94.8,0.5
Pd1f1ba6351,4.9194,1.3,-0.703011,-8.89,63.0,14.5,102.2,0.2
Pd2241d6e4b,8.31802,2.7,3.68366,-3.67,72.5,11.1,107.2,0.2
Pd2430f6dfc,4.50695,2.0,2.5457,-2.78,75.6,9.5,104.9,1.3
Pd2b56a96a1,8.68039,1.9,9.30897,-1.24,85.9,44.7,109.8,0.6
Pd2d3c5dc1a,3.52677,2.1,0.944441,0.91,79.4,36.7,107.5,0.1
Pd30706ab20,2.78751,1.1,-2.56869,-4.07,60.1,8.3,93.1,-0.1
Pd3473cff83,4.8541,0.5,-1.09329,0.32,31.0,4.0,107.0,-4.4
Pd35ff11e6d,1.23266,1.7,-0.88943,-4.17,59.2,2.2,99.8,1.4
Pd3b81c81b9,8.57621,1.4,1.33299,-0.56,80.8,6.0,115.7,0.7
Pd3cfd798be,8.48806,2.0,4.04849,-1.09,78.0,14.5,106.3,-0.1
Pd3d2fde686,8.978,3.7,3.10077,1.91,87.1,13.8,112.7,0.2
Pd3ead775c1,4.12091,1.0,1.50613,-2.43,81.7,8.1,113.3,-0.3
Pd4282e2cb6,8.38346,2.4,7.81,-2.95,91.6,45.1,104.5,1.1
Pd43d378f42,4.82957,1.8,4.74516,-0.11,87.9,16.2,109.2,0.5
Pd44ef7a78e,7.89634,2.0,4.40292,0.98,61.3,5.6,116.0,0.1
Pd46f6361f5,4.86954,1.2,2.60125,2.64,69.4,8.4,121.7,0.6
Pd4adc2c99d,8.58137,3.7,3.49802,-6.15,76.9,16.6,95.2,0.0
Pd4c3f94c64,5.4913,3.4,3.23999,0.24,96.7,20.2,108.1,1.9
Pd4ca66045e,5.97008,1.5,6.21793,0.56,88.7,24.2,131.0,-0.6
Pd50459cb6d,3.66511,2.7,-4.04024,-6.78,14.8,0.0,87.8,-5.4
Pd50729b5d0,6.21745,1.5,3.21311,-0.93,74.8,5.8,108.6,-0.5
Pd51160cf5e,15.5352,2.4,8.42767,1.36,75.7,26.5,124.7,0.4
Pd51997c12f,-2.09056,1.6,0.031153,2.36,85.3,18.1,100.5,0.7
Pd5316f2e65,-0.871288,1.2,1.03188,-0.25,78.0,8.0,99.6,1.4
Pd559eb82c1,10.6308,3.0,4.41614,-3.17,62.7,14.4,114.7,1.0
Pd5729dac8f,5.03111,1.7,3.25875,1.07,67.7,6.6,116.4,-0.1
Pd59c0506ca,7.50137,1.4,7.34044,1.22,89.1,7.7,127.3,0.9
Pd5a40a7ee0,5.89791,1.3,4.56344,0.65,88.4,9.0,112.2,0.2
Pd5f2794063,4.69784,1.8,4.81003,0.67,81.5,15.8,116.1,-0.6
Pd62847824a,3.66238,2.4,1.86803,-5.18,61.4,20.5,97.6,0.7
Pd646388a2b,4.42415,2.1,4.85398,1.75,83.8,23.3,112.5,1.0
Pd6736ed788,2.59161,1.7,3.38893,-1.52,81.2,20.3,113.3,-1.1
Pd6905b8ed2,1.44747,1.3,-1.38531,-1.14,82.1,6.6,93.8,-0.9
Pd6b4848f72,7.4197,1.8,3.19898,-6.88,72.8,13.8,105.0,-0.9
Pd6e0b051bb,0.455848,0.8,0.170766,-0.83,74.5,11.3,99.7,1.2
Pd70c9ef8df,9.27759,2.2,5.91577,1.93,72.2,12.5,126.9,-0.1
Pd7225b3a0b,4.49861,1.6,4.12699,-0.07,70.7,23.8,109.3,-0.3
Pd742da0a27,2.99489,1.6,1.52549,2.37,43.0,10.9,104.4,-1.2
Pd74e65b4cd,10.2854,2.5,5.30906,6.55,65.5,7.2,121.6,-0.7
Pd7b7b2dd0a,-1.90572,1.7,-2.53818,5.02,71.1,6.7,93.8,-0.8
Pd7d10f6f4c,5.43093,1.0,3.75479,1.0,74.2,15.9,106.6,-0.5
Pd7fcef8bed,10.4441,1.4,5.57515,-0.1,78.6,22.3,115.5,-1.0
Pd808e1b5f8,-0.581575,0.8,-0.975154,-0.67,29.3,0.7,108.7,0.7
Pd8244d9a42,4.46275,1.8,2.19841,-4.05,79.3,7.8,111.7,-1.0
Pd8381f9e2c,16.2581,0.9,5.28316,0.17,57.0,19.7,123.3,0.0
Pd83ff943df,4.53031,2.0,3.84923,-0.45,89.2,21.0,111.3,0.0
Pd856b04e96,5.50168,2.4,5.92025,-5.4,36.7,4.9,118.6,0.1
Pd856e50561,4.82735,1.0,-0.748055,-3.21,32.8,3.2,101.0,0.9
Pd88150bb39,6.4196,2.9,5.11772,1.41,77.3,10.3,122.8,-1.7
Pd88f1bdac2,5.03668,2.0,3.04434,0.84,79.3,20.1,106.2,0.9
Pd89d8db6f9,8.13799,4.9,5.896,2.0,92.8,21.8,118.1,-0.9
Pd907989bcb,9.67974,4.6,7.20522,-2.27,71.8,13.2,118.0,-0.8
Pd9273beb4e,5.30837,2.6,5.06315,3.61,84.8,29.3,111.5,0.4
Pd9bc466fd2,9.62737,3.5,6.40695,1.29,90.0,41.4,114.6,-0.5
Pda6183deac,5.7604,3.9,0.815123,0.69,74.3,13.8,95.9,1.4
Pda7b1a3831,5.40938,3.2,3.29238,-2.31,26.2,20.9,98.3,3.2
Pdaafce7eb6,5.73019,2.3,1.3796,-0.79,71.4,19.9,103.7,0.5
Pdab3fd555f,3.35793,1.9,4.97395,5.44,86.7,20.1,113.0,0.3
Pdb02e7ce99,-1.52097,2.3,-1.77081,-1.9,92.5,10.5,91.1,-0.4
Pdb13b813cd,5.33407,0.9,3.30976,-4.18,28.0,8.8,114.4,0.3
Pdb1689c286,7.58405,2.3,5.01118,0.79,81.1,10.3,115.0,1.2
Pdb3bcb3fc8,10.9946,3.6,7.51411,4.62,85.0,16.4,121.5,0.4
Pdb3f441dab,4.2442,0.7,1.69891,-1.95,66.8,6.5,113.5,-2.0
Pdb78b3595b,10.3066,0.5,6.02793,0.88,78.9,19.6,112.3,1.5
Pdb9cad4004,6.88366,3.4,5.02379,-6.1,93.5,22.9,108.2,1.8
Pdbcc4b2801,3.97733,1.7,2.59985,0.7,80.6,20.2,104.3,0.1
Pdbf2a4e286,5.17875,2.3,5.56588,8.67,45.5,7.2,128.7,-1.5
Pdc083a80a9,4.55671,2.1,4.00182,-2.31,89.6,15.3,105.5,0.7
Pdc16ca4e2e,9.08743,1.5,6.9178,-1.45,83.5,11.3,122.9,-0.7
Pdc49b6ecb0,4.73368,2.4,4.62998,-0.04,85.7,29.4,111.2,0.4
Pdc4a696341,8.17332,1.6,6.91371,1.3,87.6,22.8,118.8,0.0
Pdc6d30b38b,1.07594,0.7,2.82569,2.49,64.1,4.5,116.2,0.9
Pdcb8ac9b93,0.142779,2.3,-1.63093,-4.33,55.5,6.7,88.9,0.0
Pdcc28d7d6b,14.6413,1.0,4.59978,1.74,47.1,10.3,133.4,1.2
Pdd1f325a63,4.15921,2.2,2.12592,0.83,72.6,10.1,109.9,3.0
Pdd2dc8d5b8,7.22475,1.5,8.47197,1.48,78.1,24.8,123.4,1.4
Pdd324c8c3a,5.65724,1.7,0.991035,-0.82,79.4,10.8,104.8,-0.4
Pdd3a369707,2.35184,2.4,0.650003,0.48,74.9,21.1,95.4,-0.2
Pdd3e192436,5.89803,1.7,5.65039,-4.08,93.4,9.7,118.3,0.2
Pdd4e0d785b,-3.76427,2.7,-2.5309,-2.92,42.5,13.0,88.9,-2.0
Pdd79d6ef7f,2.82709,1.2,2.41673,-1.44,78.5,6.4,104.9,1.6
Pdd8eeaed18,2.72212,1.5,0.888785,3.29,72.6,8.8,107.8,0.0
Pdda2ebeb84,7.54678,2.8,4.57642,3.49,77.9,15.6,115.9,-0.4
Pdda77ad869,6.37595,1.1,2.21442,1.73,72.4,8.6,118.7,-2.9
Pddcf4609af,8.14246,2.0,4.62703,0.43,91.3,25.6,111.8,0.5
Pde1bad3875,4.1284,1.8,3.47394,0.84,78.4,12.4,114.0,0.3
Pde25a111c0,5.39379,0.8,1.35637,-4.62,69.7,7.5,100.5,-0.2
Pde91f9542b,4.41951,1.0,3.35888,-2.14,87.6,41.8,103.5,2.0
Pdeabbe5993,4.36635,1.8,2.17293,-2.4,85.0,32.0,102.6,2.2
Pded0fedf79,5.90375,2.6,5.34432,-2.77,86.3,43.8,122.4,-0.6
Pdee21247bb,1.05564,1.3,4.90383,3.94,91.2,12.7,124.0,-0.9
Pdf5a3388b3,0.92977,1.0,-0.853276,2.03,48.3,7.3,101.7,-0.7
Pdf653f9244,9.42844,2.4,4.34894,0.7,63.8,7.7,124.8,-1.4
Pdfe2a49906,12.7072,1.6,7.90457,0.3,76.3,12.2,126.8,0.7
Pdff50197cb,8.10829,2.1,6.47287,5.49,88.2,15.5,132.6,-0.5
Pe000f38dce,4.00971,0.6,1.52586,9.23,35.7,5.3,115.8,-0.4
Pe00e8a81b3,11.0551,3.6,7.13509,3.35,75.0,39.9,122.7,0.1
Pe03992058c,6.89174,0.9,-0.641078,-6.24,85.5,6.0,100.0,-1.5
Pe05466ea0a,4.17335,1.9,0.61759,-1.89,60.6,8.0,111.5,-1.7
Pe0ab16a2ed,7.08664,2.7,2.38822,-1.19,96.5,27.6,111.4,-0.5
Pe0ad9b9ce5,7.75084,1.5,4.37262,-2.32,68.9,17.9,112.3,1.3
Pe0b660d280,6.42978,1.3,1.68268,-3.13,82.6,7.0,109.5,-1.9
Pe0da967ad1,5.83871,2.3,3.79126,0.9,83.3,9.2,111.5,0.4
Pe0ef621774,2.22027,2.0,1.73107,0.35,68.7,9.0,108.4,0.2
Pe0f4e51abf,7.96381,1.0,3.4706,-2.07,63.2,9.2,120.4,-2.2
Pe10b161d55,4.56759,1.4,5.88501,-4.36,63.9,12.6,116.5,0.6
Pe1228b6b2c,7.42783,1.4,4.66583,-0.87,82.8,13.7,108.5,0.0
Pe1411c667e,8.59228,1.6,5.50626,-3.62,69.6,11.0,119.1,-1.2
Pe19880ee92,8.37681,1.8,3.611,-1.04,63.6,20.2,116.3,0.0
Pe1b87bba68,9.46565,1.6,4.07898,0.84,82.0,11.9,128.3,-1.5
Pe204bd6fa0,4.77066,1.0,2.93545,1.26,87.8,16.2,120.4,2.3
Pe21e6b7c7b,4.15296,1.9,1.12717,-0.01,71.1,13.7,112.7,0.4
Pe22f69b7a0,9.53525,1.1,5.89693,-1.66,86.2,14.6,117.1,-1.5
Pe237a28a37,5.23856,1.7,2.87745,-5.83,78.8,5.1,112.0,0.7
Pe275ca2256,5.52789,0.9,4.64744,-1.58,77.5,17.0,119.6,0.1
Pe28113186c,2.7779,1.3,5.8662,0.26,82.2,7.7,114.8,0.1
Pe2d0a4cddd,7.52804,3.2,2.36951,-1.11,75.3,26.5,102.0,-0.6
Pe2eac4ddf4,11.2441,1.6,2.04373,0.08,68.5,15.3,107.6,-0.5
Pe2f97b33d4,3.60943,1.4,2.16436,-1.86,66.2,6.3,113.3,0.9
Pe356195976,3.05001,2.0,0.839082,-5.34,63.6,5.6,97.2,0.6
Pe3864f9800,9.81976,2.3,4.09757,0.1,63.6,7.8,122.1,0.2
Pe39c876df8,9.41684,3.6,6.78709,-0.06,94.5,25.7,110.3,1.3
Pe3c0fc5a9e,8.67916,2.8,3.72746,-0.84,50.1,8.9,105.5,-2.3
Pe3d286e6c8,9.22178,2.3,6.7561,1.83,80.4,22.3,124.0,-0.1
Pe40a7b9665,6.65323,0.6,6.0394,4.33,82.6,8.9,126.4,0.6
Pe46a376580,6.24319,1.2,4.90461,3.52,88.4,6.6,127.3,-0.6
Pe54f989cc8,4.96091,1.5,4.20958,2.42,85.6,10.0,114.0,0.0
Pe56ae9c7aa,8.78383,3.0,4.39907,-0.5,78.4,19.6,105.5,0.7
Pe581c6d22f,5.96423,2.8,0.532664,-0.43,37.4,17.8,95.7,1.1
Pe6009787c4,10.3634,2.1,4.1881,-1.12,72.4,2.0,122.9,0.5
Pe60cc64195,8.0346,1.8,3.88257,2.3,85.3,10.6,121.6,0.4
Pe661d7acde,4.37862,1.5,0.582961,-1.11,83.5,9.0,97.5,-0.3
Pe666c9e1f4,5.76395,2.3,4.89462,4.03,87.2,12.6,114.3,-0.6
Pe6a7666c97,8.16509,2.9,3.60885,2.23,79.1,8.9,107.2,0.9
Pe6bde91a1f,4.72201,1.6,0.990538,1.89,79.9,4.0,117.7,-0.2
Pe6c95cf044,8.41911,2.5,4.27899,3.47,84.7,7.3,131.4,-1.1
Pe6c9de6d86,7.05143,4.4,3.30828,-10.18,5.4,7.2,108.1,-3.8
Pe6ceea2b5e,5.3898,1.0,0.312782,0.51,80.6,3.2,112.8,-1.9
Pe6fe5c747b,8.08746,2.1,1.34825,-2.51,44.6,1.6,125.9,-1.3
Pe71646e585,6.57589,3.1,3.76956,-2.22,89.5,20.9,103.7,1.1
Pe728a39ea0,4.82129,2.4,1.83086,-1.62,48.0,12.0,99.4,1.6
Pe7315ec2ca,5.10208,4.0,3.53629,1.99,74.2,17.0,118.9,0.1
Pe75e4da903,-0.638224,1.5,0.465899,-4.21,75.7,5.7,99.9,0.4
Pe77b8e73a4,5.69636,3.5,-0.586934,4.43,88.5,26.6,100.9,-0.4
Pe79f6d1bdb,9.79743,2.9,9.36897,-2.4,86.3,45.8,121.0,-0.7
Pe7ad570728,8.35137,1.1,4.64618,0.42,74.1,14.8,118.1,-0.3
Pe7bcbcc1c2,7.95199,2.2,6.81751,3.15,51.2,11.5,142.0,-1.2
Pe7f5f31a46,9.41046,1.8,3.77911,-0.28,72.6,9.6,117.2,0.6
Pe82bc0553e,0.541923,1.2,-1.34856,-6.56,65.6,2.5,93.7,-0.9
Pe896f378ca,1.60694,1.9,2.40648,0.53,84.7,16.0,110.7,2.2
Pe8dc26218f,6.68477,1.7,4.91057,2.39,84.2,12.2,120.3,0.1
Pe8e75a6d90,6.99892,2.0,5.46098,-1.61,91.8,28.6,109.8,1.4
Pe8ffde2213,9.75118,2.6,6.41087,-0.04,87.1,8.1,125.8,-0.9
Pe966e23e9c,6.05622,1.5,5.74691,0.47,85.8,15.0,118.1,-0.9
Pe9bc98eac8,-1.33726,1.9,-1.57002,-7.07,46.4,4.1,99.7,1.0
Pea59b43adb,6.23896,2.0,1.9666,-6.81,66.3,3.6,103.1,-0.1
Pea73008ab4,6.86961,0.9,5.28977,-4.59,91.2,6.5,115.5,-1.2
Pea7725adea,5.94051,3.1,4.36219,-0.59,93.7,34.0,109.0,0.8
Peae8be2d88,-1.05715,1.6,-1.38101,-1.99,87.5,17.0,90.5,-1.4
Peaf1686cc0,4.3124,0.6,-1.44363,-4.76,60.0,2.7,98.4,-0.3
Peb1d9a0135,8.84257,2.9,3.75862,3.46,88.3,21.1,116.4,1.0
Peb3b7288c1,4.73974,2.2,1.77111,-6.49,74.4,9.9,109.2,-0.4
Peb77360d78,10.9239,2.3,7.56833,-0.85,83.4,10.8,126.5,0.4
Peb88f22502,8.27546,2.3,3.36635,-7.93,92.1,11.3,107.3,-0.2
