pid,tcfs_bpm,tcfs_stl_per,tcfs_obpm,tcfs_d_ts,tcfs_minper,tcfs_ast_per,tcfs_ortg,tcfs_d_usg
P5ed74be24f,5.86318,3.9,3.76034,1.85,79.7,26.8,103.2,-0.8
P5f07dfebd6,6.28172,1.9,7.04019,0.52,75.7,24.9,114.2,0.7
P5f230da818,4.12331,1.1,3.49636,0.14,87.6,8.3,112.0,-0.7
P5f3e1d9a7e,5.89457,2.1,6.23228,-1.5,89.4,27.0,117.4,1.0
P5f6276e4dd,7.09202,4.1,4.42871,6.49,82.6,14.2,119.1,-0.3
P5f9ce00466,2.62138,2.0,1.31104,-5.39,74.6,28.0,96.9,-0.5
P5fd682a91b,4.33674,2.9,3.02161,-0.2,94.0,9.5,110.3,0.4
P5fdfb73e8f,0.855365,0.8,1.16629,-1.26,62.2,5.8,96.8,-0.7
P5fe334203a,9.71708,3.1,6.1769,2.09,84.2,19.4,122.8,1.8
P60425a0c89,8.90012,1.8,4.40056,1.39,77.8,11.3,113.7,0.3
P606c98790a,8.48696,3.1,6.50878,1.28,85.2,26.9,115.5,0.7
P607c704c53,5.09118,0.9,5.81865,-1.63,92.1,6.8,110.5,0.3
P608846acfb,0.651226,0.3,0.743694,-1.64,65.5,3.3,107.6,0.0
P60da7b4537,8.5076,0.9,6.67407,-5.0,81.1,12.8,115.7,0.3
P60e6add6f8,4.6199,0.7,4.18189,2.39,87.0,11.6,111.6,1.7
P6142a39d2b,3.54325,1.2,-0.732267,0.87,82.5,6.1,99.9,-0.8
P6146f5260f,6.17634,0.7,2.08211,-2.99,64.6,9.2,108.3,-0.1
P6187cee451,4.20371,1.6,5.06019,-2.33,65.3,10.0,107.5,1.3
P61afdc25a4,5.07311,2.0,2.02944,0.33,73.2,18.6,101.3,0.4
P61d8f8df57,5.63395,3.3,3.47773,-0.19,73.8,14.5,105.9,-1.1
P61e8cd7d80,5.57818,1.5,1.73518,-0.2,81.8,15.8,102.8,-1.3
P620501ed0d,5.95415,1.0,1.97424,-3.08,81.5,13.2,115.9,0.7
P621ab8f1c3,2.67364,2.7,2.41091,0.27,88.5,17.3,99.7,-1.2
P622332ff90,8.90265,3.1,8.87609,2.5,92.7,31.8,129.1,-0.4
P6232d5a44f,10.5595,2.1,4.05397,-0.07,70.6,8.6,116.7,-0.7
P624b2b5afe,4.78897,1.9,2.55899,1.3,88.2,21.3,100.1,0.5
P6258e82584,12.9505,3.5,10.9828,0.03,90.3,37.3,121.2,1.2
P629d2ef8de,4.29855,1.6,1.42254,0.47,85.0,4.2,109.8,0.1
P63014948f5,10.5965,2.1,7.16827,-0.6,83.8,21.8,119.2,-0.1
P63236d3a70,6.83674,1.6,6.37053,2.53,88.1,11.3,124.6,0.2
P6336d0d324,3.51937,2.3,2.265,0.03,96.0,35.4,94.8,0.0
P6354170b78,,,,,,,,
P6358a22feb,4.27679,1.0,3.46003,-0.87,90.6,12.6,109.3,0.6
P63a2ab1a2a,7.68225,1.5,5.26271,-0.67,74.9,19.3,115.7,2.1
P63f00af37c,8.08785,1.7,4.17307,2.69,95.9,9.6,122.3,-0.8
P641ed83c9a,5.83292,2.1,6.39593,4.55,86.2,25.0,116.0,0.9
P64210277c7,2.35207,1.7,0.565329,3.45,44.3,4.9,108.2,-2.1
P64527f643b,3.34207,1.5,1.13105,0.12,85.9,11.7,114.2,0.5
P645a205457,1.55867,0.7,0.68724,-3.52,59.9,5.7,114.6,-0.2
P648e1b1924,7.30616,2.3,4.95219,2.8,77.3,6.4,120.1,0.5
P64a44986ea,8.00093,2.3,4.48871,2.03,72.1,27.4,119.0,0.4
P64a7a54879,4.40511,2.5,0.27109,-1.52,82.2,13.1,93.9,-0.7
P64f9a357ca,8.49032,1.0,5.57809,0.45,86.2,14.3,124.8,-0.5
P64fe10bf34,-0.846609,1.6,-0.587928,-0.97,70.3,21.1,101.7,0.2
P6514225148,6.70218,2.1,5.64411,2.91,77.4,9.2,120.9,-0.3
P6521ad0003,2.95742,2.8,1.55447,-4.08,86.7,10.5,97.7,0.1
P655613d84a,-2.79566,1.0,-2.24559,-4.81,77.1,16.2,92.7,0.2
P659829b9e5,0.678316,2.8,-0.409289,-0.55,77.7,12.4,100.5,-0.6
P659b205e3c,-3.90784,1.4,-1.10637,-3.63,83.4,10.8,94.5,1.0
P65cc7bdb71,-1.07285,1.3,-1.37056,-1.06,63.0,7.4,96.5,2.0
P65d56567c7,2.78751,1.1,-2.56869,-4.07,60.1,8.3,93.1,-0.1
P65f2080ef4,4.72624,0.8,3.86384,4.06,40.4,11.3,118.4,1.2
P66484e16cb,8.85018,2.2,6.74194,-1.1,84.8,8.3,124.8,0.5
P664a2ede66,10.0907,1.5,6.09212,5.15,81.9,10.3,123.3,-1.1
P665ee60687,1.19992,1.8,-0.006219,-3.56,84.2,23.3,87.1,0.6
P6675265e20,8.28824,4.4,5.00171,10.16,38.4,10.0,126.1,-1.9
P6680e3073f,1.9436,1.5,-1.05901,1.5,53.4,4.8,94.4,-1.8
P6696ac3d31,0.0353503,1.8,-0.917207,1.02,94.4,21.4,96.1,0.1
P6786e0dd88,8.06661,1.5,3.9322,-1.44,83.0,12.6,114.7,0.9
P679974836f,7.62464,1.7,4.96785,-1.66,63.5,13.5,124.7,1.1
P67a293c7ae,2.15485,1.5,2.98325,1.9,90.5,18.3,107.0,-0.5
P67cf99c3eb,10.9728,2.6,8.90504,0.23,88.6,32.7,115.0,0.6
P67e5a8f825,8.603,2.0,5.15272,-3.89,91.5,19.2,115.7,-1.3
P67ee7c4408,7.71123,3.1,4.23813,1.5,86.8,19.9,109.7,0.3
P684bfaf734,-1.56046,1.4,-2.83281,-6.74,42.1,7.7,86.2,0.0
P6876f611cb,10.5491,3.0,5.345,6.19,70.7,21.4,121.6,-1.0
P688b157768,7.93804,1.0,4.21973,1.67,71.1,3.6,121.7,-1.5
P68a89b7756,4.37279,3.5,1.83244,2.6,69.2,25.4,104.9,0.3
P694212af03,4.19282,2.4,3.49732,-1.94,84.8,42.2,118.0,0.5
P69549f38f2,6.57385,2.6,2.54795,-7.03,53.8,4.1,107.6,0.9
P69e13b90fc,5.01555,1.0,4.12928,-4.98,90.8,9.7,104.6,0.6
P69f4c7679c,10.3108,2.8,7.90132,1.6,88.3,28.2,123.1,0.3
P6a23d47737,9.59868,3.7,6.36307,1.55,84.0,15.8,113.8,-0.3
P6a3fce0af3,2.52748,1.7,1.05326,0.35,80.4,9.6,102.5,0.3
P6a5ab4372a,-2.69923,2.7,-0.0892896,0.93,83.5,17.9,95.1,-2.5
P6a5f6ac2d8,1.9691,1.4,-0.139485,-3.21,43.3,7.1,101.7,0.6
P6a7cb1d3a8,4.78684,1.9,4.49155,-1.66,66.3,15.4,105.4,-0.2
P6ab3598ab0,4.59385,1.2,6.64825,5.88,93.3,22.2,121.4,0.8
P6b4a74f110,6.5713,2.3,3.79661,-0.17,85.2,17.3,112.2,0.3
P6b997b8b4f,-0.172663,2.4,0.600288,-4.24,6.3,3.9,95.5,-1.3
P6bb68789bc,5.75978,2.0,5.30446,-1.14,74.7,21.9,115.7,-0.6
P6bc657fff3,3.50762,1.1,1.51071,-2.16,75.2,10.9,106.9,0.9
P6c19d2b0fb,5.08384,3.1,2.22595,0.68,61.0,13.1,109.3,-0.5
P6c257fc7cf,9.24692,0.8,2.82593,2.84,54.9,12.1,120.2,-0.4
P6c859977a5,4.91139,1.9,5.71301,-1.24,92.6,18.9,113.6,-1.1
P6ce9cb925d,8.45762,2.4,1.91606,-2.78,76.8,5.9,113.1,-1.3
P6cee28a4f3,2.84896,1.6,3.18253,-1.82,89.2,20.5,106.5,-0.4
P6d3980e9f0,1.65497,0.4,-0.625712,-6.78,21.8,8.2,92.0,-2.4
P6d4d3ba13b,9.21653,1.6,8.70957,3.11,83.9,8.7,129.7,-0.9
P6d59a1d0fb,5.10285,2.9,6.1007,2.69,70.2,23.1,116.0,-0.1
P6e0353adf2,-0.0550639,1.7,3.50641,1.69,85.3,15.9,114.5,-0.6
P6e49424689,4.29725,2.0,1.11946,-1.53,81.8,19.2,98.7,0.5
P6e67770ba5,7.69515,2.0,2.46588,-7.77,72.7,20.4,112.5,0.2
P6e7d02b021,12.819,3.5,9.09546,1.02,87.9,31.5,130.0,0.9
P6f1d3c64d2,6.14329,2.9,2.9254,-3.16,88.3,25.3,102.9,0.9
P6f23e4dd26,5.93124,1.2,4.27064,-0.12,77.7,14.0,112.9,0.6
P6f36cd1fed,6.75528,1.8,5.84168,3.21,94.6,12.1,123.9,0.5
P6f3f385e9b,3.81843,2.5,-0.0851028,-3.47,44.1,12.5,105.9,-3.2
P6f43cf2ee3,6.58719,2.2,4.11307,0.13,60.4,27.7,110.2,-0.4
P6f658be6bb,6.65819,1.9,1.87242,-2.5,39.3,5.8,108.7,0.1
P6f92e02de4,3.72147,2.1,2.07225,2.51,88.9,16.8,104.1,-0.7
P6f990ff013,12.2549,1.7,5.36222,-0.74,74.0,15.5,118.1,0.6
P6fd4123c4d,9.35985,1.0,8.39701,0.06,81.2,14.8,123.1,0.8
P6ff85cb7e1,3.40027,1.8,0.612578,-2.58,64.6,8.4,101.4,0.9
P701bdb09e4,5.55694,3.2,0.589507,-0.88,51.6,5.2,100.1,-3.3
P704ac3a95d,2.03626,1.6,2.99271,-3.3,58.1,2.6,116.5,1.6
P705a98169f,4.41805,2.5,4.2577,0.02,98.4,5.0,114.8,1.3
P7072c546bd,7.55346,3.5,4.31738,-0.42,85.3,10.1,108.2,-1.9
P7075ac01b8,7.43789,2.9,6.84477,-2.88,73.8,16.1,121.6,0.8
P70aaa5fb09,7.54168,4.2,0.432103,-2.11,76.0,6.7,93.9,-1.3
P70f8b46029,1.52477,1.8,0.154655,0.86,57.7,14.0,105.2,3.2
P70fa3dc827,4.43471,1.6,3.31027,3.69,80.8,7.4,110.8,0.7
P70fd4037fb,9.1215,2.2,8.18282,3.17,84.4,26.0,133.8,0.5
P70fe638043,8.8222,1.9,10.5065,-0.19,92.2,24.9,121.3,0.9
P711641b36d,3.80739,0.7,0.815143,2.45,64.7,5.1,110.0,0.8
P71399e9935,4.61485,2.6,0.819864,-0.9,78.2,19.9,100.9,0.5
P714602a9aa,4.41901,1.4,3.32716,-0.34,84.9,12.8,105.4,0.1
P716f6175e4,6.43077,2.5,4.64402,-0.37,88.2,29.3,111.0,-0.2
P719eb17c3d,4.35799,1.1,1.23323,-2.1,68.8,6.3,108.5,0.5
P71a175d36d,,,,,,,,
P71b16faf7a,8.03144,1.0,7.60781,0.34,88.5,13.2,127.5,0.6
P71e4b2b4d3,2.23691,1.7,2.56295,-3.78,91.7,19.1,102.2,1.2
P71e4e7122a,1.91824,1.2,2.5569,0.38,78.6,14.1,105.4,1.8
P72048f0a4a,4.38809,2.0,3.19491,0.69,65.5,16.0,110.7,-1.3
P721d8fa8f9,2.05144,2.0,0.463955,1.23,65.1,23.1,96.4,-0.2
P722aa856f7,9.66533,2.6,6.92474,0.53,81.1,8.4,122.7,2.0
P7235c3ea4e,9.20251,2.1,5.77989,2.38,88.4,7.8,128.2,0.9
P7271485ede,6.07755,2.3,3.84766,2.93,82.4,18.2,112.1,1.8
P727c27e864,-4.35508,1.1,-2.03659,-0.7,42.6,15.4,93.2,0.8
P72c5e8d0fa,-2.48838,1.7,-3.14243,-1.59,49.7,4.6,90.9,-0.1
P72ce5af049,1.60546,3.0,0.101803,-12.92,41.0,10.3,93.7,-1.0
P72ec1785e5,6.96799,2.1,6.31813,0.13,88.1,41.0,116.5,0.1
P72f09d9c22,5.7469,1.9,0.657597,-4.01,70.5,9.0,97.8,-1.1
P7312c1c32d,5.4541,2.6,3.31981,5.94,79.6,8.5,123.7,-1.9
P7329b5e7c4,4.25791,1.2,3.38042,-2.55,84.1,15.5,116.6,0.3
P732be498cd,6.89847,2.4,6.25891,3.58,80.9,29.7,114.9,-0.5
P737b0588be,7.73229,1.6,3.58001,-1.49,75.4,23.9,104.9,0.8
P73a117bd09,9.01973,4.5,4.58866,9.44,32.8,11.9,125.5,-1.7
P73b9dbd92b,0.613316,1.3,1.32705,1.61,71.7,7.7,103.8,0.1
P73cc673745,8.74662,2.0,3.70041,2.3,83.9,16.4,122.4,0.2
P74240d498b,3.21881,1.8,5.80459,1.81,54.0,27.5,115.6,0.7
P74435b1e45,5.17156,1.7,3.62099,-0.45,93.7,21.0,107.8,0.6
P749792a28d,9.88006,1.7,6.29788,2.86,80.9,20.5,118.3,0.0
P74a501a7bb,4.43319,2.3,3.51125,-4.18,88.0,21.0,102.0,0.4
P74ab2a2c37,7.10145,1.3,4.5288,4.28,84.4,7.4,122.2,0.5
P74d19df6a2,5.98339,1.2,3.27116,-0.44,71.8,10.1,109.5,1.7
P750617fadd,-0.147554,1.5,0.281213,-0.98,38.2,12.1,99.3,1.7
P75527a2d8c,2.33901,1.8,1.84568,-0.96,80.3,16.8,103.8,0.4
P75585aef52,4.24777,1.0,1.51151,-2.53,76.4,10.4,111.9,-0.9
P7570f82c10,4.88247,1.7,4.09094,-3.05,54.7,14.6,108.4,0.1
P7572949d92,6.9928,1.3,3.32499,0.61,79.4,11.6,128.3,-1.1
P7589e6b4d5,5.9815,1.5,6.93684,-2.12,86.6,29.2,117.9,0.9
P75990d7854,3.86857,3.2,3.38551,1.35,82.7,29.7,108.3,-2.1
P75b2e5cfed,4.81567,1.5,5.49492,4.18,93.5,31.1,119.7,0.4
P762dcd7f87,1.19375,1.3,2.42755,-0.61,84.2,13.7,104.0,-1.1
P7632bd626c,,,,,,,,
P7697c4ecb8,5.41012,2.3,2.63405,-0.04,69.9,22.3,104.7,-1.3
P7699b7f669,6.95278,1.9,4.04992,-2.35,66.4,14.5,112.7,-0.8
P76d288c08d,4.84169,2.4,3.5585,-0.17,64.5,6.7,108.1,-1.1
P76ebdc8d77,8.58842,2.7,6.91042,2.77,77.9,29.5,126.7,1.6
P76f8234113,8.67707,3.6,3.7927,-3.83,48.5,14.0,110.7,1.2
P770d276313,-0.236,1.2,2.96863,2.36,33.8,5.7,112.1,1.6
P7719d3d89b,4.96031,2.1,3.97637,5.65,68.6,22.8,110.6,-0.9
P7758d7472f,-6.91832,1.4,-7.86554,1.61,26.5,2.1,79.9,-2.4
P77f7109f5b,3.515,0.7,4.99321,-0.11,77.9,19.9,105.0,0.7
P780225999f,11.4901,2.3,6.1416,-0.43,80.5,19.9,113.0,-0.3
P798e5b71ce,9.73092,2.7,6.02047,2.34,88.3,20.0,118.4,0.6
P79c8ced5ce,12.0418,0.6,6.57009,0.58,43.7,9.4,122.7,2.8
P79f9e777a1,7.72115,0.9,6.95214,-1.97,77.4,17.8,120.2,0.7
P7a82e40751,7.30462,2.7,5.51095,-2.5,91.1,19.5,111.3,-0.6
P7a85c71bc1,7.56173,2.9,4.16223,3.31,71.6,6.9,122.6,0.8
P7a95b991f4,7.44712,1.5,5.52979,2.53,78.3,13.8,119.3,2.3
P7ab7e9a49e,4.00543,2.0,2.07882,2.1,87.6,15.9,112.2,-1.1
P7b8c6b66e0,13.4919,4.2,10.915,2.96,77.4,40.1,125.9,-1.2
P7b91fe948e,5.81857,1.2,5.54841,-1.37,90.0,20.7,111.8,-0.6
P7ba2fa977b,,,,,,,,
P7bf5b1ca03,6.54622,2.2,2.02862,0.55,67.1,11.4,111.4,1.3
P7c1c1e7eac,4.12016,0.5,-1.19349,-7.65,53.8,6.5,91.8,-0.4
P7c241c8e95,-3.3461,2.5,-1.21324,-0.12,48.1,20.8,99.9,0.2
P7c29e11a29,6.83916,1.3,4.01361,0.17,81.9,18.6,114.0,-0.6
P7c2cc1d590,7.96601,2.1,6.77468,0.01,86.0,16.5,127.8,0.7
P7c4530d600,8.10185,0.7,1.93123,-1.46,78.4,12.2,107.2,-0.2
P7c5888ec9d,11.3674,2.7,6.54996,-1.02,75.4,11.4,117.7,0.1
P7c5fe0ebd3,-2.86176,2.8,-7.06718,-15.48,5.8,7.7,60.1,-4.2
P7c732b276f,5.19038,1.5,0.514423,3.76,76.3,27.4,106.8,1.0
P7c761dbe92,7.35918,2.5,-1.11351,1.48,55.9,4.0,96.5,-0.5
P7c81e9aca5,0.835127,1.4,-1.46736,-0.6,85.8,7.8,95.5,1.9
P7d0e11d7f1,3.21131,1.6,4.02977,0.74,69.1,12.1,114.6,0.4
P7d184fd756,3.35278,1.6,3.60977,0.43,80.5,16.8,106.7,1.3
P7d1e9516ee,-3.69562,1.0,0.875456,-0.04,70.1,10.5,99.7,1.2
P7d77f683c0,6.82964,0.7,6.02946,-0.34,58.1,11.5,121.2,1.4
P7df7e92bd1,-8.71154,0.8,-5.86807,-9.09,18.0,5.7,77.2,-2.0
P7dfb5a7395,1.68353,2.7,0.02606,1.72,81.9,14.8,111.0,-0.3
P7e57b76eb8,1.82412,1.8,1.25783,2.57,68.7,3.7,106.8,0.7
P7e584efe40,12.2198,2.0,3.90624,-1.35,67.5,5.1,120.1,-0.4
P7e5e28e6b3,7.24581,1.6,2.13879,-4.0,60.0,4.3,104.2,0.0
P7ef2b1cf05,6.70429,1.3,1.00824,3.17,65.0,9.3,109.7,0.5
P7f14bdd3aa,5.52772,2.2,2.68873,-1.52,74.0,11.2,105.2,-1.1
P7f1d080745,8.42385,3.9,5.91244,2.76,91.4,34.6,112.7,-1.6
P7f3328bd09,5.7167,1.7,4.41108,-1.89,82.5,39.9,104.0,0.3
P7f86ce09cc,4.69227,2.6,2.40317,-3.6,62.0,21.1,103.1,0.6
P7fd9e8becb,4.43748,2.1,-1.23263,4.71,43.9,3.6,107.1,-1.3
P7ff4af5e7c,3.56133,1.2,2.59866,2.15,92.4,13.0,114.6,-0.6
P8030960284,2.06164,1.6,4.46789,0.65,88.4,18.9,114.7,-0.3
P8048267828,7.5251,2.0,5.88327,-4.73,78.9,25.6,114.9,0.9
P804e0e2e1c,2.01086,1.7,2.51551,0.22,91.3,7.2,114.8,-0.7
P809c73ddd0,5.08174,3.9,1.46374,0.93,66.8,12.7,99.5,0.4
P80e599186b,0.253679,0.9,0.832806,-2.68,87.2,26.9,92.7,0.9
P80eaeaa85d,9.53903,3.3,5.36946,-2.16,76.8,15.1,113.1,-0.7
P80ec619552,5.01384,2.9,2.57862,-0.84,75.2,7.0,113.4,-0.7
P80ff3b7db7,6.415,1.7,2.86288,-1.52,72.2,15.5,113.4,2.3
P8147190bb3,0.842114,1.4,-0.520626,-1.9,61.6,10.5,103.2,0.0
P815e63680a,0.279427,1.2,2.40337,-1.97,87.4,34.3,104.1,0.8
P816913601a,9.59663,2.9,3.32835,-0.37,61.0,10.3,118.8,-1.2
P81fe4dcd33,6.85285,1.7,7.1884,-1.65,72.7,26.7,121.6,-0.5
P8209ad6040,7.80072,1.6,4.05538,1.07,56.6,3.0,118.8,-0.3
P821b19c2a1,6.57966,2.9,0.912904,-3.15,69.9,29.4,102.3,-0.1
P82887a653c,3.10628,1.5,4.24881,-1.03,93.9,12.2,110.7,-0.4
P82bbff96e6,6.90144,2.8,4.75988,0.33,92.3,17.9,109.2,0.0
P82dc635a40,11.7564,4.2,8.77031,4.64,79.6,28.5,120.5,0.0
P82dd1ca59f,8.36062,3.4,2.71446,-3.3,83.1,29.1,99.4,1.1
P82e84aa110,8.33658,1.4,5.38185,-4.6,83.5,30.3,111.3,1.5
P82f3368572,7.28671,2.1,1.28631,3.37,72.2,20.1,109.5,-1.7
P830611c613,4.80959,1.4,-3.15601,-0.37,71.0,1.4,101.6,0.0
P831df49905,5.52437,3.5,3.26143,-0.26,89.0,13.1,105.6,1.2
P832ba46d69,8.04347,2.0,6.83945,0.23,78.2,10.6,123.2,0.9
P836329e077,-3.79657,1.4,-3.74714,2.31,52.3,13.6,86.7,1.5
P8379cd574e,4.50607,1.8,2.54517,0.58,65.4,9.8,113.9,1.1
P838aeb9cb6,1.70772,1.3,1.76352,-0.23,84.1,25.4,101.2,-0.6
P83b3d780d7,9.12475,2.5,5.10035,-1.82,80.6,8.0,112.8,0.3
P83de6de3ec,10.7666,4.6,6.88084,3.1,74.0,31.1,115.6,-1.0
P83f630794b,7.18564,3.2,2.69657,-3.69,72.7,23.9,95.9,1.1
P83fd4822e5,8.63228,3.5,5.60714,-8.98,50.8,10.2,110.0,3.4
P84101ffd6c,9.4075,2.3,5.10102,-1.68,77.1,9.6,116.3,1.2
P846172a369,8.97188,1.1,6.26212,1.05,82.2,13.5,122.6,0.0
P8482acfde2,6.56899,1.7,6.02535,0.46,83.7,19.2,112.6,0.6
P848f12bb0d,0.111512,0.9,3.12968,-0.11,44.2,34.4,100.1,-1.9
P84a6c851a9,-2.04755,1.8,-3.43984,-6.04,75.3,7.1,85.0,0.9
P84b2e1b413,3.06723,0.5,0.453803,1.09,83.2,9.0,105.7,0.9
P84b7d3abc9,-0.892169,2.2,-0.855805,-3.69,56.7,3.1,96.7,0.3
P84dee8d837,9.68226,1.6,1.93878,-1.84,56.6,5.3,105.2,-0.9
P84e9dcbb3e,10.1926,3.1,2.01731,1.25,68.3,13.4,111.4,-1.2
P84f7cbd5a8,5.01084,0.7,4.41472,-2.77,77.4,7.4,123.0,0.5
P85135a294f,8.40122,2.3,6.32245,1.06,90.8,12.3,123.3,0.5
P8534216773,5.98975,2.2,6.94415,0.34,84.3,30.3,114.3,-0.3
P854bff0ae3,12.7644,2.6,2.01209,2.93,51.4,8.6,107.9,-0.8
P855a9cc2ba,4.23738,3.2,-1.06262,-5.2,46.3,21.5,89.0,0.3
P85abb7e5de,11.2416,2.3,3.45523,9.81,58.9,5.3,136.6,-0.3
P85b734a34a,4.32592,1.4,4.33086,-2.36,82.9,23.2,105.7,-0.8
P85b94bf602,5.43808,1.4,3.08908,-0.51,55.8,29.3,101.0,1.6
P85bbbd5241,7.26748,2.2,4.8107,2.89,76.4,10.1,118.0,-0.6
P85fbcb1dce,8.486,2.0,2.08552,0.01,85.3,13.7,116.3,-1.6
P86042c98c9,11.2525,1.7,9.2566,1.03,87.1,27.2,129.7,2.0
P865ed42223,6.8709,2.8,5.18323,0.09,62.7,11.6,114.4,0.4
P866e6f90bf,3.82535,2.0,3.83947,1.24,62.6,7.9,107.3,-1.1
P86827217ed,6.32293,1.2,4.78935,-3.08,77.2,10.3,114.5,1.3
P8683784c59,-0.882444,2.8,0.408619,-1.6,84.2,5.5,114.0,0.3
P868c7d320b,2.13639,2.0,0.316748,-1.03,86.0,8.0,100.9,-1.0
P86aa3b2a5e,1.97899,1.6,4.07902,1.59,91.2,27.6,122.0,0.2
P86df290cda,11.8288,2.0,8.54247,-2.92,78.3,7.9,124.7,-0.5
P86ef73625c,1.99238,1.7,2.20546,-1.94,74.2,12.2,102.4,0.3
P86f7665380,9.42475,2.1,2.99967,4.23,72.0,3.8,114.6,-0.9
P871b04878c,5.68555,1.5,3.70077,3.35,79.1,9.9,106.8,-0.6
P87ada0d006,10.817,2.5,2.19247,4.73,49.4,7.8,115.4,0.8
P87c0df2ff6,5.17197,2.6,3.92233,2.56,81.4,12.7,113.5,0.7
P88064c1c05,13.8331,1.9,11.4583,1.37,71.0,44.3,128.5,-0.6
P88205fde52,7.09266,2.3,5.7071,-2.53,73.8,13.1,113.9,0.1
P8843180e2e,5.01753,2.8,3.98813,5.39,76.8,25.4,118.0,-0.6
P884d72cac4,5.51997,2.0,-0.460091,-1.02,63.4,5.3,103.3,0.3
P884e8ee6b6,3.98557,0.6,3.36296,-2.42,63.6,19.5,109.5,0.6
P8884c4fd03,7.59473,1.6,7.69893,0.5,87.9,25.0,126.4,-0.4
P88accb87c9,7.24671,0.6,4.66786,-0.72,74.9,8.3,115.7,0.4
P88b17e8559,7.07403,2.3,2.98726,-1.35,79.5,29.2,109.0,0.0
P88b9812a96,6.75116,2.1,1.23448,1.76,77.3,10.7,106.7,0.5
P88f4dbf943,9.47594,1.3,6.49571,-1.07,77.4,13.4,126.2,-0.5
P8926a62cc8,10.1181,1.3,3.29729,0.77,60.7,9.5,114.5,2.0
P8935abbbb4,7.60285,1.4,3.80303,-2.17,69.4,15.0,109.5,-0.5
P8943f8c99a,-16.6793,2.4,-15.5634,15.35,3.4,19.0,45.8,6.3
P8961a7643a,15.321,2.6,6.83801,0.53,51.6,11.7,138.7,-1.5
P89d1117940,3.55868,3.3,1.61465,-3.24,74.5,20.0,102.7,0.0
P89e5a35bc7,5.89535,1.6,1.7177,7.6,47.2,11.5,116.7,-2.1
P8a2034c01d,6.80007,2.0,3.38862,0.11,84.0,13.1,107.8,-0.4
P8a2a3c7c07,5.07252,1.5,1.81217,2.71,73.1,16.6,100.3,-1.3
P8a6c25e945,5.6277,1.5,1.70605,-1.99,62.5,6.7,99.0,-1.4
P8a6f0b4919,6.30437,1.9,2.78157,-1.69,70.8,11.8,113.0,-1.1
P8af3d1371a,3.76489,1.0,0.618029,1.62,67.9,13.8,111.6,-0.9
P8afd917a6c,7.2678,2.6,6.26136,-0.19,82.3,27.9,123.3,0.4
P8b23f27bc8,5.93237,1.9,2.74855,2.43,38.2,6.8,111.6,-1.9
P8b8dcb5659,8.61268,1.3,4.20272,1.79,44.0,8.3,123.8,-2.1
P8be99fecd0,-5.34889,1.4,-3.26791,3.84,15.0,11.6,91.9,-2.4
P8bea6ece5d,4.80412,1.6,3.58914,-2.86,72.6,11.6,109.5,0.9
P8c2c5e7b71,7.96645,0.7,1.7475,-2.6,73.3,10.5,101.6,-1.2
P8c383a7533,3.87559,0.5,2.202,-0.05,84.1,8.6,116.4,-0.3
P8c5417b762,12.0291,2.1,6.41664,-8.23,31.4,20.3,122.9,0.3
P8c68a86e22,-0.527851,1.6,-0.328831,-4.49,90.5,10.5,95.5,0.1
P8c6b1e4de6,4.84116,2.3,4.78897,-1.34,84.6,23.0,101.4,-0.6
P8c8d5105c2,7.32299,4.2,3.86904,0.06,72.7,32.8,101.6,0.1
P8cbd82dcf2,-3.3986,0.2,0.278016,0.65,86.8,7.6,112.0,-2.1
P8d0ea24592,5.69174,3.0,4.10184,1.01,87.5,16.6,114.1,0.3
P8d17fbd48e,5.3694,1.3,3.79934,-0.65,69.8,13.7,112.5,0.5
P8d3b3436aa,6.65305,1.1,7.04713,1.38,82.9,28.4,121.5,0.2
P8d3cc27d9f,7.75069,1.5,7.42961,-0.62,81.4,11.8,123.0,0.5
P8d411cb20c,3.30033,1.7,1.80654,-3.71,72.7,13.7,95.5,-2.3
P8d6369038a,8.50209,3.4,7.55909,-1.94,95.4,36.0,115.1,0.5
P8d6fb61ea0,3.71836,1.5,2.33459,-0.28,88.8,6.4,109.6,0.0
P8d79cd923c,7.97342,3.7,6.49579,3.27,85.0,39.3,105.2,2.1
P8db9055dd7,5.03579,1.2,5.12664,-3.63,90.2,22.0,112.6,0.4
P8df31bfe17,1.38527,1.6,0.633114,-0.29,65.6,4.4,104.0,-0.7
P8df71877a2,4.69611,1.3,1.88924,0.86,75.5,18.3,102.2,-1.2
P8e7fe9e7e9,4.55695,2.4,3.24938,-0.13,42.5,26.5,107.0,0.0
P8e900c2247,9.96653,0.7,3.2393,-0.99,63.6,12.1,113.3,1.7
P8e9f5cd10b,8.10679,3.2,3.94334,0.22,84.2,39.7,110.1,-0.1
P8ea6b00194,4.63192,0.4,0.475167,-2.01,77.5,6.0,111.3,-0.5
P8eb153b63d,8.2656,2.5,5.26708,8.75,42.9,13.0,117.8,-1.9
P8ec07e793f,2.54609,1.6,2.20525,0.54,73.9,22.5,102.0,0.2
P8ecb19c544,0.70568,1.4,-0.49574,-7.07,57.0,6.4,86.5,-1.8
P8eec131338,9.53587,2.8,6.78082,1.65,85.8,15.8,123.2,-0.6
P8fac339738,2.66641,0.7,-1.67962,-10.07,36.1,2.8,93.6,-1.7
P8ff779ec76,10.2965,2.1,1.1242,1.58,43.6,1.3,113.1,0.5
