25,,26,0.6,,Malachi Moreno,26,27,27,24,300,,"7'0""",C,"Georgetown, KY",Kentucky
26,-9,29,12.1,,Darius Adams,30,15,39,32,288,,"6'5""",SG,"La Porte, IN",Maryland
27,12,31,6.8,,Eric Reibe,23,26,36,38,281,,"7'0""",C,"Potomac, MD",Connecticut
28,61,31,22.5,,CJ Ingram,21,59,19,25,280,,"6'6""",SF,"Orlando, FL",Florida
29,new,NA,NA,,Alijah Arenas,13,,10,7,273,,"6'6""",SG,"Chatsworth, CA",USC
30,-10,34,3.1,,Sadiq White Jr,28,32,26,48,270,,"6'8""",PF,"Charlotte, NC",Syracuse
31,-8,36,5,,Niko Bundalo,35,30,40,37,262,,"6'11""",PF,"Hudson, OH",Mississippi
32,,36,8.3,,Kiyan Anthony,36,48,32,29,259,,"6'5""",SG,"Glen Head, NY",Syracuse
33,3,38,14,,Acaden Lewis,32,20,48,50,254,,"6'2""",PG,"Washington, DC",Villanova
34,7,38,6,,London Jemison,43,50,38,20,253,,"6'7""",PF,"Oakdale, CT",Alabama
35,5,39,2.9,,Kayden Mingo,39,39,34,45,247,,"6'1""",PG,"Glen Head, NY",Penn State
36,new,NA,NA,,Mouhamed Sylla,29,,17,18,239,,"6'10""",C,"Scottsdale, AZ",Georgia Tech
37,-2,42,13.1,,Xavion Staton,56,31,37,42,238,,"6'11""",C,"Ls Vegas, NV",BYU
38,-5,43,0.6,,Jamier Jones,44,43,43,40,234,,"6'6""",PF,"Orlando, FL",Providence
39,-1,43,7.6,,Davis Fogle,33,45,31,63,232,,"6'7""",SG,"Chandler, AZ",Gonzaga
40,3,43,22,,Jaden Toombs,34,70,30,39,231,,"6'9""",C,"Dallas, TX",SMU
41,4,49,19.7,,Alex Lloyd,37,73,41,44,209,,"6'3""",SG,"Fort Lauderdale, FL",Florida
42,-11,50,16.6,,Jacob Wilkins,54,35,68,43,204,,"6'7""",SF,"Loganville, GA",Georgia
43,14,51,6.1,,Derek Dixon,55,44,45,59,201,,"6'3""",PG-SG,"Washington, DC",North Carolina
43,-14,51,8.6,,Jerry Easter,45,34,51,73,201,,"6'5""",PG,"Branson, MO",USC
45,-17,52,14.5,,Davion Hannah,47,33,62,66,196,,"6'5""",SG,"Branson, MO",Alabama
46,-20,52,8.7,,Hudson Greer,41,46,58,64,195,,"6'6""",SF,"Montverde, FL",Creighton
47,-13,55,5,,Sebastian Williams-Adams,46,56,52,65,185,,"6'8""",PF,"Houston, TX",Auburn
48,5,57,33.2,,Tylis Jordan,92,28,75,34,175,,"6'9""",PF,"Snellville, GA",Mississippi
48,new,NA,NA,,Sebastian Wilkins,25,,47,56,175,,"6'8""",PF,"Canton, MA",Duke
50,5,58,12.1,,JJ Mandaquit,48,63,72,49,172,,"6'1""",PG,"Hurricane, UT",Washington
51,44,61,25.4,,Jamarion Batemon,75,92,42,33,162,,"6'3""",SG,"Milwaukee, WI",Iowa State
52,7,61,29.3,,Cam Ward,51,99,46,47,161,,"6'7""",PF,"Upper Marlboro, MD",Michigan State
53,-6,61,0.6,,Nyk Lewis,57,57,56,75,159,,"6'1""",PG,"Washington, DC",VCU
53,-4,61,16.5,,Joshua Lewis,64,37,67,77,159,,"6'6""",SF,"Tampa, FL",Louisana
55,17,62,15.7,,Jordan Scott,83,58,54,52,157,,6'7',SF,"Reston, VA",Michigan State
56,new,NA,NA,,Braydon Hawthorne,82,,33,35,153,,"6'8""",SF,"Huntington, WV",Kentucky
57,7,63,5,,Chance Mallory,65,61,55,72,151,,"5'9""",PG,"Charlottesville, VA",Virginia
58,8,65,3.2,,Keyshuan Tillery,52,51,57,98,146,,"6'0""",PG,"New Hampton, NH",Cincinnati
59,-3,NA,NA,,Kaden Magwood,40,60,59,,144,,"6'3""",PG-SG,"Charlotte, NC",Auburn
60,14,66,34.5,,Dante Allen,42,98,35,87,142,,"6'3""",PG,"Montverde, FL",Miami
60,new,NA,NA,,A'mare Bynum,63,,44,54,142,,"6'8""",C,"Omaha, NE",Ohio State
62,9,67,24.6,,Winters Grady,87,41,79,62,135,,"6'5""",SF,"Napa, CA",Michigan
63,-21,69,16.8,,John Clark,67,42,74,91,130,,"6'9""",C,"Branson, MO",Texas
64,6,NA,NA,,Isaiah Denis,60,62,53,,128,,"6'5""",PG-SG,"Davidson, NC",North Carolina
65,-19,70,10.5,,King Grace,73,52,61,92,126,,"6'5""",SG,"Waxahachie, TX",Mississippi State
66,6,70,21.1,,Kayden Edwards,61,90,49,80,124,,"6'2""",SG,"Duncanville, TX",TCU
67,-5,NA,NA,,Jalen Reece,66,49,77,,111,,"6'0""",PG,"Orlando, FL",LSU
68,26,NA,NA,,Zac Foster,,82,63,51,107,,"6'3""",SG,"Atlanta, GA",Clemson
69,15,NA,NA,,Amari Allen,,64,64,69,106,,"6'7""",SF,"Bradenton, FL",Alabama
69,-25,NA,NA,,Elzie Harrington,72,47,,78,106,,"6'5""",SG,"Bellflower, CA",Harvard
71,-20,75,6.8,,Nigel Walls,70,67,80,83,104,,"6'10""",PF,"Houston, TX",SMU
72,new,NA,NA,,Amari Evans,77,80,50,,96,,"6'5""",SG,"Atlanta, GA",Tennessee
73,new,NA,NA,,Kelvin Odih,,77,66,68,92,,"6'4""",SF,"Castaic, CA",St. John's
73,-13,78,4.2,,Tee Bartlett,91,83,85,53,92,,"6'10""",C,"Henderson, NV",Mississippi State
73,new,NA,NA,,Karim Lopez,,,,9,92,,"6'8""",PF,"Mexico City, Mexico",
76,-26,NA,NA,,Mazi Mosley,,40,73,,89,,"6'5""",SG,"Montverde, FL",LSU
77,6,NA,NA,,Eli Ellis,,69,69,79,86,,"6'0""",PG,"Hickory, NC",South Carolina
78,-3,NA,NA,,Trent Sisley,62,91,65,,85,,"6'7""",PF,"Montverde, FL",Indiana
78,-1,80,19,,Zymicah Wilkins,58,79,96,86,85,,"6'8""",C,"Arden, NC",NC State
78,15,NA,NA,,Kai Rogers,85,66,,67,85,,"6'9""",C,"Wauwatosa, WI",Oklahoma
81,1,NA,NA,,Alec Blair,59,,60,100,84,,"6'6""",SF,"Concord, CA",Oklahoma
81,-23,NA,NA,,Akai Fleming,53,71,95,,84,,"6'4""",SG,"Atlanta, GA",Georgia Tech
81,new,NA,NA,,Dame Sarr,,,,17,84,,"6'6""",SG,"Barcelona, Spain",Duke
84,new,81,9.2,,Kareem Stagg,86,86,70,81,81,,"6'8""",C,"Bradenton, FL",Georgia
85,-70,NA,NA,,Bryson Tiller,,21,,,80,,"6'10""",PF,"Atlanta, GA",Kansas
86,new,NA,NA,,Chris Jeffrey,,,71,55,76,,"6'3""",SG-SF,"Latham, MD",Villanova
87,9,NA,NA,,Ben Ahmed,,54,,74,74,,"6'9""",C,"Putnam, CT",Oklahoma State
88,-21,NA,NA,,Dorian Jones,78,75,84,,66,,"6'4""",SG,"Cleveland, OH",Ohio State
89,-21,NA,NA,,Efeosa Oliogu,,38,,,63,,"6'5""",SF,"Daytona Beach, FL",Butler
89,-24,NA,NA,,Xzavion Mitchell,84,55,,,63,,"6'6""",SF,"Oshkosh, WI",Iowa State
91,new,NA,NA,,Maikcol Perez,,,,41,60,,"6'8""",PF,"Rome, Italy",Baylor
92,-11,NA,NA,,Aleks Alston,76,68,,,58,,"6'9""",SF,"Chicago, IL",Maryland
93,-32,NA,NA,,Isaiah Sealy,69,88,,90,56,,"6'7""",PG-SG,"Springdale, AR",Arkansas
94,new,NA,NA,,Omer Mayer,,,,46,55,,"6'4""",PG,"Tel Aviv, Israel",Purdue
95,-47,NA,NA,,Chris Nwuli,49,,,,52,,"6'7""",PF,"Mount Pleasant, UT",Rutgers
96,new,NA,NA,,Nigel James,68,,83,,51,,"6'0""",PG,"Glen Head, NY",Marquette
96,new,NA,NA,,Paul Semedo,50,,,,51,,"7'1""",C,"Orlando, FL",
98,-44,NA,NA,,Aaron Rowe,,53,,,48,,"6'0""",PG,"Columbia, MO",Missouri
99,new,89,10.2,,Ryder Frost,80,96,99,82,47,,"6'6""",SF,"Exeter, NH",Notre Dame
100,-10,NA,NA,,Brady Koehler,95,,,61,46,,"6'8""",PF,"Indianapolis, IN",Notre Dame
