46,31,58,13.7,,Taylor Hendricks,42,54,60,75,41,233,,"6'8""",PF,"Fort Lauderdale, FL",UCF
47,-7,45,4.2,,Bruce Thornton,39,48,47,47,94,230,,6'2,PG,"Alpharetta, GA",Ohio State
48,-4,57,12,,Isaac Traudt,48,47,62,72,50,226,,"6'9""",PF,"Grand Island, NE",Virginia
49,-19,45,12.2,,Jalen Washington,33,37,49,60,,225,,6'8,PF,"Gary, IN",North Carolina
50,,58,17.2,,Zuby Ejiofor,70,75,44,42,51,223,,6'8,C,"Garland, TX",Kansas
51,20,57,11.9,,Kam Craft,63,58,40,67,56,221,,"6'6""",SG,"Atlanta, GA",Xavier
52,20,58,15.6,,Brice Sensabaugh,49,42,64,77,54,219,,"6'6""",SF,"Orlando, FL",Ohio State
53,-1,57,6.9,,Aidan Shaw,50,65,53,61,60,216,,"6'8""",SF,"Stilwell, KS",Missouri
54,6,50,11.5,,Roddy Gayle,62,56,37,43,,206,,"6'5""",SG,"Mount Pleasant, UT",Ohio State
55,6,NA,NA,,Elijah Fisher,,,31,51,26,195,,"6'7""",SG,"North York, ON, Canada",Texas Tech
56,-2,65,21.8,,Rodney Rice,54,45,67,95,53,191,,6'4,PG,"Potomac, MD",Virginia
57,-3,54,4.8,,Ty Rodgers,59,52,56,48,,189,,"6'5""",SF,"Harvey, IL",Illinois
58,-16,60,22.4,,Kamari Lands,43,39,86,70,82,185,,"6'8""",SF,"Phoenix, AZ",Louisville
59,6,NA,NA,,Jaden Schutt,55,50,93,69,59,179,,"6'5""",SG,"Yorkville, IL",Duke
60,6,NA,NA,,Riley Kugel,73,62,,49,44,176,,"6'5""",SG,"Orlando, FL",Florida
61,6,NA,NA,,Leonard Miller,,,,26,2,174,,"6'9""",SF,"Fort Erie, ON, Canada",Pro
62,17,68,23.5,,Ven-Allen Lubin,58,69,45,100,61,172,,"6'7""",PF,"Orlando, FL",Notre Dame
63,-5,63,12.2,,Isaac McKneely,66,67,73,45,83,171,,"6'4""",SG,"Poca, WV",Virginia
64,-3,NA,NA,,Leon Bond,72,70,71,53,70,169,,"6'5""",SF,"Wauwatosa, WI",Virginia
65,-17,61,5.2,,Felix Okpara,56,57,66,65,93,168,,"6'10""",C,"Chattanooga, TN",Ohio State
66,-17,70,13.7,,Jalen Reed,,85,58,68,46,147,,"6'9""",C,"Los Angeles, CA",LSU
67,-11,NA,NA,,AJ Casey,53,55,50,,,145,,"6'8""",PF,"Chicago, IL",Miami
68,new,NA,NA,,Adrame Diongue,64,43,,,57,139,,"7'0""",C,"Scottsdale, AZ",Washington State
69,-42,72,7.9,,Zion Cruz,68,72,65,83,84,133,,"6'3""",SG,"Trenton, NJ",DePaul
70,-6,NA,NA,,Milos Uzan,60,53,,58,,132,,"6'3""",PG,"Las Vegas, NV",Oklahoma
71,-1,72,12.5,,Noah Clowney,65,63,68,90,88,131,,6'1,C,"Roebuck, SC",Alabama
72,14,NA,NA,,Otega Oweh,71,72,54,82,96,130,,"6'3""",SG,"Somerset, NJ",Oklahoma
73,-4,NA,NA,,Dug McDaniel,61,59,94,,67,123,,"5'10""",PG,"Fairfax, VA",Michigan
74,-3,NA,NA,,Brendan Hausen,,,43,,37,122,,6'5,SG,"Amarillo, TX",Villanova
74,-11,NA,NA,,Richard Isaacs,46,76,,59,,122,,"6'2""",PG,"Henderson, NV",Texas Tech
76,-19,72,5,,Derrian Ford,67,71,79,71,,116,,"6'3""",SG,"Magnolia, AR",Arkansas
77,5,NA,NA,,Jayden Epps,76,83,87,44,,114,,"6'1""",SG,"Suffolk, VA",Illinois
78,9,NA,NA,,Rowan Brumbaugh,75,90,69,,76,94,,"6'4""",PG,"Gill, MA",Texas
79,-3,NA,NA,,Austin Nunez,,,52,62,,88,,"6'2""",PG,"Garden Ridge, TX",Arizona State
80,-7,80,3.6,,Trejuan Holloman,85,79,77,78,,85,,"6'2""",PG,"St. Paul, MN",Michigan State
81,12,NA,NA,,Daniel Skillings,,,76,96,49,82,,"6'6""",SG,"Philadelphia, PA",Cincinnati
81,13,NA,NA,,Cameron Corhen,82,68,,,71,82,,"6'9""",C,"Plano, TX",Florida State
83,8,NA,NA,,Chandler Jackson,,,91,74,58,80,,"6'4""",PG,"Memphis, TN",Florida State
83,2,NA,NA,,Chris Bunch,,,85,63,75,80,,"6'6""",SF,"Mount Pleasant, UT",Syracuse
85,1,NA,NA,,DJ Jefferson,,,,76,47,79,,"6'5""",SG,"St. Paul, MN",Tulsa
86,9,NA,NA,,Sencire Harris,,,59,87,79,78,,"6'3""",SG,"Akron, OH",Illinois
87,5,82,8.4,,Devin Ree,74,77,84,93,100,77,,"6'7""",SF,"Terry, MS",Louisville
88,-4,NA,NA,,Joseph Hunter,81,,80,66,,76,,"6'5""",SG,"Fresno, CA",Fresno State
89,5,NA,NA,,De'Ante Green,69,60,,,,73,,"6'9""",PF,"Asheville, NC",Florida State
90,5,NA,NA,,Michael Sharavjamts,,95,95,,42,71,,"6'8""",PF,"Willoughby, OH",Dayton
90,6,NA,NA,,Desmond Claude,,93,75,92,73,71,,"6'5""",PG,"Oakdale, CT",Xavier
92,5,82,22.1,,Amaree Abram,,98,92,57,87,70,,"6'4""",SG,"Santa Clarita, CA",Mississippi
93,5,NA,NA,,Henri Veesaar,,,,33,,68,,"6'10""",C,Estonia,Arizona
93,6,NA,NA,,Tyler Nickel,94,91,81,81,90,68,,"6'8""",PF,"Elkton, VA",North Carolina
95,5,NA,NA,,Malique Ewin,87,81,97,,72,67,,"6'9""",C,"Lilburn, GA",Mississippi
95,-27,NA,NA,,Lee Dort,,,46,89,,67,,6'1,C,"Addison, TX",Vanderbilt
97,new,NA,NA,,Tyrese Proctor,,,,,35,66,,"6'4""",PG,"Sydney, Australia",Duke
98,-2,NA,NA,,Kaleb Banks,80,78,,80,,65,,"6'8""",PF,"Fayetteville, GA",Indiana
99,-33,NA,NA,,Dylan Anderson,98,,89,86,68,63,,"7'0""",C,"Gilbert, AZ",Arizona
100,-22,NA,NA,,Dylan Hunter,77,64,,,,61,,"6'3""",PG,"Bel Aire, KS",Baylor
