26,4,29,5.6,,Eloy Vargas,,22,26,28,33,36,37,41,484,,6-9,PF,"Plantation, FL",Florida
27,41,33,21.8,,Rashanti Harris,,14,41,25,17,67,34,37,472,,6-9,C,"Columbus, MS",
27,6,34,3.6,,Jeff Withey,,36,36,37,35,28,20,43,472,,6-11,C,"San Diego, CA",Arizona
29,3,39,5.3,,Drew Gordon,,37,46,34,42,34,35,24,455,,6-9,PF,"San Jose, CA",UCLA
30,-17,NA,NA,,Devin Ebanks,*,,11,13,9,13,10,,449,,6-8,WF,"Oakdale, CT",West Virginia
31,44,40,14.5,,Mike Rosario,,19,55,51,43,33,43,16,447,,6-1,WG,"Jersey City, NJ",Rutgers
31,42,37,15.6,,Yancy Gates,,32,22,63,36,30,47,30,447,,6-8,PF,"Cincinnati, OH",Cincinnati
33,7,40,16.0,,Sylven Landesberg,,28,66,32,44,29,46,19,443,,6-7,WF,"Flushing, NY",Virginia
34,-10,35,10.1,,DeAndre Liggins,,51,28,35,37,25,32,57,442,,6-6,WF-PG,"Chicago, IL",Kentucky
35,-10,39,18.6,,Kenny Kadji,,71,27,26,32,40,27,44,440,,6-10,C,"Bradenton, FL",Florida
35,1,42,5.0,,Darius Miller,,45,43,49,38,37,22,33,440,,6-6,WF,"Maysville, KY",Kentucky
37,-17,39,30.7,,Ty Walker,,92,17,22,25,39,24,58,430,,7-0,C,"Wilmington, NC",Wake Forest
38,19,40,11.5,,Wesley Witherspoon,,24,34,46,54,43,36,48,422,,6-7,WF,"Lilburn, GA",Memphis
39,-8,39,10.3,,Tony Mitchell,,23,38,38,46,50,39,54,419,,6-6,WF,"Swainsboro, GA",Alabama
40,20,36,9.1,,Anthony Jones,,27,45,30,30,46,50,65,414,,6-10,WF,"Houston, TX",Baylor
41,7,45,16.9,,Tony Woods,,53,20,41,47,66,53,27,400,,6-10,C,"Rome, GA",Wake Forest
41,-12,48,29.8,,Jerime Anderson,,100,37,45,31,27,18,49,400,,6-1,PG,"Anaheim, CA",UCLA
43,10,47,15.2,,Emmanuel Negedu,,50,40,31,71,41,56,23,395,,6-7,PF,"Wolfeboro, NH",Tennessee
44,2,50,13.0,,Romero Osby,,42,57,42,69,38,42,51,366,,6-8,PF,"Meridan, MS",Mississippi State
44,19,53,19.6,,Larry Drew,,48,71,59,67,22,45,29,366,,6-0,PG,"Woodland Hills, CA",North Carolina
46,13,44,7.1,,Mookie Jones,,43,35,40,53,49,60,67,360,,6-6,WF,"Peekskill, NY",Syracuse
47,2,49,16.7,,Kevin Jones,,39,73,54,29,52,71,34,355,,6-8,PF,"Mount Vernon, NY",West Virginia
48,-1,50,9.3,,Kenny Frease,,46,42,66,48,47,59,55,344,,6-11,C,"Massillon, OH",Xavier
49,-14,54,19.7,,Travis Releford,,76,70,36,56,32,40,62,335,,6-4,WG,"Shawnee Mission, KS",Kansas
50,-12,56,14.9,,Sean Mosley,,78,62,57,41,44,58,40,327,,6-4,WG,"Baltimore, MD",Maryland
51,1,60,24.1,,Henry Sims,,99,49,61,34,57,88,32,287,,6-10,C,"Baltimore, MD",Georgetown
52,45,NA,NA,,John Riek,*,,,11,,7,12,,273,,7-2,C,"Centereach, NY",Cincinnati
53,-8,NA,NA,,Terrelle Pryor,,60,,55,63,53,67,39,269,,6-6,WF,"Jeannette, PA",Ohio State
54,-13,NA,NA,,Angel Garcia,,,47,43,62,45,70,72,267,,6-10,PF,"East Chicago, IN",Memphis
55,-1,62,20.1,,Xavier Gibson,,58,56,48,50,97,76,59,263,,6-9,C,"Dothan, AL",Florida State
56,-12,NA,NA,,Kris Joseph,,62,,53,52,70,64,50,255,,6-7,WF,"Washington, DC",Syracuse
57,new,NA,NA,,Terrence Jennings,*,,18,33,,61,41,,251,,6-10,PF,"Durham, NC",Louisville
58,new,NA,NA,,Klay Thompson,,38,51,78,45,,,53,240,,6-5,WF-WG,"Margarita, CA",Washington State
59,-22,57,18.2,,J'Covan Brown,,33,54,50,68,81,92,,228,,6-0,WG,"Port Arthur, TX",Texas
60,-4,71,17.0,,D.J. Seeley,,98,58,56,76,68,52,74,225,,6-4,WG,"Modesto, CA",California
61,4,75,14.0,,Rayford Shipman,,57,91,83,64,79,66,46,221,,6-5,WF,"Pace, FL",Florida
62,33,69,12.4,,Jason Clark,,74,64,88,59,59,100,45,218,,6-2,WG,"Arlington, VA",Georgetown
63,new,NA,NA,,Marcus Morris,*,,29,62,,62,38,,213,,6-7,PF,"Philadelphia, PA",Kansas
64,-6,NA,NA,,Ralph Sampson III,,,59,77,49,56,54,,210,,6-11,C,"Huntsville, AL",Minnesota
65,-15,NA,NA,,Catalin Baciu,,87,,52,55,60,49,,202,,7-0,C,"Fletcher, NC",Clemson
66,15,NA,NA,,Olek Czyz,,44,,58,92,64,65,87,196,,6-8,PF,"Reno, NV",Duke
67,new,NA,NA,,Markieff Morris,*,,50,80,,48,33,,193,,6-7,PF,"Philadelphia, PA",Kansas
68,10,NA,NA,,Elston Turner,,59,,79,90,65,51,71,191,,6-4,WG,"Roseville, CA",Washington
69,-26,79,22.7,,Scott Suggs,,93,97,97,58,51,48,73,190,,6-5,WG,"Washington, MO",Washington
70,new,69,18.2,,Renaldo Woolridge,,54,53,69,98,72,77,96,188,,6-7,WF,"N Hollywood, CA",Tennessee
71,-20,73,11.4,,Chris Braswell,,83,84,67,57,76,99,66,175,,6-9,PF,"Hyattsville, MD",Georgetown
72,new,NA,NA,,Storm Warren,,52,,,,63,63,60,166,,6-8,C,"Richwood, LA",Baylor
73,new,79,22.9,,Tyshawn Taylor,,41,77,96,82,98,62,86,165,,6-3,WG,"Jersey City, NJ",Kansas
74,-8,73,7.3,,Terrance Henry,,75,65,68,73,84,98,83,161,,6-9,PF,"Monroe, LA",Mississippi
74,new,NA,NA,,Ater Majok,,,13,,28,,,,161,,6-10,PF-WF,"Carlingford, Australia",Connecticut
76,-12,NA,NA,,Allan Chaney,,,96,65,60,74,94,64,153,,6-8,PF,"New London, CT",Florida
77,4,NA,NA,,Philip McDonald,,47,88,98,81,,,42,149,,6-5,WG,"Cyrpress, TX",New Mexico
78,3,NA,NA,,Matt Simpkins,*,,80,64,88,69,57,,147,,6-9,PF,"Sacramento, CA",Memphis
79,new,NA,NA,,Erving Walker,,30,,,,58,,75,140,,5-7,PG,"Middle Village, NY",Florida
80,10,NA,NA,,Courtney Fortson,*,,60,44,,93,68,,139,,5-10,PG,"Patterson, NC",Arkansas
81,-26,NA,NA,,Miles Plumlee,,81,,,40,99,,47,137,,6-9,PF,"Arden, NC",Duke
82,new,NA,NA,,David Loubeau,,80,63,89,87,,,61,125,,6-9,PF,"Westlake, TX",Texas A&M
83,-42,NA,NA,,Anthony Booker,,,44,86,70,,,80,124,,6-8,PF,"Florissant, MO",Southern Illinois
84,new,NA,NA,,Latavious Williams,,29,,,51,,,,122,,6-8,PF,"Starkville, MS",
85,3,NA,NA,,Nasir Robinson,,79,,75,66,,84,81,120,,6-5,WF,"Chester, PA",Pittsburgh
86,new,NA,NA,,Rotnei Clarke,,56,,,83,,,52,112,,6-0,PG,"Claremore, OK",Arkansas
87,-1,NA,NA,,Korie Lucious,,55,98,73,94,,,78,107,,5-11,PG,"Milwaukee, WI",Michigan State
88,new,NA,NA,,Nick Williams,,61,,,,,,35,106,,6-4,WG,"Mobile, AL",Indiana
89,-18,NA,NA,,Matt Gatens,,64,,71,65,,,99,105,,6-5,WG,"Iowa City, IA",Iowa
90,4,NA,NA,,Quintrell Thomas,,,,85,97,86,79,56,102,,6-7,PF,"Elizabeth, NJ",Kansas
91,-53,NA,NA,,Nate Miles,*,,79,60,,71,,,93,,6-6,WG,"San Antonio, TX",Connecticut
91,-4,NA,NA,,Dashan Harris,*,70,93,,,78,,70,93,,6-0,PG,"Montverde, FL",Texas A&M
93,new,NA,NA,,Cashmere Wright,,,82,,,55,,76,90,,6-0,WG,"Savannah, GA",Cincinnati
94,new,NA,NA,,Gregory Echenique,,15,,,,,,,86,,6-9,C,"Newark, NJ",Rutgers
95,new,NA,NA,,Paul Williams,,69,,,,85,,68,81,,6-3,WG,"Detroit, MI",Dayton
95,-4,NA,NA,,Draymond Green,,,,,85,,,36,81,,6-6,PF,"Saginaw, MI",Michigan State
95,new,NA,NA,,Jeff Taylor,,,52,,,,,69,81,,6-6,WF,"Hobbs, NM",Vanderbilt
98, ,NA,NA,,Devoe Joseph,,97,61,,89,,78,,79,,6-3,WG,"Ajax, ON",Minnesota
99,new,NA,NA,,Roscoe Davis,,63,,81,100,,,82,78,,6-9,PF,"Upper Marlboro, MD",West Virginia
100,-19,NA,NA,,Jared Berggren,,,74,87,84,,82,,77,,6-10,C,"Princeton, MN",Wisconsin
100,-12,NA,NA,,Anthony Crater,,77,,92,,88,83,88,77,,6-1,PG,"Flint, MI",Ohio State
100,-39,NA,NA,,Delwan Graham,,,,99,72,,55,,77,,6-5,WF,"Atlanta, GA",LSU
