pid,draft_year,source_id,source_url,archive_url,publication_date,capture_utc,metric,value,unit,method,evidence_sha256,draft_date
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_transition_turnover_pct,25.0,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_transition_poss_pg,4.2,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_transition_ppp,1.127,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_spotup_fga_pg,3.5,field-goal attempts per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_spotup_ppp,1.056,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_open_catchshoot_pps,1.2,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_guarded_catchshoot_pps,0.862,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_pullup_pps,0.433,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_finish_pps,1.19,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_post_ppp,0.67,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P7f86ce09cc,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_isolation_shots_fouled_pct,12.9,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_overall_ppp,1.012,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_poss_pg,12.1,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_halfcourt_ppp,0.994,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_spotup_poss_pct,35.9,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_spotup_ppp,1.1,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_guarded_catchshoot_pps,1.26,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_open_catchshoot_pps,1.16,points per shot,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_pullup_fg_pct,28.6,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_finish_fga_pg,2.1,field-goal attempts per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_finish_ppp,1.12,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_isolation_ppp,1.048,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P10d0b75bed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_post_ppp,1.2,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_overall_ppp,0.97,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_poss_pg,20.6,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_transition_ppp,0.9,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_halfcourt_ppp,0.98,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_halfcourt_poss_pg,18.1,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_turnover_pct,12.2,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_shots_fouled_pct,8.4,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_isolation_poss_pg,5.9,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_isolation_fg_pct,45.4,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_post_ppp,1.0,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_post_poss_pg,3.1,possessions per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_finish_ppp,1.26,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_pullup_fga_pg,4.6,field-goal attempts per game,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P6f36cd1fed,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_pullup_fg_pct,42.0,percent (0..100); named event denominator,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
P38bff88a77,2010,dx2010sf,https://www.draftexpress.com/amp/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503/,https://web.archive.org/web/20100615143232id_/http://www.draftexpress.com:80/article/Situational-Statistics-This-Yearas-Small-Forward-Crop-3503,2010-06-12,2010-06-15T14:32:32+00:00,report_overall_ppp,1.0,points per possession,earlier_manually_verified_archive_fact,b53aa3f9c2b8c8b81a5b3ad79b444c93529aa69951a355a02147de9e9d46ae58,2010-06-24
